decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec
276,2351.02222222204,98,1,90,0,2,0,3,0.0009661
277,2352.93333333314,2,1,89,0,0,0,0,0.0010025
278,2363.02222222199,100,1,90,0,0,2,7,0.001999
279,2363.46666666643,2,1,90,0,0,0,0,0.0010002
280,2365.2444444442,2,1,90,0,0,0,0,0
281,2377.9999999997,2,1,90,0,0,0,0,0.0010079
282,2383.15555555524,100,2,92,0,1,1,3,0.0009991
283,2383.59999999968,2,1,90,0,0,0,0,0
284,2388.0444444441,2,1,90,0,0,0,0,0.001001
285,2392.79999999964,2,1,90,0,0,0,0,0.0009992
286,2393.68888888852,100,1,90,0,2,0,3,0.0010006
287,2403.77777777737,2,1,90,0,0,0,0,0.0009983
288,2409.46666666623,2,1,90,0,0,0,0,0
289,2413.33333333288,100,2,92,0,2,0,3,0.0009991
290,2423.42222222173,2,1,89,0,0,0,0,0.0009991
291,2423.91111111062,100,2,91,0,2,0,3,0.0009666
292,2433.99999999946,2,1,88,0,0,0,0,0
293,2444.08888888831,100,1,89,1,2,0,5,0.0020003
294,2454.17777777715,2,1,88,0,0,0,0,0
295,2458.26666666602,2,1,89,0,0,0,0,0.0009995
296,2463.64444444378,100,2,90,1,2,0,2,0.002002
297,2464.266666666,2,1,89,0,0,0,0,0.000969
298,2473.73333333262,100,2,92,0,2,0,4,0.0009993
299,2484.39999999924,2,1,92,0,0,0,0,0
300,2487.37777777701,2,1,93,0,0,0,0,0
301,2491.02222222144,2,1,91,0,0,0,0,0.0009995
302,2493.86666666587,100,2,93,0,1,1,3,0.001999
303,2494.48888888809,2,1,91,0,0,0,0,0.0010006
304,2515.19999999911,99,1,91,0,0,2,2,0.0010002
305,2524.04444444352,2,1,93,0,0,0,0,0.0009948
306,2530.08888888793,2,1,93,0,0,0,0,0.0009988
307,2534.79999999903,2,1,93,0,0,0,0,0
308,2544.17777777676,100,1,93,0,0,2,3,0.0020078
309,2545.37777777676,2,1,92,1,1,0,1,0
310,2555.4666666656,2,1,92,0,0,0,0,0.0010115
311,2561.95555555446,2,1,93,0,0,0,0,0.0009989
312,2564.31111111001,100,2,94,0,1,1,3,0.0020002
313,2574.39999999885,2,1,93,1,1,0,1,0.0009977
314,2575.59999999885,100,1,93,0,0,1,2,0.0009652
315,2594.5333333321,100,1,93,0,0,1,2,0.0009973
316,2595.7333333321,100,1,94,0,0,1,3,0.0010009
317,2604.62222222095,100,1,94,0,1,0,2,0.0020092
318,2605.82222222094,100,1,94,0,0,1,1,0
319,2614.71111110979,100,1,94,0,1,0,2,0.0009971
320,2615.91111110979,100,1,93,1,0,1,1,0.0009973
321,2625.99999999863,100,1,93,0,0,1,1,0.001009
322,2634.84444444304,100,1,93,0,1,0,2,0.0009987
323,2644.93333333188,99,1,93,0,1,0,2,0.0019995
324,2646.13333333188,99,1,93,0,0,1,2,0.0010007
325,2665.06666666513,99,1,92,1,1,0,2,0.0030009
326,2666.26666666512,99,1,93,0,0,1,1,0.001
327,2675.15555555397,99,1,94,0,1,0,2,0.0010002
328,2695.28888888722,99,1,94,0,0,1,1,0.0010304
329,2696.44444444277,99,1,94,0,1,0,1,0.0009738
330,2706.53333333162,99,1,94,0,1,0,1,0.0009998
331,2715.42222222047,100,1,94,0,0,1,2,0.0019991
332,2716.62222222046,100,1,93,1,0,1,1,0.0019983
333,2726.71111110931,100,1,93,0,0,1,2,0.0009981
334,2735.55555555371,100,1,93,0,0,1,1,0.0009998
335,2736.79999999815,100,1,93,0,0,1,2,0.0009993
336,2755.68888888696,99,1,94,0,0,1,2,0.001
337,2756.9333333314,100,1,93,0,0,1,2,0
338,2767.02222222024,100,1,95,0,0,1,5,0.0009973
339,2777.11111110909,100,1,95,0,0,1,1,0.0015037
340,2785.86666666461,100,1,94,0,0,1,1,0
341,2805.99999999785,100,1,94,1,0,1,2,0.0019994
342,2807.28888888674,100,1,93,0,0,1,2,0.0010017
343,2816.0888888867,100,1,95,0,0,1,1,0.0010002
344,2817.37777777558,100,1,94,0,0,1,1,0.000999
345,2826.17777777554,100,1,96,0,1,0,1,0.0009999
346,2836.26666666439,100,1,96,0,0,1,1,0
347,2837.51111110883,100,1,95,1,0,1,1,0.0029972
348,2847.59999999767,100,1,95,0,0,1,3,0.0010003
349,2856.39999999764,100,1,95,0,0,1,2,0.0009996
350,2866.48888888648,100,1,95,1,0,1,1,0.0029995
351,2867.73333333092,100,1,96,0,1,0,2,0.0019983
352,2886.62222221973,100,1,97,0,1,0,2,0.0010013
353,2896.71111110857,100,1,97,0,0,1,3,0.0009994
354,2906.79999999742,100,1,97,0,0,1,2,0.0019971
355,2907.95555555297,100,1,97,0,1,0,2,0.001
356,2916.88888888626,100,1,97,0,1,0,3,0.0010004
357,2928.08888888622,100,1,97,0,1,0,2,0
358,2937.02222221951,100,1,97,0,1,0,3,0.0020014
359,2938.17777777506,100,1,97,0,1,0,1,0.0009988
360,2958.31111110831,100,1,97,0,1,0,1,0.0010047
361,2967.19999999716,100,1,96,1,0,1,3,0.0020002
362,2968.39999999715,100,1,95,1,0,1,1,0.0019997
363,2977.288888886,100,1,96,0,1,0,2,0.0009998
364,2978.488888886,100,1,96,0,0,1,1,0.0010006
365,2997.42222221925,100,1,96,0,1,0,1,0.0010001
366,3008.66666666364,100,1,96,0,0,1,3,0.0020025
367,3027.5999999969,100,1,96,0,1,0,3,0.0010004
368,3028.79999999689,100,1,96,0,1,0,3,0.0010013
369,3047.73333333014,100,1,97,0,0,1,3,0.0009994
370,3048.93333333014,100,1,97,0,1,0,2,0.0009982
371,3059.02222221898,100,1,97,0,1,0,1,0.0010018
372,3077.91111110779,100,1,98,0,1,0,1,0.0009994
373,3079.15555555223,100,1,97,1,0,1,1,0.0020015
374,3089.24444444107,100,1,97,0,0,1,2,0.0010046
375,3118.13333332984,100,1,96,1,0,1,2,0.0030013
376,3119.42222221872,100,1,96,0,0,1,2,0.0020041
377,3138.26666666308,100,1,97,0,0,1,1,0.0009996
378,3139.55555555197,100,1,97,0,0,1,2,0.0010008
379,3148.35555555193,100,1,97,0,0,1,1,0.0009978
380,3158.44444444078,100,1,97,0,1,0,2,0.0019995
381,3159.68888888521,100,1,97,0,1,0,3,0.0020046
382,3169.77777777406,100,1,97,0,1,0,3,0.0029987
383,3178.57777777402,100,1,97,0,1,0,1,0.0029983
384,3189.91111110731,100,1,94,1,1,0,1,0.002
385,3208.75555555167,98,1,93,1,1,0,1,0.002999
386,3210.04444444055,100,1,93,0,1,0,2,0.0019998
387,3220.1333333294,100,1,94,0,0,1,2,0.0020012
388,3228.88888888492,99,1,94,0,0,1,2,0.0029972
389,3238.97777777376,99,1,94,0,0,1,1,0.0030015
390,3240.26666666264,100,1,94,0,1,0,1,0.0010023
391,3249.06666666261,100,1,94,0,1,0,1,0.0030007
392,3269.19999999585,100,1,93,0,0,0,0,0.0029992
393,3270.44444444029,100,2,95,0,0,1,1,0.0019994
394,3270.48888888474,100,1,94,0,1,0,2,0.0020018
395,3279.2888888847,100,1,92,1,1,0,1,0.003998
396,3289.37777777354,100,1,92,0,1,0,1,0.0020008
397,3300.62222221794,100,1,92,0,1,0,3,0.0009965
398,3309.51111110679,100,1,92,0,0,1,2,0.0020023
399,3319.59999999563,100,1,92,0,0,1,1,0.0029998
400,3320.75555555119,100,1,91,1,1,0,1,0.0039987
401,3329.68888888448,100,1,91,0,1,0,2,0.0029978
402,3340.88888888443,100,1,91,0,0,1,1,0.0010019
403,3349.82222221773,100,1,90,1,1,0,1,0.0029988
404,3350.97777777328,99,1,90,0,0,1,3,0.0009968
405,3359.91111110657,100,1,90,0,0,1,3,0.0009977
406,3361.06666666212,99,1,90,0,0,1,1,0.0030038
407,3369.99999999542,100,1,90,0,1,0,2,0.0019993
408,3371.15555555097,100,1,90,0,0,1,1,0.001997
409,3390.13333332866,100,1,90,0,0,1,1,0.0020002
410,3400.22222221751,100,1,90,0,1,0,2,0.0010029
411,3401.33333332862,100,1,90,0,0,1,3,0.0009981
412,3411.42222221746,100,1,89,0,0,1,1,0.0010018
413,3420.35555555076,100,1,89,0,1,0,1,0.0010007
414,3431.55555555071,100,1,88,1,0,1,2,0.0019954
415,3440.488888884,100,1,88,0,1,0,1,0.001001
416,3441.64444443955,100,1,88,0,0,1,3,0
417,3450.57777777285,100,1,89,0,1,0,1,0.0009999
418,3460.66666666169,100,1,85,0,1,0,1,0.0010042
419,3461.7777777728,100,1,85,0,1,0,2,0.0009988
420,3470.75555555054,100,1,85,0,1,0,1,0.0010014
421,3471.86666666164,100,1,85,0,1,0,1,0.001
422,3480.84444443938,100,1,84,0,0,0,0,0.0009994
423,3492.04444443933,100,1,84,1,1,1,3,0.002
424,3502.04444443929,100,1,85,0,1,0,1,0.0010065
425,3512.13333332814,100,1,84,1,0,1,3,0.0020003
426,3512.17777777258,97,1,84,0,0,1,1,0
427,3532.26666666138,100,1,85,0,1,0,2,0.0010001
428,3532.31111110583,97,1,85,0,0,1,3,0
429,3552.44444443907,97,1,87,0,0,1,1,0.0009876
430,3562.44444443903,100,1,88,0,1,0,1,0.0010018
431,3562.53333332792,98,1,87,1,0,1,3,0.0030282
432,3572.62222221676,98,1,86,0,0,1,2,0.0010226
433,3582.57777777228,100,1,86,0,1,0,1,0.001527
434,3592.66666666112,100,1,86,0,0,1,1,0.0010051
435,3592.75555555001,100,1,86,0,0,1,1,0.0009957
436,3602.75555554997,100,1,85,1,0,1,3,0.0020069
437,3602.84444443886,100,1,85,0,0,1,2,0.0009996
438,3632.93333332761,99,1,86,0,0,1,1,0.0009977
439,3633.0222222165,99,1,86,0,1,0,3,0.0009994
440,3643.11111110535,99,1,86,0,1,0,3,0.0009996
441,3653.06666666086,99,1,86,0,0,1,1,0.0009998
442,3663.15555554971,99,1,87,0,1,0,1,0.0019714
443,3673.24444443855,99,1,87,0,0,0,0,0.0010028
444,3683.3333333274,99,1,87,0,0,0,0,0.0009997
445,3686.35555554961,99,1,87,0,0,0,0,0.0010001
446,3693.3777777718,99,2,89,0,1,0,2,0.0020002
447,3700.62222221621,99,1,87,0,0,0,0,0.0010052
448,3713.51111110504,99,1,86,1,0,3,10,0.0020004
449,3723.55555554945,99,1,86,0,1,0,1,0.000998
450,3723.59999999389,99,1,86,0,0,1,2,0.001004
451,3733.68888888273,100,1,87,0,0,1,2,0.0009972
452,3743.68888888269,100,1,86,1,1,0,2,0.0023342
453,3743.77777777158,100,1,85,1,1,0,1,0.0020326
454,3763.82222221594,99,1,86,0,1,0,2,0.0009992
455,3773.91111110478,99,1,86,0,0,1,3,0.001003
456,3783.99999999363,99,1,87,0,1,0,3,0.0010046
457,3794.04444443803,100,1,87,0,0,1,2,0.0009987
458,3804.13333332687,100,1,87,0,1,0,1,0.0009858
459,3814.22222221572,100,1,87,0,1,0,1,0.0010004
460,3824.22222221568,100,1,87,0,1,0,1,0
461,3844.35555554892,100,1,87,0,1,0,2,0.0010319
462,3864.48888888217,100,2,89,0,2,0,3,0.0009999
463,3874.57777777102,100,1,87,0,1,0,1,0.0009983
464,3884.62222221542,100,1,86,0,0,1,2,0.001001
465,3884.66666665986,100,1,88,0,0,0,0,0.0010167
466,3894.71111110426,100,2,89,2,2,0,2,0.0049955
467,3894.75555554871,100,1,87,0,1,0,2,0.0010001
468,3904.84444443755,99,1,87,0,1,0,3,0.0009996
469,3914.84444443751,100,1,86,0,1,0,3,0.0009863
470,3924.93333332635,100,1,87,0,0,1,1,0
471,3924.9777777708,100,1,88,0,0,1,2,0
472,3945.0666666596,100,1,87,0,1,0,3,0.0010084
473,3945.11111110404,100,1,89,0,0,0,0,0.0009941
474,3955.19999999289,100,1,88,1,0,2,3,0.0019987
475,3965.19999999285,100,1,89,0,0,1,1,0.0010001
476,3965.28888888173,100,1,89,0,0,1,2,0
477,3985.33333332609,100,1,88,0,0,1,1,0.0009935
478,3985.42222221498,100,1,88,0,0,1,2,0.0010059
479,3995.42222221494,100,1,88,0,0,1,2,0
