parent,units,children,firstChildDone,lastChildDone,consolidated,consolidationWait,placed,submitted
153,4,2,785.377777777901,798.444444444578,798.444444444578,13.0666666666771,386.844444444411,658.1777777778
48,5,2,775.333333333449,888.622222222428,888.622222222428,113.288888888979,0,645.022222222234
136,4,2,695.111111111163,965.688888889156,965.688888889156,270.577777777993,272.977777777799,665.066666666695
7,2,2,978.888888889167,1126.13333333373,1126.13333333373,147.244444444562,0,948.800000000254
39,3,2,587.999999999967,1136.17777777818,1136.17777777818,548.177777778214,0,547.95555555549
77,2,2,1069.11111111146,1246.48888888938,1246.48888888938,177.377777777919,0,968.844444444714
12,5,2,1096.04444444482,1339.82222222279,1339.82222222279,243.777777777972,0,985.777777778061
149,4,2,1396.93333333394,1507.2000000007,1507.2000000007,110.266666666754,353.644444444427,1286.66666666719
176,3,2,1657.55555555637,1680.44444444528,1680.44444444528,22.8888888889071,554.844444444385,1530.13333333405
144,5,2,1737.73333333421,1760.62222222312,1760.62222222312,22.8888888889071,323.377777777775,1617.46666666745
68,5,2,818.488888889039,1888.000000001,1888.000000001,1069.51111111196,0,678.222222222261
301,3,2,1938.17777777882,1950.48888888994,1950.48888888994,12.3111111111209,1657.55555555637,1890.97777777878
314,3,2,1948.22222222327,1970.5333333344,1970.5333333344,22.3111111111289,1770.66666666757,1890.97777777878
273,2,2,2091.11111111205,2121.73333333414,2121.73333333414,30.6222222220899,1366.88888888948,2050.80000000112
64,3,2,905.600000000219,2191.77777777828,2191.77777777828,1286.17777777807,0,865.555555555743
269,3,2,1968.26666666773,2201.86666666713,2201.86666666713,233.599999999399,1346.80000000057,1938.17777777882
32,3,2,2018.4000000011,2212.35555555597,2212.35555555597,193.955555554869,0,1938.17777777882
25,2,2,2181.68888888944,2222.44444444482,2222.44444444482,40.7555555553795,0,2121.73333333414
264,3,2,2192.22222222273,2252.22222222247,2252.22222222247,59.9999999997408,1299.73333333387,2070.97777777881
71,5,2,1847.95555555652,2272.40000000016,2272.40000000016,424.444444443634,0,1707.68888888975
277,3,2,2008.35555555665,2282.488888889,2282.488888889,274.133333332352,1439.9555555562,1938.17777777882
285,4,2,2151.46666666735,2313.11111111109,2313.11111111109,161.644444443746,1517.24444444515,2070.97777777881
111,5,3,985.777777778061,2363.02222222199,2363.02222222199,1377.24444444393,0,825.466666666822
365,3,2,2352.93333333314,2464.266666666,2464.266666666,111.333333332852,2162.00000000064,2313.11111111109
96,2,2,2454.17777777715,2473.73333333262,2473.73333333262,19.5555555554711,0,2292.9333333334
197,4,2,1988.31111111219,2515.19999999911,2515.19999999911,526.888888886918,758.355555555658,1938.17777777882
280,4,2,2172.08888888948,2545.37777777676,2545.37777777676,373.288888887276,1467.06666666733,2070.97777777881
239,2,2,2038.48888889001,2555.4666666656,2555.4666666656,516.977777775593,1126.13333333373,1990.57777777886
252,3,2,2262.71111111131,2574.39999999885,2574.39999999885,311.688888887542,1236.44444444493,2162.00000000064
266,3,2,2028.44444444556,2575.59999999885,2575.59999999885,547.155555553292,1319.77777777833,1990.57777777886
10,5,2,1015.82222222253,2594.5333333321,2594.5333333321,1578.71111110957,0,845.511111111283
284,6,3,2282.84444444456,2595.7333333321,2595.7333333321,312.888888887537,1510.04444444514,2181.68888888944
16,3,2,2403.77777777737,2646.13333333188,2646.13333333188,242.355555554509,0,2383.15555555524
75,2,2,2625.99999999863,2675.15555555397,2675.15555555397,49.1555555553432,0,2545.37777777676
394,4,2,2484.39999999924,2785.86666666461,2785.86666666461,301.466666665364,2350.9777777776,2351.02222222204
352,4,2,2564.31111111001,2805.99999999785,2805.99999999785,241.688888887845,2050.80000000112,2423.91111111062
347,2,2,2494.48888888809,2906.79999999742,2906.79999999742,412.31111110933,2048.53333333446,2423.91111111062
283,4,2,2755.68888888696,2997.42222221925,2997.42222221925,241.733333332289,1507.2000000007,2644.93333333188
444,5,2,3048.93333333014,3077.91111110779,3077.91111110779,28.9777777776526,2665.06666666513,2928.08888888622
21,3,2,2716.62222222046,3148.35555555193,3148.35555555193,431.733333331468,0,2696.44444444277
202,3,2,2958.31111110831,3158.44444444078,3158.44444444078,200.133333332469,795.422222222354,2867.73333333092
292,4,2,2048.53333333446,3178.57777777402,3178.57777777402,1130.04444443956,1587.37777777854,2020.71111111222
346,3,2,3028.79999999689,3289.37777777354,3289.37777777354,260.577777776652,2020.71111111222,2907.95555555297
249,6,3,1590.22222222299,3320.75555555119,3320.75555555119,1730.5333333282,1189.42222222267,1550.17777777851
40,3,2,3279.2888888847,3340.88888888443,3340.88888888443,61.5999999997339,0,3178.57777777402
279,4,2,3300.62222221794,3359.91111110657,3359.91111110657,59.2888888886328,1450.00000000065,3169.77777777406
191,2,2,2068.71111111215,3361.06666666212,3361.06666666212,1292.35555554997,705.155555555615,1990.57777777886
400,3,2,2423.91111111062,3369.99999999542,3369.99999999542,946.088888884802,2383.15555555524,2393.68888888852
452,3,2,3159.68888888521,3441.64444443955,3441.64444443955,281.955555554337,2716.62222222046,3048.93333333014
101,4,3,2715.42222222047,3492.04444443933,3492.04444443933,776.622222218867,0,2604.62222222095
500,3,2,3329.68888888448,3532.31111110583,3532.31111110583,202.622222221347,3089.24444444107,3249.06666666261
59,2,2,3572.62222221676,3592.66666666112,3592.66666666112,20.0444444443579,0,3471.86666666164
162,3,2,3602.75555554997,3653.06666666086,3653.06666666086,50.3111111108938,447.333333333271,3502.04444443929
319,2,2,2444.08888888831,3663.15555554971,3663.15555554971,1219.0666666614,1880.93333333433,2413.33333333288
409,4,2,3401.33333332862,3673.24444443855,3673.24444443855,271.911111109936,2444.08888888831,3300.62222221794
132,4,3,968.844444444714,3894.71111110426,3894.71111110426,2925.86666665955,245.82222222225,928.755555555793
291,4,2,2383.59999999968,3904.84444443755,3904.84444443755,1521.24444443787,1567.33333333408,2313.11111111109
593,4,2,3864.48888888217,3924.93333332635,3924.93333332635,60.4444444441833,3763.82222221594,3783.99999999363
546,4,2,3743.68888888269,3924.9777777708,3924.9777777708,181.288888888106,3411.42222221746,3693.3777777718
350,4,2,3582.57777777228,3945.0666666596,3945.0666666596,362.488888887323,2050.80000000112,3461.7777777728
563,3,2,3713.51111110504,3965.19999999285,3965.19999999285,251.688888887802,3532.26666666138,3663.15555554971
90,2,2,3169.77777777406,3965.28888888173,3965.28888888173,795.511111107674,0,3059.02222221898
502,3,2,3562.53333332792,3985.42222221498,3985.42222221498,422.888888887062,3119.42222221872,3470.75555555054
522,8,3,3349.82222221773,4025.59999999258,4025.59999999258,675.777777774858,3270.44444444029,3270.48888888474
236,3,3,2968.39999999715,4035.68888888143,4035.68888888143,1067.28888888428,1099.20000000037,2938.17777777506
