>>> Bots
Bot0:
DistanceTraveled: 6334.42402598079
DistanceEstimated: 6081
NumberOfPickups: 65
NumberOfSetdowns: 64
NumCollisions: 0
TotalTimeMoving: 5285.88489844864
None: 0.42
ParkPod: 1417.54123367418
RepositionPod: 0
Insert: 5617.9727780614
Extract: 111.039538235865
Rest: 0
PickupPod: 145.396082056025
SetdownPod: 143.212041832329
GetItems: 893.211839863738
PutItems: 0
Rest: 20.7825110727844
Move: 5944.37107514657
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 65
SetdownPod_Count: 64
GetItems_Count: 64
PutItems_Count: 0
Rest_Count: 0
Move_Count: 194
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 1
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 1
StatSlowStartImmediateReleaseCount: 1
StatSlowStartSearchFailures: 1
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 5211.30152598032
DistanceEstimated: 5001
NumberOfPickups: 43
NumberOfSetdowns: 43
NumCollisions: 0
TotalTimeMoving: 4208.43205678516
None: 0.42
ParkPod: 1080.97961764151
RepositionPod: 0
Insert: 0
Extract: 6083.80949507838
Rest: 0
PickupPod: 96.1734846680951
SetdownPod: 96.133571550032
GetItems: 0
PutItems: 2310.30978336205
Rest: 14.9972371749402
Move: 4647.59503596478
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 43
SetdownPod_Count: 43
GetItems_Count: 0
PutItems_Count: 43
Rest_Count: 0
Move_Count: 130
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 43
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 43
StatSlowStartImmediateReleaseCount: 43
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 6697.77397087408
DistanceEstimated: 6314
NumberOfPickups: 55
NumberOfSetdowns: 54
NumCollisions: 0
TotalTimeMoving: 5482.3054327091
None: 0.42
ParkPod: 1732.43498533072
RepositionPod: 0
Insert: 5329.60338396713
Extract: 0
Rest: 87.0752741813239
PickupPod: 123.128715691927
SetdownPod: 120.622792163564
GetItems: 702.607193450527
PutItems: 0
Rest: 85.2421502930209
Move: 6117.93279188014
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 55
SetdownPod_Count: 54
GetItems_Count: 54
PutItems_Count: 0
Rest_Count: 13
Move_Count: 165
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 5775.00000000092
DistanceEstimated: 5481
NumberOfPickups: 51
NumberOfSetdowns: 50
NumCollisions: 0
TotalTimeMoving: 4689.6188235857
None: 0.42
ParkPod: 1497.37313136464
RepositionPod: 0
Insert: 0
Extract: 5665.42580039835
Rest: 0
PickupPod: 114.168145750504
SetdownPod: 111.749538235873
GetItems: 0
PutItems: 1706.02123367416
Rest: 14.9304327089729
Move: 5216.34958139348
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 51
SetdownPod_Count: 50
GetItems_Count: 0
PutItems_Count: 51
Rest_Count: 0
Move_Count: 152
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 51
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 51
StatSlowStartImmediateReleaseCount: 51
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 6323.00000000126
DistanceEstimated: 5975
NumberOfPickups: 66
NumberOfSetdowns: 66
NumCollisions: 0
TotalTimeMoving: 5307.14423556619
None: 0.42
ParkPod: 1684.68696299383
RepositionPod: 0
Insert: 5469.83839115999
Extract: 0
Rest: 0
PickupPod: 147.599271247446
SetdownPod: 147.399184932518
GetItems: 903.331853966048
PutItems: 0
Rest: 24.2645954957646
Move: 5932.35044851204
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 66
SetdownPod_Count: 66
GetItems_Count: 66
PutItems_Count: 0
Rest_Count: 0
Move_Count: 198
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot5:
DistanceTraveled: 5573.04000816323
DistanceEstimated: 5457
NumberOfPickups: 42
NumberOfSetdowns: 42
NumCollisions: 0
TotalTimeMoving: 4473.01591661889
None: 0.42
ParkPod: 1365.19914177478
RepositionPod: 0
Insert: 0
Extract: 5794.1947186258
Rest: 0
PickupPod: 93.9464575050782
SetdownPod: 93.8358800872444
GetItems: 0
PutItems: 2020.05999280712
Rest: 15.6957143666936
Move: 4936.27581563445
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 42
SetdownPod_Count: 42
GetItems_Count: 0
PutItems_Count: 42
Rest_Count: 0
Move_Count: 127
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 42
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 42
StatSlowStartImmediateReleaseCount: 42
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot6:
DistanceTraveled: 6729.0000000014
DistanceEstimated: 6387
NumberOfPickups: 58
NumberOfSetdowns: 58
NumCollisions: 0
TotalTimeMoving: 5513.82702053694
None: 0.42
ParkPod: 1710.41955981468
RepositionPod: 0
Insert: 5441.00593848107
Extract: 0
Rest: 0
PickupPod: 129.691724493462
SetdownPod: 128.671197993106
GetItems: 742.648499337367
PutItems: 0
Rest: 20.5573735568827
Move: 6130.27670291493
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 58
SetdownPod_Count: 58
GetItems_Count: 58
PutItems_Count: 0
Rest_Count: 0
Move_Count: 174
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot7:
DistanceTraveled: 5772.847045976
DistanceEstimated: 5660
NumberOfPickups: 46
NumberOfSetdowns: 46
NumCollisions: 0
TotalTimeMoving: 4608.6688673102
None: 0.42
ParkPod: 1028.25553426029
RepositionPod: 0
Insert: 0
Extract: 6130.8305118311
Rest: 0
PickupPod: 102.83332614036
SetdownPod: 102.907387942845
GetItems: 0
PutItems: 1927.45561309884
Rest: 16.4646538895793
Move: 5009.84506501977
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 46
SetdownPod_Count: 46
GetItems_Count: 0
PutItems_Count: 46
Rest_Count: 0
Move_Count: 139
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 46
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 46
StatSlowStartImmediateReleaseCount: 46
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot8:
DistanceTraveled: 5496.41597402139
DistanceEstimated: 5346
NumberOfPickups: 43
NumberOfSetdowns: 42
NumCollisions: 0
TotalTimeMoving: 4391.49033229168
None: 0.42
ParkPod: 1139.99449507834
RepositionPod: 0
Insert: 0
Extract: 6024.27551211461
Rest: 0
PickupPod: 96.1611977096162
SetdownPod: 93.9616232256238
GetItems: 0
PutItems: 2142.21994964956
Rest: 14.5672294150797
Move: 4817.78000719307
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 43
SetdownPod_Count: 42
GetItems_Count: 0
PutItems_Count: 42
Rest_Count: 0
Move_Count: 128
