#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.86;0.71;95;0;0;0;0;0;0;0;0;0
1199.94;0.72;96;0;0;0;0;0;0;0;0;0
1799.98;0.73;96;0;0;0;0;0;0;0;0;0
2399.76;0.73;96;0;0;0;0;0;0;0;0;0
2999.86;0.74;96;0;0;0;0;0;0;0;0;0
3599.85;0.74;96;0;0;0;0;0;0;0;0;0
4199.65;0.74;96;0;0;0;0;0;0;0;0;0
4799.89;0.75;96;0;0;0;0;0;0;0;0;0
5399.98;0.75;96;0;0;0;0;0;0;0;0;0
5999.81;0.76;96;0;0;0;0;0;0;0;0;0
6599.98;0.76;97;0;0;0;0;0;0;0;0;0
7199.85;0.76;97;0;0;0;0;0;0;0;0;0
