>>> Bots
Bot0:
DistanceTraveled: 1282
DistanceEstimated: 1160
NumberOfPickups: 28
NumberOfSetdowns: 28
NumCollisions: 0
TotalTimeMoving: 1284.04444443804
None: 0.0444444444444445
ParkPod: 469.199999997413
RepositionPod: 0
Insert: 1542.79999999166
Extract: 0
Rest: 12274.9777777893
PickupPod: 62.2222222219062
SetdownPod: 62.2222222219062
GetItems: 431.199999997652
PutItems: 0
Rest: 12122.0000000123
Move: 1609.37777776902
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 28
SetdownPod_Count: 28
GetItems_Count: 28
PutItems_Count: 0
Rest_Count: 2414
Move_Count: 98
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 1199.00000000001
DistanceEstimated: 1057
NumberOfPickups: 27
NumberOfSetdowns: 26
NumCollisions: 0
TotalTimeMoving: 1304.66666665862
None: 0.0444444444444445
ParkPod: 363.733333331079
RepositionPod: 0
Insert: 0
Extract: 5301.20000003914
Rest: 8654.48888885235
PickupPod: 59.9999999996385
SetdownPod: 57.7777777774372
GetItems: 0
PutItems: 3081.55555560919
Rest: 8310.31111107677
Move: 2809.82222220398
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 27
SetdownPod_Count: 26
GetItems_Count: 0
PutItems_Count: 27
Rest_Count: 1654
Move_Count: 107
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 3420.00000000011
DistanceEstimated: 3076
NumberOfPickups: 77
NumberOfSetdowns: 77
NumCollisions: 0
TotalTimeMoving: 3493.91111109267
None: 0.0444444444444445
ParkPod: 1389.9111111035
RepositionPod: 0
Insert: 4329.86666664363
Extract: 0
Rest: 8590.62222225332
PickupPod: 171.111111110225
SetdownPod: 171.111111110224
GetItems: 1203.15555554954
PutItems: 0
Rest: 8434.84444447633
Move: 4330.22222219857
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 77
SetdownPod_Count: 77
GetItems_Count: 77
PutItems_Count: 0
Rest_Count: 1679
Move_Count: 247
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 1388.99999999999
DistanceEstimated: 1248
NumberOfPickups: 32
NumberOfSetdowns: 31
NumCollisions: 0
TotalTimeMoving: 1525.68888888353
None: 0.0444444444444445
ParkPod: 451.06666666488
RepositionPod: 0
Insert: 0
Extract: 6640.48888893597
Rest: 7240.13333328846
PickupPod: 71.1111111108139
SetdownPod: 68.8888888886225
GetItems: 0
PutItems: 3412.44444443232
Rest: 6859.55555551184
Move: 3919.73333339016
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 32
SetdownPod_Count: 31
GetItems_Count: 0
PutItems_Count: 31
Rest_Count: 1365
Move_Count: 127
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 1131.00000000001
DistanceEstimated: 1047
NumberOfPickups: 25
NumberOfSetdowns: 25
NumCollisions: 0
TotalTimeMoving: 1199.1999999931
None: 0.0444444444444445
ParkPod: 365.111111108861
RepositionPod: 0
Insert: 0
Extract: 5075.7777777481
Rest: 8877.2888889212
PickupPod: 55.555555555291
SetdownPod: 55.5555555552345
GetItems: 0
PutItems: 2512.13333331908
Rest: 8586.80000003436
Move: 3108.17777775863
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 25
SetdownPod_Count: 25
GetItems_Count: 0
PutItems_Count: 25
Rest_Count: 1710
Move_Count: 100
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot5:
DistanceTraveled: 1072.00000000001
DistanceEstimated: 1008
NumberOfPickups: 25
NumberOfSetdowns: 25
NumCollisions: 0
TotalTimeMoving: 1149.82222221959
None: 0.0444444444444445
ParkPod: 339.422222221553
RepositionPod: 0
Insert: 0
Extract: 4857.06666665361
Rest: 9118.97777779204
PickupPod: 55.555555555425
SetdownPod: 55.5555555554491
GetItems: 0
PutItems: 2601.68888888144
Rest: 8834.04444445932
Move: 2768.66666666001
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 25
SetdownPod_Count: 25
GetItems_Count: 0
PutItems_Count: 25
Rest_Count: 1759
Move_Count: 101
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot6:
DistanceTraveled: 1362
DistanceEstimated: 1214
NumberOfPickups: 27
NumberOfSetdowns: 27
NumCollisions: 0
TotalTimeMoving: 1385.37777777141
None: 0.0444444444444445
ParkPod: 470.844444442256
RepositionPod: 0
Insert: 1836.66666665844
Extract: 0
Rest: 11980.6666666777
PickupPod: 59.999999999739
SetdownPod: 59.9999999997394
GetItems: 390.888888887494
PutItems: 0
Rest: 11828.3111111228
Move: 1949.02222221302
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 27
