#TimeStamp;TripTime;Type
27;16;O
28;14;I
30;15;I
30;19;O
43;28;I
46;25;I
66;50;I
104;10;O
124;16;I
133;22;O
173;21;I
188;10;I
199;16;I
222;18;O
248;26;I
274;20;I
318;25;I
319;20;O
336;14;I
338;17;O
398;14;I
430;23;O
457;24;O
520;22;O
586;18;O
626;28;O
728;18;O
755;22;O
811;29;O
877;21;I
913;34;O
937;23;O
975;15;O
1083;21;O
1092;22;O
1198;21;O
1203;20;O
1223;12;I
1233;22;I
1235;12;I
1246;26;I
1260;44;I
1298;25;I
1328;20;I
1332;13;O
1335;10;O
1372;18;I
1398;25;I
1433;21;I
1458;22;O
1465;22;O
1620;15;O
1644;19;O
1701;4;O
1785;20;O
1823;24;O
1841;5;O
1911;15;O
1957;24;O
2006;18;O
2031;29;O
2079;20;O
2083;30;O
2134;22;O
2202;24;O
2224;11;O
2269;4;O
2282;16;I
2284;14;I
2302;24;I
2313;39;I
2346;18;O
2388;28;I
2401;4;O
2411;14;I
2418;22;I
2432;13;O
2471;24;O
2477;37;I
2491;23;I
2491;29;I
2525;17;O
2548;27;O
2556;24;I
2580;21;I
2599;21;O
2613;9;I
2644;22;I
2660;10;O
2664;16;I
2680;22;I
2700;22;O
2713;18;I
2739;15;I
2742;17;I
2757;36;O
2780;21;I
2805;15;I
2821;31;O
2914;23;O
2920;17;O
2924;24;I
3011;13;O
3024;24;I
3080;23;O
3126;18;O
3159;15;O
3283;16;O
3290;10;O
3398;16;O
3408;27;O
3443;19;O
3485;26;I
3485;14;I
3496;19;I
3499;26;I
3504;23;I
3505;22;O
3556;18;I
3561;21;I
3571;30;O
3584;21;I
3620;10;I
3632;25;O
3638;23;O
3654;20;I
3693;14;I
3722;21;I
3733;11;O
3736;26;O
3762;18;I
3780;13;I
3851;34;O
3856;33;O
3947;18;O
3965;25;O
4027;20;O
4085;25;O
4125;20;O
4214;31;O
4255;22;O
4297;23;O
4322;12;I
4327;15;I
4331;18;I
4332;21;I
4340;20;I
4357;16;O
4371;20;O
4386;14;I
4407;13;I
4421;32;I
4440;21;I
4450;26;I
4453;29;O
4467;18;I
4484;16;I
4488;19;I
4525;25;I
4528;30;O
4528;24;I
4549;22;I
4560;14;O
4564;22;I
4585;22;I
4597;17;I
4601;33;I
4607;14;I
4632;20;O
4636;14;I
4647;27;O
4670;21;I
4727;41;I
4754;11;I
4758;14;O
4783;13;O
4786;11;I
4816;11;I
4842;14;O
4851;20;I
4909;24;O
4957;20;O
5013;17;O
5105;31;O
5155;10;O
5159;12;I
5185;18;O
5292;26;O
5338;30;O
5426;24;O
5468;16;O
5502;14;O
5520;11;I
5533;16;I
5535;21;I
5540;9;O
5541;22;I
5541;23;I
5595;24;O
5595;15;O
5600;18;I
5636;14;I
5645;15;O
5652;15;O
5672;22;I
5701;22;I
5754;17;O
5784;14;O
5841;5;O
5932;16;O
5986;15;O
6006;17;O
6044;14;O
6121;25;O
6121;26;O
6184;17;O
6190;16;O
6257;17;O
6344;19;O
6405;9;I
6407;28;O
6413;14;I
6419;21;I
6420;23;I
6424;24;I
6433;22;O
6456;18;O
6486;18;I
6491;25;I
6495;14;I
6519;15;I
6522;21;I
6533;20;O
6552;20;I
6560;15;I
6572;24;I
6584;21;O
6588;18;I
6598;20;I
6653;23;I
6664;21;O
6686;21;I
6690;11;O
6698;18;I
6734;22;I
6761;8;I
6766;21;O
6801;15;I
6804;24;O
6820;14;I
6821;20;O
6824;15;I
6862;15;I
6890;21;I
6928;21;O
6930;19;I
6946;29;O
7029;31;O
7041;14;O
7123;21;O
7171;18;O
7198;19;O
7277;19;O
7283;33;O
7424;16;O
7447;19;O
7539;16;O
7559;21;O
7598;21;O
7609;12;I
7610;11;I
7611;18;I
7624;27;I
7625;25;I
7689;21;I
7689;18;O
7711;26;I
7717;25;O
7742;18;I
7770;16;I
7802;7;I
7815;14;O
7862;27;O
7924;25;O
7957;28;O
8029;17;O
8034;30;O
8121;22;O
8130;22;O
8210;18;O
8314;15;O
8327;28;O
8413;11;O
8499;20;O
8554;11;I
8564;21;I
8568;24;I
8576;24;I
8580;30;I
8620;14;I
8636;16;O
8640;26;O
8660;16;I
8672;22;I
8678;22;I
8694;34;O
8697;23;I
8698;16;I
8722;14;O
8742;18;I
8745;18;I
8773;17;O
8779;16;I
8826;20;I
8835;21;O
8854;16;I
8907;14;I
8924;12;I
8943;25;I
8947;22;O
8952;22;O
8977;14;I
8988;17;I
9040;22;O
9048;22;I
9056;24;I
9062;25;I
9107;24;O
9115;25;O
9116;14;I
9208;23;O
9225;15;O
9315;33;O
9318;21;I
9335;22;O
9406;19;O
9463;24;O
9497;15;O
9573;11;O
9615;31;O
9655;25;O
9707;16;O
9753;14;I
9758;16;I
9761;16;I
9762;21;I
9801;24;O
9811;14;O
9821;13;I
9852;22;I
9904;27;I
9943;17;O
9967;21;O
10076;28;O
10086;18;O
10154;18;O
10186;19;O
10247;16;O
10275;24;O
10384;22;O
10400;15;O
10490;18;O
10514;30;O
10629;25;O
10638;26;O
10729;13;I
10741;24;I
10746;24;I
10750;24;I
10758;32;I
10764;22;O
10805;12;I
10818;24;O
10824;20;O
10828;27;I
10835;16;I
10835;15;I
10853;12;I
10886;18;I
10925;30;I
10944;19;O
10956;16;I
10962;22;I
10966;15;O
10998;22;I
11041;19;I
11064;18;O
11083;20;I
11118;17;O
11124;21;O
11127;22;I
11152;19;I
11200;25;I
11214;23;I
11218;19;O
11258;15;I
11279;19;I
11281;21;O
11311;16;I
11314;20;O
11349;25;I
11393;32;I
11411;13;O
11427;24;O
11519;20;O
11538;20;O
11617;20;O
11636;22;O
11696;21;O
11742;36;O
11821;20;O
11853;18;O
11930;9;I
11935;20;I
11943;20;I
11943;23;I
11949;26;I
11949;26;O
11977;37;O
11999;16;I
12009;16;I
12021;16;I
12025;22;O
12066;8;I
12079;17;O
12091;17;I
12119;16;O
12142;17;I
12181;13;O
12194;25;O
12235;14;O
12274;14;O
12357;15;O
12365;15;O
12469;33;O
12475;20;O
12617;20;O
12618;20;O
12714;22;O
12718;22;O
12736;11;I
12743;11;I
12751;17;I
12752;18;I
12767;26;I
12795;20;O
12805;14;O
12814;21;I
12822;14;I
12826;19;I
12849;14;I
12849;21;I
12883;31;O
12903;27;I
12904;26;I
12914;22;I
12925;22;I
12940;24;I
12953;24;O
12959;7;I
12981;21;I
12984;21;I
12989;15;I
13012;20;I
13016;18;O
13027;19;O
13066;15;I
13073;11;I
13123;18;O
13127;14;I
13138;7;I
13182;29;O
13203;22;I
13217;21;I
13264;16;I
13264;19;O
13268;25;O
13287;17;I
13327;18;I
13331;15;O
13451;16;O
13452;22;O
13528;19;O
13552;22;O
13661;22;O
13673;18;O
13769;31;O
13790;30;O
13901;36;O
13914;29;O
13948;20;I
13951;20;I
13958;20;I
13961;28;I
14004;11;O
14011;15;I
14020;21;O
14047;20;I
14075;18;I
14129;26;I
14142;12;O
14153;20;I
14215;22;O
14251;14;O
14274;26;I
14301;21;O
14359;14;O
