Policy,Reference,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5,HADGS,45,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001
HGS-M5-λ,HGS-M5,45,< .001,< .001,.001,< .001,< .001,< .001,< .001,< .001,.416,< .001
HGS-M5-λ,HADGS,45,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001
