Policy,Reference,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5,HADGS,45,+28.55***,+29.01***,+19.18***,+267.57***,−67.57***,−72.81***,−47.75***,−49.11***,+126.10***,−78.58***
HGS-M5-λ,HGS-M5,45,+2.05***,+2.03***,+1.86**,−8.82***,+11.72***,+9.68***,−5.21***,−8.55***,−0.97,−33.70***
HGS-M5-λ,HADGS,45,+31.18***,+31.63***,+21.40***,+235.15***,−63.77***,−70.17***,−50.47***,−53.46***,+123.92***,−85.80***
