Policy,Reference,Bots,Bound,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5,HADGS,45,CI low,+27.04,+27.50,+17.55,+262.25,−68.56,−74.86,−49.53,−51.02,+121.68,−82.72
HGS-M5,HADGS,45,CI high,+30.06,+30.52,+20.81,+272.89,−66.59,−70.75,−45.97,−47.21,+130.52,−74.44
HGS-M5-λ,HGS-M5,45,CI low,+1.65,+1.71,+0.95,−10.00,+10.15,+8.38,−6.41,−9.63,−3.53,−40.24
HGS-M5-λ,HGS-M5,45,CI high,+2.45,+2.35,+2.77,−7.64,+13.29,+10.97,−4.01,−7.46,+1.60,−27.16
HGS-M5-λ,HADGS,45,CI low,+29.96,+30.21,+19.91,+229.85,−64.64,−72.29,−52.35,−55.42,+118.39,−89.19
HGS-M5-λ,HADGS,45,CI high,+32.41,+33.05,+22.89,+240.45,−62.90,−68.06,−48.59,−51.51,+129.45,−82.41
