Comparison,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 vs HADGS,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001,< .001
