Comparison,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 vs HADGS,+31.18***,+31.63***,+21.40***,+235.15***,−63.77***,−70.17***,−50.47***,−53.46***,+123.92***,−85.80***
