#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;59;0;0;0;0;0;0;0;0;0
600;0.72;61;0;0;0;0;0;0;0;0;0
1199.96;0.73;63;0;0;0;0;0;0;0;0;0
1799.96;0.74;66;0;0;0;0;0;0;0;0;0
2400;0.74;66;0;0;0;0;0;0;0;0;0
3000;0.75;69;0;0;0;0;0;0;0;0;0
3600;0.78;73;0;0;0;0;0;0;0;0;0
4200;0.79;74;0;0;0;0;0;0;0;0;0
4800;0.78;75;0;0;0;0;0;0;0;0;0
5400;0.8;77;0;0;0;0;0;0;0;0;0
5999.96;0.8;77;0;0;0;0;0;0;0;0;0
6599.96;0.78;79;0;0;0;0;0;0;0;0;0
7199.96;0.8;80;0;0;0;0;0;0;0;0;0
7799.96;0.82;85;0;0;0;0;0;0;0;0;0
8399.96;0.82;85;0;0;0;0;0;0;0;0;0
8999.96;0.82;87;0;0;0;0;0;0;0;0;0
9600;0.82;88;0;0;0;0;0;0;0;0;0
10200;0.82;89;0;0;0;0;0;0;0;0;0
10800;0.81;91;0;0;0;0;0;0;0;0;0
11400;0.82;93;0;0;0;0;0;0;0;0;0
12000;0.82;93;0;0;0;0;0;0;0;0;0
12600;0.84;95;0;0;0;0;0;0;0;0;0
13200;0.83;95;0;0;0;0;0;0;0;0;0
13800;0.81;95;0;0;0;0;0;0;0;0;0
14400;0.79;95;0;0;0;0;0;0;0;0;0
