#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
659.96;5;24;2;2;0/609.96,1/570.31;0/34.89,1/31.02;0/659.96,1/659.96;0/659.96,1/659.96;0/0,1/0;0/1,1/0;0/0,1/0;0/14,1/11;0/3,1/2;0/5,1/5;0/1,1/4;0/11,1/13;0/5,1/9;0/63,1/63
719.96;5;28;2;2;0/669.96,1/630.31;0/34.98,1/31.16;0/719.96,1/719.96;0/719.96,1/719.96;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/14;0/3,1/2;0/5,1/5;0/1,1/4;0/13,1/15;0/5,1/9;0/69,1/69
779.96;6;28;2;2;0/729.96,1/680.36;0/35.07,1/31.24;0/779.96,1/779.96;0/779.96,1/779.96;0/0,1/0;0/0,1/0;0/1,1/0;0/11,1/14;0/3,1/2;0/5,1/5;0/1,1/5;0/13,1/15;0/5,1/10;0/75,1/75
839.96;7;30;2;2;0/780,1/740.36;0/35.2,1/31.33;0/839.96,1/839.96;0/839.96,1/839.96;0/0,1/0;0/0,1/0;0/1,1/0;0/11,1/12;0/3,1/2;0/5,1/5;0/2,1/5;0/14,1/16;0/6,1/10;0/81,1/81
899.96;8;32;2;2;0/830.04,1/800.36;0/35.33,1/31.42;0/899.96,1/899.96;0/899.96,1/899.96;0/0,1/2;0/0,1/0;0/0,1/2;0/10,1/10;0/3,1/2;0/5,1/5;0/3,1/5;0/15,1/17;0/7,1/10;0/87,1/87
959.96;10;36;2;2;0/888.09,1/840.44;0/35.47,1/31.56;0/959.96,1/959.96;0/959.96,1/959.96;0/0,1/0;0/2,1/0;0/0,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/4,1/6;0/17,1/19;0/8,1/12;0/93,1/93
1019.96;11;38;2;2;0/931.16,1/900.44;0/35.6,1/31.69;0/1019.96,1/1019.96;0/1019.96,1/1019.96;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/11;0/3,1/2;0/5,1/5;0/5,1/6;0/18,1/20;0/9,1/12;0/99,1/99
1079.96;11;41;2;2;0/990.13,1/960.44;0/35.73,1/31.82;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/0,1/2;0/0,1/1;0/14,1/15;0/3,1/2;0/5,1/5;0/5,1/6;0/20,1/21;0/9,1/12;0/105,1/105
1139.96;13;44;2;2;0/1040.18,1/1010.49;0/35.82,1/31.87;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/0,1/1;0/0,1/0;0/0,1/1;0/13,1/11;0/3,1/2;0/5,1/5;0/6,1/7;0/22,1/22;0/10,1/13;0/111,1/111
1199.96;13;45;2;2;0/1100.18,1/1070.49;0/35.91,1/32;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/1,1/1;0/0,1/0;0/1,1/3;0/11,1/13;0/3,1/2;0/5,1/5;0/6,1/7;0/22,1/23;0/10,1/13;0/117,1/117
1259.96;17;48;2;2;0/1158.58,1/1110.58;0/36,1/32.13;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/1,1/0;0/0,1/0;0/1,1/0;0/9,1/13;0/3,1/2;0/5,1/5;0/7,1/10;0/24,1/24;0/11,1/16;0/123,1/123
1319.96;18;50;2;2;0/1200.27,1/1160.62;0/36.18,1/32.22;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/0,1/0;0/0,1/0;0/0,1/0;0/15,1/11;0/3,1/2;0/5,1/5;0/8,1/10;0/25,1/25;0/12,1/16;0/129,1/129
1379.96;19;54;2;2;0/1260.27,1/1219.11;0/36.27,1/32.36;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/1,1/1;0/0,1/0;0/1,1/2;0/13,1/15;0/3,1/2;0/5,1/5;0/8,1/11;0/27,1/27;0/12,1/17;0/135,1/135
1439.96;21;56;2;2;0/1310.31,1/1250.76;0/36.4,1/32.49;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/1;0/0,1/2;0/0,1/2;0/13,1/17;0/3,1/2;0/5,1/5;0/9,1/12;0/28,1/28;0/13,1/19;0/141,1/141
1499.96;22;58;2;2;0/1370.31,1/1300.8;0/36.44,1/32.53;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/2;0/0,1/0;0/1,1/3;0/8,1/13;0/3,1/2;0/5,1/5;0/9,1/13;0/29,1/29;0/13,1/20;0/147,1/147
1559.96;26;61;2;2;0/1417.07,1/1340.89;0/36.58,1/32.62;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/1;0/0,1/0;0/0,1/2;0/11,1/14;0/3,1/2;0/5,1/5;0/11,1/15;0/30,1/31;0/15,1/22;0/153,1/153
1619.96;28;64;2;2;0/1470.4,1/1380.98;0/36.71,1/32.76;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/1;0/0,1/0;0/0,1/2;0/19,1/15;0/3,1/2;0/5,1/5;0/11,1/17;0/32,1/32;0/15,1/24;0/159,1/159
1679.96;30;67;2;2;0/1530.4,1/1421.07;0/36.8,1/32.84;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/0,1/0;0/0,1/1;0/17,1/14;0/3,1/2;0/5,1/5;0/11,1/19;0/34,1/33;0/15,1/26;0/165,1/165
1739.96;32;67;2;2;0/1590.4,1/1464.22;0/36.84,1/32.93;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/1;0/0,1/0;0/0,1/2;0/13,1/11;0/3,1/2;0/5,1/5;0/11,1/21;0/34,1/33;0/15,1/28;0/171,1/171
1799.96;34;70;2;2;0/1649.07,1/1501.24;0/36.93,1/33.02;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/1,1/0;0/0,1/0;0/1,1/2;0/11,1/8;0/3,1/2;0/5,1/5;0/12,1/22;0/36,1/34;0/16,1/30;0/177,1/177
1859.96;36;73;2;2;0/1690.49,1/1541.33;0/37.07,1/33.2;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/0,1/0;0/1,1/0;0/14,1/6;0/3,1/2;0/5,1/5;0/13,1/23;0/37,1/36;0/17,1/32;0/183,1/183
1919.96;39;77;2;2;0/1731.11,1/1591.38;0/37.16,1/33.42;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/0;0/0,1/0;0/1,1/1;0/12,1/10;0/3,1/2;0/5,1/5;0/15,1/24;0/39,1/38;0/19,1/33;0/189,1/189
1979.96;42;80;2;2;0/1780.62,1/1634.31;0/37.24,1/33.6;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/0,1/0;0/2,1/1;0/10,1/12;0/3,1/2;0/5,1/5;0/16,1/26;0/40,1/40;0/20,1/35;0/195,1/195
2039.96;44;82;2;2;0/1818.36,1/1681.51;0/37.38,1/33.73;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/0,1/2;0/10,1/14;0/3,1/2;0/5,1/5;0/18,1/26;0/41,1/41;0/23,1/36;0/201,1/201
2099.96;45;86;2;2;0/1870.76,1/1721.51;0/37.73,1/34.04;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/2;0/0,1/1;0/9,1/15;0/3,1/2;0/5,1/5;0/18,1/27;0/43,1/43;0/23,1/38;0/207,1/207
2159.96;46;86;2;2;0/1930.76,1/1771.51;0/38.13,1/34.4;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/1;0/0,1/0;0/0,1/1;0/11,1/12;0/3,1/2;0/5,1/5;0/18,1/28;0/43,1/43;0/23,1/39;0/213,1/213
2219.96;46;90;2;2;0/1990.76,1/1831.51;0/38.58,1/34.71;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/0,1/0;0/3,1/0;0/2,1/2;0/13,1/8;0/3,1/2;0/5,1/5;0/18,1/28;0/46,1/44;0/23,1/39;0/219,1/219
2279.96;49;92;2;2;0/2030.76,1/1871.51;0/38.93,1/35.16;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/1,1/0;0/1,1/0;0/1,1/2;0/10,1/12;0/3,1/2;0/5,1/5;0/19,1/30;0/46,1/46;0/25,1/41;0/225,1/225
2340;51;97;2;2;0/2084.8,1/1911.56;0/39.29,1/35.6;0/2340,1/2340;0/2340,1/2340;0/1,1/0;0/0,1/0;0/1,1/1;0/7,1/15;0/3,1/2;0/5,1/5;0/20,1/31;0/48,1/49;0/26,1/43;0/231,1/231
2400;53;100;2;2;0/2134.13,1/1961.56;0/39.73,1/35.96;0/2400,1/2400;0/2400,1/2400;0/0,1/1;0/0,1/0;0/1,1/1;0/14,1/12;0/3,1/2;0/5,1/5;0/21,1/32;0/50,1/50;0/27,1/44;0/237,1/237
2460;55;102;2;2;0/2180.8,1/2011.56;0/40.09,1/36.31;0/2460,1/2460;0/2460,1/2460;0/0,1/2;0/0,1/0;0/0,1/2;0/12,1/9;0/3,1/2;0/5,1/5;0/22,1/33;0/52,1/50;0/28,1/45;0/242,1/243
2520;57;105;2;2;0/2230.8,1/2061.56;0/40.44,1/36.71;0/2520,1/2520;0/2520,1/2520;0/1,1/2;0/0,1/0;0/1,1/3;0/10,1/13;0/3,1/2;0/5,1/5;0/23,1/34;0/53,1/52;0/29,1/46;0/248,1/249
2580;59;109;2;2;0/2290.8,1/2101.56;0/40.84,1/37.11;0/2580,1/2580;0/2580,1/2580;0/0,1/2;0/0,1/3;0/1,1/2;0/8,1/20;0/3,1/2;0/5,1/5;0/23,1/36;0/55,1/54;0/29,1/48;0/254,1/255
2640;63;111;2;2;0/2328.8,1/2151.38;0/41.29,1/37.47;0/2640,1/2640;0/2640,1/2640;0/0,1/1;0/0,1/0;0/0,1/1;0/9,1/17;0/3,1/2;0/5,1/5;0/25,1/38;0/56,1/55;0/32,1/50;0/260,1/261
2700;65;112;2;2;0/2380.8,1/2188.36;0/41.69,1/37.78;0/2700,1/2700;0/2700,1/2700;0/0,1/1;0/0,1/0;0/0,1/1;0/11,1/13;0/3,1/2;0/5,1/5;0/25,1/40;0/57,1/55;0/32,1/52;0/266,1/267
2760;67;115;2;2;0/2430.8,1/2237.33;0/42.09,1/38.13;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/13;0/3,1/2;0/5,1/5;0/26,1/41;0/58,1/57;0/33,1/53;0/272,1/273
2820;69;118;2;2;0/2480.8,1/2281.56;0/42.49,1/38.58;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/0,1/0;0/1,1/0;0/11,1/12;0/3,1/2;0/5,1/5;0/27,1/42;0/60,1/58;0/34,1/54;0/278,1/279
2880;70;120;2;2;0/2530.8,1/2341.56;0/42.89,1/38.98;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/3;0/1,1/2;0/12,1/13;0/3,1/2;0/5,1/5;0/28,1/42;0/62,1/58;0/35,1/54;0/284,1/285
2940;73;123;2;2;0/2580.8,1/2381.56;0/43.2,1/39.29;0/2940,1/2940;0/2940,1/2940;0/1,1/0;0/0,1/0;0/2,1/0;0/11,1/9;0/3,1/2;0/5,1/5;0/29,1/44;0/63,1/60;0/36,1/56;0/290,1/291
3000;76;125;2;2;0/2620.8,1/2433.82;0/43.6,1/39.69;0/3000,1/3000;0/3000,1/3000;0/0,1/1;0/0,1/0;0/0,1/1;0/13,1/10;0/3,1/2;0/5,1/5;0/31,1/45;0/65,1/60;0/38,1/57;0/296,1/297
3060;77;128;2;2;0/2680.8,1/2487.91;0/43.96,1/40.04;0/3060,1/3060;0/3060,1/3060;0/0,1/3;0/0,1/0;0/0,1/4;0/12,1/12;0/3,1/2;0/5,1/5;0/31,1/46;0/66,1/62;0/38,1/58;0/302,1/302
3120;78;130;2;2;0/2740.8,1/2531.56;0/44.31,1/40.4;0/3120,1/3120;0/3120,1/3120;0/0,1/1;0/0,1/0;0/1,1/4;0/11,1/11;0/3,1/2;0/5,1/5;0/31,1/47;0/67,1/63;0/38,1/59;0/308,1/308
3180;81;133;2;2;0/2790.8,1/2561.56;0/44.71,1/40.8;0/3180,1/3180;0/3180,1/3180;0/0,1/1;0/0,1/0;0/1,1/1;0/11,1/13;0/3,1/2;0/5,1/5;0/32,1/49;0/68,1/65;0/39,1/62;0/314,1/314
3240;83;135;2;2;0/2840.8,1/2606.04;0/45.07,1/41.16;0/3240,1/3240;0/3240,1/3240;0/0,1/3;0/0,1/0;0/0,1/4;0/10,1/13;0/3,1/2;0/5,1/5;0/33,1/50;0/69,1/66;0/40,1/64;0/320,1/320
3300;86;138;2;2;0/2895.78,1/2648.58;0/45.47,1/41.51;0/3300,1/3300;0/3300,1/3300;0/0,1/3;0/0,1/0;0/2,1/4;0/12,1/14;0/3,1/2;0/5,1/5;0/34,1/52;0/70,1/68;0/41,1/66;0/326,1/326
3360;89;141;2;2;0/2930.8,1/2685.6;0/45.91,1/41.91;0/3360,1/3360;0/3360,1/3360;0/0,1/1;0/0,1/1;0/2,1/2;0/11,1/16;0/3,1/2;0/5,1/5;0/35,1/54;0/71,1/70;0/43,1/68;0/332,1/332
3420;91;143;2;2;0/2970.8,1/2731.56;0/46.27,1/42.27;0/3420,1/3420;0/3420,1/3420;0/0,1/1;0/0,1/0;0/0,1/2;0/8,1/14;0/3,1/2;0/5,1/5;0/36,1/55;0/72,1/71;0/45,1/69;0/338,1/338
3480;93;145;2;2;0/3030.8,1/2771.56;0/46.71,1/42.62;0/3480,1/3480;0/3480,1/3480;0/0,1/3;0/0,1/0;0/0,1/4;0/12,1/12;0/3,1/2;0/5,1/5;0/36,1/57;0/73,1/72;0/45,1/71;0/344,1/344
3540;96;149;2;2;0/3082.8,1/2810.53;0/47.11,1/42.98;0/3540,1/3540;0/3540,1/3540;0/0,1/0;0/0,1/0;0/0,1/1;0/14,1/11;0/3,1/2;0/5,1/5;0/37,1/59;0/76,1/73;0/46,1/74;0/350,1/350
3600;98;151;2;2;0/3140.8,1/2845.87;0/47.47,1/43.33;0/3600,1/3600;0/3600,1/3600;0/0,1/0;0/0,1/0;0/0,1/1;0/12,1/9;0/3,1/2;0/5,1/5;0/37,1/61;0/77,1/74;0/46,1/76;0/356,1/356
3660;99;154;2;2;0/3200.8,1/2891.56;0/47.78,1/43.73;0/3660,1/3660;0/3660,1/3660;0/1,1/0;0/0,1/0;0/1,1/0;0/7,1/11;0/3,1/2;0/5,1/5;0/37,1/62;0/78,1/76;0/46,1/77;0/362,1/362
3720;100;158;2;2;0/3250.8,1/2951.56;0/48.22,1/44.13;0/3720,1/3720;0/3720,1/3720;0/1,1/0;0/0,1/0;0/1,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/38,1/62;0/79,1/79;0/47,1/77;0/368,1/368
3780;100;161;2;2;0/3310.8,1/3011.56;0/48.67,1/44.53;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/0,1/1;0/1,1/2;0/7,1/11;0/3,1/2;0/5,1/5;0/38,1/62;0/81,1/80;0/47,1/77;0/374,1/374
3840;102;165;2;2;0/3360.8,1/3051.56;0/49.16,1/44.93;0/3840,1/3840;0/3840,1/3840;0/0,1/1;0/0,1/0;0/1,1/1;0/9,1/14;0/3,1/2;0/5,1/5;0/39,1/63;0/83,1/82;0/48,1/79;0/380,1/380
3900;104;167;2;2;0/3410.8,1/3101.56;0/49.56,1/45.29;0/3900,1/3900;0/3900,1/3900;0/0,1/2;0/0,1/0;0/1,1/2;0/8,1/12;0/3,1/2;0/5,1/5;0/40,1/64;0/85,1/82;0/49,1/80;0/386,1/386
3960;106;169;2;2;0/3460.8,1/3151.56;0/49.96,1/45.69;0/3960,1/3960;0/3960,1/3960;0/0,1/1;0/0,1/0;0/0,1/2;0/7,1/9;0/3,1/2;0/5,1/5;0/41,1/65;0/85,1/84;0/50,1/81;0/392,1/392
4020;107;173;2;2;0/3520.8,1/3201.56;0/50.31,1/46.04;0/4020,1/4020;0/4020,1/4020;0/0,1/3;0/0,1/0;0/0,1/4;0/9,1/6;0/3,1/2;0/5,1/5;0/41,1/66;0/87,1/86;0/50,1/82;0/397,1/398
4080;109;176;2;2;0/3580.8,1/3241.56;0/50.76,1/47.24;0/4080,1/4080;0/4080,1/4080;0/0,1/1;0/4,1/0;0/0,1/3;0/11,1/8;0/3,1/2;0/5,1/5;0/41,1/68;0/89,1/87;0/50,1/84;0/403,1/404
4140;112;179;2;2;0/3630.84,1/3271.69;0/50.98,1/47.51;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/6;0/3,1/2;0/5,1/5;0/42,1/70;0/91,1/88;0/51,1/87;0/409,1/410
4200;112;183;2;2;0/3690.84,1/3331.69;0/51.07,1/47.73;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/12;0/3,1/2;0/5,1/5;0/42,1/70;0/94,1/89;0/51,1/87;0/415,1/416
4260;112;187;2;2;0/3750.84,1/3391.69;0/51.2,1/47.87;0/4260,1/4260;0/4260,1/4260;0/0,1/1;0/0,1/0;0/0,1/2;0/5,1/13;0/3,1/2;0/5,1/5;0/42,1/70;0/96,1/91;0/51,1/87;0/421,1/422
4320;114;190;2;2;0/3810.84,1/3432.31;0/51.47,1/47.96;0/4320,1/4320;0/4320,1/4320;0/0,1/0;0/0,1/0;0/0,1/1;0/7,1/14;0/3,1/2;0/5,1/5;0/42,1/72;0/97,1/93;0/51,1/89;0/427,1/428
4380;115;194;2;2;0/3870.84,1/3481.82;0/51.69,1/48.09;0/4380,1/4380;0/4380,1/4380;0/0,1/3;0/0,1/0;0/1,1/6;0/7,1/14;0/3,1/2;0/5,1/5;0/42,1/73;0/100,1/94;0/51,1/90;0/433,1/434
4440;118;197;2;2;0/3920.89,1/3511.96;0/51.87,1/48.13;0/4440,1/4440;0/4440,1/4440;0/0,1/3;0/0,1/0;0/0,1/4;0/5,1/9;0/3,1/2;0/5,1/5;0/43,1/75;0/101,1/96;0/52,1/93;0/439,1/440
4500;120;199;2;2;0/3980.89,1/3552.04;0/52.09,1/48.27;0/4500,1/4500;0/4500,1/4500;0/0,1/2;0/0,1/0;0/1,1/3;0/14,1/10;0/3,1/2;0/5,1/5;0/43,1/77;0/102,1/97;0/52,1/95;0/445,1/446
4560;123;203;2;2;0/4030.93,1/3592.13;0/52.18,1/48.4;0/4560,1/4560;0/4560,1/4560;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/11;0/3,1/2;0/5,1/5;0/44,1/79;0/104,1/99;0/53,1/97;0/451,1/452
4620;124;205;2;2;0/4090.93,1/3642.18;0/52.22,1/48.49;0/4620,1/4620;0/4620,1/4620;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/7;0/3,1/2;0/5,1/5;0/44,1/80;0/105,1/100;0/53,1/98;0/457,1/458
4680;125;206;2;2;0/4150.93,1/3692.22;0/52.4,1/48.71;0/4680,1/4680;0/4680,1/4680;0/1,1/1;0/0,1/0;0/1,1/2;0/10,1/8;0/3,1/2;0/5,1/5;0/44,1/81;0/106,1/100;0/53,1/99;0/463,1/464
4740;127;211;2;2;0/4200.98,1/3742.27;0/52.53,1/48.89;0/4740,1/4740;0/4740,1/4740;0/0,1/1;0/0,1/0;0/0,1/2;0/8,1/7;0/3,1/2;0/5,1/5;0/45,1/82;0/109,1/102;0/54,1/100;0/469,1/470
4800;128;214;2;2;0/4260.98,1/3792.31;0/52.71,1/49.07;0/4800,1/4800;0/4800,1/4800;0/0,1/1;0/0,1/0;0/1,1/2;0/12,1/7;0/3,1/2;0/5,1/5;0/45,1/83;0/111,1/103;0/54,1/101;0/475,1/476
4860;131;217;2;2;0/4311.02,1/3832.4;0/52.8,1/49.24;0/4860,1/4860;0/4860,1/4860;0/0,1/1;0/0,1/0;0/0,1/2;0/14,1/11;0/3,1/2;0/5,1/5;0/46,1/85;0/112,1/105;0/55,1/103;0/481,1/482
4920;132;219;2;2;0/4371.02,1/3882.44;0/52.89,1/49.33;0/4920,1/4920;0/4920,1/4920;0/1,1/0;0/0,1/0;0/1,1/2;0/14,1/11;0/3,1/2;0/5,1/5;0/46,1/86;0/113,1/106;0/55,1/104;0/487,1/488
4980;135;222;2;2;0/4421.07,1/3922.53;0/53.02,1/49.51;0/4980,1/4980;0/4980,1/4980;0/1,1/0;0/0,1/0;0/1,1/0;0/15,1/16;0/3,1/2;0/5,1/5;0/47,1/88;0/115,1/107;0/56,1/106;0/493,1/494
5040;136;224;2;2;0/4481.07,1/3978.49;0/53.11,1/49.56;0/5040,1/5040;0/5040,1/5040;0/0,1/1;0/0,1/3;0/1,1/1;0/13,1/14;0/3,1/2;0/5,1/5;0/47,1/89;0/116,1/108;0/56,1/107;0/499,1/500
5100;137;227;2;2;0/4531.11,1/4032.58;0/53.2,1/49.69;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/0,1/0;0/1,1/1;0/10,1/18;0/3,1/2;0/5,1/5;0/48,1/89;0/117,1/110;0/57,1/107;0/505,1/506
5160;139;228;2;2;0/4581.16,1/4082.62;0/53.33,1/49.78;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/2;0/0,1/2;0/14,1/18;0/3,1/2;0/5,1/5;0/49,1/90;0/118,1/110;0/58,1/108;0/511,1/512
5220;141;230;2;2;0/4641.16,1/4122.71;0/53.51,1/49.87;0/5220,1/5220;0/5220,1/5220;0/0,1/3;0/0,1/0;0/0,1/4;0/13,1/15;0/3,1/2;0/5,1/5;0/49,1/92;0/119,1/111;0/58,1/110;0/517,1/518
5280;144;232;2;2;0/4691.2,1/4151.2;0/53.6,1/49.96;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/14;0/3,1/2;0/5,1/5;0/50,1/94;0/120,1/112;0/59,1/114;0/523,1/524
5340;144;234;2;2;0/4751.2,1/4202.89;0/53.73,1/50;0/5340,1/5340;0/5340,1/5340;0/0,1/1;0/0,1/0;0/1,1/2;0/6,1/9;0/3,1/2;0/5,1/5;0/50,1/94;0/121,1/113;0/59,1/114;0/529,1/530
5400;147;236;2;2;0/4801.24,1/4242.98;0/53.91,1/53.38;0/5400,1/5400;0/5400,1/5400;0/0,1/1;0/0,1/2;0/3,1/1;0/13,1/13;0/3,1/2;0/5,1/5;0/51,1/96;0/122,1/114;0/60,1/116;0/535,1/535
5459.96;151;240;2;2;0/4831.33,1/4291.24;0/54,1/53.56;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/1;0/0,1/0;0/0,1/2;0/13,1/17;0/3,1/2;0/5,1/5;0/53,1/98;0/124,1/116;0/63,1/118;0/541,1/541
5519.96;152;242;2;2;0/4891.33,1/4319.24;0/54.13,1/53.6;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/1,1/1;0/0,1/0;0/1,1/2;0/16,1/16;0/3,1/2;0/5,1/5;0/53,1/99;0/125,1/117;0/63,1/121;0/547,1/547
5579.96;155;243;2;2;0/4941.38,1/4355.87;0/54.22,1/53.64;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/1,1/1;0/0,1/0;0/1,1/1;0/18,1/12;0/3,1/2;0/5,1/5;0/54,1/101;0/125,1/118;0/64,1/123;0/553,1/553
5639.96;157;246;2;2;0/4994.44,1/4403.29;0/54.27,1/53.78;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/1,1/1;0/0,1/0;0/1,1/2;0/13,1/12;0/3,1/2;0/5,1/5;0/55,1/102;0/127,1/119;0/65,1/124;0/559,1/559
5699.96;160;249;2;2;0/5041.47,1/4443.38;0/54.36,1/53.87;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/0;0/0,1/0;0/0,1/1;0/12,1/12;0/3,1/2;0/5,1/5;0/56,1/104;0/129,1/120;0/66,1/126;0/565,1/565
5759.96;162;250;2;2;0/5091.51,1/4493.42;0/54.49,1/54;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/1,1/0;0/0,1/0;0/1,1/1;0/14,1/11;0/3,1/2;0/5,1/5;0/57,1/105;0/129,1/121;0/67,1/127;0/571,1/571
