>>> Bots
Bot0:
DistanceTraveled: 2586.00000000004
DistanceEstimated: 2354
NumberOfPickups: 50
NumberOfSetdowns: 50
NumCollisions: 0
TotalTimeMoving: 2579.82222220901
None: 0.0444444444444445
ParkPod: 791.244444440704
RepositionPod: 0
Insert: 2716.3999999841
Extract: 0
Rest: 10790.888888909
PickupPod: 111.111111110537
SetdownPod: 111.111111110537
GetItems: 531.466666664182
PutItems: 0
Rest: 10264.1777778004
Move: 3280.71111109263
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 50
SetdownPod_Count: 50
GetItems_Count: 50
PutItems_Count: 0
Rest_Count: 2043
Move_Count: 199
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 3296.00000000007
DistanceEstimated: 2803
NumberOfPickups: 67
NumberOfSetdowns: 66
NumCollisions: 0
TotalTimeMoving: 3621.28888886936
None: 0.0444444444444445
ParkPod: 1034.48888888312
RepositionPod: 0
Insert: 0
Extract: 11273.1555555699
Rest: 2057.95555554718
PickupPod: 148.844444443624
SetdownPod: 146.666666665847
GetItems: 0
PutItems: 2735.73333331873
Rest: 1389.77777777267
Move: 9944.62222224374
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 67
SetdownPod_Count: 66
GetItems_Count: 0
PutItems_Count: 66
Rest_Count: 275
Move_Count: 262
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 5364
DistanceEstimated: 4884
NumberOfPickups: 114
NumberOfSetdowns: 114
NumCollisions: 0
TotalTimeMoving: 5296.62222219971
None: 0.0444444444444445
ParkPod: 1794.44444443608
RepositionPod: 0
Insert: 5684.66666664218
Extract: 0
Rest: 6844.22222225551
PickupPod: 253.333333332192
SetdownPod: 253.333333332192
GetItems: 1373.51111110436
PutItems: 0
Rest: 6140.22222225915
Move: 6302.97777775031
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 114
SetdownPod_Count: 114
GetItems_Count: 114
PutItems_Count: 0
Rest_Count: 1220
Move_Count: 417
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 3177.00000000007
DistanceEstimated: 2620
NumberOfPickups: 65
NumberOfSetdowns: 64
NumCollisions: 0
TotalTimeMoving: 3571.99999997902
None: 0.0444444444444445
ParkPod: 1002.35555554898
RepositionPod: 0
Insert: 0
Extract: 11134.8444444593
Rest: 2226.26666665853
PickupPod: 144.39999999918
SetdownPod: 142.222222221399
GetItems: 0
PutItems: 2336.75555554332
Rest: 1570.39999999564
Move: 10169.7333333517
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 65
SetdownPod_Count: 64
GetItems_Count: 0
PutItems_Count: 64
Rest_Count: 311
Move_Count: 256
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 3472.8851891415
DistanceEstimated: 2872
NumberOfPickups: 69
NumberOfSetdowns: 69
NumCollisions: 0
TotalTimeMoving: 3875.06666671919
None: 0.0444444444444445
ParkPod: 1073.33333332774
RepositionPod: 0
Insert: 0
Extract: 10742.6666666865
Rest: 2546.44444443036
