#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;47.81;0.1;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
60;105.34;7.57;PP/0.08,TA/0.02,IS/0,PS/0,RB/0,OB/7.21,RP/0
119.96;124.7;7.82;PP/0.08,TA/0.04,IS/0.01,PS/0.01,RB/0.01,OB/7.39,RP/0
179.96;142.66;8.26;PP/0.08,TA/0.04,IS/0.01,PS/0.02,RB/0.01,OB/7.8,RP/0
239.96;171.35;9.61;PP/0.08,TA/0.04,IS/0.01,PS/0.02,RB/0.01,OB/9.12,RP/0
299.96;202.15;11.14;PP/0.08,TA/0.04,IS/0.01,PS/0.02,RB/0.01,OB/10.61,RP/0
360;217.44;11.84;PP/0.08,TA/0.05,IS/0.01,PS/0.03,RB/0.01,OB/11.26,RP/0
420;244.48;13.01;PP/0.09,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/12.4,RP/0
480;277.01;14.57;PP/0.09,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/13.92,RP/0
540;305.02;15.87;PP/0.1,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/15.17,RP/0
600;322.3;16.61;PP/0.1,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/15.88,RP/0
659.96;346.16;17.63;PP/0.11,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/16.87,RP/0
719.96;367.98;18.44;PP/0.11,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/17.63,RP/0
779.96;393.67;19.5;PP/0.12,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/18.65,RP/0
839.96;410.74;20.25;PP/0.13,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/19.35,RP/0
899.96;433.53;21.3;PP/0.14,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/20.37,RP/0
959.96;462.64;22.56;PP/0.14,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/21.59,RP/0
1019.96;489.1;23.74;PP/0.16,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/22.72,RP/0
