#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;1;100;0;0;0;0;0;0
60;3;93;0;59.96;0;60;0;0.5
119.96;1;97;47.33;111.66;83.69;119.96;0.19;0.52
179.96;2;100;10.62;147.35;10.7;168.44;0;0.44
239.96;4;100;0;118.78;0;209.24;0;0.4
299.96;4;100;9.73;59.69;33.99;259.64;0.4;0.3
360;5;102;21.42;82.9;21.49;316.8;0.44;0.43
420;7;105;57.24;78.38;57.31;338.4;0.56;0.45
480;7;105;93.07;77.17;93.13;329.28;0.52;0.44
540;9;106;8;80.99;8.06;392.16;0.16;0.47
600;11;108;0;90.76;0;472.32;0;0.46
659.96;14;109;0;87.18;0;503.48;0;0.4
719.96;16;110;0;81.22;0;492.44;0;0.44
779.96;17;111;30.36;86.12;30.4;376.76;0.37;0.43
839.96;18;111;42;91.86;42.05;410.84;0.07;0.4
899.96;19;113;29.42;86.74;29.51;372.92;0.3;0.44
959.96;20;112;0;88.31;0;454.04;0;0.44
1019.96;22;111;0;67.31;0;603.32;0;0.46
1079.96;23;110;16;68.85;16.07;569.24;0.42;0.48
1139.96;24;112;3.47;94.61;3.54;619.64;0.16;0.5
1199.96;23;113;37.64;84.49;178.39;560.6;0.15;0.41
1259.96;25;113;23.96;81.89;51;506.36;0.38;0.43
1319.96;27;112;0;75.93;0;756.44;0;0.5
1379.96;26;113;24.77;69.13;469.21;759.8;0.37;0.46
1439.96;26;115;19.87;65.67;629.96;777.56;0.53;0.33
1499.96;26;119;34.19;103.14;43.16;1019.96;0.31;0.36
1559.96;26;119;60.8;92.19;60.85;954.2;0.29;0.45
1619.96;27;119;96.11;67.04;96.67;739.64;0.66;0.5
1679.96;28;120;59.91;87.81;59.96;523.16;0.54;0.5
1739.96;27;123;44.22;106.07;1256.37;493.88;0.18;0.47
1799.96;26;124;16.61;103.48;824.73;574.04;0.55;0.46
1859.96;27;123;7.07;54.98;1207.12;735.8;0.13;0.47
1919.96;26;121;14.22;57.34;614.28;820.76;0.76;0.57
1979.96;24;121;19.3;73.87;867.72;810.68;0.29;0.59
2039.96;24;121;17.78;67.9;1532.19;731.48;0.51;0.63
2099.96;25;122;29.42;67.73;1229.51;995.96;0.39;0.59
2159.96;27;122;7.96;79.15;8.02;581.72;0.59;0.56
2219.96;26;123;38.88;79.64;587.87;700.28;0.33;0.57
2279.96;26;122;24.52;75.92;55.48;721.88;0.15;0.58
2340;26;123;19.18;67.18;623.28;752.16;0.58;0.42
2400;27;122;32.29;65.94;550.3;778.56;0.26;0.4
2460;27;124;29.93;69.73;30;968.16;0.11;0.4
2520;26;125;49.84;89.47;349.93;788.16;0.41;0.29
2580;27;126;60.21;68.96;460.3;1155.36;0.81;0.35
2640;27;126;28.58;78.63;28.66;1111.68;0.53;0.36
2700;27;129;42.36;89.13;209.55;762.72;0.4;0.42
2760;28;129;12.44;96.31;1212.54;1032.96;0.02;0.41
2820;28;127;24.09;68.26;1224.18;708;0.51;0.41
2880;28;127;24.67;61.17;824.78;504;0.19;0.33
2940;28;130;26.36;108.58;26.42;459.36;0.16;0.37
3000;29;130;20.36;79.69;437.01;454.08;0.17;0.49
3060;27;130;21.64;91.05;333.81;499.68;0.58;0.59
3120;28;131;55.81;89.84;305.55;446.4;0.39;0.57
3180;29;133;53.2;78.56;72.99;997.92;0.24;0.57
3240;27;134;49.39;86.57;471.49;1236.48;0.37;0.65
3300;24;134;68.41;82;652.39;1009.44;0.12;0.63
3360;24;133;116.1;64.85;132.09;1005.12;0.38;0.52
3420;26;135;179.93;92.14;180;1284.96;0.42;0.48
3480;24;136;24.61;80.01;100.97;1343.04;0.21;0.4
3540;26;137;67.33;71.24;324.18;1263.84;0.35;0.39
3600;26;138;6.18;86.8;1206.27;491.52;0.25;0.44
