#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;937;0;0;0;0;0;0;0;0;0
599.99;0.72;938;0;0;0;0;0;0;0;0;0
1199.92;0.73;940;0;0;0;0;0;0;0;0;0
1799.99;0.75;943;0;0;0;0;0;0;0;0;0
2399.96;0.76;944;0;0;0;0;0;0;0;0;0
2999.99;0.78;948;0;0;0;0;0;0;0;0;0
3600;0.79;949;0;0;0;0;0;0;0;0;0
4199.99;0.81;952;0;0;0;0;0;0;0;0;0
4799.99;0.82;953;0;0;0;0;0;0;0;0;0
5399.97;0.83;954;0;0;0;0;0;0;0;0;0
5999.99;0.84;954;0;0;0;0;0;0;0;0;0
6599.95;0.84;954;0;0;0;0;0;0;0;0;0
7199.98;0.83;954;0;0;0;0;0;0;0;0;0
7799.95;0.83;954;0;0;0;0;0;0;0;0;0
8399.99;0.82;954;0;0;0;0;0;0;0;0;0
9000;0.82;954;0;0;0;0;0;0;0;0;0
9599.85;0.81;954;0;0;0;0;0;0;0;0;0
10199.99;0.81;954;0;0;0;0;0;0;0;0;0
10799.96;0.8;954;0;0;0;0;0;0;0;0;0
11399.79;0.8;954;0;0;0;0;0;0;0;0;0
11999.98;0.79;954;0;0;0;0;0;0;0;0;0
12599.67;0.79;954;0;0;0;0;0;0;0;0;0
13199.92;0.78;954;0;0;0;0;0;0;0;0;0
13799.88;0.78;954;0;0;0;0;0;0;0;0;0
14399.99;0.77;954;0;0;0;0;0;0;0;0;0
14999.99;0.77;954;0;0;0;0;0;0;0;0;0
15599.93;0.76;954;0;0;0;0;0;0;0;0;0
16199.92;0.76;954;0;0;0;0;0;0;0;0;0
16799.99;0.75;954;0;0;0;0;0;0;0;0;0
17400;0.75;954;0;0;0;0;0;0;0;0;0
17999.99;0.74;954;0;0;0;0;0;0;0;0;0
18599.96;0.74;954;0;0;0;0;0;0;0;0;0
19199.94;0.73;954;0;0;0;0;0;0;0;0;0
19799.97;0.73;954;0;0;0;0;0;0;0;0;0
20399.97;0.72;954;0;0;0;0;0;0;0;0;0
20999.92;0.72;954;0;0;0;0;0;0;0;0;0
21599.96;0.71;954;0;0;0;0;0;0;0;0;0
22199.88;0.71;954;0;0;0;0;0;0;0;0;0
22799.99;0.7;954;0;0;0;0;0;0;0;0;0
23399.99;0.7;954;0;0;0;0;0;0;0;0;0
23999.96;0.69;954;0;0;0;0;0;0;0;0;0
24599.99;0.69;954;0;0;0;0;0;0;0;0;0
25199.94;0.68;954;0;0;0;0;0;0;0;0;0
25799.99;0.68;954;0;0;0;0;0;0;0;0;0
26399.99;0.67;954;0;0;0;0;0;0;0;0;0
27000;0.67;954;0;0;0;0;0;0;0;0;0
27599.81;0.66;954;0;0;0;0;0;0;0;0;0
28199.95;0.66;954;0;0;0;0;0;0;0;0;0
28799.66;0.65;954;0;0;0;0;0;0;0;0;0
