bot_id;sample_count;expected_mean_sec;actual_mean_sec;gap_mean_sec;gap_var_sec2;gap_std_sec;abs_err_mean_sec;stop_go_mean;queue_stop_go_mean;conflict_wait_mean_sec
0;153;40.7089572184935;48.2770500039135;7.56809278542003;73.3520040843579;8.564578453395;7.83976075991385;0.320261437908497;0;3.8667997399579
1;116;45.2016339490874;51.8682915638046;6.66665761471721;73.9045114011404;8.59677331335079;7.44248834699439;0.275862068965517;0;3.95634317133179
2;163;43.1913256126569;48.7568315807022;5.56550596804533;50.4658818762689;7.1039342533746;6.11605546905588;0.220858895705521;0;3.45669924424844
3;117;45.9467473872028;53.3102977631676;7.36355037596482;87.0639548057689;9.33080676071308;7.74209004669704;0.307692307692308;0;4.64042519871252
4;153;44.9998542838131;52.0745736174113;7.07471933359817;65.1734673874584;8.07300857100117;7.38678349715672;0.261437908496732;0;4.09699478968124
5;150;47.3134949479489;54.8664114270645;7.55291647911557;80.4310652671207;8.96833681722095;7.74879604194869;0.253333333333333;0;4.50966055585481
6;152;44.4657659766444;51.5818316188902;7.11606564224577;53.219410661556;7.29516351163948;7.57598589515584;0.256578947368421;0;3.45179064799774
7;113;47.4451225260878;53.7348579875537;6.28973546146587;65.5302315908851;8.09507452658004;7.26776748741323;0.336283185840708;0;3.89218563549734
8;155;42.7848186929485;51.2312840756571;8.44646538270856;119.030559683796;10.9101127255311;8.65761733397043;0.354838709677419;0;4.51406260544134
9;147;46.4023598463063;54.7404610125265;8.33810116622024;68.9841190225279;8.30566788539777;8.9587263490954;0.272108843537415;0;4.10287717051684
10;175;41.8403487928957;47.4520641747045;5.61171538180883;47.4099705090982;6.88548985251581;5.93314252620945;0.211428571428571;0;3.62310199832657
11;153;44.5681294728209;51.3421171939269;6.77398772110601;64.2646292358152;8.01652226565954;7.47538916019938;0.228758169934641;0;3.77354455468988
12;119;38.1811033491783;45.4997362345601;7.31863288538173;83.4471579941788;9.13494159774318;7.53839743557495;0.285714285714286;0;3.72244224297877
13;149;45.5716861803163;53.3140940520384;7.74240787172212;67.0780716089099;8.19012036595982;8.48168553722309;0.302013422818792;0;3.83140765046572
14;147;43.0063847896169;51.8950747297439;8.88868994012702;86.9365572979525;9.32397754705322;9.58666895114518;0.408163265306122;0;4.82078555203813
15;114;43.0701096163318;51.2151991616255;8.14508954529374;94.774306525082;9.73520962923152;8.56258547099352;0.271929824561404;0;4.69793448532833
16;158;45.2518754438669;52.7413348515398;7.48945940767281;83.8387043907744;9.15634776484458;7.9927014258494;0.386075949367089;0;4.94792326112877
17;158;42.6458472596626;48.9341214042699;6.28827414460725;76.5979597055143;8.75202603432567;7.15313224057186;0.30379746835443;0;3.79216052622494
18;115;44.4216955258473;52.2007306852619;7.77903515941461;69.0608187240531;8.31028391356475;8.41256725109049;0.295652173913043;0;3.68711305499802
19;117;41.478442543898;48.111289839978;6.63284729608005;85.6619067899817;9.255371780214;7.58912985730899;0.273504273504274;0;3.75435835714715
20;134;40.8993805313316;47.3485948104898;6.44921427915815;76.691750336295;8.75738261904178;7.05000995239463;0.23134328358209;0;3.94017003708506
21;147;42.6364537004859;50.582532812338;7.94607911185207;45.3751342381578;6.736106756737;8.15315908138395;0.333333333333333;0;3.62485205433605
22;151;47.1492321497319;52.4534141149848;5.30418196525288;36.3656115487105;6.03039066302595;5.68452476354246;0.205298013245033;0;2.99799938762811
23;155;39.7839801224889;46.0854122215616;6.3014320990727;68.7224816697842;8.28990239205409;6.93860312183444;0.258064516129032;0;3.87747139760817
24;155;41.2294421159185;48.0033502943843;6.77390817846582;57.5510263364397;7.58623927492666;7.33802797204975;0.27741935483871;0;3.84460228608098
25;114;41.4404233431639;49.9220800570862;8.48165671392229;144.846386855007;12.0352144498969;8.67453287261493;0.236842105263158;0;4.35275227557958
26;172;41.6810008295055;46.9438284962559;5.26282766675043;46.9178245803575;6.84965871999164;6.15646068407638;0.226744186046512;0;3.18871191106946
27;144;44.5582438965012;52.4645192933454;7.9062753968442;73.092177983902;8.5493963520182;8.52595829935149;0.361111111111111;0;3.9312673860843
28;173;41.2098194984698;47.2931981448683;6.08337864639847;76.4907445802377;8.74589872913228;7.06537520271214;0.271676300578035;0;3.98952631025528
29;171;41.3995658326462;47.1467451449517;5.74717931230542;155.980455470333;12.489213564926;6.59737439100292;0.263157894736842;0;3.71237704139174
30;151;41.9783134074952;50.3738791269095;8.39556571941432;62.2714173404226;7.89122407110726;8.6062723140328;0.350993377483444;0;4.04207457884249
31;135;40.6324603161106;45.8590418597401;5.22658154362944;52.2068365080543;7.2254298493622;5.76410758637454;0.214814814814815;0.0148148148148148;2.89666185458491
32;151;45.3620294703889;52.2817275300893;6.91969805970037;78.4199602304071;8.85550451585945;7.15810256367781;0.225165562913907;0;4.14674467412142
33;114;45.4214383802251;53.6955753432763;8.27413696305114;72.0321985915529;8.48717848236697;9.18473694312531;0.280701754385965;0;4.36653831306104
34;157;43.0188417375905;49.6996957020542;6.68085396446363;62.3065920687469;7.89345248093297;7.02814737697869;0.248407643312102;0;4.01870608164647
35;119;39.9714931415517;47.1908534178843;7.21936027633265;56.9796711738823;7.54848800581165;7.55780604414656;0.352941176470588;0;3.50689130507248
36;154;41.5145775932865;47.9741168010168;6.45953920773037;53.4934096116542;7.31391889561637;7.08377941118615;0.298701298701299;0;3.56207881135729
37;144;48.2285523876398;55.6386270439397;7.41007465629983;83.6792802524155;9.14763796028327;7.92309466071182;0.340277777777778;0;4.80506352660052
38;115;43.3055612008186;50.9084528686961;7.60289166787746;60.4826577581441;7.77705971162265;7.99258288166144;0.365217391304348;0;4.68005188668386
39;177;39.6567784370737;45.6561333088511;5.99935487177736;54.3614612844293;7.37302253383436;6.54403426864233;0.254237288135593;0;3.62706369272598
40;152;40.9059103716504;48.4673879693881;7.56147759773771;130.650985880783;11.4302662209059;7.87309904465473;0.256578947368421;0;4.25248758428377
