Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;519;0;81;63.5803339350828;442.309659897069;30.0777777777776;150.421572875253;6.40740740740741;23645.5342787237;28800
InputStation1;23.50;0.50;513;0;82;62.3203202737299;342.392113709602;30.0574098050565;110.345093791413;6.25609756097561;23704.5714718906;28800
InputStation2;33.50;0.50;426;0;68;62.4462005572794;447.494135870803;30.0833333333339;130.481204902524;6.26470588235294;24570.0055198744;28800
InputStation3;43.50;0.50;416;0;67;61.6020197691295;386.713220914588;30.1133333333364;110.392871569191;6.2089552238806;24668.9636080816;28800
InputStation4;53.50;0.50;418;0;67;61.8975530340904;304.200730597285;20.0888888888894;100.401572875254;6.23880597014925;24649.6698849132;28800
InputStation5;63.50;0.50;526;0;84;62.3933229383586;203.471205748791;40.1284271247478;110.305281374238;6.26190476190476;23576.1093003026;28800
OutputStation0;81.50;11.50;2523;1766;554;47.2014062648036;593.133789061176;10.0444444444438;142.730555555543;4.55415162454874;3574.40584412257;28800
OutputStation1;81.50;17.50;2370;1596;539;45.4915034816092;642.745400210611;10.0444444444438;160.720014385848;4.39703153988868;5107.33028856703;28800
OutputStation2;81.50;23.50;2077;1399;482;44.1662818034585;536.906139686017;10.0444444444438;140.645093791419;4.30912863070539;8039.5391774559;28800
OutputStation3;81.50;29.50;2398;1594;548;45.3115144971541;577.748800895366;10.0444444444438;123.433982680307;4.37591240875912;4825.53695523371;28800
OutputStation4;81.50;35.50;2484;1647;570;45.2584936447925;610.372542200998;10.0444444444438;141;4.35789473684211;3965.90277777777;28800
OutputStation5;81.50;41.50;2483;1650;557;46.1266440884002;584.038765237468;10.0444444444438;133.411370906848;4.45780969479354;3979.33973301148;28800
OutputStation6;0.50;14.50;2431;1595;572;44.0846215023419;537.495845325023;10.0444444444438;142.662409805048;4.25;4492.76944444444;28800
OutputStation7;0.50;20.50;2126;1501;460;47.4161571624316;624.888035838492;10.0444444444438;180.995093791385;4.62173913043478;7540.2258441226;28800
OutputStation8;0.50;26.50;2074;1399;481;44.1734864550071;523.853810468994;10.0444444444438;133.289538235838;4.31185031185031;8060;28800
OutputStation9;0.50;32.50;2452;1677;545;46.639039954362;620.270639563456;10.0444444444438;133.578982680306;4.49908256880734;4284.40584412257;28800
OutputStation10;0.50;38.50;2534;1738;567;46.3320562390913;615.079757065374;10.0444444444438;163.481760458089;4.46913580246914;3467.63888888888;28800
OutputStation11;0.50;44.50;2471;1667;561;45.5812414428888;546.424924266103;10.0444444444438;140.798614707573;4.40463458110517;4090;28800
