2 h · 1 seeds · 2 Pstations · 2 Rstations · 100 SKUs · 100 backlog · 100 pods / 120 cells · cap 100 · 70% stock
policy,bots,Items,Lines,Orders,Pile-on,Trips,Trips/Orders,m/Line,EOR(kJ/order),TurnoverMedian(s),StationIdle(%)
hgs_m5_6b,6b,1425.0,928.0,601.0,5.272,114.0,0.1897,9.56,1.180,903.7,1.15

excel cross-check: {"status": "passed", "checks": 10, "rel_tol": 1e-09}
