parent,units,children,firstChildDone,lastChildDone,consolidated,consolidationWait,placed,submitted
111,4,2,494.933333333248,546.977777777712,546.977777777712,52.044444444464,138.24,394.222222222185
112,4,2,376.044444444416,737.466666666752,737.466666666752,361.422222222336,149.76,275.333333333354
57,4,2,707.377777777839,747.511111111205,747.511111111205,40.1333333333653,0,587.111111111077
121,4,2,333.733333333326,757.555555555657,757.555555555657,423.822222222332,253.44,273.333333333355
17,4,2,807.644444444586,845.777777777949,845.777777777949,38.1333333333637,0,695.466666666719
113,7,2,825.733333333489,1066.17777777812,1066.17777777812,240.444444444636,161.28,685.422222222266
1,4,2,516.888888888799,1146.31111111152,1146.31111111152,629.422222222723,0,376.044444444416
134,5,2,635.288888888893,1206.48888888935,1206.48888888935,571.200000000455,357.12,494.933333333248
7,3,2,1226.53333333381,1356.84444444502,1356.84444444502,130.311111111215,0,1106.26666666705
199,4,2,1326.75555555611,1366.88888888948,1366.88888888948,40.1333333333653,921.6,1196.4444444449
15,4,2,1288.80000000052,1429.15555555619,1429.15555555619,140.355555555667,0,1228.66666666714
41,4,2,956.000000000259,1449.20000000065,1449.20000000065,493.200000000392,0,825.733333333489
5,2,2,735.55555555564,1467.15555555622,1467.15555555622,731.600000000582,0,715.511111111179
118,4,2,887.866666666872,1487.24444444513,1487.24444444513,599.377777778255,218.88,777.600000000117
236,2,2,1457.11111111177,1527.37777777849,1527.37777777849,70.2666666667226,1221.12,1427.02222222286
205,3,2,1389.06666666727,1557.4666666674,1557.4666666674,168.400000000134,967.68,1288.80000000052
225,3,2,1346.80000000057,1559.42222222296,1559.42222222296,212.622222222391,1128.96,1226.53333333381
178,3,2,1246.57777777827,1617.64444444523,1617.64444444523,371.066666666962,725.76,1206.48888888935
214,5,2,1168.48888888932,1637.68888888969,1637.68888888969,469.200000000373,1036.8,1058.22222222256
70,4,2,1597.55555555633,1647.73333333414,1647.73333333414,50.1777777778177,0,1507.28888888959
11,5,2,1058.22222222256,1669.64444444527,1669.64444444527,611.422222222709,0,1008.13333333363
254,3,2,1639.6000000008,1679.68888888972,1679.68888888972,40.0888888889208,1336.32,1509.33333333403
20,5,2,1106.26666666705,1699.73333333418,1699.73333333418,593.466666667139,0,935.955555555799
109,3,2,1369.02222222281,1709.77777777864,1709.77777777864,340.755555555827,115.2,1238.7111111116
48,4,2,1308.84444444498,1737.95555555644,1737.95555555644,429.111111111453,0,1268.75555555606
268,4,3,1517.33333333404,1918.35555555658,1918.35555555658,401.022222222541,1440,1447.06666666732
243,3,2,1820.04444444539,1970.40000000107,1970.40000000107,150.355555555675,1255.68,1779.95555555647
151,4,2,1978.48888888996,1990.48888888997,1990.48888888997,12.0000000000095,506.88,1848.22222222319
127,3,2,2030.57777777889,2091.02222222316,2091.02222222316,60.4444444442722,288,1920.31111111214
169,3,2,2068.75555555659,2191.77777777828,2191.77777777828,123.022222221691,668.16,1938.40000000104
311,4,2,1878.26666666766,2201.86666666713,2201.86666666713,323.59999999947,1739.52,1758.0000000009
341,5,2,2229.9555555559,2232.04444444478,2232.04444444478,2.08888888887986,1958.4,2131.3333333341
224,2,2,2139.28888888962,2282.40000000012,2282.40000000012,143.111111110493,1117.44,2119.11111111193
328,3,2,2310.48888888888,2330.66666666657,2330.66666666657,20.1777777776906,1854.72,2199.73333333381
318,3,2,2131.3333333341,2423.2888888884,2423.2888888884,291.955555554294,1785.6,2050.71111111223
69,3,2,2352.93333333314,2451.46666666605,2451.46666666605,98.5333333329077,0,2252.22222222247
348,5,2,2119.11111111193,2453.46666666604,2453.46666666604,334.355555554111,2004.48,2008.53333333443
9,4,2,978.088888889166,2544.13333333232,2544.13333333232,1566.04444444315,0,857.822222222404
379,3,2,2391.06666666631,2582.35555555438,2582.35555555438,191.288888888063,2211.84,2290.35555555564
163,3,2,2501.82222222139,2703.06666666496,2703.06666666496,201.244444443575,633.6,2391.06666666631
262,7,2,2098.97777777869,2723.19999999821,2723.19999999821,624.222222219526,1393.92,1978.48888888996
61,6,3,996.044444444736,2765.68888888692,2765.68888888692,1769.64444444218,0,956.000000000259
253,3,2,1890.26666666767,2813.82222222004,2813.82222222004,923.555555552372,1324.8,1810.00000000094
406,4,2,2773.55555555355,2833.95555555329,2833.95555555329,60.3999999997391,2419.2,2612.53333333202
187,4,2,2008.53333333443,2926.88888888622,2926.88888888622,918.35555555179,817.92,1878.26666666766
439,3,2,2866.44444444204,2934.66666666396,2934.66666666396,68.2222222219275,2684.16,2785.82222222016
164,4,2,2695.19999999833,2954.79999999721,2954.79999999721,259.599999998879,645.12,2594.48888888766
277,6,3,1810.00000000094,3045.46666666349,3045.46666666349,1235.46666666255,1497.6,1759.91111111201
108,2,2,384.133333333301,3118.31111110762,3118.31111110762,2734.17777777431,103.68,283.422222222239
227,6,4,1778.04444444536,3146.13333332972,3146.13333332972,1368.08888888436,1152,1657.7777777786
90,6,2,3017.46666666361,3168.62222221851,3168.62222221851,151.155555554903,0,2936.97777777507
207,2,2,3178.71111110735,3198.88888888505,3198.88888888505,20.1777777776906,979.2,3088.04444444108
