#TimeStamp;TripTime;Type
17;9;O
39;30;O
111;26;I
111;18;O
132;21;O
209;18;O
213;15;I
239;17;O
318;14;I
357;17;O
358;34;O
376;22;I
446;20;O
456;21;O
461;15;I
534;8;I
540;25;O
571;22;O
571;21;I
644;17;O
677;26;O
690;28;I
719;24;I
734;20;O
757;21;I
767;19;O
786;22;I
824;19;I
831;18;O
875;20;O
909;26;I
917;20;O
951;20;I
1039;21;O
1090;16;O
1091;19;I
1114;22;I
1174;26;I
1175;20;O
1185;25;I
1200;22;O
1207;22;I
1236;27;I
1242;7;I
1278;22;O
1295;12;I
1341;17;O
1349;17;I
1353;22;I
1383;19;I
1387;22;O
1409;7;I
1440;21;O
1463;22;I
1479;16;I
1483;20;O
1520;12;I
1542;17;O
1581;14;O
1621;24;I
1629;19;I
1641;24;I
1641;22;O
1656;21;I
1684;21;I
1704;19;O
1735;24;O
1808;14;I
1815;15;I
1817;30;O
1844;17;O
1863;25;I
1928;21;I
1936;14;O
1946;24;I
1949;19;I
1984;15;I
1999;5;O
2049;14;I
2086;27;O
2108;28;O
2125;15;I
2162;18;O
2178;14;I
2187;26;O
2196;16;I
2229;11;O
2249;20;I
2253;14;I
2281;22;I
2308;15;I
2311;22;O
2355;31;O
2398;12;I
2433;4;I
2439;13;I
2466;20;O
2477;14;O
2515;15;I
2536;10;O
2542;14;I
2553;20;I
2563;17;O
2565;29;I
2591;32;I
2620;37;I
2637;20;I
2669;21;O
2675;21;I
2699;27;I
2713;18;O
2714;14;I
2719;16;I
2751;10;O
2756;15;I
2784;14;I
2820;19;O
2828;15;I
2852;28;O
2887;24;I
2900;19;I
2932;14;O
2941;14;I
2951;14;O
2978;25;I
3009;23;I
3052;22;O
3060;23;I
3067;14;I
3070;16;O
3107;15;I
3139;15;I
3156;34;O
3175;23;O
3183;27;I
3184;23;I
3220;15;I
3240;25;O
3246;8;I
3260;22;I
3308;18;I
3318;22;I
3329;18;I
3341;22;I
3348;19;O
3353;21;O
3377;25;I
3389;15;I
3427;21;O
3430;13;I
3434;14;O
3443;15;I
3524;18;O
3525;24;I
3541;22;I
3566;15;I
3593;37;O
3603;21;I
3631;24;O
3647;15;O
3648;22;I
3669;22;I
3708;18;O
3721;22;I
3750;20;O
3752;15;I
3848;9;I
3875;13;I
3891;15;I
3892;22;O
3904;31;O
3993;26;I
4005;11;O
4008;31;O
4010;29;I
4012;11;I
4078;16;O
4092;16;I
4104;14;I
4104;20;O
4138;20;I
4157;20;I
4176;21;O
4182;25;I
4193;23;O
4223;12;I
4282;15;O
4289;14;I
4308;30;O
4355;16;I
4384;21;O
4388;14;I
4402;22;O
4404;24;I
4423;21;I
4470;22;I
4473;16;O
4485;16;O
4501;21;I
4552;18;O
4561;15;I
4593;21;O
4608;22;I
4675;10;O
4698;15;I
4701;12;O
4715;15;I
4776;18;O
4784;17;O
4786;16;I
4786;15;I
4865;12;I
4884;20;O
4888;15;I
4941;15;I
4945;24;O
4953;16;I
4999;24;O
5001;15;I
5024;16;I
5028;12;O
5059;11;I
5063;16;I
5072;27;O
5097;25;I
5126;16;O
5127;16;I
5135;15;I
5149;16;O
5170;15;I
5198;17;I
5253;16;O
5256;19;I
5296;20;O
5346;15;I
5347;14;O
5390;15;I
5410;16;O
5426;17;I
5430;14;I
5431;12;O
5487;20;I
5499;19;O
5505;15;I
5522;14;O
5529;15;I
5604;18;I
5605;15;I
5609;23;O
5610;8;O
5620;18;I
5698;23;O
5699;15;I
5770;12;O
5778;15;I
5808;18;I
5809;20;O
5825;25;I
5841;16;I
5852;32;O
5912;22;O
5954;14;I
5955;14;O
6005;16;I
6010;12;O
6020;20;I
6024;16;I
6049;21;I
6052;26;O
6061;14;I
6098;28;O
6109;18;O
6198;22;O
6198;15;I
6224;22;I
6239;9;I
6260;20;O
6274;22;I
6274;28;O
6322;11;O
6337;30;O
6426;19;I
6437;33;O
6439;24;I
6448;19;O
6460;15;I
6511;15;I
6517;23;I
6528;28;O
6536;15;I
6585;11;I
6616;22;I
6620;27;O
6622;15;I
6631;22;O
6703;16;O
6712;19;I
6723;15;I
6724;22;O
6789;16;I
6798;21;O
6810;18;O
6855;16;O
6863;15;I
6885;22;I
6904;15;I
6906;14;O
6947;25;I
6986;14;I
6990;29;O
7058;25;O
7058;15;I
7077;15;O
7079;14;I
7115;21;I
7118;10;O
7121;16;I
7188;18;O
7196;16;I
7219;15;I
7226;23;O
7232;15;I
7264;15;I
7265;20;O
7306;16;I
7337;5;O
7349;20;O
7350;19;I
7366;22;I
7446;16;I
7458;11;O
7465;15;I
7472;22;O
7541;16;I
7541;3;I
7547;22;O
7586;23;O
7589;22;I
7638;15;O
7644;15;I
7684;14;I
7688;26;O
7721;22;I
7748;15;I
7752;14;O
7754;23;I
7763;22;O
7763;20;I
7849;21;O
7849;15;I
7853;14;O
7857;13;I
7922;19;O
7923;15;I
7948;14;I
7949;17;O
7962;19;I
8060;31;O
8070;12;O
8150;17;O
8151;15;I
8169;14;I
8183;22;I
8186;24;O
8218;18;O
8264;14;I
8270;25;O
8278;20;I
8330;24;O
8346;16;I
8359;31;O
8418;17;I
8423;18;I
8424;25;O
8535;16;I
8535;18;O
8543;14;I
8549;22;O
8593;15;I
8616;18;O
8624;17;O
8654;15;I
8712;36;O
8712;16;I
8726;17;O
8749;19;I
8757;16;O
8785;15;I
8806;19;O
8825;15;I
8837;24;O
8899;21;O
8932;18;I
8958;17;O
8961;22;I
8987;18;O
9014;15;I
9079;21;I
9087;22;O
9089;15;I
9095;22;I
9100;31;O
9171;15;I
9191;22;I
9194;22;O
9216;22;I
9223;11;O
9312;21;O
9318;15;I
9319;22;I
9323;22;O
9335;39;I
9410;17;I
9428;27;O
9438;22;I
9457;11;O
9462;16;I
9509;15;I
9548;27;O
9550;24;I
9577;21;O
9580;15;I
9604;22;O
9605;15;I
9624;20;O
9631;15;I
9666;25;I
9702;16;O
9709;23;O
9829;26;O
9839;14;I
9840;12;O
9841;14;I
9910;15;I
9917;24;O
9958;30;O
9976;14;I
9997;14;I
10001;21;O
10023;20;O
10076;13;O
10080;15;I
10094;27;I
10104;26;O
10192;11;O
10222;23;I
10231;16;I
10236;21;O
10246;29;I
10263;24;O
10269;25;I
10338;28;O
10340;16;I
10353;28;O
10413;22;I
10421;18;O
10440;13;I
10444;22;I
10456;15;I
10477;32;O
10539;26;O
10549;14;O
10556;11;I
10669;21;O
10671;21;I
10688;15;I
10692;18;O
10778;24;O
10786;22;I
10791;21;O
10816;20;I
10817;15;I
10843;19;O
10850;18;I
10858;26;I
10927;15;O
10940;22;O
10978;26;I
10990;27;O
11013;15;I
11082;21;I
11098;16;O
11105;17;I
11107;14;O
11109;17;I
11121;26;I
11152;10;I
11224;21;I
11237;22;O
11248;15;O
11259;15;I
11306;14;I
11312;15;I
11314;31;O
11337;31;O
11338;9;I
11405;24;O
11411;15;I
11443;25;O
11463;15;I
11514;19;I
11516;20;O
11519;18;I
11540;20;I
11542;22;I
11561;22;O
11568;15;I
11603;15;O
11607;15;I
11682;14;I
11686;15;O
11700;16;I
11709;20;O
11714;17;I
11801;15;I
11804;18;O
11809;18;O
11826;14;I
11884;12;O
11887;16;I
11977;24;O
11995;19;I
12000;15;I
12001;28;O
12005;18;I
12052;19;I
12056;15;I
12064;29;O
12090;33;O
