#TimeStamp;TripTime;Type
15;4;O
23;11;O
27;14;I
28;13;I
38;23;I
42;28;O
42;27;I
47;27;O
49;38;O
50;23;I
51;32;O
68;45;O
77;60;O
94;19;O
97;67;O
124;23;O
131;15;I
146;32;O
151;16;I
170;21;I
187;10;I
195;23;O
207;33;O
222;15;I
242;14;O
245;26;I
256;13;I
259;25;O
283;26;I
300;21;O
325;18;O
352;19;O
406;9;O
412;10;O
444;22;O
444;17;O
463;40;O
501;56;O
511;80;O
577;15;O
585;64;O
599;14;O
651;24;O
686;11;I
713;37;O
725;24;O
745;43;O
771;14;O
812;18;O
851;15;O
945;11;O
968;23;O
979;44;O
996;16;O
1007;41;O
1031;18;O
1046;75;O
1056;68;O
1073;12;O
1098;14;O
1100;27;O
1116;31;O
1140;23;O
1222;28;O
1231;13;I
1232;19;I
1232;24;O
1233;20;I
1246;24;I
1249;39;I
1309;29;I
1325;14;I
1343;13;O
1350;25;I
1393;30;I
1398;20;O
1408;23;O
1426;28;O
1432;23;O
1452;32;O
1482;23;O
1499;23;I
1511;20;O
1552;20;O
1560;11;O
1588;16;O
1597;17;O
1613;24;O
1613;22;O
1629;31;O
1650;24;O
1673;11;O
1714;24;I
1719;22;O
1733;24;O
1763;15;O
1819;16;O
1831;23;O
1844;20;O
1852;33;O
1885;24;O
1897;34;O
1914;24;O
1949;16;O
2028;22;O
2039;31;O
2064;21;O
2068;15;O
2132;17;O
2134;10;O
2156;35;O
2157;23;O
2168;32;O
2170;33;O
2194;18;O
2198;8;O
2220;15;I
2231;27;I
2258;55;I
2270;23;O
2298;21;I
2318;30;I
2329;10;I
2365;18;I
2380;24;I
2391;17;O
2397;15;I
2406;25;O
2418;17;O
2424;19;I
2435;21;O
2439;23;I
2445;17;O
2464;23;I
2472;22;I
2473;20;O
2475;33;I
2481;20;O
2485;16;I
2512;16;I
2515;24;O
2537;27;I
2550;22;O
2557;28;I
2566;31;O
2571;23;I
2580;24;O
2595;10;I
2621;20;O
2638;20;O
2641;23;I
2645;19;I
2656;17;O
2663;15;I
2688;30;O
2690;7;O
2709;28;I
2711;25;I
2723;21;O
2731;19;O
2735;19;I
2744;42;O
2753;30;O
2777;49;O
2779;30;I
2780;24;O
2785;34;I
2786;12;O
2808;30;I
2882;26;O
2906;21;O
2911;29;O
2917;63;O
2969;11;O
3025;13;O
3077;14;O
3157;10;O
3178;24;O
3244;23;O
3264;24;O
3269;26;O
3281;32;O
3307;33;O
3311;34;O
3313;11;O
3348;27;O
3412;9;I
3419;14;I
3427;19;I
3428;23;I
3447;34;I
3467;7;I
3476;16;O
3479;13;I
3489;21;O
3500;31;O
3507;20;I
3511;30;O
3512;43;O
3534;12;O
3539;14;O
3542;21;I
3577;21;I
3579;13;I
3585;24;O
3597;29;O
3608;10;O
3628;15;O
3632;9;O
3642;23;O
3642;10;O
3666;16;O
3722;16;O
3750;23;O
3751;27;O
3770;16;O
3865;17;O
3911;18;O
3916;28;O
3921;23;O
3931;28;O
3940;32;O
