#TimeStamp;DistanceTraveled
59.98;2654.44
119.99;2122.73
179.91;1939.6
239.93;2153.48
299.95;2072.76
359.93;2053.65
419.94;1799.19
479.99;1821.49
539.81;1891.97
599.98;2028.09
659.9;1817.59
719.96;1874.75
779.85;2123.66
839.9;2216.61
899.98;1955.32
959.96;2145.35
1019.99;2020.82
1079.98;2112.98
1139.75;2027.41
1199.89;1969.1
1259.93;1976.45
1319.84;2136.46
1379.85;1977.76
1439.81;1936.81
1499.69;1997.45
1559.97;2120.41
1619.9;2009.58
1679.97;1887.53
1739.98;2043.06
1799.95;1917.59
1860;2150.98
1919.93;2152.11
1979.97;2140.19
2039.96;2090.16
2099.86;1927.47
2160;1904.25
2219.97;2087.28
2279.87;2005.58
2339.98;2093.56
2399.98;1964.02
2459.97;2118.6
2519.98;2101.43
2579.96;2138.44
2639.97;2313.16
2699.97;2154.84
2759.99;2044.43
2819.99;2179.79
2879.91;2002.53
2939.77;2116.43
2999.98;2024.76
3059.97;2003.19
3119.77;2122.76
3179.86;1988.83
3239.99;1984.69
3299.96;1822.44
3359.81;2194.85
3419.98;2149.28
3479.98;2030.22
3539.98;2018.25
3599.99;1914.98
3659.92;2034.03
3719.99;2001.66
3779.64;2252.57
3840;2079.7
3899.96;1765.73
3959.97;1994.3
4019.93;1942.72
4079.87;1873.78
4139.84;1964.61
4199.98;2147.83
4260;2073.17
4319.86;1978.05
4379.81;2234.82
4439.9;2066.11
4499.97;1839.38
4559.93;2158.69
4619.98;2260.57
4679.97;2077.67
4739.96;1817.09
4799.96;2074.07
4859.98;2081.31
4919.99;2005.19
4979.96;2034.36
5039.92;2097.36
5099.97;2081.63
5159.76;2051.91
5219.89;2160.32
5279.99;1912.8
5339.98;2108.28
5399.99;2187.5
5459.91;2073.07
5519.98;2108.02
5579.99;2284.93
5639.98;2082.33
5699.78;2068.62
5759.95;2059.65
5819.92;1965.38
5879.97;2310.63
5939.96;1970.16
5999.97;2032.85
6059.93;2090.32
6119.86;1990.05
6179.97;2047.23
6239.96;2100.18
6299.92;1907.59
6359.66;1962.1
6419.96;1890.47
6480;2166.62
6539.86;2231.63
6599.96;2017.77
6659.99;2022.26
6719.98;2115.03
6779.99;2361.08
6839.99;2263.61
6899.97;2216.44
6959.99;1981.66
7019.79;1791.22
7079.96;2007.38
7139.97;1860.07
7199.97;2094.67
7260;2092.22
7319.9;1937.32
7379.68;1942.88
7439.84;2054.93
7499.98;1872.17
7559.97;1837.21
7619.96;1867.83
7679.88;2065.89
7739.96;1960.61
7799.96;2034.33
7859.87;2062.05
7919.83;2077.32
7979.84;2147.77
8039.93;2086.1
8099.99;2038.42
8159.98;1948.39
8219.87;1902.11
8279.99;2112.18
8339.99;1976.18
8399.97;2153.35
8459.96;2001.6
8519.96;1867.63
8579.97;1913.53
8639.98;2049.4
8699.99;1699.52
8759.7;1712.61
8819.97;1895.08
8879.97;1793.07
8939.99;2004.88
8999.96;1779.38
9059.94;1842.34
9119.97;1992.2
9179.96;2057.03
9239.98;1989.33
9299.95;2057.26
9360;1921.36
9419.85;1745.15
9480;2073.98
9539.98;2107.56
9599.98;1940.86
9659.96;2163.96
9719.89;1999.53
9780;2247.26
9839.92;2194.26
9899.96;2072.25
9959.99;1939.36
10019.99;1888.81
10079.97;2017.86
10139.8;1786.33
10199.73;2025.89
10259.9;2159.98
10319.98;2083.38
10379.95;1827.43
10439.96;1841.89
10499.94;2108.06
10559.97;2093.55
10619.99;1938.83
10679.93;1934
10739.87;1935.11
10799.97;2057.58
10859.97;1848.69
10919.99;1727.6
10979.93;1887.04
11039.94;1973.73
11099.98;1867.47
11159.98;1917.46
11219.94;2166.42
11279.96;2094.56
11340;2134.54
11400;1852.87
11459.92;2052.33
11520;2090.06
11580;1863.08
11639.99;1917.16
11699.97;2089.77
11759.98;1971.37
11819.97;1557.2
11879.98;1748.21
11939.94;1813.15
11999.97;1724.4
12059.92;1940.16
12119.99;1762.8
12179.99;1613.16
12239.78;1478.3
12299.8;1937.85
12359.97;1985.62
12419.96;1934.66
12479.96;2024.45
12539.87;2179.45
12599.99;1947.95
12659.83;2075.74
12719.94;2146.69
12779.98;1865.65
12840;2079.14
12899.93;2286.65
12959.86;2342.42
13019.75;1841.4
13079.9;1814.97
13139.92;2099.13
13200;2153.48
13259.99;2052.88
13319.97;1954.93
13379.91;2197.4
13439.97;2203.37
13499.96;2142.06
13559.82;1821.81
13620;1935.15
13679.97;2021.17
13739.96;1755.55
13799.96;1572.32
13859.97;1606.58
13919.93;1716.97
13979.95;1943.71
14039.97;1855.81
14099.99;1915.01
14159.96;2079.41
14219.92;2005.12
14279.96;2048.26
14339.97;2126.94
14399.98;2194.08
14459.97;1954.86
14519.98;1911.05
14579.99;1857.32
14639.85;1858.76
14699.99;1838.13
14760;2052.6
14819.98;1923.83
14879.99;1638.15
14939.96;2142.49
14999.86;2053.75
15059.97;1852.93
15119.75;1889.07
15179.98;1841.78
15239.96;1829.53
15299.83;1609.14
15359.94;1780.22
15419.89;1981.83
15479.82;2045.73
15539.8;2147.71
15599.98;2056.88
15659.96;1946.44
15719.71;2020.9
15779.84;2116.99
15839.89;2189.24
15899.97;1933.66
15959.96;1884.95
16020;1911.89
16079.98;2059.03
16139.97;1964.54
16199.97;2095.43
16259.97;2025.16
16320;2057.72
16379.91;2159.69
16439.99;2134.86
16499.97;2166.45
16559.85;2059.46
16619.94;2002.3
16679.95;2057.41
16739.98;1981.26
16799.82;1858.51
16859.95;1968.41
16919.74;1858.25
16979.98;1950.31
17039.99;2135.97
17099.98;1912.66
17159.99;2056.95
17219.97;1927.18
17279.97;2041.24
17339.94;1842.56
17399.99;1645.92
17459.96;1784.12
17519.94;2030.6
17579.97;1836.5
17639.98;1836.93
17699.79;1993.79
17759.93;2249.25
17819.98;2129.28
17879.93;2173.41
17939.87;1999.46
18000;1919.99
18059.98;2046.44
18119.98;2103.2
18179.97;2037.44
18239.75;1903.58
18299.97;2157.73
18359.91;1950.94
18419.97;2023.17
18479.87;1990.18
18539.99;2262.7
18599.98;2087.3
18659.97;2014.64
18719.98;1844.84
18779.95;2006.39
18839.97;1937.21
18899.97;1738.09
18960;1988.85
19019.99;2112.29
19080;2018.23
19139.91;2000.07
19199.88;1741.73
19259.87;1872.91
19319.96;1746.47
19379.97;1831.17
19439.99;2186.31
19499.88;1914.09
19559.96;1840.4
19619.95;1954.93
19679.97;2018.72
19739.89;2163.86
19799.91;1985.89
19859.96;1958.76
19919.99;1974.63
19979.64;2262.09
20039.99;2125.74
20099.97;2024.41
20159.99;1958.04
20219.93;1937.58
20279.97;2138.51
20339.96;2123.77
20399.95;1920.18
20459.97;1928.14
20519.89;1979.36
20579.96;1964.35
20639.97;1901.35
20699.94;2052.78
20759.99;1836.4
20820;1988.74
20879.92;1967.57
20939.98;2042.6
20999.99;1974.81
21059.95;1974.32
21119.79;2071.47
21179.95;1800.37
21239.81;1953.66
21299.96;2177.07
21359.98;1995.35
21419.98;1935.48
21479.75;2114.65
21539.93;1841.92
21599.92;2070.93
21659.78;1950.57
21719.98;2229.49
21779.97;2105.05
21839.97;1982.46
21900;1809.9
21959.98;1994.1
22020;1880.78
22079.81;1901.19
22139.99;1859.43
22199.93;1968.65
22259.97;2119.78
22319.83;1849.3
22379.9;2035.75
22439.94;1868.63
22499.9;2023.62
22559.96;2188.1
22619.96;2167.22
22679.96;1950.49
22739.92;1961.47
22799.97;1932.5
22859.92;1839.15
22919.83;2087.92
22979.99;1818.07
23039.99;1781.61
23099.96;1719.52
23159.66;1982.76
23219.98;2058.53
23279.89;2099.92
23339.74;1772.63
23399.9;1842.63
23459.88;2003.47
23520;2124.03
23579.99;1922.17
23639.89;1879.89
23699.98;1963.5
23759.71;1933.05
23819.96;1913.18
23879.77;1978.74
23939.98;2042.25
23999.96;2096.29
24059.99;1968.82
24119.97;2127.2
24179.96;1916.87
24239.73;2085.8
24299.99;1977.88
24359.93;1968.09
24419.97;1937.87
24479.99;1777.64
24539.96;1898.78
24599.78;2064.6
24659.94;2250.45
24719.96;2144.38
24779.99;1938.6
24839.9;2077.61
24899.98;2036.15
24959.93;2059.68
25019.95;2161.34
25079.99;2044.23
25139.83;1852.45
25199.93;1999.34
25259.85;2213.18
25319.96;1976.81
25379.99;2098.57
25439.98;1965.1
25499.81;2078.21
25559.99;2058.79
25619.97;2048.88
25679.92;2009.64
25739.99;1964.64
25799.97;1979.93
25859.99;1944.2
25919.95;2013.14
25979.97;2002.43
26040;2059.82
26099.96;2073.93
26159.87;1724.18
26219.98;1855.73
26279.71;2064.1
26339.96;1949.25
26399.96;1741.14
26459.93;2034.67
26519.94;1951.21
26579.8;2087.75
26640;2174.21
26699.9;2123.79
26759.65;1891.81
26819.99;1788.47
26879.96;1863.58
26939.93;2082.78
26999.89;2350.2
27059.98;2162.58
27119.93;2026.71
27179.95;2184.46
27239.75;1815.83
27300;1932.57
27359.71;2059.38
27419.85;2165.84
27479.96;2155.37
27539.95;1950.03
27599.98;2112.42
27659.96;2058.2
27719.95;2004.5
27779.72;1772.07
27839.99;2052.42
27899.99;2142.72
27959.97;2064.42
28019.73;1922.67
28079.96;1857.31
28139.97;2154.38
28199.96;2097.97
28259.96;1833.35
28319.99;1947.5
28379.98;1874.32
28439.97;1987.54
28499.74;2140.49
28559.96;2135.52
28619.99;2279.64
28679.98;1931.01
28739.99;1933.45
28799.98;2178.77
