Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;526;0;83;63.4966192891963;393.40443395451;30.1662120955034;150.511572875254;6.33734939759036;23579.3960610444;28800
InputStation1;23.50;0.50;534;0;84;63.3485012562735;339.419858953661;30.1354617641446;110.468888888889;6.35714285714286;23497.0878425142;28800
InputStation2;33.50;0.50;409;0;65;62.5609371743921;547.651151936244;20.0572294152471;130.778982680302;6.29230769230769;24739.245844406;28800
InputStation3;43.50;0.50;418;0;65;63.7872085717582;372.313189523688;30.2111111111044;110.557590194952;6.43076923076923;24649.7877993564;28800
InputStation4;53.50;0.50;392;0;63;61.6710055193523;297.986997515449;30.1333333333341;100.382222222222;6.22222222222222;24906.7763061704;28800
InputStation5;63.50;0.50;519;0;85;60.9505807651634;321.048586961798;20.0888888888894;110.401948040906;6.10588235294118;23648.0206927882;28800
OutputStation0;81.50;11.50;2308;1596;502;47.3220268432633;687.328603655285;10.0444444444438;140.35620490253;4.59760956175299;5720;28800
OutputStation1;81.50;17.50;2160;1506;481;46.2544490790782;678.820953186048;10.0444444444438;171.078333333327;4.49064449064449;7200;28800
OutputStation2;81.50;23.50;1821;1207;419;44.1985667651186;614.830262554655;10.0444444444438;142.99435065302;4.34606205250597;10599.4303751656;28800
OutputStation3;81.50;29.50;2237;1522;498;46.3375012299952;588.380343911967;10.0444444444438;133.610743138379;4.49196787148594;6430;28800
OutputStation4;81.50;35.50;2399;1644;515;47.9638835638722;556.889954254217;10.0444444444438;131.952777777768;4.65825242718447;4810;28800
OutputStation5;81.50;41.50;2279;1523;512;45.8411416282837;627.376669309387;10.0444444444438;140.66731601362;4.451171875;6015.29704183228;28800
OutputStation6;0.50;14.50;2313;1558;517;45.9867013245139;601.578795184145;10.0444444444438;130.416111111103;4.47388781431335;5670;28800
OutputStation7;0.50;20.50;1930;1328;421;46.7481189780693;594.301298360909;10.0444444444438;120.517395419196;4.58432304038005;9500;28800
OutputStation8;0.50;26.50;1878;1281;421;45.3873103478671;595.442925649569;10.0444444444438;140.827777777769;4.46080760095012;10020;28800
OutputStation9;0.50;32.50;2169;1440;504;44.4405986456743;565.637864618257;10.0444444444438;132.333982680289;4.30357142857143;7113.20472581865;28800
OutputStation10;0.50;38.50;2336;1607;516;46.6778966704429;590.440204941377;10.0444444444438;133.564538235856;4.52713178294574;5440.48870849895;28800
OutputStation11;0.50;44.50;2266;1526;522;44.7323133222323;583.735551260414;10.0444444444438;130.76536797274;4.34099616858238;6147.51926405451;28800
