bot_id;sample_count;expected_mean_sec;actual_mean_sec;gap_mean_sec;gap_var_sec2;gap_std_sec;abs_err_mean_sec;stop_go_mean;queue_stop_go_mean;conflict_wait_mean_sec
1;52;16.0475122107909;16.0120708747729;-0.0354413360179712;8.589004104004;2.9307002753615;1.58906331734445;0.0192307692307692;0;0.5504273504276
3;51;16.5363332210589;16.7357099021977;0.199376681138777;4.57814039970452;2.13965894471631;1.6189014340148;0.0196078431372549;0;0.790413943351087
4;49;17.5824329298443;18.2729198931461;0.690486963301753;11.4119140123821;3.37815245546765;2.38053457108831;0.224489795918367;0;0.97596371881466
5;46;16.822197911265;16.7950424599452;-0.0271554513197479;17.3595458221428;4.16647882775646;2.73510237486596;0.0652173913043478;0;0.821256038642157
7;45;14.9174843680979;14.5984932606616;-0.318991107436277;6.97653030802396;2.64131223221034;1.67142885839496;0.0444444444444444;0;0.473086419751096
10;50;17.0168629150102;17.0806065369325;0.0637436219223433;19.8266704879102;4.45271495695719;2.80145825039693;0.16;0;0.910222222220019
11;50;17.5570108233942;17.2351045776294;-0.321906245764808;18.9069924431234;4.34821715684985;2.37724381234556;0.08;0;0.896888888885674
12;44;16.3822428845505;17.067222144603;0.684979260052549;13.760656428026;3.70953587771112;2.19320265979875;0.136363636363636;0;0.848484848479291
13;46;17.5254164321149;17.9971483076981;0.471731875583195;23.0377140981225;4.79976187931469;3.04797422295697;0.108695652173913;0;0.933333333326672
14;47;17.4833655714219;17.1292100505946;-0.354155520827362;14.5311204543242;3.81197067857614;2.43471228574007;0.0851063829787234;0;0.756501182024677
