idx;bot_id;task_id;trip_id;src_id;dest_id;path_nodes;path_len_m;expected_sec;actual_sec;gap_sec;abs_err_sec;rel_err_pct;stop_go_count;queue_stop_go_count;conflict_wait_sec
0;7;57123120;1;272;24;27;26;24.9191197709602;28.199680313776;3.28056054281577;3.28056054281577;13.1648331601135;1;0;2.39999999999999
1;5;13803553;1;263;20;22;21;23.7058802290398;31.6613796349137;7.95549940587397;7.95549940587397;33.5591816418968;0;0;6.17777777777776
2;12;3068848;1;148;20;5;4;3.41911977096024;3.25555555555557;-0.163564215404664;0.163564215404664;4.78381064020837;0;0;0.0444444444444514
3;3;34220326;1;136;16;8;7;8.00245310429357;8.02190253599888;0.0194494317053042;0.0194494317053042;0.243043369974502;0;0;0.400000000000063
4;4;20383058;1;186;28;27;26;27.0441197709602;26.9423160136389;-0.101803757321353;0.101803757321353;0.376435832201382;0;0;0.222222222222257
5;13;58153438;1;134;16;6;5;7.29411977096024;9.44412475822151;2.15000498726127;2.15000498726127;29.4758662425724;0;0;2.44444444444483
6;10;28487350;1;286;28;22;21;21.5808802290398;21.3138888888917;-0.26699134014811;0.26699134014811;1.2371661272131;0;0;0.177777777777777
7;5;65903005;2;109;16;9;8;8.66911977096024;14.1423160136367;5.47319624267649;5.47319624267649;63.1343941170425;0;0;0.177777777777777
8;7;64880336;2;193;20;13;12;15.5808802290398;16.0613796349066;0.480499405866823;0.480499405866823;3.08390411070142;0;0;0.177777777777692
9;3;45915542;2;139;16;11;10;10.0024531042936;11.1774580915514;1.17500498725787;1.17500498725787;11.7471681697113;0;0;2.04444444444346
10;4;19660823;2;265;28;16;15;19.0808802290398;18.2391574126833;-0.841722816356452;0.841722816356452;4.411341648041;0;0;0.222222222222115
11;10;42729680;2;219;24;7;6;7.33578643762691;12.555555555549;5.2197691179221;5.2197691179221;71.1548674747226;1;0;4.13333333333134
12;14;38092711;1;100;16;29;28;26.2524531042936;25.3996803137697;-0.852772790523879;0.852772790523879;3.24835468569758;0;0;0.177777777777692
13;13;24500989;2;97;24;18;17;16.1691197709602;21.6534271247369;5.4843073537767;5.4843073537767;33.9184039172406;0;0;0.222222222222172
14;4;51633840;3;189;20;26;25;25.7426406871193;25.4472222222412;-0.295418464878107;0.295418464878107;1.14758415218033;0;0;0.222222222222399
15;11;59471393;1;119;28;27;26;25.5441197709602;21.9330136471171;-3.61110612384309;3.61110612384309;14.1367412783132;0;0;0.133333333333439
16;10;21331933;3;112;16;12;11;11.2941197709602;17.4312049025359;6.13708513157567;6.13708513157567;54.3387643838834;0;0;0.888888888889596
17;3;50165025;3;189;24;22;21;18.8308802290398;17.933013647114;-0.897866581925793;0.897866581925793;4.76805423328625;0;0;0.177777777777919
18;1;31771169;1;197;20;17;16;18.8774531042936;19.3947129682617;0.517259863968157;0.517259863968157;2.74009349201089;0;0;0.177777777777919
19;14;10511313;2;260;28;7;6;9.45588022903976;10.061379634921;0.605499405881206;0.605499405881206;6.40341661711904;0;0;0.133333333333439
20;4;62260885;4;183;28;28;27;29.8308802290398;26.0663469804538;-3.76453324858599;3.76453324858599;12.6195848720592;0;0;0.177777777777919
21;12;51641620;2;145;16;17;16;14.0024531042936;19.475649346982;5.47319624268841;5.47319624268841;39.0874099125543;0;0;0.177777777777919
22;11;21749220;2;223;20;15;14;16.9142135623731;16.6472222222342;-0.266991340138919;0.266991340138919;1.57850283227392;0;0;0.177777777777919
23;13;19756352;3;198;24;14;13;11.3774531042936;17.1200937914246;5.74264068713098;5.74264068713098;50.4738682241973;0;0;0.177777777777919
24;7;51609257;3;279;28;15;14;16.9191197709602;17.750268523816;0.831148752855736;0.831148752855736;4.91248223375254;0;0;0.177777777777919
25;12;17513507;3;114;16;14;13;12.0024531042936;17.8756493469807;5.87319624268714;5.87319624268714;48.9332988152743;0;0;0.622222222222717
26;14;9307971;3;229;24;17;16;14.0024531042936;13.1330136471117;-0.869439457181832;0.869439457181832;6.20919385129193;0;0;0.0888888888889596
27;1;6107551;2;282;20;24;23;22.9191197709602;21.4885692026751;-1.43055056828516;1.43055056828516;6.24173433614036;0;0;0.444444444444798
28;10;51057338;4;105;24;28;27;22.8357864376269;22.4219025360064;-0.413883901620476;0.413883901620476;1.81243550665946;0;0;0.133333333333439
29;3;57865663;4;220;20;12;11;14.9191197709602;14.6472222222326;-0.271897548727654;0.271897548727654;1.82247714946895;0;0;0.177777777777919
30;11;39702100;3;107;28;15;14;16.9191197709602;14.7330136471198;-2.18610612384041;2.18610612384041;12.9209211438565;0;0;0.177777777777919
31;4;64473998;5;266;24;21;20;21.5441197709602;18.2391574127053;-3.30496235825498;3.30496235825498;15.3404381027895;0;0;0.177777777777919
32;5;25475209;3;177;20;20;19;24.5024531042936;23.3996803137877;-1.10277279050586;1.10277279050586;4.5006627940964;0;0;0.177777777777919
33;7;42776493;4;200;24;16;15;13.3357864376269;12.466346980445;-0.869439457181908;0.869439457181908;6.51959643511376;0;0;0.0888888888889596
34;1;39958021;3;186;28;27;26;27.6691197709602;27.4885692026855;-0.1805505682747;0.1805505682747;0.652534557547417;0;0;2.22222222222399
35;11;37742617;4;156;16;17;16;16.1225468957064;32.720093791437;16.5975468957305;16.5975468957305;102.946184638797;0;0;11.11111111112
36;3;26298136;5;229;20;21;20;21.5392135623731;22.016935190486;0.477721628112942;0.477721628112942;2.21791583397211;0;0;0.177777777777919
37;13;14650458;4;119;16;19;18;15.3357864376269;14.466346980445;-0.869439457181908;0.869439457181908;5.66935031808155;0;0;0.0888888888889596
