decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec,lambda,mu,delta,rho,closedLines,valuedNotBoundLines,completedOrders
460,4959.28888888627,61,1,94,0,0,1,5,0.0009995,19.643379298444,28.6663820970699,1,13.4189340063444,2,0,1
461,4989.33333333089,63,1,95,0,0,1,3,0.0009955,19.7126380025861,28.7908265564086,1,13.4239436704727,2,0,1
462,4992.88888888647,62,1,94,0,0,1,3,0.0009987,19.6709767964073,28.7532002188185,1,13.4220760980593,2,0,1
463,4999.3777777754,61,1,95,1,0,1,1,0.0030101,19.6371000092132,28.7267620222115,1,13.4253642920131,1,0,1
464,5012.93333333103,62,1,94,0,0,1,3,0.0010218,19.6488884749131,28.7241920842411,1,13.4124152255002,2,0,1
465,5029.42222222002,62,1,95,0,0,1,2,0,19.6734212481428,28.7830706521741,1,13.4282074036512,1,0,1
466,5062.97777777577,64,1,94,0,0,1,2,0.0010026,19.7200348882204,28.8314609862485,1,13.3849985041899,1,0,1
467,5073.02222222028,64,1,95,0,0,1,2,0.0009982,19.7319222736625,28.8291072180134,1,13.3859774218314,1,0,1
468,5079.46666666476,63,1,96,0,0,1,2,0.0010009,19.7161664532197,28.786454691958,1,13.3816551429483,2,0,1
469,5083.06666666478,63,1,94,0,0,1,1,0,19.6779696092357,28.7535849031504,1,13.3818088215264,1,0,1
470,5093.11111110929,63,1,94,1,0,1,2,0.0009998,19.7070156332389,28.776480892407,1,13.3944580730423,2,0,1
471,5129.5111111095,65,1,94,1,0,1,3,0.0019994,19.8183495075779,28.9620086151513,1,13.415801207416,2,0,1
472,5139.555555554,65,1,94,0,0,1,1,0.0010006,19.813380375251,28.9775991355383,1,13.4251376947385,1,0,1
473,5143.15555555403,64,1,93,1,0,1,1,0.0019992,19.8145808459228,28.9597720055795,1,13.4322827538268,1,0,1
474,5149.59999999851,64,1,94,1,0,1,5,0.0019997,19.8235857247195,28.9534247791745,1,13.4447091301315,3,0,1
475,5153.19999999853,63,1,94,0,0,1,1,0.0020059,19.768523229104,28.9377531523905,1,13.4527635822191,1,0,1
476,5159.64444444301,62,1,95,1,0,1,2,0.0010011,19.7880810834724,28.9468956826168,1,13.4723200261981,2,0,1
477,5163.24444444303,62,1,95,0,0,1,5,0,19.7551834543784,28.921253743592,1,13.475648338574,2,0,1
478,5179.68888888758,62,1,96,0,0,1,3,0.0010001,19.7827052213049,28.9839634637722,1,13.4935184235869,2,0,1
479,5183.2888888876,61,1,95,0,0,1,1,0,19.74307798761,28.948183969175,1,13.4920739443353,1,0,1
480,5189.73333333208,61,1,96,0,0,1,4,0,19.7535386003668,28.9441323491691,1,13.5053662729423,2,0,1
481,5193.3333333321,60,1,96,1,0,1,4,0.0009988,19.7091120463229,28.9011769082634,1,13.5004516274126,3,0,1
482,5223.37777777672,61,1,94,0,0,1,2,0.0010002,19.7883932895689,29.0810559664314,1,13.53333043511,1,0,1
483,5229.77777777676,60,1,94,0,0,1,3,0.0010005,19.7911006361895,29.0655913108892,1,13.541279382656,1,0,1
484,5239.82222222126,60,1,94,0,0,1,1,0.0010005,19.7996266002846,29.0587421711901,1,13.5400170233463,1,0,1
485,5263.4222222214,61,1,93,0,0,1,2,0.0010001,19.8439127275358,29.1044053337192,1,13.5238282286401,1,0,1
486,5273.46666666591,61,1,95,1,0,1,3,0.0019989,19.8861836264006,29.1471090574064,1,13.5456613107367,3,0,1
487,5289.866666666,62,1,94,1,0,1,5,0.001999,19.8838103334033,29.2069247220944,1,13.5623677418589,3,0,1
488,5293.51111111047,61,1,95,0,0,1,3,0.0010002,19.8185735984767,29.173925110801,1,13.5620845317776,2,0,1
489,5299.91111111051,61,1,95,1,0,1,6,0.0192444,19.7956490084932,29.161772196396,1,13.5714401375535,3,0,1
490,5303.55555555497,60,1,96,1,0,1,4,0.0019994,19.7273842323178,29.123313629566,1,13.5684986650716,3,0,1
491,5329.95555555513,61,1,95,0,0,1,7,0.0010006,19.7639517266757,29.2392619166251,1,13.5853549631738,3,0,1
492,5343.59999999966,61,1,97,1,0,1,4,0.0019921,19.7104200811788,29.2216084160393,1,13.5661804562546,3,0,1
493,5363.64444444422,61,1,96,0,0,1,3,0.0009996,19.6704104097116,29.2234580881986,1,13.5432550304282,2,0,1
494,5369.99999999981,61,1,95,1,0,1,4,0.0020007,19.6369692801467,29.1944308111793,1,13.5446647691335,2,0,1
495,5383.68888888878,61,1,95,0,0,1,3,0.0010025,19.6373473248914,29.2155636731548,1,13.5436387888797,2,0,1
496,5400.04444444443,61,1,95,0,0,1,4,0.002,19.6196863705646,29.2097571015941,1,13.5301799404554,2,0,1
497,5410.08888888894,61,1,95,1,0,1,2,0.0029999,19.5757162346521,29.1646341463415,1,13.5112994350282,2,0,1
498,5443.73333333358,63,1,95,0,0,1,1,0.0010009,19.5790012650122,29.1897889042271,1,13.4617080727633,1,0,1
499,5453.77777777808,63,1,95,0,0,1,3,0.0019981,19.5625,29.1457489878543,1,13.4435107376284,1,0,1
500,5493.82222222277,65,1,94,1,0,1,2,0.0040011,19.5904331980669,29.1679783171218,1,13.3810465866314,1,0,1
501,5500.13333333391,65,1,95,0,0,1,1,0.0009986,19.582750839349,29.1372381440314,1,13.3815464068885,1,0,1
502,5503.86666666727,64,1,94,0,0,1,1,0.0009958,19.5746065067575,29.1059038400277,1,13.3817152715021,1,0,1
503,5560.17777777871,67,1,97,0,0,1,2,0.0009993,19.7128727529614,29.2922205566093,1,13.3585401439482,1,0,1
504,5563.91111111207,66,1,95,0,0,1,3,0.003002,19.6939488158312,29.2449219890399,1,13.3515243115562,2,0,1
505,5573.95555555657,66,1,95,1,0,1,2,0.0030007,19.6793301731802,29.2434846373458,1,13.3531893321214,2,0,1
506,5594.00000000114,67,1,95,1,0,1,3,0.0029994,19.6907065156601,29.280591525283,1,13.3481131521081,2,0,1
507,5600.22222222339,67,1,94,1,0,1,1,0.0029989,19.6566314228107,29.2500073164135,1,13.3486397025814,1,0,1
508,5614.0444444457,67,1,94,0,0,1,2,0.0009973,19.6835130865518,29.2709101167807,1,13.3483842146335,2,0,1
509,5630.26666666802,67,1,96,1,0,1,8,0.0030029,19.7008111111112,29.3166832010583,1,13.3595012055456,4,0,1
510,5644.08888889032,67,1,93,0,0,1,1,0.0009974,19.6380972416659,29.3210402380516,1,13.3517811724221,1,0,1
511,5654.13333333482,67,1,94,1,0,1,1,0.003001,19.6681512141281,29.3467473649539,1,13.3658453345335,1,0,1
512,5670.3111111127,68,1,93,0,0,1,4,0.0010003,19.7113777741037,29.392113603989,1,13.3768416492122,1,0,1
513,5674.17777777939,67,1,93,0,0,1,2,0.0009983,19.7023870266404,29.3596594078086,1,13.3764188153962,2,0,1
514,5690.35555555726,67,1,94,1,0,1,3,0.0019951,19.7205865010818,29.4065327196877,1,13.3881262561011,2,0,1
515,5694.22222222395,67,1,92,1,0,1,2,0.002001,19.6895826590664,29.3799458893128,1,13.3903238637619,1,0,1
516,5710.40000000182,67,1,94,0,0,1,1,0.0009984,19.7146626658647,29.3983815095674,1,13.3891024522183,1,0,1
517,5734.26666666863,68,1,93,0,0,1,3,0.0010008,19.7785929131677,29.4747390483339,1,13.3904759474241,3,0,1
518,5754.31111111319,69,1,94,0,0,1,1,0.0010004,19.7754082052026,29.5281923687821,1,13.3934241248322,1,0,1
519,5760.44444444656,69,1,95,0,0,1,6,0.0020054,19.7726012442256,29.5050294831148,1,13.3971600303189,2,0,1
520,5764.3555555577,68,1,94,1,0,1,1,0.0020003,19.7438556617141,29.4816019492391,1,13.400728158745,1,0,1
521,5770.48888889107,67,1,94,0,0,1,1,0.001006,19.7497198272408,29.4714811375493,1,13.4103035863981,1,0,1
522,5774.4000000022,67,1,93,0,0,1,3,0.0010017,19.7483112260013,29.4505763157582,1,13.4149321191603,2,0,1
523,5784.44444444671,67,1,93,0,0,1,1,0.0010015,19.7446109384235,29.4644483695007,1,13.4235569528596,1,0,1
524,5800.53333333569,67,1,95,0,0,1,1,0.0010018,19.7932035711153,29.5181879846691,1,13.4385434772309,1,0,1
525,5824.48888889139,68,1,95,0,0,1,1,0.0019987,19.8571410244923,29.594777488426,1,13.440422964176,1,0,1
526,5830.57777778031,68,1,94,1,0,1,2,0.0029992,19.8547009782281,29.5724528965547,1,13.444369946863,2,0,1
527,5844.53333333595,67,1,94,0,0,1,1,0.0020042,19.8596409508,29.5992349803111,1,13.4471720276087,1,0,1
528,5850.62222222488,66,1,95,0,0,1,3,0.0009985,19.8685571978163,29.5938930346059,1,13.4587878757382,2,0,1
529,5854.57777778045,66,1,93,1,0,1,2,0.0019997,19.8419992050704,29.5736667541221,1,13.4635980705126,1,0,1
530,5864.62222222496,66,1,95,0,0,1,1,0.0010008,19.8524823971458,29.5707452087009,1,13.4645630828864,1,0,1
531,5884.66666666952,66,1,95,0,0,1,2,0.0009969,19.9072903363135,29.6338561470218,1,13.472263036589,1,0,1
532,5890.66666666956,66,1,97,0,0,1,2,0,19.8928624574831,29.5939358001266,1,13.4680519573979,2,0,1
533,5894.71111111402,65,1,96,1,0,1,2,0.0030061,19.8498719440125,29.5492411893823,1,13.4616042691923,2,0,1
534,5904.75555555853,65,1,97,0,0,1,1,0,19.8121223835934,29.5121974258443,1,13.4469874575983,1,0,1
535,5914.80000000303,65,1,98,1,0,1,2,0.0020001,19.8139469792987,29.4966116352202,1,13.4421359988536,1,0,1
536,5930.71111111424,65,1,96,1,0,1,1,0.0020005,19.8452288980701,29.5249168163378,1,13.4457382757079,1,0,1
537,5944.84444444765,66,1,96,0,0,1,2,0.0010056,19.8651539649374,29.5363473426042,1,13.4416910062151,1,0,1
538,5954.88888889216,65,1,96,0,0,1,1,0.0009999,19.8763367422296,29.5348193242887,1,13.4432610587924,1,0,1
539,5970.75555555892,66,1,96,0,0,1,1,0.0010291,19.8703628586553,29.5078609492764,1,13.4218038730099,1,0,1
540,5974.93333333672,65,1,95,0,0,1,3,0.0010092,19.852440069425,29.4632475049037,1,13.4151807788285,1,0,1
541,5980.80000000342,65,1,96,1,0,1,4,0.001999,19.8382601958616,29.4242851785633,1,13.4110687548554,2,0,1
542,5984.97777778123,64,1,94,1,0,1,2,0.0019996,19.8059548586908,29.3954302092674,1,13.4115089399971,1,0,1
543,5995.02222222573,63,1,93,0,0,1,1,0.0010001,19.8233132213249,29.4033530680619,1,13.4173061498026,1,0,1
544,6015.06666667029,64,1,93,1,0,1,3,0.0020002,19.9116878254455,29.5165836225064,1,13.4483842540414,2,0,1
545,6030.84444444816,64,1,94,0,0,1,4,0.0009995,19.9377710009481,29.574360318073,1,13.4655603471833,2,0,1
546,6035.11111111485,63,1,93,0,0,1,3,0.0009897,19.9082743337039,29.5496197596382,1,13.4678553411662,1,0,1
547,6040.88888889267,63,1,93,1,0,1,2,0.0010003,19.9242330016586,29.5555043050434,1,13.4840768799104,1,0,1
548,6045.15555555936,62,1,92,0,0,1,1,0,19.9126409113565,29.5205818299116,1,13.4816450240892,1,0,1
549,6060.93333333723,63,1,93,0,0,1,1,0.0009641,19.9656711287643,29.58149067975,1,13.5002776256577,1,0,1
550,6070.97777778173,62,1,93,0,0,1,3,0,19.9865353932352,29.5947413987905,1,13.5084874893977,2,0,1
551,6075.20000000398,64,1,94,1,0,1,2,0.0019948,19.9613121432879,29.5763764174357,1,13.5135577606024,1,0,1
552,6081.02222222624,63,1,93,0,0,1,1,0.0010003,19.9658731424327,29.5655525509516,1,13.5220378305774,1,0,1
553,6105.2444444486,64,1,94,0,0,1,3,0.0009996,20.0875197036108,29.7280629190299,1,13.5645116399903,1,0,1
554,6115.28888889311,64,1,93,0,0,1,1,0.0010305,20.1106109790263,29.7446559471208,1,13.5742444845963,1,0,1
555,6121.06666667092,64,1,94,1,0,1,6,0.0019992,20.1108030433315,29.7274234076882,1,13.5798030516848,3,0,1
556,6135.33333333767,64,1,94,1,0,1,3,0.0029463,20.0991469935776,29.7657058924851,1,13.5881557139679,3,0,1
557,6141.11111111548,64,1,94,0,0,1,1,0.000987,20.0387383081597,29.7313889028673,1,13.5858664523036,1,0,1
558,6165.37777778229,65,1,95,0,0,1,1,0.0009999,20.1282730399354,29.8466254841718,1,13.6069117005334,1,0,1
559,6175.4222222268,65,1,97,0,0,1,1,0.0010007,20.1372044029414,29.8423191603156,1,13.6071150739217,1,0,1
560,6185.4666666713,64,1,96,0,0,1,3,0.0009995,20.1357743524349,29.822714446309,1,13.6003340326224,2,0,1
561,6191.15555556022,64,1,96,0,0,1,2,0.0010029,20.0958141181231,29.7822856714629,1,13.5951977285167,1,0,1
562,6201.20000000473,64,1,97,1,0,1,1,0.002188,20.0921212121212,29.7594254937164,1,13.5868852459017,1,0,1
563,6205.51111111586,63,1,96,0,0,1,1,0.0009999,20.0745596433804,29.7161044183372,1,13.5803327317217,1,0,1
564,6221.24444444929,64,1,96,0,0,1,1,0.0010004,20.0927154195965,29.725716729886,1,13.5757154019659,1,0,1
565,6231.28888889379,63,1,96,0,0,1,5,0,20.0880722690032,29.7016497120261,1,13.5668220544328,3,0,1
566,6235.55555556048,63,1,95,1,0,1,2,0.0020005,20.0290279124141,29.6686670146455,1,13.5648917646423,1,0,1
567,6245.60000000499,63,1,95,0,0,1,5,0.0009997,20.0415261130773,29.6700173061927,1,13.5675750415625,3,0,1
568,6271.33333333847,64,1,96,1,0,1,4,0.0029993,20.031420376839,29.7091225837665,1,13.5544862355434,1,0,1
569,6291.37777778304,65,1,95,0,0,1,1,0.0010014,20.0746344436414,29.7560184306457,1,13.5560536307627,1,0,1
570,6295.64444444973,64,1,94,1,0,1,4,0.0009704,20.0726089004677,29.7358825658256,1,13.5599464485,2,0,1
571,6305.68888889423,64,1,94,0,0,1,1,0.0010008,20.065309248959,29.7434531093226,1,13.5655072198845,1,0,1
572,6311.4222222276,63,1,94,0,0,1,1,0.0009696,20.0705456762569,29.7341417426028,1,13.5742820998839,1,0,1
573,6315.73333333874,63,1,94,1,0,1,3,0.0020071,20.0767753335979,29.7263522104856,1,13.5837232948961,2,0,1
574,6321.4666666721,62,1,92,1,0,1,1,0.0020001,20.0657228464626,29.7283029166397,1,13.5975919289132,1,0,1
575,6325.77777778324,61,1,94,0,0,1,2,0.0009996,20.063836165599,29.708557410115,1,13.6015082118599,1,0,1
576,6331.51111111661,61,1,93,0,0,1,5,0.0024673,20.0697730796627,29.7004522807618,1,13.61072090876,2,0,1
577,6371.55555556129,63,1,95,1,0,1,5,0.0030024,20.1743713105078,29.8735882867134,1,13.6265490430623,3,0,1
578,6385.82222222804,62,1,94,1,0,1,3,0.0020001,20.1588284313726,29.9040212332753,1,13.6316660037126,2,0,1
579,6415.86666667266,63,1,95,0,0,1,2,0.0010001,20.1927135996276,29.9724599074612,1,13.6216880339531,1,0,1
580,6455.91111111734,66,1,95,0,0,1,2,0.0009997,20.2767094712924,30.0800577026303,1,13.60820863809,1,0,1
581,6461.60000000626,66,1,95,0,0,1,1,0.0009994,20.2656567135052,30.046650752315,1,13.6060305293502,1,0,1
582,6465.95555556185,65,1,95,0,0,1,1,0.001,20.2495955165694,30.0058997689199,1,13.6004746006809,1,0,1
583,6471.64444445077,65,1,95,1,0,1,5,0.0010008,20.232463046794,29.963647695598,1,13.5941823925083,2,0,1
584,6481.68888889527,65,1,95,0,0,1,1,0.0010322,20.2087672711806,29.9466706712832,1,13.5886538547594,1,0,1
585,6486.00000000641,64,1,94,1,0,1,2,0.0035402,20.1920718490853,29.9051546868349,1,13.5826074536917,2,0,1
586,6501.73333333984,65,1,95,0,0,1,3,0,20.1920115678009,29.9231014799942,1,13.5822827811536,2,0,1
587,6506.04444445097,64,1,96,0,0,1,1,0.0010286,20.1525313246571,29.8825335621634,1,13.5766077542382,1,0,1
588,6526.08888889554,65,1,94,0,0,1,1,0.0019978,20.1970545678299,29.9318270096141,1,13.5799650946343,1,0,1
589,6531.77777778446,64,1,94,1,0,1,1,0.0020052,20.1957346080427,29.9132028012961,1,13.5842227340256,1,0,1
590,6546.1333333401,64,1,93,0,0,1,2,0.0010002,20.2309659094961,29.9487461155959,1,13.5919445132844,1,0,1
591,6561.82222222908,65,1,93,0,0,1,1,0.0010011,20.2633120496748,29.9800197048942,1,13.5977488754396,1,0,1
592,6571.86666667358,64,1,95,1,0,1,3,0.0019999,20.276881938222,29.9835324060932,1,13.6014942213112,2,0,1
593,6576.17777778472,62,1,93,1,0,1,1,0.0030002,20.2467651172486,29.9569483877658,1,13.6020738625531,1,0,1
594,6586.22222222922,62,1,94,0,0,1,1,0.0009995,20.2571391460845,29.9558033892013,1,13.603676327093,1,0,1
595,6596.26666667373,63,1,95,1,0,1,4,0.0020001,20.2846009510564,29.9799525920698,1,13.6167606076376,2,0,1
596,6606.31111111823,63,1,96,1,0,1,2,0.0010004,20.2835029615528,29.9962463424655,1,13.6262733192906,1,0,1
597,6621.91111111832,62,1,92,0,0,1,2,0,20.3236480687833,30.0391757773402,1,13.6374172240685,1,0,1
598,6631.95555556283,61,1,93,0,0,1,4,0,20.3526091433425,30.0655743837573,1,13.6515203748607,1,0,1
599,6636.35555556285,61,1,93,0,0,1,4,0,20.3519352194985,30.0482275883841,1,13.6561952467484,2,0,1
600,6642.00000000733,60,1,92,0,0,1,1,0,20.3346798761221,30.0406447245568,1,13.6652779901463,1,0,1
601,6656.40000000742,60,1,92,0,0,1,2,0.0010007,20.3670577651516,30.0721658277407,1,13.6712515891178,1,0,1
602,6662.04444445189,60,1,91,1,0,1,1,0.0020271,20.3680381878759,30.0573561867985,1,13.6770134478039,1,0,1
603,6666.44444445192,59,1,92,1,0,1,1,0.0030381,20.3695539965682,30.0433890049718,1,13.6831276656307,1,0,1
604,6672.0888888964,59,1,91,0,0,1,3,0.001003,20.3836286229605,30.0479867680704,1,13.6976743333898,2,0,1
605,6676.48888889642,58,1,94,0,0,1,2,0,20.355258208656,30.0240058577677,1,13.6991661708446,2,0,1
606,6682.1333333409,58,1,92,1,0,1,1,0.0019991,20.3397195907625,30.0188540382801,1,13.7092182955975,1,0,1
607,6712.17777778552,60,1,93,0,0,1,2,0.0009703,20.4892534896009,30.2233506624013,1,13.7628268523189,2,0,1
608,6716.53333334111,60,1,93,0,0,1,1,0,20.4590681136427,30.1966345292571,1,13.7630919283009,1,0,1
609,6736.57777778567,60,1,94,0,0,1,2,0,20.4846250528261,30.2182134471325,1,13.7541830610912,1,0,1
610,6746.62222223017,59,1,93,1,0,1,4,0.0020013,20.494394268498,30.2165284090912,1,13.7554549943568,3,0,1
611,6752.22222223021,60,1,94,0,0,1,2,0.0010005,20.4419987412926,30.1907407152754,1,13.756081859742,1,0,1
612,6762.26666667471,60,1,94,1,0,1,3,0.0020001,20.4505301339287,30.1872734761122,1,13.7565127627629,2,0,1
613,6766.66666667474,59,1,93,1,0,1,3,0.0020304,20.4202674710951,30.1601976793477,1,13.7564892640986,1,0,1
614,6782.31111111927,58,1,91,0,0,1,1,0.0009998,20.4820077580554,30.2353447857008,1,13.7824288731226,1,0,1
615,6786.7111111193,58,1,92,0,0,1,3,0,20.488881269197,30.2294969545529,1,13.7920666733562,3,0,1
616,6802.35555556383,58,1,91,0,0,1,3,0,20.5130097548641,30.3162811925405,1,13.8233192601808,2,0,1
617,6812.40000000834,58,1,93,1,0,1,2,0.0020038,20.504231546083,30.3207999170019,1,13.8273692617028,2,0,1
618,6816.75555556392,57,1,94,1,0,1,4,0.0029989,20.4686934397417,30.2856524467304,1,13.8236075575918,3,0,1
619,6832.4444444529,58,1,93,1,0,1,2,0.0019688,20.4390267094018,30.2923685758236,1,13.8183612968467,2,0,1
620,6846.80000000854,58,1,92,1,0,1,3,0.0020366,20.4482794850834,30.3233022608065,1,13.824188947662,1,0,1
621,6852.48888889746,57,1,91,1,0,1,2,0.0020002,20.4586719056362,30.3226744315679,1,13.8361240369229,2,0,1
622,6888.97777778657,61,2,97,0,0,2,7,0.0009947,20.5661225165285,30.4991930350462,1,13.8571444054665,4,0,2
623,6896.88888889773,59,1,92,0,0,1,2,0.001,20.497768180994,30.4320661685516,1,13.8612575116508,1,0,1
624,6912.57777778671,60,1,94,1,0,1,1,0.001994,20.5499039855074,30.4934059139787,1,13.8809924131181,1,0,1
625,6932.62222223127,60,1,95,0,0,1,3,0.0009997,20.6131831342746,30.5712426194314,1,13.8980539287459,2,0,1
626,6936.93333334241,60,1,93,0,0,1,1,0.0009977,20.5792153245925,30.5379674350465,1,13.8951102740299,1,0,1
627,6946.97777778691,60,1,94,1,0,1,5,0.0020043,20.5876080956724,30.5344299845928,1,13.8955075824699,2,0,1
628,6952.66666667583,59,1,93,0,0,1,2,0.0010006,20.561489347519,30.5127229740427,1,13.8977657925567,1,0,1
629,6992.71111112052,64,1,95,1,0,1,1,0.0020327,20.6835772379041,30.6778817592594,1,13.9141335990836,1,0,1
630,6997.02222223165,63,1,94,0,0,1,2,0.0009937,20.6706214745638,30.6427104287463,1,13.9103239509755,2,0,1
631,7007.06666667616,63,1,94,1,0,1,1,0.0009986,20.6506526657708,30.6301546717175,1,13.9066668929521,1,0,1
632,7022.75555556514,63,1,93,0,0,1,2,0.0010001,20.6908766667001,30.6738951858245,1,13.9185015727585,1,0,1
633,7032.80000000964,63,1,92,1,0,1,4,0.0019968,20.709491696968,30.6856061392277,1,13.9258631035889,2,0,1
634,7042.84444445415,63,1,92,0,0,1,1,0.001,20.7038282093466,30.6942469008409,1,13.93182676335,1,0,1
635,7052.88888889865,63,1,92,1,0,1,3,0.0019952,20.7301869810527,30.7174719925265,1,13.9444063505642,2,0,1
636,7057.1111111209,62,1,91,1,0,1,1,0.0030307,20.69446071238,30.6815026700951,1,13.9401219895759,1,0,1
637,7072.93333334321,62,1,92,0,0,1,3,0,20.7485909230037,30.7459372603119,1,13.9613904489078,2,0,1
638,7077.15555556546,61,1,93,0,0,1,4,0,20.7209191579657,30.7218675212741,1,13.9624831602063,2,0,1
639,7097.20000001002,62,1,93,1,0,1,2,0.0019966,20.7255797275957,30.745663154953,1,13.9553224470302,2,0,1
640,7112.97777778789,62,1,93,1,0,1,2,0.0020008,20.7249314424109,30.7615334616917,1,13.9545900724935,2,0,1
641,7133.02222223246,63,1,93,0,0,1,1,0.0010377,20.7567062705545,30.8255009920637,1,13.9657497382252,1,0,1
642,7147.24444445476,63,1,93,0,0,1,2,0.000999,20.7734031810983,30.8345028409093,1,13.9619679293826,1,0,1
643,7157.28888889927,63,1,92,0,0,1,3,0.0009867,20.7756931803646,30.8221551408225,1,13.9584387916269,1,0,1
644,7167.33333334377,63,1,91,1,0,1,1,0.0020349,20.79521556154,30.835405574846,1,13.9664965094844,1,0,1
645,7177.37777778827,63,1,93,0,0,1,2,0.0009999,20.8002436711964,30.8271942084814,1,13.9648279064569,2,0,1
646,7193.06666667726,62,1,93,0,0,1,5,0,20.8242277669172,30.8795402400392,1,13.9807227320911,2,0,1
647,7203.11111112176,61,1,93,1,0,1,6,0.001999,20.8251089022506,30.8975954786113,1,13.9909534455965,3,0,1
648,7207.4222222329,60,1,94,0,0,1,1,0.0009993,20.7746099283062,30.8715864928401,1,13.9910638292674,1,0,1
649,7213.15555556626,60,1,94,1,0,1,1,0.0020014,20.7813022806646,30.865872224615,1,14.0003428866925,1,0,1
650,7223.20000001077,60,1,94,0,0,1,1,0.0010006,20.7885596533492,30.8610351510246,1,14.0001606092429,1,0,1
651,7237.46666667752,60,1,94,1,0,1,6,0.0029998,20.8036180635932,30.8678104189327,1,13.9954263076731,3,0,1
652,7257.51111112208,60,1,94,0,0,1,1,0,20.7942055153329,30.9024998630642,1,13.9935848436517,1,0,1
653,7263.24444445545,60,1,94,0,0,1,3,0.0010004,20.7934846847627,30.8858539847631,1,13.9978486285693,3,0,1
654,7273.28888889995,60,1,95,1,0,1,1,0.0030004,20.7527318126254,30.8736794812443,1,13.9943456504943,1,0,1
655,7283.33333334446,60,1,95,0,0,1,4,0.0010029,20.7439724302687,30.8451080069126,1,13.9834020282034,1,0,1
656,7287.5555555667,58,1,94,1,0,1,6,0.0020001,20.724333469499,30.8004281164793,1,13.9748636965515,3,0,1
657,7313.37777778908,60,1,95,0,0,1,1,0.0009995,20.7131524507191,30.8318287627855,1,13.9619862566567,1,0,1
658,7317.60000001133,59,1,93,1,0,1,3,0.0030005,20.7027042572292,30.8008122970704,1,13.9596197105226,2,0,1
659,7327.64444445583,59,1,92,0,0,1,2,0,20.675794867838,30.7769465589955,1,13.950795845081,2,0,1
660,7337.68888890033,58,1,92,1,0,1,2,0.0019995,20.6587552638149,30.767688860895,1,13.9485859659621,1,0,1
661,7373.42222223388,62,1,93,0,0,1,1,0.0010009,20.7441469741727,30.8794151305036,1,13.9530782260941,1,0,1
662,7387.73333334507,62,1,96,0,0,1,2,0.0010023,20.7652192374747,30.8953641846318,1,13.9527451156402,1,0,1
663,7393.46666667844,61,1,94,0,0,1,2,0.0010001,20.7589200680274,30.8706246838647,1,13.9531835848195,1,0,1
664,7397.77777778958,61,1,96,0,0,1,3,0.0009698,20.7445191980973,30.8338989898991,1,13.9481654100983,2,0,1
665,7403.51111112294,60,1,94,1,0,1,3,0.0019996,20.7087190573077,30.7967788703985,1,13.9429252283106,2,0,1
666,7413.55555556745,60,1,94,0,0,1,1,0,20.6751269035534,30.7628398791542,1,13.9295485636115,1,0,1
667,7433.60000001201,61,1,95,1,0,1,2,0.0019995,20.6754494102196,30.7481042510959,1,13.9058616087835,1,0,1
668,7467.82222223444,63,1,96,0,0,1,1,0.0009944,20.6849075051285,30.7469935354846,1,13.8601518720718,1,0,1
669,7473.64444445669,62,1,95,0,0,1,1,0,20.6661343568814,30.7039710445095,1,13.8521986055623,1,0,1
670,7483.6888889012,62,1,93,0,0,1,1,0.0009997,20.648325621185,30.6624535125405,1,13.8354973166341,1,0,1
671,7487.866666679,61,1,92,1,0,1,2,0.0035381,20.6326501745855,30.6241734225481,1,13.8296030283274,2,0,1
672,7503.73333334576,62,1,91,1,0,1,1,0.0020004,20.6274178730774,30.6323331288814,1,13.8259449527654,1,0,1
673,7507.91111112356,61,1,92,0,0,1,3,0.0009989,20.6251637348789,30.6140322701566,1,13.8290260558641,2,0,1
674,7523.77777779032,62,1,92,0,0,1,5,0.0009999,20.6530884941687,30.6713776891012,1,13.8475896574783,2,0,1
675,7527.95555556812,61,1,92,0,0,1,1,0,20.6345737211637,30.6597168405368,1,13.85364983165,1,0,1
676,7533.82222223483,60,1,91,1,0,1,2,0.0009995,20.6300717136434,30.6381124556788,1,13.8551894819759,2,0,1
677,7538.00000001263,58,1,90,1,0,1,2,0.0019991,20.590865451389,30.5956396008752,1,13.8472531616604,1,0,1
678,7573.86666667951,63,1,94,1,0,1,7,0.0020005,20.7112039773502,30.7595180731862,1,13.8767839232446,3,0,1
679,7583.91111112401,63,1,94,0,0,1,5,0.0009997,20.6820212629422,30.7625916266577,1,13.8801800454505,4,0,1
680,7589.02222223515,59,1,93,1,0,1,1,0.002001,20.607423214592,30.7282286986816,1,13.8759402807674,1,0,1
681,7593.95555556851,62,1,93,1,0,1,2,0.0020329,20.6014400335255,30.7043618815765,1,13.8764038677085,2,0,1
682,7609.06666667972,59,1,93,0,0,1,1,0.0010045,20.6011940834464,30.7194796731038,1,13.8759541761255,1,0,1
683,7619.11111112422,59,1,92,0,0,1,3,0.0010272,20.6231437602172,30.737292320088,1,13.8859757054822,1,0,1
684,7624.00000001314,61,1,93,0,0,1,4,0.0020087,20.6201817537142,30.7180060536948,1,13.8884601838514,2,0,1
685,7629.15555556872,58,1,93,0,0,1,1,0.0009996,20.599430635377,30.7025287737263,1,13.8926392657194,1,0,1
686,7639.20000001323,58,1,92,1,0,1,1,0.0019998,20.6065887543139,30.6983785548136,1,13.8926968642222,1,0,1
