decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec,lambda,mu,delta,rho,closedLines,valuedNotBoundLines,completedOrders
233,2370.2666666664,68,1,94,0,0,1,2,0,17.0426851975506,23.3215692177009,1,11.6352686687873,1,0,1
234,2376.62222222193,68,1,94,0,0,1,1,0.0019721,17.0391904311124,23.2893738206908,1,11.6446869103454,1,0,1
235,2380.35555555525,67,1,94,1,0,1,4,0.0080012,17.0251295755681,23.2430029857755,1,11.6468206682535,2,0,1
236,2386.71111111078,67,1,94,1,0,1,3,0.0020116,16.9709446788559,23.215664582331,1,11.658301127214,2,0,1
237,2390.44444444409,66,1,93,0,0,1,1,0,16.9111415749473,23.1799268139364,1,11.6653861623281,1,0,1
238,2396.79999999962,66,1,94,0,0,1,1,0.0010012,16.9275331016099,23.1754637743071,1,11.6880585701592,1,0,1
239,2400.53333333294,65,1,95,0,0,1,5,0.0010014,16.9064713541666,23.1199608262107,1,11.6848182145428,2,0,1
240,2437.02222222167,67,1,94,0,0,1,1,0.0009911,17.1039605978261,23.4360651595744,1,11.7180325797872,1,0,1
241,2447.11111111052,67,1,95,1,0,1,2,0.0045128,17.0818358105913,23.3789532492414,1,11.6894766246207,2,0,1
242,2457.19999999936,67,1,94,0,0,1,1,0.0010014,17.0740922958212,23.4138396461682,1,11.7069198230841,1,0,1
243,2467.28888888821,67,1,94,1,0,1,2,0.0019995,17.0895919369649,23.4084326531536,1,11.7042163265768,2,0,1
244,2490.97777777699,68,1,92,0,0,1,1,0.0010017,17.2907734163278,23.729596989772,1,11.7907976726726,1,0,1
245,2501.06666666584,68,1,93,1,0,1,1,0.0019959,17.3465532360499,23.7792333944184,1,11.8157681462949,1,0,1
246,2507.51111111025,67,1,93,0,0,1,1,0.001,17.3269071385147,23.7256404801239,1,11.8138003217146,1,0,1
247,2517.5999999991,67,1,94,1,0,1,2,0.0019977,17.3238258591292,23.6949849560817,1,11.7987373649625,1,0,1
248,2521.19999999908,66,1,91,0,0,1,2,0.0009997,17.295488074985,23.6300495510083,1,11.7907639443429,1,0,1
249,2527.68888888794,66,1,92,0,0,1,2,0,17.3648659655022,23.6987719939026,1,11.8493859969513,2,0,1
250,2531.28888888793,65,1,91,0,0,1,2,0.0010019,17.3025372213009,23.658571302595,1,11.8534764195006,2,0,1
251,2547.82222222119,66,1,94,0,0,1,1,0.0009978,17.4373389589511,23.8877367039289,1,11.9438683519645,1,0,1
252,2561.46666666558,66,1,92,1,0,1,1,0.0019985,17.4688538698955,23.9047474009096,1,11.9282274909589,1,0,1
253,2567.95555555444,65,1,93,1,0,1,3,0.0020013,17.4832718780724,23.8985047043005,1,11.9492523521503,2,0,1
254,2571.55555555442,65,1,92,0,0,1,4,0.0020006,17.4432591257554,23.8881580798498,1,11.9681113921179,2,0,1
255,2578.04444444328,64,1,92,0,0,1,2,0.001,17.4473757257366,23.9377994957106,1,12.0169676183286,1,0,1
256,2581.64444444327,64,1,94,0,0,1,2,0.000998,17.4342479431344,23.8939493722639,1,12.018800185247,1,0,1
257,2588.13333333213,63,1,94,1,0,1,6,0.001998,17.4503508006795,23.890361215216,1,12.0407420524689,4,0,1
258,2598.22222222097,63,1,94,0,0,1,1,0,17.3544507455161,23.9395387754352,1,12.0651460362253,1,0,1
259,2631.91111110972,65,1,92,1,0,1,2,0.002,17.5919356150792,24.2408561625106,1,12.0966158453393,2,0,1
260,2648.48888888742,65,1,92,0,0,1,1,0.0010004,17.653548878542,24.3688204127325,1,12.1368148539977,1,0,1
261,2652.04444444296,65,1,93,0,0,1,3,0,17.6252124645892,24.3035156249999,1,12.1280701754386,2,0,1
262,2662.13333333181,65,1,94,1,0,1,2,0.0010005,17.629199432707,24.3516178934279,1,12.1521665992446,2,0,1
263,2668.62222222067,64,1,93,0,0,1,1,0.0009999,17.5902606598192,24.3400118432382,1,12.1700059216191,1,0,1
264,2678.71111110951,64,1,94,1,0,1,5,0.0019994,17.6527835648147,24.400372649435,1,12.2001863247175,3,0,1
265,2682.26666666505,63,1,93,0,0,1,2,0,17.5423478437416,24.3568752753489,1,12.2019028354349,2,0,1
266,2692.3555555539,63,1,94,0,0,1,1,0,17.5227379965477,24.3707045699112,1,12.2087406770572,1,0,1
267,2698.84444444276,63,1,95,0,0,1,1,0.0009989,17.5347870773128,24.3613072371827,1,12.2273227895438,1,0,1
268,2712.48888888715,63,1,94,1,0,1,2,0.0020003,17.5614870624047,24.3724059991548,1,12.2094148148147,1,0,1
269,2732.62222222039,64,1,94,0,0,1,2,0.0019989,17.6598790029552,24.4830140722788,1,12.2183661910805,1,0,1
270,2739.06666666481,63,1,95,1,0,1,3,0.0009996,17.6617642946647,24.4598773439319,1,12.2299386719659,2,0,1
271,2759.19999999806,64,1,96,1,0,1,3,0.0029997,17.6637985546521,24.5035401002505,1,12.2058832709113,1,0,1
272,2762.79999999804,63,1,93,1,0,1,7,0.0030002,17.6431442901234,24.449301076201,1,12.2018007240106,3,0,1
273,2779.3333333313,64,1,95,0,0,1,4,0.001002,17.6302263926123,24.5375912106134,1,12.2231866997108,3,0,1
274,2799.46666666455,65,1,95,0,0,1,1,0.0009991,17.5865851453736,24.5819926195556,1,12.200287849927,1,0,1
275,2813.06666666449,65,1,95,0,0,1,3,0.0009996,17.5932913351016,24.5654475308641,1,12.1700382262996,2,0,1
276,2823.15555555334,65,1,94,1,0,1,4,0.0019998,17.5378381221375,24.5270872630632,1,12.1514454264902,3,0,1
277,2829.6444444422,64,1,94,1,0,1,2,0.0019708,17.4158744990627,24.4590590391248,1,12.1402628807335,2,0,1
278,2833.24444444218,61,1,93,0,0,1,2,0.0010357,17.3573350694443,24.4147130647128,1,12.1406496660594,2,0,1
279,2873.46666666423,64,1,91,1,0,1,2,0.0010299,17.6186324040912,24.8204091532087,1,12.2096806247382,2,0,1
280,2889.95555555305,66,1,91,0,0,1,3,0.0009999,17.6787802874823,24.9431518237933,1,12.2488691991842,2,0,1
281,2893.59999999748,64,1,92,0,0,1,4,0.0009991,17.6088796494143,24.8821125480854,1,12.2414671359564,2,0,1
282,2900.04444444189,65,1,91,0,0,1,1,0.0009701,17.5946045032594,24.8992237013635,1,12.2723931766507,1,0,1
283,2930.22222221954,67,1,92,0,0,1,1,0.001,17.7980005124399,25.1604827388089,1,12.3144616221635,1,0,1
284,2940.31111110838,66,1,92,0,0,1,2,0.000993,17.7928534401045,25.1268252881763,1,12.2989197463179,1,0,1
285,2950.39999999723,66,1,92,0,0,1,2,0,17.8120368221596,25.1276948026894,1,12.3002701831347,1,0,1
286,2963.95555555273,66,1,94,0,0,1,1,0.000997,17.8178244248035,25.1098166271252,1,12.2710582125603,1,0,1
287,2970.53333333048,65,1,92,1,0,1,1,0.0019994,17.8436844913236,25.1203643370761,1,12.2985117066935,1,0,1
288,2974.04444444157,65,1,94,1,0,1,3,0.0019996,17.8177185987809,25.0581342837978,1,12.2902114424866,2,0,1
289,2980.62222221932,62,1,92,0,0,1,2,0.0010386,17.8016944540891,25.0728090902664,1,12.3195117329336,1,0,1
290,3000.75555555257,63,1,92,0,0,1,2,0.0010045,18.0156576967902,25.3483464435539,1,12.412850062565,2,0,1
291,3004.22222221922,64,1,93,0,0,1,1,0.0009716,17.9737016117372,25.3265795438115,1,12.4243597762094,1,0,1
292,3010.84444444141,63,1,92,1,0,1,4,0.001999,17.9922472325356,25.327065790747,1,12.4466915786719,3,0,1
293,3014.31111110806,62,1,93,0,0,1,1,0.0010011,17.9010954135951,25.2977285879625,1,12.4542663817662,1,0,1
294,3030.97777777466,64,1,93,0,0,1,2,0.0009996,18.0073971382533,25.4222077245929,1,12.4949286265431,1,0,1
295,3051.11111110791,65,1,93,0,0,1,2,0.0020015,18.104053633146,25.5329583998507,1,12.5076992161431,1,0,1
296,3064.57777777451,66,1,93,0,0,1,4,0.0009987,18.1942567938873,25.6345198814219,1,12.5372189672164,2,0,1
297,3074.66666666336,65,1,93,1,0,1,3,0.0030077,18.2047877056362,25.6862073106922,1,12.5634380816116,1,0,1
298,3084.7555555522,65,1,93,0,0,1,3,0.0009686,18.2687332227302,25.7508082627562,1,12.5959713205135,1,0,1
299,3091.33333332995,65,1,92,0,0,1,3,0.0009671,18.2954709213036,25.7630100728561,1,12.6238749356995,2,0,1
300,3111.4666666632,66,1,92,1,0,1,2,0.0019979,18.4208631866539,25.9765392733831,1,12.6872170292186,1,0,1
301,3121.55555555205,65,1,94,0,0,1,3,0.0010025,18.4974466445361,26.0589028742282,1,12.7284410078739,2,0,1
302,3124.97777777425,65,1,94,0,0,1,2,0.0009696,18.4417453095995,26.0171423728019,1,12.7299691675818,1,0,1
303,3135.0666666631,65,1,93,0,0,1,2,0.0009996,18.4515172876248,26.0054941637664,1,12.7251843362929,1,0,1
304,3145.15555555194,65,1,93,0,0,1,1,0.00097,18.4703391304506,26.0067316853501,1,12.7266984843203,1,0,1
305,3161.77777777409,65,1,94,0,0,1,1,0,18.5551112427591,26.1008564814811,1,12.7528614730364,1,0,1
306,3165.28888888519,64,1,93,1,0,1,3,0.0019995,18.5496049674574,26.0680495057623,1,12.7585087824951,2,0,1
307,3181.91111110734,65,1,95,0,0,1,2,0.0010011,18.5938698257078,26.1668697878338,1,12.7870464011744,1,0,1
308,3195.46666666284,65,1,96,0,0,1,1,0.0010003,18.6705643221468,26.2497042945034,1,12.8078267330669,1,0,1
309,3202.04444444059,64,1,96,1,0,1,2,0.0009975,18.6462236533957,26.1905838815788,1,12.8005426045016,1,0,1
310,3212.13333332943,64,1,96,0,0,1,1,0.0010002,18.6389775783863,26.1556800116371,1,12.7844269287649,1,0,1
311,3225.64444444049,65,1,95,1,0,1,2,0.0019696,18.6474787134161,26.1430338825343,1,12.7588012249689,1,0,1
312,3242.31111110708,65,1,95,0,0,1,7,0.0009983,18.6959941052969,26.1865715481357,1,12.7607578813931,2,0,1
313,3245.77777777373,64,1,95,0,0,1,4,0.0010005,18.6300408575531,26.1304469170874,1,12.7546396996243,3,0,1
314,3262.44444444033,65,1,94,1,0,1,2,0.0020008,18.5846924311763,26.1629165293259,1,12.7513268258071,1,0,1
315,3265.91111110698,64,1,94,0,0,1,1,0.0010001,18.5610339417685,26.1051961245518,1,12.7442689741907,1,0,1
316,3272.53333332917,64,1,94,0,0,1,2,0.0010007,18.5605961575131,26.0803232181133,1,12.7531140264673,2,0,1
317,3275.99999999582,63,1,94,1,0,1,1,0.0019969,18.5007023538341,26.0314369658115,1,12.7500915750913,1,0,1
318,3292.66666666242,63,1,93,0,0,1,3,0,18.534681756804,26.0551436836862,1,12.7425937078028,2,0,1
319,3326.26666666227,66,1,95,0,0,1,2,0.0009981,18.7357933128733,26.3733141537899,1,12.7994136696909,2,0,1
320,3336.35555555112,66,1,94,0,0,1,2,0,18.7362705674423,26.4092194664901,1,12.8180341016092,1,0,1
321,3342.93333332887,66,1,94,1,0,1,1,0.0019996,18.7234550561797,26.3668908227847,1,12.8183653846153,1,0,1
322,3353.02222221771,66,1,94,0,0,1,2,0.0009996,18.75100279231,26.3815370516412,1,12.8266062045556,1,0,1
323,3356.48888888436,65,1,93,1,0,1,2,0.002,18.7453631980693,26.34961430672,1,12.831818299444,2,0,1
324,3376.62222221761,66,1,95,0,0,1,2,0.0010026,18.8612973531715,26.5477194720188,1,12.8899886020913,2,0,1
325,3386.71111110646,65,1,94,0,0,1,1,0,18.8420824009058,26.5555598837766,1,12.8949607933361,1,0,1
326,3393.24444443976,65,1,94,0,0,1,2,0,18.8635839427644,26.5618066733007,1,12.9186968820144,1,0,1
327,3406.8444444397,65,1,94,0,0,1,3,0,18.9214437699286,26.619298222912,1,12.9282262862408,1,0,1
328,3426.97777777295,66,1,97,1,0,1,5,0.0019695,18.9866173026458,26.6870719981461,1,12.9234246707664,2,0,1
329,3433.46666666181,66,1,95,0,0,1,1,0.0009696,18.9437145924706,26.6615242412549,1,12.9316375062374,1,0,1
330,3443.55555555065,65,1,96,0,0,1,3,0.0010009,18.9562709025582,26.6554332383665,1,12.9298743320435,2,0,1
331,3447.1111111062,65,1,97,0,0,1,1,0.0009992,18.8944372579277,26.6029039919902,1,12.9248087949163,1,0,1
332,3463.6888888839,65,1,96,1,0,1,5,0.001,18.9380130753488,26.6406300142522,1,12.9250534342143,2,0,1
333,3483.82222221715,66,1,96,0,0,1,1,0.0009997,18.9031194968867,26.6257353889075,1,12.8808867368166,1,0,1
334,3493.91111110599,66,1,96,1,0,1,1,0.0019978,18.9200154237659,26.6260399428682,1,12.8823046194171,1,0,1
335,3497.37777777264,65,1,94,0,0,1,2,0.0010326,18.898140565134,26.5719309764308,1,12.8762661119268,2,0,1
336,3507.46666666149,64,1,93,1,0,1,2,0.0020008,18.8980539304867,26.6057194308363,1,12.8938406026454,1,0,1
337,3517.55555555034,64,1,93,0,0,1,6,0.0010021,18.9356091796202,26.635329779767,1,12.9093861122374,2,0,1
338,3534.13333332804,64,1,94,0,0,1,1,0.0009712,19.0299503672125,26.8019421087768,1,12.9724516311376,1,0,1
339,3547.73333332798,64,1,94,1,0,1,1,0.00103,19.0767106973994,26.844473137059,1,12.9754761617623,1,0,1
340,3554.26666666129,64,1,93,1,0,1,3,0.0010311,19.0703102228642,26.8122869103554,1,12.9799365823252,1,0,1
341,3584.44444443894,66,1,93,0,0,1,2,0.0010084,19.2301585925677,27.0137942133689,1,13.0037748648882,1,0,1
342,3604.57777777218,66,1,95,0,0,1,3,0.0009965,19.3252513507162,27.1241658423999,1,13.0211451408672,2,0,1
343,3614.66666666103,66,1,94,1,0,1,1,0.0009995,19.3066466536711,27.1321217766088,1,13.0265016484287,1,0,1
344,3618.08888888323,66,1,96,1,0,1,5,0.002,19.2744561076745,27.0638380744928,1,13.0136753294369,2,0,1
345,3624.75555554987,65,1,95,0,0,1,1,0.0010009,19.2258061495943,27.0292215867825,1,13.0169055800369,1,0,1
346,3628.17777777208,64,1,96,0,0,1,3,0.0010006,19.2104602567075,26.9847814163134,1,13.0152906123945,2,0,1
347,3634.84444443872,64,1,95,0,0,1,1,0,19.1732310107199,26.9658599887611,1,13.0258815199948,1,0,1
348,3638.26666666092,63,1,95,1,0,1,2,0.0010004,19.1599174766916,26.9244321392576,1,13.0255010208256,1,0,1
349,3658.39999999417,64,1,98,0,0,1,2,0.0009997,19.2506397691255,27.0292413037431,1,13.0407559726334,1,0,1
350,3678.53333332742,65,1,98,0,0,1,3,0,19.2499999999999,27.0057971014492,1,12.9944211994421,2,0,1
351,3685.11111110517,64,1,96,1,0,1,1,0.002999,19.1746484196387,26.9331766819202,1,12.9789402951872,1,0,1
352,3705.24444443841,65,1,96,0,0,1,1,0.0010003,19.1558217434151,26.8843953574731,1,12.9208936136332,1,0,1
353,3715.33333332726,65,1,95,0,0,1,2,0,19.1505850994863,26.8548434728429,1,12.9081291830792,2,0,1
354,3725.4222222161,65,1,97,1,0,1,4,0.0019976,19.105450680272,26.8242717287487,1,12.8948634067952,3,0,1
355,3728.79999999387,64,1,96,1,0,1,3,0.0020055,19.0044878296144,26.7691785714283,1,12.8874999999999,2,0,1
356,3735.51111110495,61,1,95,1,0,1,3,0.0029982,18.9612380050504,26.7402074430198,1,12.8926000171703,2,0,1
357,3745.59999999379,61,1,95,1,0,1,7,0.0010005,18.9368990486125,26.737610304433,1,12.892655927617,3,0,1
358,3799.15555554912,67,1,95,0,0,1,1,0.0020001,19.1573238888888,27.135019672647,1,12.9266692907482,1,0,1
359,3805.91111110464,65,1,94,0,0,1,2,0.002001,19.1492465069859,27.1010522598868,1,12.9296125336926,2,0,1
360,3809.24444443796,66,1,92,0,0,1,2,0.0010041,19.1050094571457,27.0699148082938,1,12.9338085557797,1,0,1
361,3815.99999999349,65,1,95,1,0,1,3,0.0020031,19.1187003891705,27.066924146466,1,12.9513776829864,2,0,1
362,3826.08888888234,65,1,95,0,0,1,3,0.0009655,19.0785351882505,27.0412851687808,1,12.9406686397517,2,0,1
363,3829.37777777121,65,1,92,1,0,1,2,0.0010002,19.027914411089,27.0005042481375,1,12.9400006972332,2,0,1
364,3849.51111110446,66,1,93,0,0,1,5,0.0010103,19.0510866088718,27.064217745194,1,12.9374889088211,3,0,1
365,3859.5999999933,66,1,94,1,0,1,1,0.003969,18.9923347968256,27.0640770854765,1,12.9390009970406,1,0,1
366,3866.31111110438,64,1,94,0,0,1,2,0.0010066,19.007553321804,27.0633861701033,1,12.9574037233518,2,0,1
367,3896.48888888203,66,1,94,1,0,1,2,0.0019994,19.1160470499568,27.2482880601594,1,12.9787898391812,2,0,1
368,3899.82222221535,66,1,93,0,0,1,2,0.0010016,19.0629083401615,27.2027176865114,1,12.975803574512,2,0,1
369,3909.9111111042,66,1,93,0,0,1,2,0.0010041,19.0676964995844,27.2395664279777,1,12.9950225160994,1,0,1
370,3930.04444443744,66,1,93,0,0,1,2,0.0009964,19.1627159901423,27.3528083037374,1,13.0166558420654,1,0,1
371,3950.17777777069,66,1,93,1,0,1,3,0.0030033,19.2495003595805,27.4542054308771,1,13.0327356520117,2,0,1
372,3966.84444443728,67,1,94,0,0,1,5,0.0010032,19.30421785912,27.562425499125,1,13.0690053723241,2,0,1
373,3970.31111110393,66,1,92,0,0,1,1,0.0010019,19.2657786535345,27.537498836302,1,13.0758704151731,1,0,1
374,3976.93333332613,66,1,95,1,0,1,1,0.0020018,19.2714895635672,27.5232384823845,1,13.0877255154638,1,0,1
375,3980.39999999278,65,1,93,0,0,1,2,0,19.2473644211208,27.4665092279778,1,13.0792901085609,1,0,1
376,4000.53333332603,66,1,92,1,0,1,2,0.001,19.3791288448969,27.6322349297856,1,13.1261961062106,2,0,1
377,4020.66666665927,67,1,91,0,0,1,1,0.000997,19.430274806154,27.7351503281392,1,13.1432814293857,1,0,1
378,4037.24444443698,67,1,93,0,0,1,2,0.0009995,19.5276119769909,27.8517146695956,1,13.1836162078162,1,0,1
379,4040.79999999252,66,1,93,1,0,1,1,0.0029993,19.512683737521,27.8081829735259,1,13.181572157286,1,0,1
380,4057.37777777023,67,1,92,0,0,1,2,0,19.5595012094254,27.8527297222218,1,13.1878455124156,1,0,1
381,4067.46666665907,67,1,91,1,0,1,3,0.002508,19.5892378634474,27.8729847259158,1,13.1992975528266,1,0,1
382,4081.02222221457,67,1,93,1,0,1,5,0.0019999,19.6698286325352,27.9655919019599,1,13.2283916524955,3,0,1
383,4087.59999999232,66,1,92,0,0,1,2,0.0010008,19.6334152179388,27.9957957737275,1,13.2611664191341,2,0,1
384,4091.11111110341,66,1,93,0,0,1,3,0.0010002,19.5781551795941,27.9466542273362,1,13.2562978124661,2,0,1
385,4097.68888888118,65,1,92,0,0,1,1,0.001,19.5515760353203,27.9381731241551,1,13.2706322339737,1,0,1
386,4111.15555554793,65,1,93,1,0,1,1,0.002003,19.6119025735295,28.0022965879266,1,13.2862702366127,1,0,1
387,4117.73333332574,65,1,91,0,0,1,1,0.0010023,19.6224504827841,27.995380924391,1,13.3012879516385,1,0,1
388,4137.7777777703,66,1,91,0,0,1,1,0.0009956,19.744167352327,28.1470375309936,1,13.3419744732309,1,0,1
389,4141.19999999255,65,1,94,0,0,1,1,0.0010015,19.7424005727909,28.1226383159286,1,13.3486935887721,1,0,1
390,4151.24444443705,65,1,93,0,0,1,1,0,19.7985329931514,28.1807690396025,1,13.3780469546818,1,0,1
391,4157.82222221487,64,1,92,1,0,1,3,0.0019981,19.7990496328903,28.1597882084372,1,13.3863032616463,2,0,1
392,4161.28888888156,64,1,94,0,0,1,3,0.0019974,19.7469285572248,28.1151360078318,1,13.3832197232852,2,0,1
393,4187.86666665949,65,1,93,0,0,1,4,0.0010015,19.8481649616013,28.2887505767153,1,13.4181359703735,2,0,1
394,4197.91111110399,65,1,95,0,0,1,1,0.0005373,19.8405233427873,28.3071734068045,1,13.4286468966426,1,0,1
395,4207.9555555485,65,1,96,1,0,1,2,0.0019702,19.8614995711765,28.3153686194209,1,13.4342989800172,1,0,1
396,4211.3333333263,64,1,95,1,0,1,1,0.0009992,19.8454487706963,28.2708822641377,1,13.4312454013097,1,0,1
397,4217.999999993,64,1,96,0,0,1,3,0.0010002,19.8286004114209,28.2254056876858,1,13.4276201815204,2,0,1
398,4228.04444443751,63,1,96,1,0,1,1,0.0020037,19.7839972177714,28.1909375113282,1,13.4128794696755,1,0,1
399,4231.37777777086,62,1,94,0,0,1,3,0.0010002,19.7784214695982,28.1616610265091,1,13.4168010210938,2,0,1
400,4241.42222221536,62,1,95,0,0,1,4,0.0010003,19.7765386323268,28.187825949367,1,13.4308700241254,3,0,1
401,4251.46666665987,62,1,95,0,0,1,2,0.0020002,19.7287644778171,28.1981835718295,1,13.4374015576949,1,0,1
402,4261.51111110437,61,1,95,1,0,1,3,0.0019991,19.7345179170205,28.1850671510091,1,13.4327390863753,3,0,1
403,4278.08888888225,61,1,96,0,0,1,5,0.0010003,19.6825193510396,28.1885327389261,1,13.419899557527,3,0,1
404,4281.55555554893,61,1,96,0,0,1,1,0.0009683,19.587041945414,28.1287594855194,1,13.4090502206956,1,0,1
405,4298.13333332681,62,1,96,1,0,1,1,0.0019976,19.6007949345614,28.1271407310956,1,13.393876538617,1,0,1
406,4308.17777777131,61,1,97,0,0,1,1,0.0010005,19.5845174516908,28.0825374930728,1,13.3742251006202,1,0,1
407,4321.59999999361,62,1,96,0,0,1,2,0,19.5692439812135,28.0395137641268,1,13.3395083232887,1,0,1
408,4351.64444443824,63,1,95,0,0,1,1,0.0010004,19.5615251299826,28.0074441687344,1,13.2632197414806,1,0,1
409,4361.68888888274,63,1,95,0,0,1,1,0.0009972,19.5705247981546,27.9994141914192,1,13.2611527940602,1,0,1
410,4378.22222221617,64,1,96,1,0,1,2,0.002,19.6138313183652,28.0405144032925,1,13.2668321651092,2,0,1
411,4388.26666666067,63,1,95,1,0,1,2,0.0010063,19.58722906839,28.030000218558,1,13.2636131570333,1,0,1
412,4391.73333332736,63,1,92,1,0,1,5,0.0030004,19.5567010309278,27.9656019656019,1,13.2502910360884,2,0,1
413,4408.31111110524,63,1,94,0,0,1,6,0.0010007,19.6365951875109,28.1072833076137,1,13.3036793381744,3,0,1
414,4411.77777777192,62,1,93,0,0,1,1,0,19.574434355743,28.093381336971,1,13.3142444574984,1,0,1
415,4418.35555554974,62,1,96,1,0,1,4,0.0019996,19.580706425317,28.0815984831376,1,13.3257585394519,2,0,1
416,4431.82222221649,62,1,95,1,0,1,1,0.0019924,19.5725503177966,28.0968483880778,1,13.3192672289504,1,0,1
417,4438.3999999943,62,1,95,0,0,1,1,0.0009967,19.5608416956508,28.0593627236156,1,13.3184993572922,1,0,1
418,4448.44444443881,62,1,94,0,0,1,2,0.0009997,19.5794164151131,28.065410454593,1,13.3230051928126,1,0,1
419,4458.48888888331,62,1,95,0,0,1,1,0.0009975,19.5940212653282,28.0658323921246,1,13.3248332687381,1,0,1
420,4471.86666666117,62,1,95,0,0,1,1,0.0010029,19.6133987703683,28.0731539026476,1,13.31469585097,1,0,1
421,4481.91111110567,62,1,95,0,0,1,3,0.0010049,19.6027170069085,28.037539949785,1,13.2994488245274,2,0,1
422,4491.95555555018,61,1,93,1,0,1,3,0.0019997,19.5596906019294,28.0027225164313,1,13.2845680197405,3,0,1
423,4511.99999999474,61,1,93,1,0,1,2,0.001997,19.5549729076349,28.0693391018683,1,13.2876373098312,2,0,1
424,4522.04444443924,61,1,94,0,0,1,1,0.0009945,19.5582348191216,28.1003755635112,1,13.3040196170748,1,0,1
425,4528.53333332817,60,1,93,0,0,1,2,0,19.5653154047151,28.0902028310552,1,13.3158975045634,2,0,1
426,4538.57777777267,59,1,93,1,0,1,5,0.0019996,19.5475774857158,28.0909367668837,1,13.3178878140293,2,0,1
427,4552.08888888387,61,1,95,0,0,1,1,0.0009997,19.5516759716883,28.122908328945,1,13.3197164027102,1,0,1
428,4562.13333332837,61,1,95,1,0,1,3,0.0019997,19.5549150790388,28.1073011065143,1,13.3139847346647,3,0,1
429,4568.6222222173,59,1,94,0,0,1,2,0,19.4788313089753,28.0697309664715,1,13.312713567991,2,0,1
430,4572.17777777287,59,1,95,0,0,1,2,0.0009996,19.4210736574325,28.0120427106027,1,13.3018079910683,1,0,1
431,4588.66666666186,59,1,95,1,0,1,5,0.0029983,19.4429920823911,28.0234674614745,1,13.2939834505436,4,0,1
432,4602.2222222175,60,1,95,0,0,1,1,0,19.3317703713692,27.9790025515366,1,13.2597492669325,1,0,1
433,4622.26666666206,61,1,93,0,0,1,2,0.0009997,19.3652092059076,28.0071600431234,1,13.2453751364164,1,0,1
434,4632.31111110656,61,1,93,1,0,1,5,0.0019986,19.3746882280467,28.0007149216525,1,13.2439985682348,2,0,1
435,4648.71111110666,60,1,92,0,0,1,1,0.0009995,19.4113947007364,28.078808148507,1,13.2680082459978,1,0,1
436,4658.75555555116,60,1,92,1,0,1,2,0.0030011,19.4387787586946,28.0982811291572,1,13.2789025950293,2,0,1
437,4662.35555555118,59,1,91,0,0,1,1,0,19.4098470555557,28.0813759484313,1,13.2871351694659,1,0,1
438,4668.79999999567,59,1,93,0,0,1,5,0,19.4204336210213,28.0766546114535,1,13.3010847338724,3,0,1
439,4672.39999999569,58,1,93,1,0,1,3,0.0009968,19.3407621584126,28.0307359392662,1,13.2954528935973,3,0,1
440,4682.44444444019,58,1,93,0,0,1,1,0.0010403,19.3226307577356,28.0733393997446,1,13.3172329758876,1,0,1
441,4702.48888888475,59,1,93,0,0,1,2,0.0015356,19.4042839859675,28.1718159704529,1,13.336494856805,1,0,1
442,4718.84444444041,59,1,95,0,0,1,2,0.0010282,19.476384854393,28.256356974108,1,13.3636666641615,1,0,1
443,4728.88888888491,59,1,95,0,0,1,1,0.001001,19.464468503937,28.2190353881279,1,13.3476646868251,1,0,1
444,4732.53333332938,58,1,95,0,0,1,1,0.0009961,19.4371069182389,28.1594533029612,1,13.3354908306364,1,0,1
445,4742.57777777388,58,1,95,1,0,1,6,0.0029684,19.4069393629959,28.0959553959736,1,13.3070187020757,2,0,1
446,4768.93333332959,59,1,95,1,0,1,4,0.0020014,19.4286462801156,28.1517119569022,1,13.2921894785801,2,0,1
447,4772.6222222185,59,1,95,0,0,1,4,0.0010003,19.3898459799504,28.11966351391,1,13.2929318429393,2,0,1
448,4778.9777777741,58,1,95,0,0,1,3,0.0010001,19.3755689043848,28.1230040756646,1,13.3103534247002,3,0,1
449,4802.66666666312,59,1,95,0,0,1,2,0.0010028,19.4256189024101,28.2634004751282,1,13.3357596290722,1,0,1
450,4829.02222221884,61,1,95,0,0,1,2,0.001,19.480995620814,28.3240543071161,1,13.3236830514447,1,0,1
451,4849.0666666634,61,1,95,1,0,1,1,0.0019993,19.4992435949646,28.330739572953,1,13.3005366837232,1,0,1
452,4852.71111110786,61,1,94,1,0,1,3,0.0019679,19.4839492500334,28.2887764279008,1,13.296617311537,2,0,1
453,4862.75555555237,60,1,94,0,0,1,1,0.0009994,19.4886193664544,28.319400016879,1,13.3127924528455,1,0,1
454,4869.11111110796,59,1,95,0,0,1,1,0.0009997,19.4837876867475,28.2927161954551,1,13.3159639116974,1,0,1
455,4872.79999999687,58,1,95,0,0,1,4,0.0009997,19.4817002663397,28.2701117198219,1,13.320995051225,3,0,1
456,4879.15555555247,58,1,95,1,0,1,3,0.0020009,19.4394380398885,28.2755462398378,1,13.339195977162,2,0,1
457,4892.84444444144,58,1,95,1,0,1,3,0.0010004,19.4556111833305,28.3225490235209,1,13.349105483453,3,0,1
458,4919.19999999715,60,1,94,1,0,1,3,0.0019637,19.4912923157021,28.4409364694902,1,13.36487989697,2,0,1
459,4939.24444444171,60,1,94,1,0,1,2,0.0029705,19.5674709112788,28.5754035554578,1,13.4021004278697,1,0,1
