decision,time,solved,pendingOrders,stationsWithCap,podsInModel,xps,children,fastPath,units,sumUs,objective,solveSec,partialOrders,partialOnlyNewTrips,odCount,odFired,sunkOrdersStar,sunkItemsStar,sunkUnitsFinal,newTripsFinal,solve1Sec,solve2Sec,icWhole,icPackOcc,icPackBudget,icProcUnits,icEpSum,icShortfall,icSgOpen,icGateForegone
489,3594.88888888333,1,137,1,89,2,0,1,1,0,-70.0072463768116,0.0053722,0,0,1,0,0,0,1,0,0,0.0053722,0,38,-1,1,0,0,0,0
490,3603.82222221663,1,137,1,87,2,0,1,6,0,-113.653448275862,0.1321023,0,0,1,0,0,0,1,1,0,0.1321023,0,38,-1,1,0,0,1,0
491,3604.97777777218,1,137,1,87,2,1,0,2,0,-28.5,0.0064809,1,0,1,0,0,0,2,0,0,0.0064809,0,38,-1,0,0,0,0,0
492,3613.91111110547,1,138,1,88,2,0,1,3,0,-98.0964912280702,0.0079377,0,0,0,0,0,0,3,0,0,0.0079377,0,39,-1,2,0,0,1,0
493,3623.99999999432,1,138,1,88,2,0,1,1,0,-67.2361111111111,0.007613,0,0,0,0,0,0,1,0,0,0.007613,0,39,-1,0,0,0,1,0
494,3625.11111110543,1,138,1,88,2,0,0,0,1,0,0.0050986,0,0,1,0,0,0,0,0,0,0.0050986,0,39,-1,0,0,0,0,0
495,3625.15555554987,1,138,1,88,2,0,0,0,1,0,0.0049503,0,0,1,0,0,0,0,0,0,0.0049503,0,39,-1,0,0,0,0,0
496,3635.19999999427,1,138,1,87,2,0,2,8,0,-138.064102564103,0.6376839,0,0,1,0,0,0,0,1,0,0.6376839,0,39,-1,0,0,0,1,0
497,3644.13333332757,1,135,1,88,2,1,0,1,0,-30.5,0.0074369,1,0,0,0,0,0,1,0,0,0.0074369,0,39,-1,1,0,0,0,0
498,3645.28888888312,1,138,1,88,2,0,1,1,0,-67.5,0.0059682,0,0,1,0,0,0,1,0,0,0.0059682,0,39,-1,0,0,0,1,0
499,3665.42222221636,1,138,1,89,2,0,1,1,0,-67.5,0.0076572,0,0,1,0,0,0,1,0,0,0.0076572,0,39,-1,0,0,0,1,0
500,3674.31111110521,1,137,1,91,2,1,0,1,0,-29.0746268656716,0.0073024,1,0,0,0,0,0,1,0,0,0.0073024,0,39,-1,0,0,0,0,0
501,3685.55555554961,1,138,1,91,2,1,0,1,0,-69.5,0.0059687,0,0,1,0,0,0,1,0,0,0.0059687,0,38,-1,0,0,0,0,0
502,3694.44444443846,1,137,1,91,2,1,0,1,0,-29.0681818181818,0.0049197,1,0,0,0,0,0,1,0,0,0.0049197,0,38,-1,0,0,0,0,0
503,3705.68888888286,1,138,1,90,2,1,0,3,0,-87.3026315789474,0.3463689,0,0,1,0,0,0,1,1,0,0.3463689,0,39,-1,1,0,0,1,0
504,3734.66666666051,1,137,1,89,2,0,1,4,0,-89.6058355437666,0.1215757,0,0,0,0,0,0,2,1,0,0.1215757,0,39,-1,2,0,0,1,0
505,3745.9111111049,1,137,1,90,2,0,1,3,0,-70.7232142857143,0.0080068,0,0,1,0,0,0,3,0,0,0.0080068,0,39,-1,3,0,0,0,0
506,3784.93333332696,1,137,1,92,2,0,1,2,0,-68.0833333333333,0.0069641,0,0,0,0,0,0,2,0,0,0.0069641,0,39,-1,0,0,0,0,0
507,3786.13333332695,1,137,1,92,2,0,1,3,0,-70.6792452830189,0.0079568,0,0,1,0,0,0,3,0,0,0.0079568,0,39,-1,3,0,0,0,0
508,3795.0222222158,1,137,1,92,2,1,0,2,0,-30.0952380952381,0.0073382,1,0,0,0,0,0,2,0,0,0.0073382,0,39,-1,2,0,0,0,0
509,3796.2222222158,1,137,1,92,2,0,1,1,0,-70.21,0.0063775,0,0,1,0,0,0,1,0,0,0.0063775,0,39,-1,1,0,0,0,0
510,3805.11111110465,1,137,1,92,2,1,0,2,0,-30.0655737704918,0.0075222,1,0,1,0,0,0,2,0,0,0.0075222,0,39,-1,2,0,0,0,0
511,3806.31111110464,1,138,1,92,2,1,0,1,0,-30.5,0.0069704,1,0,1,0,0,0,1,0,0,0.0069704,0,40,-1,1,0,0,0,0
512,3815.19999999349,1,139,1,92,2,1,0,1,0,-29.1,0.0063318,1,0,1,0,0,0,1,0,0,0.0063318,0,41,-1,0,0,0,0,0
513,3816.39999999349,1,140,1,92,2,1,0,1,0,-30.5,0.0070587,1,0,1,0,0,0,1,0,0,0.0070587,0,41,-1,1,0,0,0,0
514,3825.28888888234,1,140,1,92,2,1,0,2,0,-28.1428571428571,0.0059952,1,0,1,0,0,0,2,0,0,0.0059952,0,41,-1,0,0,0,0,0
515,3856.62222221554,1,141,1,92,2,1,0,3,0,-30.1216216216216,0.0069999,1,0,1,0,0,0,3,0,0,0.0069999,0,42,-1,3,0,0,0,0
516,3865.51111110439,1,142,1,91,2,0,1,1,0,-70.0254237288136,0.0050022,0,0,1,0,0,0,1,0,0,0.0050022,0,43,-1,1,0,0,0,0
517,3885.64444443763,1,142,1,91,2,0,0,0,1,0,0.0060416,0,0,1,0,0,0,0,0,0,0.0060416,0,43,-1,0,0,0,0,0
518,3885.68888888208,1,142,1,91,2,0,0,0,1,0,0.0039256,0,0,1,0,0,0,0,0,0,0.0039256,0,43,-1,0,0,0,0,0
519,3886.79999999318,1,142,2,93,4,1,0,1,1,-29.0833333333333,0.0093557,1,0,1,0,0,0,1,0,0,0.0093557,0,43,-1,0,0,0,0,0
520,3886.84444443763,1,143,1,91,2,0,0,0,1,0,0.004969,0,0,1,0,0,0,0,0,0,0.004969,0,44,-1,0,0,0,0,0
521,3895.73333332648,1,143,1,90,2,0,2,4,0,-125.816326530612,0.5643745,0,0,1,0,0,0,0,1,0,0.5643745,0,44,-1,0,0,0,1,0
522,3896.88888888203,1,143,1,91,2,0,1,1,0,-70.0147058823529,0.0060003,0,0,1,0,0,0,1,0,0,0.0060003,0,44,-1,1,0,0,0,0
523,3906.97777777088,1,143,1,90,2,1,0,2,0,-28.6666666666667,0.0049717,1,0,1,0,0,0,2,0,0,0.0049717,0,44,-1,0,0,0,0,0
524,3915.86666665973,1,144,1,90,2,0,1,1,0,-67.1777777777778,0.0070172,0,0,1,0,0,0,1,0,0,0.0070172,0,45,-1,0,0,0,1,0
525,3917.06666665972,1,144,1,90,2,1,0,2,0,-28.2352941176471,0.0079772,1,0,1,0,0,0,2,0,0,0.0079772,0,45,-1,0,0,0,0,0
526,3935.99999999297,1,144,1,90,2,1,0,1,0,-69.1704545454545,0.0064087,0,0,1,0,0,0,1,0,0,0.0064087,0,45,-1,0,0,0,0,0
527,3946.08888888182,1,143,1,90,2,0,1,1,0,-69.1627906976744,0.0051359,0,0,1,0,0,0,1,0,0,0.0051359,0,45,-1,0,0,0,0,0
528,3947.24444443737,1,143,1,90,2,0,0,0,1,0,0.0045164,0,0,1,0,0,0,0,0,0,0.0045164,0,45,-1,0,0,0,0,0
529,3947.28888888181,1,143,1,90,2,0,0,0,1,0,0.0042394,0,0,1,0,0,0,0,0,0,0.0042394,0,45,-1,0,0,0,0,0
530,3956.17777777066,1,143,1,89,2,0,1,3,0,-76.2657407407407,0.4280819,0,0,1,0,0,0,0,1,0,0.4280819,0,45,-1,0,0,0,1,0
531,3957.33333332621,1,143,1,89,2,1,0,1,0,-27.0714285714286,0.0056002,1,0,1,0,0,0,1,0,0,0.0056002,0,45,-1,0,0,0,1,0
532,3966.22222221506,1,144,1,88,1,0,1,1,0,-70.03125,0.1446978,0,0,1,0,0,0,1,0,0,0.1446978,0,46,-1,1,0,0,1,0
533,3977.46666665946,1,144,1,88,2,0,1,1,0,-67.0740740740741,0.0048753,0,0,1,0,0,0,1,0,0,0.0048753,0,45,-1,0,0,0,1,0
534,3986.35555554831,1,144,1,87,2,0,1,1,0,-58.020979020979,0.1546631,0,0,1,0,0,0,0,1,0,0.1546631,0,45,-1,0,0,0,1,0
535,3987.5555555483,1,144,1,87,2,1,0,1,0,-27.0681818181818,0.0049676,1,0,1,0,0,0,1,0,0,0.0039654,0,45,-1,0,0,0,1,0
536,4006.48888888156,1,145,1,87,2,0,1,1,0,-67.0176056338028,0.0069181,0,0,1,0,0,0,1,0,0,0.0069181,0,46,-1,0,0,0,1,0
537,4007.68888888155,1,145,1,87,2,1,0,2,0,-28.0952380952381,0.0056904,1,0,1,0,0,0,2,0,0,0.0056904,0,46,-1,0,0,0,0,0
538,4016.5777777704,1,146,1,87,2,0,1,2,0,-68.0425531914894,0.0079517,0,0,1,0,0,0,2,0,0,0.0079517,0,47,-1,0,0,0,0,0
539,4026.66666665925,1,146,1,87,2,1,0,2,0,-58.0819560567762,0.0079454,1,0,1,0,0,0,2,0,0,0.0079454,0,46,-1,0,0,0,0,0
540,4027.8222222148,1,147,1,86,2,0,1,3,0,-76.184350132626,0.1402986,0,0,1,0,0,0,0,1,0,0.1402986,0,47,-1,0,0,0,1,0
541,4036.75555554809,1,147,1,88,2,1,0,1,0,-29.0555555555556,0.0059719,1,0,1,0,0,0,1,0,0,0.0059719,0,47,-1,0,0,0,0,0
542,4046.84444443694,1,148,1,87,2,0,1,3,0,-72.5523809523809,0.1571281,0,0,1,0,0,0,0,1,0,0.1571281,0,48,-1,0,0,0,1,0
543,4056.93333332578,1,148,1,87,2,0,1,1,0,-67.2794117647059,0.0083329,0,0,0,0,0,0,1,0,0,0.0083329,0,48,-1,0,0,0,1,0
544,4057.99999999244,1,148,1,87,2,0,1,1,0,-67.1078431372549,0.0065424,0,0,1,0,0,0,1,0,0,0.0065424,0,48,-1,0,0,0,1,0
545,4067.02222221463,1,148,1,87,2,0,1,1,0,-67.2727272727273,0.0072302,0,0,0,0,0,0,1,0,0,0.0072302,0,48,-1,0,0,0,1,0
546,4068.08888888129,1,148,1,87,2,0,1,1,0,-69.1,0.0074034,0,0,1,0,0,0,1,0,0,0.0074034,0,48,-1,0,0,0,0,0
547,4078.17777777014,1,148,1,87,2,1,0,1,0,-69.0918367346939,0.0072805,0,0,1,0,0,0,1,0,0,0.0072805,0,48,-1,0,0,0,0,0
548,4087.15555554787,1,147,1,87,2,0,1,1,0,-69.265625,0.0068455,0,0,0,0,0,0,1,0,0,0.0068455,0,48,-1,0,0,0,0,0
549,4088.26666665898,1,147,1,87,2,0,1,2,0,-68.0714285714286,0.0091368,0,0,1,0,0,0,2,0,0,0.0091368,0,48,-1,0,0,0,0,0
550,4107.24444443679,1,147,1,87,2,0,1,1,0,-69.2903225806452,0.0059993,0,0,0,0,0,0,1,0,0,0.0059993,0,48,-1,0,0,0,0,0
551,4108.35555554791,1,147,1,87,2,0,1,4,0,-106.43287037037,0.1035499,0,0,1,0,0,0,3,1,0,0.1035499,0,48,-1,3,0,0,1,0
552,4117.28888888129,1,147,1,87,2,0,1,2,0,-53.7142857142857,0.3997697,0,0,0,0,0,0,0,1,0,0.3997697,0,48,-1,0,0,0,1,0
553,4138.39999999253,1,147,1,88,2,1,0,2,0,-64.6086956521739,0.0089068,0,0,1,0,0,0,2,0,0,0.0089068,0,48,-1,0,0,0,1,0
554,4147.33333332592,1,146,1,88,2,0,1,1,0,-69.3333333333333,0.0073754,0,0,0,0,0,0,1,0,0,0.0073754,0,48,-1,0,0,0,0,0
555,4148.44444443703,1,146,1,88,2,0,1,2,0,-68.3333333333333,0.0071889,0,0,1,0,0,0,2,0,0,0.0071889,0,48,-1,0,0,0,0,0
556,4157.37777777042,1,146,1,88,2,1,0,1,0,-69.0428571428571,0.0073454,0,0,0,0,0,0,1,0,0,0.0073454,0,48,-1,0,0,0,0,0
557,4158.48888888154,1,145,1,88,2,0,1,2,0,-68.375,0.0089708,0,0,1,0,0,0,2,0,0,0.0089708,0,48,-1,0,0,0,0,0
558,4167.42222221492,1,145,1,88,2,0,1,1,0,-69.036231884058,0.0069701,0,0,0,0,0,0,1,0,0,0.0069701,0,48,-1,0,0,0,0,0
559,4168.53333332604,1,145,1,88,2,1,0,2,0,-68.3947368421053,0.0069708,0,0,1,0,0,0,2,0,0,0.0069708,0,47,-1,0,0,0,0,0
560,4177.46666665943,1,144,1,88,2,1,0,2,0,-68.7272727272727,0.0079722,0,0,0,0,0,0,2,0,0,0.0079722,0,47,-1,0,0,0,0,0
561,4187.51111110393,1,143,1,87,2,0,1,5,0,-76.5481060606061,0.1514896,0,0,1,0,0,0,2,1,0,0.1514896,0,47,-1,2,0,0,1,0
562,4188.57777777061,1,143,1,86,2,0,1,3,0,-67.8571428571429,0.0069411,0,0,1,0,0,0,3,0,0,0.0069411,0,47,-1,0,0,0,0,0
563,4207.5555555485,1,143,1,87,2,0,1,2,0,-70.0588235294118,0.0078999,0,0,1,0,0,0,2,0,0,0.0078999,0,47,-1,2,0,0,1,0
564,4217.599999993,1,143,1,87,2,0,1,1,0,-67.0972222222222,0.009372,0,0,1,0,0,0,1,0,0,0.009372,0,47,-1,0,0,0,1,0
565,4227.6444444375,1,143,1,88,2,0,1,2,0,-70.1428571428571,0.0079579,0,0,1,0,0,0,2,0,0,0.0079579,0,46,-1,2,0,0,0,0
566,4228.62222221529,1,143,1,87,2,0,1,2,0,-87.6574074074074,0.4486084,0,0,1,0,0,0,1,1,0,0.4486084,0,46,-1,1,0,0,1,0
567,4237.68888888201,1,143,1,87,2,1,0,2,0,-59.1287878787879,0.0084748,1,0,1,0,0,0,2,0,0,0.0084748,0,46,-1,1,0,0,0,0
568,4248.66666665985,1,144,1,88,2,0,1,1,0,-69.4038461538462,0.0050296,0,0,1,0,0,0,1,0,0,0.0050296,0,46,-1,0,0,0,0,0
569,4257.73333332657,1,144,1,88,2,1,0,3,0,-30.1363636363636,0.0080716,1,0,1,0,0,0,3,0,0,0.0080716,0,45,-1,3,0,0,0,0
570,4268.71111110441,1,145,1,87,2,0,1,1,0,-69.125,0.0060168,0,0,1,0,0,0,1,0,0,0.0060168,0,46,-1,0,0,0,0,0
571,4288.75555554898,1,145,1,86,2,0,1,1,0,-69.0238095238095,0.0049914,0,0,1,0,0,0,1,0,0,0.0049914,0,46,-1,0,0,0,0,0
572,4297.77777777125,1,145,1,86,2,0,1,2,0,-99.0350696547547,0.0069989,0,0,1,0,0,0,2,0,0,0.0069989,0,46,-1,1,0,0,0,0
573,4308.79999999354,1,145,1,87,2,1,0,1,0,-30.2352941176471,0.0049819,1,0,1,0,0,0,1,0,0,0.0049819,0,45,-1,1,0,0,0,0
574,4317.82222221581,1,145,1,87,2,1,0,1,0,-30.0078125,0.0097758,1,0,1,0,0,0,1,0,0,0.0097758,0,45,-1,1,0,0,0,0
575,4338.84444443816,1,2,1,87,2,0,0,0,1,0,0.0030018,0,0,2,1,0,0,0,0,0,0.0030018,0,46,-1,0,0,0,0,0
576,4348.88888888266,1,2,1,85,2,0,0,0,1,0,0.0029785,0,0,2,1,0,0,0,0,0,0.0029785,0,46,-1,0,0,0,0,0
577,4357.86666666049,1,146,2,86,4,1,1,8,0,-130.048507936508,0.3282306,1,0,2,0,0,0,5,1,0,0.3282306,0,46,-1,2,0,0,1,0
578,4358.88888888272,1,2,1,82,2,0,0,0,1,0,0.002031,0,0,2,1,0,0,0,0,0,0.002031,0,47,-1,0,0,0,1,0
579,4368.93333332723,1,147,1,83,2,2,0,2,0,-134.583333333333,0.0070234,0,0,2,0,0,0,2,0,0,0.0070234,0,47,-1,0,0,0,1,0
580,4377.91111110506,1,2,1,83,2,0,0,0,1,0,0.0029475,0,0,2,1,0,0,0,0,0,0.0029475,0,47,-1,0,0,0,0,0
581,4377.9555555495,1,2,1,83,2,0,0,0,1,0,0.0029702,0,0,2,1,0,0,0,0,0,0.0029702,0,47,-1,0,0,0,0,0
582,4378.97777777173,1,145,2,85,4,1,1,2,0,-96.3920634920635,0.0113178,1,0,2,0,0,0,2,0,0,0.0113178,0,47,-1,0,0,0,1,0
583,4389.02222221623,1,2,1,84,2,0,0,0,1,0,0.0043228,0,0,2,1,0,0,0,0,0,0.0043228,0,48,-1,0,0,0,1,0
584,4390.88888888291,1,2,1,84,2,0,0,0,1,0,0.0030592,0,0,2,1,0,0,0,0,0,0.0030592,0,48,-1,0,0,0,1,0
585,4391.55555554958,1,2,1,84,2,0,0,0,1,0,0.0030395,0,0,2,1,0,0,0,0,0,0.0030395,0,48,-1,0,0,0,1,0
586,4399.06666666074,1,146,1,84,2,0,2,2,0,-138.529411764706,0.0070046,0,0,2,0,0,0,2,0,0,0.0070046,0,48,-1,0,0,0,0,0
587,4417.95555554974,1,2,1,89,2,1,0,1,0,-43.1,0.0050649,0,0,2,1,0,0,0,1,0,0.0050649,0,48,-1,0,0,0,1,0
588,4427.99999999424,1,143,1,88,2,0,1,1,0,-67.5,0.0070109,0,0,1,0,0,0,1,0,0,0.0070109,0,48,-1,0,0,0,1,0
589,4438.04444443875,1,143,1,88,2,0,1,2,0,-65,0.0091531,0,0,1,0,0,0,2,0,0,0.0091531,0,48,-1,0,0,0,1,0
590,4439.11111110542,1,145,1,87,2,1,0,3,0,-77.725,0.3043198,0,0,1,0,0,0,2,1,0,0.3043198,0,48,-1,2,0,0,1,0
591,4448.08888888325,1,142,1,87,2,1,0,3,0,-30.3,0.005977,1,0,1,0,0,0,3,0,0,0.005977,0,48,-1,3,0,0,0,0
592,4449.15555554992,1,145,1,87,2,1,0,2,0,-70.375,0.005985,0,0,1,0,0,0,2,0,0,0.005985,0,48,-1,2,0,0,1,0
593,4459.19999999443,1,144,1,88,2,1,0,1,0,-70.0833333333333,0.007202,0,0,1,0,0,0,1,0,0,0.007202,0,47,-1,1,0,0,1,0
594,4469.24444443893,1,143,1,88,2,0,1,1,0,-67.2105263157895,0.0070318,0,0,1,0,0,0,1,0,0,0.0070318,0,47,-1,0,0,0,1,0
595,4478.13333332787,1,143,1,88,2,1,0,3,0,-30.2307692307692,0.0065466,1,0,1,0,0,0,3,0,0,0.0065466,0,47,-1,3,0,0,0,0
596,4479.28888888343,1,144,1,88,2,0,1,1,0,-69.1944444444444,0.0068243,0,0,1,0,0,0,1,0,0,0.0068243,0,48,-1,0,0,0,0,0
597,4488.17777777238,1,144,1,89,2,1,0,2,0,-30.2058823529412,0.0082345,1,0,1,0,0,0,2,0,0,0.0082345,0,48,-1,2,0,0,0,0
598,4489.33333332794,1,144,1,89,2,0,1,1,0,-69.027027027027,0.0080352,0,0,1,0,0,0,1,0,0,0.0080352,0,48,-1,0,0,0,0,0
599,4518.222222217,1,144,1,90,2,1,0,2,0,-30.15625,0.006992,1,0,1,0,0,0,2,0,0,0.006992,0,48,-1,2,0,0,0,0
600,4529.37777777262,1,145,1,91,2,1,0,2,0,-68.0547945205479,0.0079971,0,0,1,0,0,0,2,0,0,0.0079971,0,48,-1,0,0,0,0,0
601,4539.42222221712,1,144,1,90,2,1,0,3,0,-86.4335038363171,0.1741624,0,0,1,0,0,0,2,1,0,0.1741624,0,47,-1,2,0,0,1,0
602,4548.26666666162,1,145,1,91,2,1,0,1,0,-69.5,0.0058777,0,0,1,0,0,0,1,0,0,0.0058777,0,48,-1,0,0,0,0,0
603,4549.46666666163,1,144,1,91,2,1,0,3,0,-70.5,0.0085059,0,0,1,0,0,0,3,0,0,0.0085059,0,47,-1,3,0,0,1,0
604,4559.51111110613,1,143,1,91,2,0,1,2,0,-64.3333333333333,0.0080129,0,0,1,0,0,0,2,0,0,0.0080129,0,47,-1,0,0,0,1,0
605,4568.31111110618,1,143,1,91,2,1,0,2,0,-30.1020408163265,0.0068286,1,0,1,0,0,0,2,0,0,0.0068286,0,47,-1,2,0,0,0,0
606,4569.55555555064,1,144,1,91,2,0,1,2,0,-68.1428571428571,0.0100023,0,0,1,0,0,0,2,0,0,0.0100023,0,48,-1,0,0,0,0,0
607,4579.59999999514,1,144,1,91,2,0,1,2,0,-68.0909090909091,0.0069736,0,0,1,0,0,0,2,0,0,0.0069736,0,48,-1,0,0,0,0,0
608,4588.35555555075,1,144,1,91,2,1,0,2,0,-30.1,0.0048728,1,0,1,0,0,0,2,0,0,0.0048728,0,48,-1,2,0,0,0,0
609,4599.6444444397,1,145,1,91,2,0,1,1,0,-69.1590909090909,0.0068958,0,0,1,0,0,0,1,0,0,0.0068958,0,48,-1,0,0,0,0,0
610,4608.39999999531,1,145,1,91,2,1,0,2,0,-30.0347222222222,0.0059681,1,0,1,0,0,0,2,0,0,0.0059681,0,48,-1,2,0,0,0,0
611,4628.44444443987,1,145,1,91,2,1,0,2,0,-30.0220588235294,0.0057934,1,0,1,0,0,0,2,0,0,0.0057934,0,49,-1,2,0,0,0,0
612,4648.48888888444,1,146,1,91,2,0,1,1,0,-69.15,0.0059547,0,0,1,0,0,0,1,0,0,0.0059547,0,50,-1,0,0,0,0,0
613,4649.68888888444,1,146,1,90,2,0,1,4,0,-105.050829099216,0.0940251,0,0,1,0,0,0,1,1,0,0.0940251,0,49,-1,1,0,0,1,0
614,4659.73333332895,1,146,1,91,2,1,0,1,0,-70.1428571428571,0.0070063,0,0,1,0,0,0,1,0,0,0.0070063,0,49,-1,1,0,0,1,0
615,4668.533333329,1,2,1,90,2,1,0,1,0,-12.025,0.0099732,1,1,2,1,0,0,0,1,0,0.0099732,0,49,-1,0,0,0,1,0
616,4678.5777777735,1,2,1,90,2,0,0,0,1,0,0.0029058,0,0,2,1,0,0,0,0,0,0.0029058,0,49,-1,0,0,0,1,0
617,4679.77777777351,1,146,2,92,4,1,1,3,0,-137.5375,0.0119912,0,0,1,0,0,0,3,0,0,0.0119912,0,49,-1,2,0,0,2,0
618,4688.62222221801,1,2,1,89,2,0,0,0,1,0,0.0041702,0,0,2,1,0,0,0,0,0,0.0041702,0,49,-1,0,0,0,1,0
619,4690.26666666246,1,2,1,90,2,0,0,0,1,0,0.0039508,0,0,2,1,0,0,0,0,0,0.0039508,0,49,-1,0,0,0,1,0
620,4699.82222221807,1,146,2,91,4,2,0,2,0,-138.519949066214,0.0099872,0,0,1,0,0,0,2,0,0,0.0099872,0,49,-1,0,0,0,0,0
621,4708.66666666257,1,3,1,89,2,0,0,0,1,0,0.0032429,0,0,3,1,0,0,0,0,0,0.0032429,0,49,-1,0,0,0,0,0
622,4718.71111110707,1,3,1,89,2,0,0,0,2,0,0.0037235,0,0,3,1,0,0,0,0,0,0.0037235,0,48,-1,0,0,0,0,0
623,4718.75555555152,1,3,1,89,2,0,0,0,2,0,0.0029993,0,0,3,1,0,0,0,0,0,0.0029993,0,48,-1,0,0,0,0,0
624,4719.86666666263,1,144,2,91,4,1,2,5,0,-206.901831080433,0.0310064,0,0,2,0,0,0,5,0,0,0.0310064,0,48,-1,0,0,0,0,0
625,4728.75555555158,1,4,1,88,2,1,0,1,0,-50.02,0.0069997,0,0,4,1,0,0,0,1,0,0.0069997,0,48,-1,0,0,0,1,0
626,4729.91111110714,1,2,1,89,2,0,0,0,1,0,0.0020009,0,0,2,1,0,0,0,0,0,0.0020009,0,48,-1,0,0,0,0,0
627,4731.59999999604,1,2,1,89,2,0,0,0,1,0,0.0039748,0,0,2,1,0,0,0,0,0,0.0039748,0,48,-1,0,0,0,0,0
628,4738.79999999608,1,142,2,91,4,0,2,3,0,-139.079761904762,0.0100003,0,0,2,0,0,0,3,0,0,0.0100003,0,48,-1,2,0,0,1,0
629,4748.84444444058,1,3,1,90,2,0,0,0,1,0,0.002484,0,0,3,1,0,0,0,0,0,0.002484,0,47,-1,0,0,0,1,0
630,4749.9555555517,1,142,2,92,4,1,1,2,0,-136.44668079096,0.0107852,0,0,2,0,0,0,2,0,0,0.0107852,0,46,-1,0,0,0,1,0
631,4758.88888888509,1,3,1,91,2,0,0,0,1,0,0.0041488,0,0,3,1,0,0,0,0,0,0.0041488,0,45,-1,0,0,0,1,0
632,4759.99999999621,1,3,1,91,2,0,0,0,1,0,0.0033029,0,0,3,1,0,0,0,0,0,0.0033029,0,45,-1,0,0,0,1,0
633,4761.95555555177,1,3,1,90,2,0,0,0,1,0,0.0020012,0,0,3,1,0,0,0,0,0,0.0020012,0,45,-1,0,0,0,1,0
634,4763.46666666289,1,3,1,90,2,0,0,0,1,0,0.0020005,0,0,3,1,0,0,0,0,0,0.0020005,0,45,-1,0,0,0,0,0
635,4769.99999999626,1,141,2,91,4,1,1,5,0,-139.909736308316,0.2110006,0,0,2,0,0,0,3,1,0,0.2110006,0,45,-1,2,0,0,1,0
636,4778.93333332965,1,3,1,90,2,0,0,0,1,0,0.0030003,0,0,3,1,0,0,0,0,0,0.0030003,0,44,-1,0,0,0,0,0
637,4797.82222221865,1,3,1,92,2,0,0,0,1,0,0.0029674,0,0,3,1,0,0,0,0,0,0.0029674,0,44,-1,0,0,0,0,0
638,4798.97777777421,1,3,1,92,2,0,0,0,2,0,0.0019113,0,0,3,1,0,0,0,0,0,0.0019113,0,44,-1,0,0,0,0,0
639,4800.04444444089,1,140,2,94,4,1,2,4,0,-208.217750533049,0.0093213,0,0,3,0,0,0,4,0,0,0.0093213,0,44,-1,2,0,0,1,0
640,4810.08888888539,1,3,1,92,2,0,0,0,1,0,0.0029965,0,0,3,1,0,0,0,0,0,0.0029965,0,43,-1,0,0,0,0,0
641,4819.02222221878,1,3,2,93,4,1,0,2,1,-43.1333333333333,0.0080068,0,0,3,1,0,0,0,1,0,0.0080068,0,43,-1,0,0,0,1,0
642,4820.13333332989,1,138,1,91,2,0,2,2,0,-139.069259259259,0.0070024,0,0,2,0,0,0,2,0,0,0.0070024,0,43,-1,1,0,0,0,0
643,4829.06666666328,1,138,1,90,2,0,1,3,0,-71.5,0.0080004,0,0,1,0,0,0,3,0,0,0.0080004,0,42,-1,3,0,0,1,0
644,4830.1777777744,1,2,1,90,2,0,0,0,1,0,0.0029907,0,0,2,1,0,0,0,0,0,0.0029907,0,42,-1,0,0,0,0,0
645,4839.11111110778,1,138,2,92,4,0,2,5,0,-136.320166320166,0.0109666,0,0,1,0,0,0,5,0,0,0.0109666,0,41,-1,1,0,0,1,0
646,4840.2222222189,1,2,1,90,2,0,0,0,1,0,0.0029917,0,0,2,1,0,0,0,0,0,0.0029917,0,41,-1,0,0,0,0,0
647,4849.15555555229,1,138,2,92,4,1,1,2,0,-99.4352678571429,0.0102628,1,0,1,0,0,0,2,0,0,0.0102628,0,40,-1,1,0,0,1,0
648,4859.19999999679,1,139,1,90,2,0,1,1,0,-70.0714285714286,0.0080046,0,0,1,0,0,0,1,0,0,0.0080046,0,41,-1,1,0,0,0,0
649,4869.2444444413,1,139,1,90,2,1,0,1,0,-69.4464285714286,0.0071215,0,0,1,0,0,0,1,0,0,0.0071215,0,40,-1,0,0,0,0,0
650,4880.26666666358,1,2,1,90,2,0,0,0,1,0,0.0030005,0,0,2,1,0,0,0,0,0,0.0030005,0,40,-1,0,0,0,0,0
651,4880.31111110803,1,2,1,90,2,0,0,0,1,0,0.0030005,0,0,2,1,0,0,0,0,0,0.0030005,0,40,-1,0,0,0,0,0
652,4890.31111110809,1,138,1,89,2,0,2,7,0,-172.957600732601,0.4241566,0,0,2,0,0,0,5,1,0,0.4241566,0,40,-1,5,0,0,1,0
653,4899.28888888592,1,138,1,87,2,0,1,1,0,-69.4444444444444,0.0052116,0,0,1,0,0,0,1,0,0,0.0052116,0,40,-1,0,0,0,0,0
654,4909.33333333042,1,138,1,87,2,0,1,1,0,-69.4423076923077,0.0069791,0,0,1,0,0,0,1,0,0,0.0069791,0,40,-1,0,0,0,0,0
655,4910.35555555265,1,2,1,87,2,0,0,0,1,0,0.0029681,0,0,2,1,0,0,0,0,0,0.0029681,0,40,-1,0,0,0,1,0
656,4919.37777777493,1,138,2,89,4,1,1,3,0,-99.0922619047619,0.007446,1,0,1,0,0,0,3,0,0,0.007446,0,40,-1,2,0,0,0,0
657,4920.39999999715,1,2,1,87,2,0,0,0,1,0,0.003968,0,0,2,1,0,0,0,0,0,0.003968,0,41,-1,0,0,0,0,0
