#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness
55.42;1;55.42;55.42;-3544.58
62.22;0;62.22;62.22;-7137.78
75.47;1;75.47;75.47;-7124.53
82.27;0;82.27;82.27;-3517.73
85.51;1;85.51;85.51;-7114.49
102.31;0;102.31;102.31;-7097.69
105.56;1;105.56;105.56;-3494.44
122.36;0;122.36;122.36;-7077.64
125.6;1;125.6;125.6;-7074.4
142.4;0;142.4;142.4;-3457.6
145.64;1;145.64;145.64;-7054.36
152.44;0;152.44;152.44;-7047.56
162.49;0;162.49;80.18;-7037.51
202.62;0;202.62;140.36;-6997.38
205.69;1;205.69;130.18;-6994.31
212.67;0;212.67;110.31;-6987.33
215.73;1;215.73;130.18;-6984.27
232.71;0;232.71;110.31;-3367.29
245.82;1;245.82;190.36;-6954.18
265.91;1;265.91;160.31;-6934.09
286.09;1;123.56;80.36;-7076.44
303.07;0;303.07;120.44;-6896.93
313.16;0;313.16;110.49;-3286.84
323.24;0;323.24;110.53;-6876.76
333.33;0;207.69;160.76;-6992.31
343.42;0;107.6;100.62;-3492.4
353.51;0;201.02;100.67;-6998.98
366.67;1;80.53;70.44;-3519.47
383.69;0;301.38;70.49;-3298.62
393.78;0;393.78;90.67;-3206.22
396.89;1;396.89;161.07;-6803.11
403.87;0;403.87;80.58;-3196.13
406.98;1;406.98;161.11;-6793.02
413.96;0;100.76;80.58;-7099.24
424.04;0;90.67;80.58;-7109.33
437.16;1;140.93;110.76;-7059.07
444.18;0;444.18;90.62;-6755.82
484.4;0;208.36;100.67;-6991.64
487.51;1;487.51;110.71;-3112.49
494.49;0;494.49;100.67;-6705.51
504.58;0;398.98;100.67;-6801.02
514.67;0;514.67;100.67;-6685.33
524.71;0;524.71;100.62;-6675.29
527.73;1;103.64;90.53;-7096.36
534.76;0;332.09;90.53;-6867.91
537.78;1;537.78;53.33;-3062.22
574.8;0;362.09;80.27;-6837.91
587.82;1;587.82;103.38;-6612.18
597.87;1;597.87;110.31;-3002.13
614.89;0;271.42;130.44;-6928.58
617.91;1;294.62;120.27;-6905.38
624.93;0;442.31;120.31;-3157.69
634.98;0;512.58;120.27;-6687.42
655.02;0;655.02;130.27;-2944.98
668;1;668;140.22;-6532
678.04;1;532.36;140.22;-6667.64
685.07;0;281.16;278.04;-3318.84
728.18;1;371.56;83.11;-6828.44
735.11;0;240.58;150.22;-6959.42
745.16;0;745.16;130.22;-6454.84
755.2;0;230.44;130.22;-6969.56
758.22;1;381.42;250.49;-6818.58
765.24;0;765.24;130.22;-6434.76
768.27;1;768.27;100.22;-6431.73
778.31;1;778.31;100.22;-2821.69
788.36;1;788.36;100.22;-6411.64
815.29;0;729.73;130.18;-6470.27
818.4;1;183.38;90.18;-7016.62
825.33;0;825.33;90.18;-6374.67
828.44;1;828.44;120.27;-2771.56
835.38;0;451.64;90.18;-3148.36
838.49;1;838.49;250.62;-6361.51
845.42;0;845.42;478.71;-6354.58
848.53;1;343.91;80.22;-6856.09
855.47;0;411.24;90.18;-6788.76
868.58;1;868.58;726.13;-2731.42
875.51;0;107.2;60.18;-7092.8
895.56;0;77.11;70.18;-7122.89
898.62;1;898.62;300.71;-6301.38
918.67;1;918.67;100.22;-2681.33
928.71;1;193.56;100.22;-7006.44
938.76;1;938.76;786.27;-6261.24
948.8;1;948.8;602.27;-6251.2
955.73;0;471.29;300.67;-6728.71
965.78;0;599.07;130.36;-6600.93
968.84;1;143.47;100.22;-7056.53
975.82;0;582;130.36;-6618
