parent,units,children,firstChildDone,lastChildDone,consolidated,consolidationWait,placed,submitted
121,2,2,252.844444444474,333.37777777777,333.37777777777,80.5333333332964,125.644444444454,172.577777777795
168,4,2,507.733333333241,685.111111111155,685.111111111155,177.377777777913,403.911111111069,407.022222222179
163,4,2,627.999999999998,758.266666666769,758.266666666769,130.26666666677,376.799999999971,507.733333333241
87,2,2,688.13333333338,838.533333333499,838.533333333499,150.40000000012,0,587.866666666633
59,2,2,457.37777777771,845.466666666838,845.466666666838,388.088888889128,0,366.711111111087
32,3,2,172.577777777795,868.622222222412,868.622222222412,696.044444444618,0,142.444444444456
10,5,2,708.17777777784,898.66666666688,898.66666666688,190.48888888904,0,597.911111111086
43,2,2,182.622222222241,938.800000000246,938.800000000246,756.177777778005,0,152.488888888902
35,2,2,376.799999999971,948.844444444698,948.844444444698,572.044444444727,0,346.533333333319
75,2,2,447.288888888826,1069.11111111146,1069.11111111146,621.822222222634,0,356.622222222203
71,5,2,276.044444444465,1136.17777777818,1136.17777777818,860.133333333716,0,125.644444444454
204,2,2,1256.53333333383,1269.55555555606,1269.55555555606,13.0222222222326,685.111111111155,1166.26666666709
255,3,2,1156.22222222264,1370.7111111117,1370.7111111117,214.48888888906,1079.15555555591,1106.13333333371
256,4,2,1306.71111111165,1417.02222222285,1417.02222222285,110.311111111199,1086.08888888925,1286.62222222274
97,3,2,1481.11111111179,1607.55555555633,1607.55555555633,126.444444444545,0,1420.84444444507
282,3,2,1319.68888888944,1651.51111111192,1651.51111111192,331.822222222486,1276.57777777829,1289.60000000052
253,3,2,1259.51111111161,1667.68888888971,1667.68888888971,408.177777778103,1069.11111111146,1119.24444444483
304,3,2,1430.88888888953,1787.95555555648,1787.95555555648,357.066666666951,1386.97777777838,1400.75555555617
361,5,2,1858.13333333431,1923.8666666677,1923.8666666677,65.7333333333856,1767.91111111202,1787.95555555648
96,2,2,497.644444444357,1943.9555555566,1943.9555555566,1446.31111111224,0,396.933333333295
67,3,2,1933.91111111215,1952.48888888994,1952.48888888994,18.5777777777926,0,1858.13333333431
82,4,2,985.911111111394,2032.75555555667,2032.75555555667,1046.84444444528,0,915.644444444672
356,3,2,1878.22222222322,2074.40000000101,2074.40000000101,196.177777777799,1737.8222222231,1767.91111111202
134,3,2,1447.15555555621,2083.06666666764,2083.06666666764,635.911111111438,205.733333333355,1336.80000000056
101,4,2,1169.28888888932,2144.8888888896,2144.8888888896,975.60000000028,0,1099.20000000037
42,2,2,1461.02222222288,2153.64444444512,2153.64444444512,692.622222222233,0,1370.7111111117
295,3,2,1920.13333333436,2165.02222222284,2165.02222222284,244.888888888485,1340.62222222279,1873.77777777877
379,2,2,2103.24444444533,2255.64444444468,2255.64444444468,152.399999999342,1920.13333333436,2083.06666666764
388,2,2,2123.42222222302,2264.40000000019,2264.40000000019,140.977777777169,1962.53333333439,2093.15555555649
396,3,2,2113.33333333418,2294.62222222229,2294.62222222229,181.288888888106,2032.75555555667,2083.06666666764
294,3,2,1366.93333333392,2336.26666666655,2336.26666666655,969.33333333263,1336.80000000056,1346.84444444501
207,2,2,1910.08888888991,2556.44444444338,2556.44444444338,646.355555553469,728.2222222223,1873.77777777877
477,3,2,2637.02222222081,2749.15555555365,2749.15555555365,112.133333332849,2556.44444444338,2566.53333333222
442,2,2,2648.53333333187,2759.2444444425,2759.2444444425,110.711111110633,2324.79999999993,2547.77777777675
62,2,2,2275.82222222237,2788.08888888682,2788.08888888682,512.266666664454,0,2234.13333333366
299,3,2,1587.51111111187,2818.31111110891,2818.31111110891,1230.79999999704,1356.88888888947,1497.24444444513
384,2,2,2577.99999999884,2859.91111110873,2859.91111110873,281.911111109893,1923.8666666677,2477.28888888816
462,3,2,2657.1999999985,2910.22222221963,2910.22222221963,253.022222221129,2467.19999999932,2616.88888888756
327,4,2,2507.46666666581,2950.53333333056,2950.53333333056,443.066666664753,1521.20000000071,2467.19999999932
437,2,2,2647.11111110965,2960.62222221941,2960.62222221941,313.511111109757,2285.91111111121,2576.62222222107
465,4,2,2638.44444444302,3000.84444444146,3000.84444444146,362.399999998434,2477.28888888816,2527.59999999906
525,3,2,3061.28888888564,3070.0888888856,3070.0888888856,8.79999999996198,2908.97777777519,2989.51111110817
178,3,2,1661.55555555638,3140.62222221863,3140.62222221863,1479.06666666225,487.555555555473,1551.28888888962
15,5,2,1477.20000000067,3160.75555555188,3160.75555555188,1683.5555555512,0,1366.93333333392
123,4,2,935.733333333577,3202.22222221836,3202.22222221836,2266.48888888479,142.444444444456,895.600000000211
39,3,2,346.533333333319,3242.48888888486,3242.48888888486,2895.95555555154,0,276.044444444465
167,3,2,2868.66666666425,3333.15555555113,3333.15555555113,464.488888886882,396.933333333295,2777.99999999797
209,3,2,915.644444444672,3343.24444443998,3343.24444443998,2427.59999999531,745.200000000092,855.511111111291
111,5,5,296.222222222233,3383.55555555091,3383.55555555091,3087.33333332868,0,215.777777777801
49,3,2,2737.73333333148,3403.68888888416,3403.68888888416,665.955555552679,0,2637.02222222081
200,2,2,1176.31111111155,3543.333333328,3543.333333328,2367.02222221646,645.066666666679,1156.22222222264
7,2,2,356.622222222203,3563.51111110569,3563.51111110569,3206.88888888349,0,286.133333333349
79,3,3,242.800000000028,3583.68888888338,3583.68888888338,3340.88888888335,0,162.533333333349
100,3,2,235.822222222249,3685.55555554961,3685.55555554961,3449.73333332736,0,145.688888888901
141,2,2,2093.15555555649,3816.39999999349,3816.39999999349,1723.244444437,245.866666666695,2054.26666666777
420,5,2,2344.93333333318,3977.46666665946,3977.46666665946,1632.53333332628,2173.77777777836,2264.40000000019
331,4,3,2365.06666666643,4026.66666665925,4026.66666665925,1661.59999999282,1551.28888888962,2274.48888888904
592,4,2,3947.24444443737,4168.53333332604,4168.53333332604,221.288888888675,3423.82222221741,3856.62222221554
481,2,2,3513.11111110591,4227.6444444375,4227.6444444375,714.533333331593,2567.91111110999,3423.82222221741
635,3,2,4068.08888888129,4248.66666665985,4248.66666665985,180.577777778559,3796.2222222158,3957.33333332621
479,5,3,2598.17777777653,4257.73333332657,4257.73333332657,1659.55555555004,2566.53333333222,2567.91111110999
456,5,2,2819.55555555335,4308.79999999354,4308.79999999354,1489.24444444019,2425.46666666616,2759.2444444425
316,4,2,1511.15555555626,4449.15555554992,4449.15555554992,2937.99999999367,1447.15555555621,1450.97777777843
559,2,2,3825.28888888234,4459.19999999443,4459.19999999443,633.911111112088,3160.75555555188,3694.44444443846
383,3,2,3100.35555555214,4529.37777777262,4529.37777777262,1429.02222222048,1920.13333333436,3039.86666666351
140,4,3,326.399999999996,4539.42222221712,4539.42222221712,4213.02222221713,242.800000000028,265.955555555581
711,7,2,4478.13333332787,4549.46666666163,4549.46666666163,71.333333333755,4317.82222221581,4357.86666666049
702,4,2,4588.35555555075,4599.6444444397,4599.6444444397,11.2888888889556,4237.68888888201,4518.222222217
603,5,2,4438.04444443875,4649.68888888444,4649.68888888444,211.644444445696,3533.24444443916,4237.68888888201
279,3,2,2324.79999999993,4678.5777777735,4678.5777777735,2353.77777777357,1269.11111111162,2254.31111111135
670,4,2,4659.73333332895,4718.71111110707,4718.71111110707,58.9777777781264,4016.5777777704,4539.42222221712
21,3,3,1671.60000000083,4748.84444444058,4748.84444444058,3077.24444443976,0,1561.33333333407
713,3,2,4668.533333329,4749.9555555517,4749.9555555517,81.4222222227036,4357.86666666049,4628.44444443987
583,3,2,3885.64444443763,4758.88888888509,4758.88888888509,873.244444447454,3372.13333332874,3805.11111110465
323,4,2,3412.39999999523,4778.93333332965,4778.93333332965,1366.53333333442,1477.20000000067,3351.99999999549
585,3,3,3625.11111110543,4810.08888888539,4810.08888888539,1184.97777777996,3383.55555555091,3564.71111110569
318,4,3,3452.66666666173,4829.06666666328,4829.06666666328,1376.40000000155,1450.97777777843,3403.68888888416
367,2,2,3049.95555555236,4839.11111110778,4839.11111110778,1789.15555555543,1858.13333333431,2949.24444444168
641,2,2,4088.26666665898,4849.15555555229,4849.15555555229,760.888888893307,3815.19999999349,3987.5555555483
697,3,2,4628.44444443987,4869.2444444413,4869.2444444413,240.800000001424,4207.5555555485,4588.35555555075
196,3,2,4738.79999999608,4949.46666666399,4949.46666666399,210.666666667912,614.933333333321,4668.533333329
334,4,3,1838.08888888985,4959.5111111085,4959.5111111085,3121.42222221865,1557.42222222296,1747.86666666756
320,4,2,4007.68888888155,5119.91111110944,5119.91111110944,1112.22222222789,1461.02222222288,3906.97777777088
474,3,2,4608.39999999531,5139.99999999845,5139.99999999845,531.600000003143,2546.35555555453,4568.31111110618
413,5,3,3120.48888888538,5150.04444444296,5150.04444444296,2029.55555555757,2123.42222222302,3039.86666666351
326,6,3,1717.77777777864,5170.88888888752,5170.88888888752,3453.11111110888,1497.24444444513,1677.73333333417
83,5,2,1249.46666666716,5220.1777777767,5220.1777777767,3970.71111110954,0,1079.15555555591
802,3,2,5099.86666666488,5301.24444444385,5301.24444444385,201.377777778968,4969.555555553,4979.5999999975
768,3,2,5040.5333333312,5487.86666666718,5487.86666666718,447.333333335978,4738.79999999608,4919.37777777493
77,2,2,1962.53333333439,5578.08888888993,5578.08888888993,3615.55555555554,0,1920.13333333436
112,4,3,2104.62222222311,5588.13333333443,5588.13333333443,3483.51111111133,55.4666666666665,2054.26666666777
