#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.9;0;0;6;12;0/59.9,1/43.71,2/35.69,3/59.9,4/59.9,5/59.9;0/55.79,1/59.9,2/55.44,3/42.02,4/59.9,5/42.67,6/59.9,7/59.9,8/33.12,9/33.9,10/36.16,11/53.13;0/59.9,1/59.9,2/59.9,3/59.9,4/59.9,5/59.9;0/59.9,1/59.9,2/59.9,3/59.9,4/59.9,5/59.9,6/59.9,7/59.9,8/59.9,9/59.9,10/59.9,11/59.9;0/18,1/19,2/19,3/17,4/18,5/14;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/28,1/28,2/27,3/25,4/26,5/27;0/9,1/8,2/6,3/5,4/8,5/11,6/13,7/9,8/8,9/9,10/8,11/10;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/2,2/3,3/0,4/0,5/0;0/1,1/0,2/1,3/2,4/0,5/2,6/0,7/0,8/3,9/3,10/3,11/1
119.97;7;0;6;12;0/80.37,1/50.9,2/45.73,3/74.58,4/65.12,5/79.02;0/56.58,1/71.24,2/55.94,3/43.27,4/75.68,5/43.15,6/119.97,7/84.82,8/33.7,9/34.99,10/36.72,11/54.35;0/119.97,1/119.97,2/119.97,3/119.97,4/119.97,5/119.97;0/119.97,1/119.97,2/119.97,3/119.97,4/119.97,5/119.97,6/119.97,7/119.97,8/119.97,9/119.97,10/119.97,11/119.97;0/19,1/19,2/19,3/21,4/20,5/16;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/28,1/25,2/25,3/26,4/24,5/26;0/10,1/9,2/7,3/9,4/5,5/9,6/13,7/8,8/6,9/8,10/10,11/8;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/1,1/1,2/2,3/1,4/1,5/1;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/4,1/7,2/8,3/5,4/6,5/5;0/7,1/5,2/7,3/8,4/5,5/8,6/0,7/4,8/9,9/9,10/9,11/7
180;17;0;6;12;0/89.89,1/60.37,2/50.93,3/84.71,4/100.32,5/89.55;0/57.1,1/71.74,2/56.67,3/43.82,4/76.54,5/43.92,6/125.89,7/85.6,8/34.37,9/35.66,10/37.27,11/55.11;0/180,1/180,2/180,3/180,4/180,5/180;0/180,1/180,2/180,3/180,4/180,5/180,6/180,7/180,8/180,9/180,10/180,11/180;0/19,1/20,2/18,3/20,4/18,5/17;0/0,1/0,2/0,3/0,4/0,5/1,6/0,7/0,8/0,9/0,10/0,11/0;0/26,1/22,2/25,3/24,4/24,5/24;0/11,1/9,2/6,3/10,4/10,5/7,6/11,7/10,8/6,9/10,10/9,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/3,1/3,2/3,3/3,4/2,5/3;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/10,1/13,2/13,3/10,4/8,5/10;0/13,1/11,2/13,3/14,4/11,5/14,6/6,7/10,8/15,9/15,10/15,11/13
239.94;26;6;6;12;0/100.76,1/91.42,2/70.73,3/100.87,4/120.55,5/94.33;0/57.76,1/72.26,2/57.3,3/44.3,4/76.89,5/44.41,6/126.43,7/86.17,8/34.95,9/36.9,10/37.71,11/72.88;0/239.94,1/239.94,2/239.94,3/239.94,4/239.94,5/239.94;0/239.94,1/239.94,2/239.94,3/239.94,4/239.94,5/239.94,6/239.94,7/239.94,8/239.94,9/239.94,10/239.94,11/239.94;0/19,1/18,2/19,3/20,4/18,5/17;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/23,1/22,2/25,3/24,4/22,5/23;0/10,1/11,2/8,3/8,4/9,5/7,6/14,7/9,8/10,9/8,10/8,11/9;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/5,1/4,2/4,3/5,4/4,5/4;0/0,1/0,2/0,3/0,4/1,5/1,6/0,7/0,8/1,9/1,10/1,11/1;0/15,1/15,2/17,3/14,4/12,5/15;0/19,1/17,2/19,3/20,4/17,5/20,6/12,7/16,8/21,9/21,10/21,11/17
299.99;37;8;6;12;0/116.63,1/124.92,2/93.1,3/141.04,4/158.08,5/113.01;0/58.34,1/72.72,2/58.07,3/44.92,4/77.36,5/45.25,6/127.36,7/86.74,8/35.35,9/37.6,10/38.19,11/73.64;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99,6/299.99,7/299.99,8/299.99,9/299.99,10/299.99,11/299.99;0/18,1/20,2/22,3/21,4/16,5/16;0/0,1/0,2/0,3/0,4/0,5/1,6/0,7/0,8/2,9/0,10/0,11/0;0/24,1/23,2/26,3/25,4/21,5/22;0/9,1/10,2/8,3/8,4/13,5/10,6/11,7/9,8/12,9/8,10/9,11/7;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/7,1/6,2/6,3/6,4/6,5/6;0/0,1/0,2/0,3/1,4/1,5/1,6/0,7/1,8/1,9/1,10/1,11/1;0/19,1/18,2/21,3/16,4/15,5/19;0/25,1/23,2/25,3/26,4/23,5/26,6/18,7/22,8/27,9/27,10/27,11/23
360;44;15;6;12;0/171.23,1/151.95,2/111.09,3/161.38,4/181.05,5/132.23;0/58.97,1/73.3,2/58.78,3/45.84,4/77.8,5/46.13,6/128.29,7/87.32,8/36.23,9/38.41,10/38.78,11/74.71;0/360,1/360,2/360,3/360,4/360,5/360;0/360,1/360,2/360,3/360,4/360,5/360,6/360,7/360,8/360,9/360,10/360,11/360;0/16,1/19,2/19,3/18,4/17,5/16;0/2,1/0,2/5,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/24,1/24,2/24,3/23,4/20,5/22;0/8,1/6,2/10,3/9,4/11,5/12,6/9,7/10,8/13,9/7,10/18,11/10;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/7,1/7,2/7,3/8,4/7,5/8;0/1,1/1,2/1,3/1,4/1,5/2,6/1,7/2,8/1,9/1,10/1,11/2;0/19,1/21,2/25,3/20,4/18,5/23;0/31,1/29,2/31,3/32,4/29,5/32,6/24,7/28,8/33,9/33,10/33,11/29
419.99;55;18;6;12;0/191.39,1/172.08,2/151.25,3/180.58,4/212.92,5/169.95;0/59.49,1/73.84,2/59.36,3/47.01,4/78.42,5/46.6,6/128.97,7/88.06,8/36.61,9/46.11,10/39.13,11/75.22;0/419.99,1/419.99,2/419.99,3/419.99,4/419.99,5/419.99;0/419.99,1/419.99,2/419.99,3/419.99,4/419.99,5/419.99,6/419.99,7/419.99,8/419.99,9/419.99,10/419.99,11/419.99;0/17,1/17,2/21,3/18,4/16,5/16;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/1;0/23,1/22,2/26,3/20,4/20,5/21;0/12,1/10,2/9,3/10,4/11,5/13,6/12,7/9,8/9,9/6,10/12,11/7;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/9,1/9,2/8,3/10,4/9,5/10;0/1,1/1,2/1,3/2,4/1,5/2,6/1,7/2,8/2,9/2,10/1,11/2;0/23,1/25,2/27,3/25,4/21,5/26;0/37,1/35,2/37,3/38,4/35,5/38,6/30,7/34,8/39,9/38,10/39,11/35
479.99;63;24;6;12;0/211.6,1/218.89,2/181.34,3/214.34,4/261.21,5/180.49;0/59.85,1/74.44,2/70.37,3/47.47,4/79.19,5/47.14,6/129.63,7/88.75,8/37.17,9/47.25,10/39.52,11/75.79;0/479.99,1/479.99,2/479.99,3/479.99,4/479.99,5/479.99;0/479.99,1/479.99,2/479.99,3/479.99,4/479.99,5/479.99,6/479.99,7/479.99,8/479.99,9/479.99,10/479.99,11/479.99;0/16,1/16,2/19,3/15,4/15,5/15;0/0,1/0,2/0,3/0,4/3,5/0,6/0,7/0,8/0,9/0,10/0,11/3;0/21,1/21,2/23,3/19,4/21,5/18;0/7,1/9,2/7,3/10,4/11,5/14,6/11,7/6,8/9,9/11,10/10,11/10;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/11,1/10,2/9,3/11,4/10,5/12;0/2,1/1,2/2,3/2,4/2,5/2,6/2,7/3,8/2,9/2,10/2,11/2;0/27,1/27,2/30,3/27,4/22,5/31;0/43,1/41,2/42,3/44,4/41,5/44,6/36,7/40,8/45,9/44,10/45,11/41
539.82;73;29;6;12;0/231.78,1/238.08,2/201.42,3/231.93,4/311.17,5/212.49;0/60.38,1/74.89,2/71.03,3/48.3,4/79.82,5/47.51,6/130.33,7/89.8,8/37.72,9/48.39,10/39.94,11/76.8;0/539.82,1/539.82,2/539.82,3/539.82,4/539.82,5/539.82;0/539.82,1/539.82,2/539.82,3/539.82,4/539.82,5/539.82,6/539.82,7/539.82,8/539.82,9/539.82,10/539.82,11/539.82;0/14,1/15,2/15,3/13,4/15,5/14;0/1,1/0,2/0,3/0,4/4,5/0,6/2,7/0,8/0,9/0,10/0,11/0;0/17,1/17,2/19,3/15,4/20,5/17;0/8,1/10,2/11,3/15,4/13,5/11,6/8,7/10,8/8,9/13,10/10,11/17;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/13,1/12,2/11,3/13,4/11,5/13;0/2,1/2,2/2,3/3,4/2,5/3,6/2,7/3,8/2,9/3,10/2,11/3;0/31,1/31,2/34,3/31,4/23,5/33;0/49,1/47,2/48,3/50,4/47,5/50,6/42,7/46,8/51,9/50,10/51,11/47
599.97;82;33;6;12;0/282.01,1/272.57,2/241.77,3/284.03,4/334.34,5/249.61;0/60.98,1/75.37,2/71.9,3/48.97,4/80.14,5/48.27,6/131.12,7/90.53,8/38.74,9/48.91,10/40.48,11/77.38;0/599.97,1/599.97,2/599.97,3/599.97,4/599.97,5/599.97;0/599.97,1/599.97,2/599.97,3/599.97,4/599.97,5/599.97,6/599.97,7/599.97,8/599.97,9/599.97,10/599.97,11/599.97;0/15,1/13,2/13,3/12,4/13,5/15;0/0,1/0,2/3,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/19,1/15,2/17,3/14,4/16,5/19;0/10,1/14,2/12,3/13,4/9,5/9,6/12,7/9,8/8,9/11,10/10,11/14;0/4,1/3,2/3,3/3,4/3,5/4;0/4,1/3,2/3,3/3,4/3,5/4,6/3,7/3,8/3,9/3,10/4,11/4;0/14,1/13,2/12,3/14,4/13,5/16;0/2,1/2,2/3,3/4,4/3,5/3,6/2,7/3,8/3,9/3,10/2,11/3;0/32,1/33,2/36,3/32,4/27,5/36;0/55,1/53,2/54,3/56,4/53,5/56,6/48,7/52,8/57,9/56,10/57,11/53
