layer,metric,empty,loaded,total,unit
L1,orders_completed,,,3687,orders
L1,orders_per_hour,,,1843.5,orders/h
L1,total_energy_with_support_kJ,,,42472.038693695,kJ
L1,total_energy_mech_kJ,,,13432.8596642646,kJ
L1,energy_total_with_support_per_order_kJ,,,11.519402954623,kJ/order
L1,energy_mech_per_order_kJ,,,3.64330340772026,kJ/order
L1,total_distance_m,,,154357.207426166,m
L1,order_distance_m,,,41.8652583200883,m/order
L1,system_order_pile_on,,,4.5018315018315,orders/output_station_arrival
L1,input_station_arrivals,,,641,count
L1,output_station_arrivals,,,819,count
L1,station_arrivals_total,,,1460,count
L2,trip_count,1907,2931,4838,trips
L2,distance_m,53998,100542,154540,m
L2,total_time_sec,46170.295801607,101499.74682481,147670.042626417,s
L2,total_move_turn_energy_kJ,3474.35722097882,9352.32457734047,12826.6817983193,kJ
L2,move_turn_pct_of_mech,25.8646134018779,69.622737161622,,%
L2,avg_distance_per_trip_m,28.3156790770844,34.3029682702149,,m/trip
L2,avg_time_per_trip_sec,24.2109574208742,34.6297327959091,,s/trip
L2,avg_energy_per_trip_kJ,1.82189681225948,3.19083063027652,,kJ/trip
L3,e1_accel_kJ,,,2402.47820745953,kJ
L3,e2_decel_kJ,,,0,kJ
L3,e3_cruise_kJ,,,8445.39551739924,kJ
L3,e4_rotation_kJ,,,1978.80807346053,kJ
L3,e5_lift_kJ,,,606.177865945302,kJ
L3,e1_pct_of_mech,,,17.8850837982834,%
L3,e2_pct_of_mech,,,0,%
L3,e3_pct_of_mech,,,62.8711661439188,%
L3,e4_pct_of_mech,,,14.7311006212977,%
L3,e5_pct_of_mech,,,4.51264943650023,%
L4,turn_count,3545,11815,15360,events
L4,turn_energy_kJ,364.227970978823,1614.5801024817,1978.80807346052,kJ
L4,turn_pct_of_total,0.857571197854678,3.80151307104876,,%
L4,turn_pct_of_state,10.4833195843981,17.2639442646551,,%
L4,turn_per_trip,1.85894074462507,4.03104742408734,,per trip
L4,turn_per_m,0.0656505796510982,0.117513079111217,,per m
L5,wait_time_sec,1130.15473963799,4450.69199704958,5580.84673668756,s
L5,wait_energy_kJ,101.713926567419,400.562279734462,502.276206301881,kJ
L5,wait_pct_of_total,0.239484445992743,0.943119972703184,,%
L5,wait_ratio_mean,0.0221980279234759,0.0242687667118503,0.0234426464416311,ratio
L5,wait_ratio_median,0.00621113217495556,0.00595144358918309,0.00603594576057198,ratio
L5,wait_ratio_p95,0.0979429512223047,0.11850370780784,0.110467452423239,ratio
L6,composition_move_pct,,,25.5412126625067,%
L6,composition_turn_pct,,,4.65908426890344,%
L6,composition_lift_pct,,,1.42723986083411,%
L6,composition_wait_pct,,,1.18260441869593,%
L6,composition_support_pct,,,67.1898587890599,%
L6,energy_empty_to_loaded_ratio,,,0.371496646876089,ratio
L6,effective_motion_ratio,,,0.962207319525151,ratio
L6,wait_energy_per_order_kJ,,,0.136228968348761,kJ/order
L6,energy_per_m_empty_J,64.3423315859629,,,J/m
L6,energy_per_m_loaded_J,,93.0190823470835,,J/m
