#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/7,3/6,4/8,5/13,6/13,7/9,8/10,9/10,10/10,11/11;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.99;0;0;6;12;0/59.99,1/54.78,2/59.99,3/59.99,4/52.4,5/59.99;0/52.72,1/58.19,2/50.99,3/42.59,4/59.99,5/42.56,6/59.99,7/59.99,8/32.83,9/34.42,10/36.47,11/53.39;0/59.99,1/59.99,2/59.99,3/59.99,4/59.99,5/59.99;0/59.99,1/59.99,2/59.99,3/59.99,4/59.99,5/59.99,6/59.99,7/59.99,8/59.99,9/59.99,10/59.99,11/59.99;0/19,1/19,2/20,3/19,4/21,5/18;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/27,1/29,2/28,3/25,4/26,5/29;0/9,1/7,2/6,3/5,4/8,5/11,6/13,7/9,8/8,9/9,10/8,11/10;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/1,2/0,3/0,4/1,5/0;0/1,1/1,2/1,3/2,4/0,5/2,6/0,7/0,8/3,9/3,10/3,11/1
119.98;6;0;6;12;0/81.29,1/60.41,2/65.92,3/74.04,4/60.22,5/87.44;0/53.29,1/58.94,2/52.16,3/43.34,4/76.87,5/43.15,6/77.42,7/82.68,8/33.4,9/35.48,10/37.01,11/54.87;0/119.98,1/119.98,2/119.98,3/119.98,4/119.98,5/119.98;0/119.98,1/119.98,2/119.98,3/119.98,4/119.98,5/119.98,6/119.98,7/119.98,8/119.98,9/119.98,10/119.98,11/119.98;0/19,1/22,2/22,3/20,4/22,5/19;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/2,10/0,11/0;0/25,1/29,2/27,3/25,4/25,5/26;0/7,1/10,2/8,3/9,4/5,5/10,6/12,7/7,8/7,9/11,10/9,11/8;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/1,1/1,2/1,3/1,4/1,5/1;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/4,1/6,2/6,3/5,4/6,5/4;0/7,1/7,2/7,3/8,4/5,5/8,6/5,7/4,8/9,9/9,10/9,11/7
179.98;11;0;6;12;0/91.67,1/70.55,2/71.17,3/120.53,4/120.21,5/92.98;0/54.27,1/59.79,2/53.94,3/44.1,4/77.6,5/44.16,6/78.01,7/83.31,8/34.29,9/36.41,10/37.52,11/55.82;0/179.98,1/179.98,2/179.98,3/179.98,4/179.98,5/179.98;0/179.98,1/179.98,2/179.98,3/179.98,4/179.98,5/179.98,6/179.98,7/179.98,8/179.98,9/179.98,10/179.98,11/179.98;0/21,1/22,2/22,3/18,4/19,5/18;0/0,1/0,2/2,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/4;0/24,1/26,2/25,3/24,4/25,5/24;0/10,1/8,2/10,3/11,4/10,5/9,6/13,7/8,8/9,9/8,10/8,11/7;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/3,1/2,2/2,3/1,4/1,5/2;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/9,1/11,2/11,3/6,4/6,5/9;0/13,1/13,2/13,3/14,4/11,5/14,6/11,7/10,8/15,9/15,10/15,11/13
239.97;20;5;6;12;0/129.61,1/90.7,2/103.76,3/157.03,4/134.68,5/110.75;0/55.06,1/60.41,2/54.77,3/44.68,4/78.15,5/44.54,6/78.56,7/84.02,8/34.77,9/37.07,10/38.04,11/57.72;0/239.97,1/239.97,2/239.97,3/239.97,4/239.97,5/239.97;0/239.97,1/239.97,2/239.97,3/239.97,4/239.97,5/239.97,6/239.97,7/239.97,8/239.97,9/239.97,10/239.97,11/239.97;0/18,1/23,2/22,3/22,4/19,5/20;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/1,11/0;0/22,1/27,2/25,3/25,4/22,5/25;0/10,1/8,2/8,3/8,4/9,5/7,6/11,7/9,8/8,9/8,10/8,11/13;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/4,1/4,2/3,3/3,4/3,5/3;0/0,1/0,2/0,3/0,4/0,5/1,6/0,7/0,8/1,9/1,10/1,11/1;0/12,1/15,2/14,3/9,4/11,5/13;0/19,1/19,2/19,3/20,4/17,5/20,6/17,7/16,8/21,9/21,10/21,11/19
299.99;24;10;6;12;0/141.19,1/150.72,2/131.36,3/180.82,4/180.58,5/150.86;0/56.02,1/60.89,2/56.21,3/45.26,4/79.18,5/45.28,6/79.05,7/84.58,8/35.86,9/37.57,10/38.81,11/58.47;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99;0/299.99,1/299.99,2/299.99,3/299.99,4/299.99,5/299.99,6/299.99,7/299.99,8/299.99,9/299.99,10/299.99,11/299.99;0/18,1/21,2/20,3/19,4/18,5/21;0/0,1/0,2/1,3/0,4/1,5/0,6/0,7/2,8/0,9/0,10/0,11/0;0/22,1/27,2/25,3/23,4/22,5/26;0/9,1/9,2/7,3/11,4/9,5/7,6/8,7/14,8/9,9/5,10/9,11/13;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/6,1/4,2/4,3/3,4/3,5/4;0/0,1/1,2/1,3/1,4/1,5/1,6/0,7/1,8/1,9/1,10/1,11/1;0/16,1/15,2/17,3/12,4/12,5/15;0/25,1/25,2/25,3/26,4/23,5/26,6/23,7/22,8/27,9/27,10/27,11/25
359.99;34;12;6;12;0/184.07,1/171.04,2/161.67,3/202.64,4/214.22,5/161.06;0/56.8,1/61.92,2/57.41,3/45.81,4/80.14,5/45.9,6/79.58,7/85.15,8/36.72,9/38.18,10/39.27,11/59.51;0/359.99,1/359.99,2/359.99,3/359.99,4/359.99,5/359.99;0/359.99,1/359.99,2/359.99,3/359.99,4/359.99,5/359.99,6/359.99,7/359.99,8/359.99,9/359.99,10/359.99,11/359.99;0/18,1/22,2/20,3/19,4/17,5/20;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/22,1/26,2/24,3/21,4/20,5/24;0/13,1/12,2/7,3/15,4/11,5/8,6/6,7/10,8/9,9/6,10/6,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/7,1/6,2/5,3/5,4/5,5/6;0/1,1/1,2/1,3/1,4/1,5/1,6/1,7/1,8/1,9/1,10/1,11/1;0/18,1/19,2/20,3/16,4/15,5/20;0/31,1/31,2/31,3/32,4/29,5/32,6/29,7/28,8/33,9/33,10/33,11/31
419.94;42;20;6;12;0/201.8,1/211.02,2/199.54,3/241.31,4/260.78,5/181.11;0/58.01,1/62.31,2/58.49,3/46.18,4/81.59,5/46.36,6/80.54,7/85.68,8/37.52,9/39.81,10/40.3,11/60.34;0/419.94,1/419.94,2/419.94,3/419.94,4/419.94,5/419.94;0/419.94,1/419.94,2/419.94,3/419.94,4/419.94,5/419.94,6/419.94,7/419.94,8/419.94,9/419.94,10/419.94,11/419.94;0/17,1/20,2/22,3/20,4/17,5/19;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/1,9/6,10/0,11/4;0/21,1/26,2/23,3/22,4/21,5/23;0/12,1/11,2/8,3/10,4/10,5/7,6/7,7/7,8/8,9/11,10/11,11/11;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/9,1/7,2/7,3/6,4/5,5/8;0/1,1/1,2/2,3/2,4/2,5/2,6/1,7/1,8/2,9/2,10/2,11/2;0/22,1/21,2/23,3/18,4/16,5/24;0/37,1/36,2/37,3/38,4/35,5/38,6/35,7/34,8/39,9/39,10/39,11/37
479.81;49;26;6;12;0/241.71,1/231.04,2/237.91,3/281.21,4/300.69,5/234.7;0/58.55,1/62.84,2/59.28,3/46.72,4/82.16,5/47.46,6/85.19,7/86.42,8/38.42,9/40.35,10/41.48,11/60.99;0/479.81,1/479.81,2/479.81,3/479.81,4/479.81,5/479.81;0/479.81,1/479.81,2/479.81,3/479.81,4/479.81,5/479.81,6/479.81,7/479.81,8/479.81,9/479.81,10/479.81,11/479.81;0/18,1/22,2/20,3/18,4/17,5/17;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/22,1/26,2/23,3/22,4/21,5/22;0/7,1/10,2/12,3/7,4/7,5/10,6/8,7/6,8/9,9/14,10/13,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/10,1/9,2/8,3/7,4/6,5/9;0/2,1/2,2/2,3/2,4/2,5/3,6/2,7/2,8/3,9/2,10/2,11/2;0/24,1/25,2/25,3/20,4/18,5/25;0/43,1/42,2/43,3/44,4/41,5/44,6/40,7/40,8/45,9/45,10/45,11/43
539.96;59;30;6;12;0/261.98,1/251.74,2/282.13,3/319.38,4/323.63,5/244.87;0/59.71,1/63.59,2/59.94,3/47.59,4/82.76,5/47.86,6/86.33,7/87.11,8/39.33,9/40.76,10/42.23,11/62.15;0/539.96,1/539.96,2/539.96,3/539.96,4/539.96,5/539.96;0/539.96,1/539.96,2/539.96,3/539.96,4/539.96,5/539.96,6/539.96,7/539.96,8/539.96,9/539.96,10/539.96,11/539.96;0/17,1/21,2/21,3/21,4/19,5/20;0/0,1/0,2/2,3/0,4/0,5/0,6/0,7/3,8/0,9/0,10/0,11/0;0/21,1/25,2/25,3/22,4/21,5/22;0/17,1/18,2/16,3/6,4/6,5/10,6/10,7/15,8/10,9/14,10/11,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/12,1/11,2/8,3/9,4/8,5/11;0/2,1/2,2/3,3/2,4/3,5/3,6/2,7/2,8/3,9/2,10/3,11/3;0/28,1/29,2/26,3/23,4/22,5/30;0/49,1/48,2/49,3/50,4/47,5/50,6/46,7/46,8/51,9/51,10/51,11/49
599.96;64;34;6;12;0/303.54,1/291.77,2/322.4,3/354.05,4/381.24,5/281.64;0/60.83,1/64.32,2/60.45,3/48.84,4/83.84,5/48.67,6/87.15,7/87.55,8/40.38,9/41.43,10/42.91,11/62.66;0/599.96,1/599.96,2/599.96,3/599.96,4/599.96,5/599.96;0/599.96,1/599.96,2/599.96,3/599.96,4/599.96,5/599.96,6/599.96,7/599.96,8/599.96,9/599.96,10/599.96,11/599.96;0/18,1/19,2/21,3/18,4/17,5/16;0/0,1/0,2/0,3/0,4/0,5/0,6/1,7/2,8/0,9/1,10/0,11/0;0/22,1/25,2/23,3/21,4/21,5/22;0/14,1/15,2/12,3/11,4/9,5/11,6/9,7/14,8/13,9/13,10/9,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/13,1/12,2/9,3/10,4/8,5/12;0/2,1/2,2/3,3/3,4/3,5/3,6/3,7/2,8/4,9/3,10/3,11/3;0/30,1/31,2/28,3/25,4/22,5/32;0/55,1/54,2/55,3/56,4/53,5/56,6/52,7/52,8/57,9/57,10/57,11/55
