#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.96;0.72;95;0;0;0;0;0;0;0;0;0
1199.97;0.72;97;0;0;0;0;0;0;0;0;0
1799.95;0.73;97;0;0;0;0;0;0;0;0;0
2399.94;0.73;97;0;0;0;0;0;0;0;0;0
2999.99;0.73;98;0;0;0;0;0;0;0;0;0
3599.84;0.73;98;0;0;0;0;0;0;0;0;0
4199.91;0.73;98;0;0;0;0;0;0;0;0;0
4799.93;0.7;98;0;0;0;0;0;0;0;0;0
5399.86;0.67;98;0;0;0;0;0;0;0;0;0
5999.94;0.65;98;0;0;0;0;0;0;0;0;0
6600;0.65;98;0;0;0;0;0;0;0;0;0
7199.96;0.65;98;0;0;0;0;0;0;0;0;0
