#TimeStamp;DistanceTraveled
59.99;2100.24
119.98;424.21
179.98;934.66
239.97;1015.11
299.99;1323.65
359.99;1245.58
419.94;1254.06
479.81;1316.65
539.96;1121.32
599.96;1491.29
659.96;1367.75
719.96;1062.24
779.86;1387.89
839.97;1325.98
899.99;1511.5
959.9;1281.68
1019.96;1354.99
1079.97;1670.17
1139.82;1473.91
1199.97;1418.38
1259.99;1535.25
1320;1320.02
1379.99;1427.45
1439.91;1313.08
1499.99;1553.67
1559.97;1453.85
1619.96;1583.6
1679.84;1582.08
1739.89;1402.67
1799.95;1515.23
1859.98;1578.13
1919.98;1578.06
1979.96;1374.95
2039.84;1484.83
2099.91;1398.09
2159.93;1577.54
2219.91;1514.67
2279.87;1641.79
2339.96;1273.62
2399.94;1468.88
2459.96;1567.29
2519.66;1465.13
2579.98;1572.31
2639.99;1197.19
2699.9;1370.02
2759.96;1450.88
2819.96;1376.57
2879.92;1370.19
2939.98;1420.28
2999.99;1488.12
3059.99;1485.91
3119.97;1416.19
3179.95;1381.9
3239.98;1524.83
3299.97;1453.37
3359.86;1380.8
3420;1365.76
3479.93;1405.69
3539.81;1541.15
3599.84;1321.62
3659.99;1484.77
3719.96;1618.81
3779.96;1621.57
3839.98;1585.32
3899.99;1507.19
3959.77;1374.27
4019.96;1149
4079.98;1325.89
4139.97;1102.11
4199.91;1161.29
4259.8;957.11
4319.83;840.18
4379.97;1013.15
4439.76;724.23
4499.82;971.99
4559.98;797.28
4619.71;1081.3
4679.95;865.53
4739.96;754.38
4799.93;911.71
4860;1144.62
4919.97;1009.94
4979.96;861.88
5039.99;1099.51
5099.94;1071.41
5159.95;985.42
5220;912.98
5279.99;936.78
5339.96;1010.43
5399.86;1067.05
5459.8;1203.59
5519.84;1220.31
5579.99;1172.16
5639.97;1068.96
5699.98;1024.12
5759.68;735.51
5819.94;780.58
5879.9;1230.52
5939.91;1252.22
5999.94;1054.66
6059.97;881.55
6119.92;1019.7
6179.96;1189.99
6239.98;1357.67
6299.98;1345.7
6359.97;1354.52
6419.76;1461.3
6479.99;1559.55
6539.92;1380.32
6600;1291.89
6659.74;1507.94
6719.96;1547.62
6779.71;1430.52
6839.96;1232.38
6899.96;1523.13
6959.97;1635.55
7019.86;1429.92
7079.99;1497.04
7139.99;1538.8
7199.96;1151.58
