Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;201;0;137;14.6850933209538;42.9044638752844;10.0444444444443;30.1682467348423;1.46715328467153;5207.66784251409;7200
InputStation1;23.50;0.50;165;0;104;15.756346015521;58.2579145014417;10.0444444444443;40.1716666666744;1.58653846153846;5559.55631279643;7200
InputStation2;33.50;0.50;150;0;97;15.359797240117;61.0629922773659;10.0444444444443;40.3042568616189;1.54639175257732;5710.54847113237;7200
InputStation3;43.50;0.50;148;0;99;14.8304441241862;43.7320123207751;10.0444444444443;30.157034639401;1.4949494949495;5727.56474768076;7200
InputStation4;53.50;0.50;143;0;90;15.7499310025217;61.1186850675389;10.0444444444443;40.131204902524;1.58888888888889;5778.13476178339;7200
InputStation5;63.50;0.50;198;0;125;15.841327673677;67.0313626465778;10.0444444444443;40.2208369297942;1.584;5240.16490677534;7200
OutputStation0;81.50;11.50;684;460;120;58.906558437448;1425.47360439953;10.0444444444447;182.367316013634;5.7;407.381053284129;7200
OutputStation1;81.50;17.50;672;485;107;64.4599099810538;1502.83874515079;11.3666666666659;163.544249668709;6.2803738317757;521.607351723315;7200
OutputStation2;81.50;23.50;658;457;109;61.7422910651558;1503.58332716787;10.0444444444443;193.233333333344;6.03669724770642;662.757518549061;7200
OutputStation3;81.50;29.50;666;462;105;64.8773588951063;1141.14259940361;10.0527777777806;141.99862190051;6.34285714285714;589.843671967282;7200
OutputStation4;81.50;35.50;665;473;109;62.9120026013716;1147.32343432906;11.822222222223;173.437316013657;6.10091743119266;592.310030215591;7200
OutputStation5;81.50;41.50;679;470;120;58.5655578380362;1297.63861857253;10.0444444444443;203.406111111098;5.65833333333333;456.603787904586;7200
OutputStation6;0.50;14.50;651;442;112;59.3833542046924;1156.40326359615;10.0444444444447;152.591486276763;5.8125;731.759372231301;7200
OutputStation7;0.50;20.50;665;466;114;60.1037369309368;1023.13046618814;10.0444444444443;172.39499280708;5.83333333333333;595.649949677156;7200
OutputStation8;0.50;26.50;660;450;116;58.5883248089239;1338.74110332996;10.0444444444443;173.544444444444;5.68965517241379;643.809365038514;7200
OutputStation9;0.50;32.50;667;469;116;58.8676478497968;1307.82657876209;10.0444444444447;180.48953823586;5.75;578.471154552504;7200
OutputStation10;0.50;38.50;691;471;115;62.1080996954894;1517.32868597935;10.0444444444443;220.546118304032;6.00869565217391;329.353939806162;7200
OutputStation11;0.50;44.50;683;472;124;57.1558589946123;1286.19008478985;11.2801660040379;162.926760458069;5.50806451612903;415.716847339972;7200
