#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.98;0.73;97;0;0;0;0;0;0;0;0;0
1199.93;0.74;97;0;0;0;0;0;0;0;0;0
1799.96;0.75;97;0;0;0;0;0;0;0;0;0
2399.92;0.76;98;0;0;0;0;0;0;0;0;0
2999.97;0.77;98;0;0;0;0;0;0;0;0;0
3600;0.74;98;0;0;0;0;0;0;0;0;0
4199.91;0.72;98;0;0;0;0;0;0;0;0;0
4799.96;0.69;98;0;0;0;0;0;0;0;0;0
5399.99;0.66;98;0;0;0;0;0;0;0;0;0
5999.99;0.66;98;0;0;0;0;0;0;0;0;0
6599.84;0.68;99;0;0;0;0;0;0;0;0;0
7199.97;0.7;99;0;0;0;0;0;0;0;0;0
