#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;2;2;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/11;0/0,1/0;0/12,1/11;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0
2099.96;23;39;2;2;0/1980.31,1/1830.93;0/52.93,1/64.84;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/9;0/3,1/2;0/5,1/5;0/8,1/15;0/21,1/18;0/12,1/27;0/205,1/204
2159.96;23;39;2;2;0/2040.31,1/1890.93;0/53.38,1/65.2;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/2,1/14;0/0,1/0;0/6,1/20;0/8,1/7;0/3,1/2;0/5,1/5;0/8,1/15;0/21,1/18;0/12,1/27;0/211,1/210
2219.96;26;40;2;2;0/2078.36,1/1934.93;0/53.82,1/65.64;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/2,1/15;0/0,1/0;0/3,1/19;0/10,1/6;0/3,1/2;0/5,1/5;0/10,1/16;0/22,1/18;0/15,1/29;0/217,1/216
2279.96;29;42;2;2;0/2110.31,1/1950.93;0/54.27,1/66.13;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/0,1/13;0/0,1/0;0/1,1/15;0/9,1/13;0/3,1/2;0/5,1/5;0/12,1/17;0/23,1/19;0/17,1/33;0/223,1/222
2340;32;42;2;2;0/2160.36,1/1970.98;0/54.67,1/66.53;0/2340,1/2340;0/2340,1/2340;0/0,1/9;0/0,1/0;0/0,1/11;0/7,1/11;0/3,1/2;0/5,1/5;0/13,1/19;0/23,1/19;0/18,1/37;0/229,1/228
2400;33;43;2;2;0/2220.36,1/2010.98;0/55.11,1/66.98;0/2400,1/2400;0/2400,1/2400;0/0,1/8;0/0,1/0;0/0,1/10;0/8,1/11;0/3,1/2;0/5,1/5;0/13,1/20;0/24,1/19;0/18,1/39;0/235,1/234
2460;35;44;2;2;0/2280.36,1/2034.53;0/55.56,1/67.33;0/2460,1/2460;0/2460,1/2460;0/0,1/5;0/0,1/0;0/0,1/6;0/10,1/8;0/3,1/2;0/5,1/5;0/13,1/22;0/24,1/20;0/18,1/43;0/241,1/240
2520;36;46;2;2;0/2340.36,1/2080.98;0/55.91,1/67.78;0/2520,1/2520;0/2520,1/2520;0/0,1/4;0/0,1/0;0/0,1/6;0/9,1/7;0/3,1/2;0/5,1/5;0/13,1/23;0/25,1/21;0/18,1/44;0/247,1/246
2580;38;47;2;2;0/2400.36,1/2120.98;0/56.36,1/68.27;0/2580,1/2580;0/2580,1/2580;0/1,1/3;0/0,1/2;0/1,1/4;0/9,1/9;0/3,1/2;0/5,1/5;0/13,1/25;0/25,1/22;0/18,1/46;0/253,1/252
2640;40;47;2;2;0/2460.36,1/2160.98;0/56.8,1/68.71;0/2640,1/2640;0/2640,1/2640;0/1,1/1;0/0,1/0;0/1,1/2;0/8,1/5;0/3,1/2;0/5,1/5;0/13,1/27;0/25,1/22;0/18,1/48;0/259,1/258
2700;42;49;2;2;0/2510.36,1/2210.98;0/57.2,1/69.16;0/2700,1/2700;0/2700,1/2700;0/0,1/1;0/0,1/0;0/0,1/1;0/6,1/9;0/3,1/2;0/5,1/5;0/14,1/28;0/26,1/23;0/19,1/49;0/265,1/264
2760;42;51;2;2;0/2570.36,1/2270.98;0/57.69,1/69.6;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/0;0/0,1/1;0/7,1/12;0/3,1/2;0/5,1/5;0/14,1/28;0/27,1/24;0/19,1/49;0/271,1/270
2820;43;52;2;2;0/2630.36,1/2320.98;0/58.13,1/69.96;0/2820,1/2820;0/2820,1/2820;0/0,1/1;0/1,1/0;0/0,1/1;0/11,1/10;0/3,1/2;0/5,1/5;0/14,1/29;0/28,1/24;0/19,1/50;0/277,1/276
2880;43;53;2;2;0/2690.36,1/2380.98;0/58.58,1/70.27;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/0;0/0,1/1;0/15,1/12;0/3,1/2;0/5,1/5;0/14,1/29;0/28,1/25;0/19,1/50;0/283,1/281
2940;44;54;2;2;0/2750.36,1/2430.98;0/58.93,1/70.71;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/4,1/0;0/0,1/0;0/17,1/8;0/3,1/2;0/5,1/5;0/14,1/30;0/29,1/25;0/19,1/51;0/289,1/287
3000;44;55;2;2;0/2810.36,1/2490.98;0/59.33,1/71.02;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/0,1/0;0/0,1/0;0/14,1/7;0/3,1/2;0/5,1/5;0/14,1/30;0/29,1/26;0/19,1/51;0/295,1/293
3060;44;56;2;2;0/2870.36,1/2550.98;0/59.64,1/71.51;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/8;0/3,1/2;0/5,1/5;0/14,1/30;0/29,1/27;0/19,1/51;0/301,1/299
3120;44;58;2;2;0/2930.36,1/2610.98;0/60,1/71.96;0/3120,1/3120;0/3120,1/3120;0/0,1/0;0/3,1/0;0/0,1/0;0/15,1/10;0/3,1/2;0/5,1/5;0/14,1/30;0/30,1/28;0/19,1/51;0/306,1/305
3180;44;59;2;2;0/2990.36,1/2670.98;0/60.31,1/72.36;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/12;0/3,1/2;0/5,1/5;0/14,1/30;0/30,1/29;0/19,1/51;0/312,1/311
3240;44;59;2;2;0/3050.36,1/2730.98;0/60.71,1/72.76;0/3240,1/3240;0/3240,1/3240;0/1,1/0;0/0,1/0;0/1,1/0;0/7,1/12;0/3,1/2;0/5,1/5;0/14,1/30;0/30,1/29;0/19,1/51;0/318,1/317
3300;44;61;2;2;0/3110.36,1/2790.98;0/61.16,1/73.11;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/0,1/0;0/1,1/0;0/12,1/10;0/3,1/2;0/5,1/5;0/14,1/30;0/31,1/30;0/19,1/51;0/324,1/323
3360;45;62;2;2;0/3160.36,1/2850.98;0/61.51,1/73.51;0/3360,1/3360;0/3360,1/3360;0/1,1/8;0/0,1/0;0/4,1/12;0/9,1/13;0/3,1/2;0/5,1/5;0/15,1/30;0/32,1/30;0/20,1/51;0/330,1/329
3420;49;62;2;2;0/3193.33,1/2893.2;0/61.91,1/73.91;0/3420,1/3420;0/3420,1/3420;0/0,1/8;0/0,1/0;0/1,1/10;0/8,1/11;0/3,1/2;0/5,1/5;0/18,1/31;0/32,1/30;0/23,1/53;0/336,1/335
3480;52;64;2;2;0/3240.36,1/2920.58;0/62.31,1/74.27;0/3480,1/3480;0/3480,1/3480;0/0,1/5;0/0,1/0;0/0,1/6;0/6,1/9;0/3,1/2;0/5,1/5;0/19,1/33;0/33,1/31;0/24,1/57;0/342,1/341
3540;53;65;2;2;0/3300.36,1/2960.98;0/62.8,1/74.71;0/3540,1/3540;0/3540,1/3540;0/0,1/3;0/0,1/0;0/0,1/5;0/7,1/12;0/3,1/2;0/5,1/5;0/19,1/34;0/33,1/32;0/24,1/58;0/348,1/347
3600;55;67;2;2;0/3360.36,1/3000.98;0/63.24,1/75.07;0/3600,1/3600;0/3600,1/3600;0/0,1/1;0/0,1/0;0/0,1/3;0/11,1/8;0/3,1/2;0/5,1/5;0/19,1/36;0/34,1/33;0/24,1/60;0/354,1/353
3660;57;68;2;2;0/3420.36,1/3040.98;0/63.64,1/75.47;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/4;0/3,1/2;0/5,1/5;0/19,1/38;0/35,1/33;0/24,1/62;0/360,1/359
3720;58;70;2;2;0/3480.36,1/3090.98;0/64.04,1/83.64;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/9;0/3,1/2;0/5,1/5;0/19,1/39;0/35,1/35;0/24,1/63;0/366,1/364
3780;58;71;2;2;0/3540.36,1/3150.98;0/64.49,1/84.04;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/0,1/0;0/1,1/0;0/4,1/10;0/3,1/2;0/5,1/5;0/19,1/39;0/36,1/35;0/24,1/63;0/372,1/370
3840;59;72;2;2;0/3590.36,1/3210.98;0/80,1/84.44;0/3840,1/3840;0/3840,1/3840;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/11;0/3,1/2;0/5,1/5;0/20,1/39;0/37,1/35;0/25,1/63;0/376,1/376
3900;59;73;2;2;0/3650.36,1/3270.98;0/84.67,1/84.8;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/7;0/3,1/2;0/5,1/5;0/20,1/39;0/38,1/35;0/25,1/63;0/382,1/382
3960;59;74;2;2;0/3710.36,1/3330.98;0/85.11,1/85.29;0/3960,1/3960;0/3960,1/3960;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/6;0/3,1/2;0/5,1/5;0/20,1/39;0/39,1/35;0/25,1/63;0/388,1/388
4020;59;76;2;2;0/3770.36,1/3390.98;0/85.51,1/85.78;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/10;0/3,1/2;0/5,1/5;0/20,1/39;0/40,1/36;0/25,1/63;0/394,1/394
4080;59;78;2;2;0/3830.36,1/3450.98;0/85.91,1/86.18;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/10;0/3,1/2;0/5,1/5;0/20,1/39;0/41,1/37;0/25,1/63;0/400,1/400
4140;59;78;2;2;0/3890.36,1/3510.98;0/86.18,1/86.4;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/4;0/3,1/2;0/5,1/5;0/20,1/39;0/41,1/37;0/25,1/63;0/406,1/406
4200;59;80;2;2;0/3950.36,1/3570.98;0/86.31,1/100;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/12;0/3,1/2;0/5,1/5;0/20,1/39;0/42,1/38;0/25,1/63;0/412,1/410
4260;59;82;2;2;0/4010.36,1/3630.98;0/86.53,1/105.16;0/4260,1/4260;0/4260,1/4260;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/10;0/3,1/2;0/5,1/5;0/20,1/39;0/43,1/39;0/25,1/63;0/418,1/416
4320;61;83;2;2;0/4060.4,1/3685.78;0/86.76,1/105.24;0/4320,1/4320;0/4320,1/4320;0/2,1/19;0/0,1/0;0/4,1/24;0/10,1/6;0/3,1/2;0/5,1/5;0/21,1/40;0/44,1/39;0/26,1/64;0/424,1/422
4380;65;85;2;2;0/4086.36,1/3693.24;0/86.93,1/105.42;0/4380,1/4380;0/4380,1/4380;0/0,1/16;0/2,1/0;0/1,1/19;0/11,1/1;0/3,1/2;0/5,1/5;0/24,1/41;0/45,1/40;0/30,1/69;0/430,1/428
4440;68;87;2;2;0/4130.62,1/3716.13;0/87.02,1/136.4;0/4440,1/4440;0/4440,1/4440;0/1,1/14;0/0,1/0;0/1,1/15;0/7,1/9;0/3,1/2;0/5,1/5;0/25,1/43;0/45,1/42;0/31,1/73;0/436,1/431
4500;70;88;2;2;0/4186.76,1/3741.56;0/87.24,1/136.53;0/4500,1/4500;0/4500,1/4500;0/0,1/10;0/0,1/0;0/0,1/12;0/8,1/10;0/3,1/2;0/5,1/5;0/26,1/44;0/46,1/42;0/32,1/76;0/442,1/437
4560;72;89;2;2;0/4240.67,1/3773.11;0/87.33,1/136.71;0/4560,1/4560;0/4560,1/4560;0/0,1/8;0/0,1/0;0/0,1/10;0/2,1/10;0/3,1/2;0/5,1/5;0/26,1/46;0/46,1/43;0/32,1/79;0/448,1/443
4620;73;91;2;2;0/4300.67,1/3811.78;0/106.31,1/136.84;0/4620,1/4620;0/4620,1/4620;0/0,1/6;0/0,1/0;0/0,1/8;0/7,1/7;0/3,1/2;0/5,1/5;0/26,1/47;0/48,1/43;0/32,1/81;0/452,1/449
4680;75;92;2;2;0/4360.67,1/3851.87;0/106.49,1/137.02;0/4680,1/4680;0/4680,1/4680;0/0,1/5;0/0,1/0;0/0,1/6;0/7,1/8;0/3,1/2;0/5,1/5;0/26,1/49;0/48,1/44;0/32,1/83;0/458,1/455
4740;77;94;2;2;0/4420.67,1/3891.96;0/106.67,1/137.24;0/4740,1/4740;0/4740,1/4740;0/0,1/4;0/0,1/0;0/1,1/5;0/9,1/14;0/3,1/2;0/5,1/5;0/26,1/51;0/49,1/45;0/32,1/85;0/464,1/461
4800;80;94;2;2;0/4470.71,1/3932.04;0/106.84,1/137.38;0/4800,1/4800;0/4800,1/4800;0/0,1/2;0/0,1/0;0/0,1/3;0/9,1/14;0/3,1/2;0/5,1/5;0/27,1/53;0/49,1/45;0/33,1/87;0/470,1/467
4860;82;95;2;2;0/4530.71,1/3972.13;0/106.98,1/137.47;0/4860,1/4860;0/4860,1/4860;0/0,1/0;0/0,1/0;0/0,1/1;0/8,1/8;0/3,1/2;0/5,1/5;0/27,1/55;0/50,1/45;0/33,1/89;0/476,1/473
4920;83;97;2;2;0/4590.71,1/4022.18;0/107.11,1/137.6;0/4920,1/4920;0/4920,1/4920;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/12;0/3,1/2;0/5,1/5;0/27,1/56;0/51,1/46;0/33,1/90;0/482,1/479
4980;84;99;2;2;0/4650.71,1/4072.22;0/107.29,1/144.67;0/4980,1/4980;0/4980,1/4980;0/0,1/0;0/0,1/1;0/0,1/0;0/12,1/10;0/3,1/2;0/5,1/5;0/27,1/57;0/52,1/47;0/33,1/91;0/488,1/484
5040;84;99;2;2;0/4710.71,1/4132.22;0/107.38,1/144.76;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/4;0/3,1/2;0/5,1/5;0/27,1/57;0/52,1/47;0/33,1/91;0/494,1/490
5100;84;102;2;2;0/4770.71,1/4192.22;0/107.51,1/144.98;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/0,1/0;0/1,1/0;0/7,1/10;0/3,1/2;0/5,1/5;0/27,1/57;0/53,1/49;0/33,1/91;0/500,1/496
5160;85;103;2;2;0/4820.76,1/4252.22;0/107.73,1/145.07;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/8;0/3,1/2;0/5,1/5;0/28,1/57;0/54,1/49;0/34,1/91;0/506,1/502
5220;85;105;2;2;0/4880.76,1/4312.22;0/110,1/145.24;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/9;0/3,1/2;0/5,1/5;0/28,1/57;0/55,1/50;0/34,1/91;0/511,1/508
5280;85;106;2;2;0/4940.76,1/4372.22;0/110.13,1/145.42;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/11;0/3,1/2;0/5,1/5;0/28,1/57;0/55,1/51;0/34,1/91;0/517,1/514
5340;85;107;2;2;0/5000.76,1/4432.22;0/110.36,1/145.6;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/13;0/3,1/2;0/5,1/5;0/28,1/57;0/56,1/51;0/34,1/91;0/523,1/520
5400;85;108;2;2;0/5060.76,1/4492.22;0/110.53,1/145.64;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/8;0/3,1/2;0/5,1/5;0/28,1/57;0/57,1/51;0/34,1/91;0/529,1/526
5459.96;85;110;2;2;0/5120.71,1/4552.18;0/110.71,1/145.82;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/9;0/3,1/2;0/5,1/5;0/28,1/57;0/58,1/52;0/34,1/91;0/535,1/532
5519.96;88;111;2;2;0/5169.2,1/4601.82;0/110.89,1/145.96;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/1,1/6;0/0,1/0;0/5,1/6;0/11,1/9;0/3,1/2;0/5,1/5;0/29,1/59;0/59,1/52;0/36,1/93;0/541,1/538
5579.96;91;113;2;2;0/5180.98,1/4647.07;0/111.02,1/146.09;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/4;0/0,1/0;0/1,1/5;0/6,1/14;0/3,1/2;0/5,1/5;0/31,1/60;0/60,1/53;0/40,1/94;0/547,1/544
5639.96;94;113;2;2;0/5231.02,1/4692.04;0/111.16,1/146.27;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/0,1/2;0/0,1/0;0/0,1/3;0/6,1/11;0/3,1/2;0/5,1/5;0/32,1/62;0/60,1/53;0/41,1/96;0/553,1/550
5699.96;96;116;2;2;0/5291.02,1/4731.42;0/111.33,1/146.36;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/0;0/1,1/0;0/0,1/1;0/8,1/13;0/3,1/2;0/5,1/5;0/32,1/64;0/62,1/54;0/41,1/98;0/559,1/556
