decision,time,solved,pendingOrders,stationsWithCap,podsInModel,xps,children,fastPath,units,sumUs,objective,solveSec,partialOrders,partialOnlyNewTrips,odCount,odFired,sunkOrdersStar,sunkItemsStar,sunkUnitsFinal,newTripsFinal,solve1Sec,solve2Sec,icWhole,icPackOcc,icPackBudget,icProcUnits,icEpSum,icShortfall,icSgOpen,icGateForegone
531,4176.22222221498,1,100,2,85,4,1,3,10,2,-260.954166666667,0.1450846,0,0,1,0,0,0,0,1,0,0.1450846,0,40,-1,0,0,0,1,0
532,4176.26666665942,1,100,1,86,2,2,0,2,0,-58.0444444444445,0.0020001,2,0,1,0,0,0,2,0,0,0.0020001,0,40,-1,0,0,0,0,0
533,4176.4444444372,1,100,1,84,2,1,0,2,0,-24.1481481481481,0.0030039,1,0,1,0,0,0,2,0,0,0.0030039,0,42,-1,0,0,0,1,0
534,4186.26666665948,1,100,1,83,2,0,1,3,0,-72.24,0.0784889,0,0,1,0,0,0,0,1,0,0.0784889,0,43,-1,0,0,0,1,0
535,4186.4888888817,1,100,1,78,1,0,0,0,1,0,0.0010006,0,0,1,0,0,0,0,0,0,0.0010006,0,43,-1,0,0,0,0,0
536,4206.31111110404,1,100,2,80,4,2,0,3,0,-96.1656822344322,0.0656131,0,0,1,0,0,0,1,1,0,0.0656131,0,42,-1,0,0,0,2,0
537,4216.35555554855,1,100,1,75,2,1,0,1,0,-27.1304347826087,0.0029695,1,0,1,0,0,0,1,0,0,0.0029695,0,43,-1,0,0,0,1,0
538,4225.06666665971,1,100,1,75,2,0,1,1,0,-67.0078125,0.0010008,0,0,1,0,0,0,1,0,0,0.0010008,0,44,-1,0,0,0,1,0
539,4226.39999999305,1,100,1,70,2,1,0,1,0,-29.1136363636364,0.0020001,1,0,1,0,0,0,1,0,0,0.0020001,0,44,-1,0,0,0,0,0
540,4236.44444443755,1,100,1,70,2,0,0,0,1,0,0.001,0,0,1,0,0,0,0,0,0,0.001,0,45,-1,0,0,0,0,0
541,4236.488888882,1,100,1,70,2,0,0,0,1,0,0.0019933,0,0,1,0,0,0,0,0,0,0.0019933,0,45,-1,0,0,0,0,0
542,4246.48888888206,1,100,1,69,2,0,2,3,0,-125.75,0.1760968,0,0,1,0,0,0,0,1,0,0.1760968,0,45,-1,0,0,0,1,0
543,4255.11111110433,1,100,1,77,2,1,0,1,0,-29.0045045045045,0.0020029,1,0,1,0,0,0,1,0,0,0.0020029,0,44,-1,0,0,0,0,0
544,4276.53333332668,1,100,1,73,2,1,0,2,0,-28.2857142857143,0.0029984,1,0,1,0,0,0,2,0,0,0.0029984,0,45,-1,0,0,0,0,0
545,4285.15555554895,1,100,1,70,2,0,0,0,1,0,0.0010055,0,0,1,0,0,0,0,0,0,0.0010055,0,46,-1,0,0,0,0,0
546,4286.57777777118,1,100,2,72,4,1,0,1,1,-0.0952380952380952,0.0020001,1,0,1,0,0,0,1,0,0,0.0020001,0,46,-1,1,0,0,0,0
547,4296.62222221569,1,100,2,72,4,0,0,0,2,0,0.0019999,0,0,1,0,0,0,0,0,0,0.0019999,0,47,-1,0,0,0,0,0
548,4301.28888888238,1,100,2,72,4,0,0,0,2,0,0.0020002,0,0,1,0,0,0,0,0,0,0.0020002,0,47,-1,0,0,0,0,0
549,4305.19999999352,1,100,2,72,4,0,0,0,3,0,0.0020002,0,0,1,0,0,0,0,0,0,0.0020002,0,47,-1,0,0,0,0,0
550,4306.66666666019,1,100,2,72,4,0,0,0,4,0,0.0019997,0,0,1,0,0,0,0,0,0,0.0019997,0,47,-1,0,0,0,0,0
551,4306.71111110464,1,100,2,72,4,0,0,0,4,0,0.0019998,0,0,1,0,0,0,0,0,0,0.0019998,0,47,-1,0,0,0,0,0
552,4314.79999999357,1,100,2,71,3,0,0,0,4,0,0.0020355,0,0,1,0,0,0,0,0,0,0.0020355,0,47,-1,0,0,0,0,0
553,4315.24444443802,1,100,2,71,4,1,1,3,2,-123.529411764706,0.0745984,0,0,1,0,0,0,0,1,0,0.0745984,0,47,-1,0,0,0,1,0
554,4315.28888888247,1,100,1,77,2,0,1,2,1,-68.0181818181818,0.0020017,0,0,1,0,0,0,2,0,0,0.0020017,0,47,-1,0,0,0,0,0
555,4315.33333332691,1,100,1,73,2,0,0,0,1,0,0.0019661,0,0,1,0,0,0,0,0,0,0.0019661,0,47,-1,0,0,0,0,0
556,4316.7111111047,1,100,2,75,4,1,0,3,1,-21.3214285714286,0.0020033,1,0,1,0,0,0,3,0,0,0.0020033,0,47,-1,0,0,0,1,0
557,4321.86666666028,1,100,1,72,1,0,0,0,1,0,0.0010027,0,0,1,0,0,0,0,0,0,0.0010027,0,47,-1,0,0,0,0,0
558,4324.79999999363,1,100,1,72,2,0,1,1,0,-58.0178571428571,0.1381348,0,0,1,0,0,0,0,1,0,0.1381348,0,47,-1,0,0,0,1,0
559,4325.24444443808,1,100,1,71,2,0,0,0,1,0,0.0019987,0,0,1,0,0,0,0,0,0,0.0019987,0,47,-1,0,0,0,1,0
560,4326.7555555492,1,100,2,73,4,0,0,0,2,0,0.0019682,0,0,1,0,0,0,0,0,0,0.0019682,0,47,-1,0,0,0,2,0
561,4334.79999999369,1,100,2,73,4,0,0,0,2,0,0.0019694,0,0,1,0,0,0,0,0,0,0.0019694,0,47,-1,0,0,0,2,0
562,4336.17777777148,1,100,2,73,4,0,0,0,2,0,0.0019996,0,0,1,0,0,0,0,0,0,0.0019996,0,47,-1,0,0,0,2,0
563,4345.28888888264,1,100,2,73,4,0,0,0,3,0,0.0019998,0,0,1,0,0,0,0,0,0,0.0019998,0,46,-1,0,0,0,1,0
564,4346.79999999376,1,100,2,73,4,0,0,0,4,0,0.0020283,0,0,1,0,0,0,0,0,0,0.0020283,0,46,-1,0,0,0,0,0
565,4352.04444443824,1,100,2,74,4,0,0,0,4,0,0.0029986,0,0,1,0,0,0,0,0,0,0.0029986,0,46,-1,0,0,0,0,0
566,4355.33333332715,1,100,2,74,4,0,0,0,5,0,0.0019984,0,0,1,0,0,0,0,0,0,0.0019984,0,46,-1,0,0,0,0,0
567,4356.84444443827,1,100,2,74,4,0,0,0,5,0,0.0020006,0,0,1,0,0,0,0,0,0,0.0020006,0,46,-1,0,0,0,0,0
568,4362.0444444383,1,100,2,74,3,0,0,0,5,0,0.0019977,0,0,1,0,0,0,0,0,0,0.0019977,0,46,-1,0,0,0,0,0
569,4365.37777777165,1,100,2,75,4,1,1,3,4,-124.267361111111,0.1600235,0,0,1,0,0,0,0,1,0,0.1600235,0,46,-1,0,0,0,1,0
570,4365.4222222161,1,100,1,73,2,0,0,0,4,0,0.0020008,0,0,1,0,0,0,0,0,0,0.0020008,0,46,-1,0,0,0,0,0
571,4365.8222222161,1,100,1,73,2,0,0,0,4,0,0.0010005,0,0,1,0,0,0,0,0,0,0.0010005,0,46,-1,0,0,0,0,0
572,4366.84444443833,1,100,2,75,4,1,0,1,4,-67.0882352941177,0.0029888,0,0,1,0,0,0,1,0,0,0.0029888,0,46,-1,0,0,0,1,0
573,4366.88888888277,1,100,1,75,2,0,0,0,4,0,0.0009706,0,0,1,0,0,0,0,0,0,0.0009706,0,46,-1,0,0,0,0,0
574,4372.04444443836,1,100,1,75,2,0,0,0,4,0,0.0010289,0,0,1,0,0,0,0,0,0,0.0010289,0,46,-1,0,0,0,0,0
575,4375.42222221615,1,100,1,75,2,0,0,0,4,0,0.0010014,0,0,1,0,0,0,0,0,0,0.0010014,0,46,-1,0,0,0,0,0
576,4375.82222221616,1,100,1,75,2,0,0,0,4,0,0.0019996,0,0,1,0,0,0,0,0,0,0.0019996,0,46,-1,0,0,0,0,0
577,4376.88888888283,1,100,2,77,4,1,0,3,4,-24.188995215311,0.0040005,1,0,1,0,0,0,3,0,0,0.0040005,0,45,-1,1,0,0,1,0
578,4385.42222221621,1,100,1,73,2,0,5,10,0,-328.0625,0.1305812,0,0,1,0,0,0,0,1,0,0.1305812,0,46,-1,0,0,0,1,0
579,4395.46666666072,1,100,1,75,1,1,0,1,0,-67.25,0.0019991,0,0,1,0,0,0,1,0,0,0.0019991,0,46,-1,0,0,0,0,0
580,4396.93333332739,1,100,1,79,2,0,1,1,0,-70.0232558139535,0.0019994,0,0,1,0,0,0,1,0,0,0.0019994,0,46,-1,1,0,0,1,0
581,4426.97777777201,1,99,1,79,2,1,0,1,0,-30.0119047619048,0.0029999,1,0,1,0,0,0,1,0,0,0.0029999,0,46,-1,1,0,0,0,0
582,4447.02222221658,1,99,1,77,2,1,0,2,0,-28.125,0.0040012,1,0,1,0,0,0,2,0,0,0.0040012,0,47,-1,0,0,0,0,0
583,4457.06666666108,1,99,1,77,2,1,0,4,0,-89.1925,0.0519967,0,0,1,0,0,0,3,1,0,0.0519967,0,47,-1,3,0,0,1,0
584,4466.39999999447,1,99,1,78,2,0,1,3,0,-83.0985507246377,0.0329723,0,0,1,0,0,0,0,1,0,0.0329723,0,47,-1,0,0,0,1,0
585,4467.11111110559,1,99,1,79,2,0,1,1,0,-67.0128205128205,0.0010008,0,0,1,0,0,0,1,0,0,0.0010008,0,46,-1,0,0,0,1,0
586,4476.44444443897,1,100,1,79,2,1,0,2,0,-64.0514705882353,0.0040268,0,0,1,0,0,0,2,0,0,0.0040268,0,46,-1,0,0,0,1,0
587,4487.15555555015,1,100,1,79,2,0,0,0,1,0,0.0020042,0,0,1,0,0,0,0,0,0,0.0020042,0,46,-1,0,0,0,0,0
588,4496.13333332798,1,100,1,79,2,0,0,0,1,0,0.0020003,0,0,1,0,0,0,0,0,0,0.0020003,0,46,-1,0,0,0,0,0
589,4496.48888888354,1,100,2,81,4,0,1,2,1,-68.0373134328358,0.0039975,0,0,1,0,0,0,2,0,0,0.0039975,0,46,-1,0,0,0,0,0
590,4496.53333332798,1,100,1,82,2,0,0,0,1,0,0.0019941,0,0,1,0,0,0,0,0,0,0.0019941,0,46,-1,0,0,0,0,0
591,4497.19999999465,1,100,1,82,2,0,0,0,2,0,0.0020003,0,0,1,0,0,0,0,0,0,0.0020003,0,45,-1,0,0,0,0,0
592,4508.53333332805,1,100,1,82,2,0,0,0,2,0,0.001999,0,0,1,0,0,0,0,0,0,0.001999,0,45,-1,0,0,0,0,0
593,4516.5333333281,1,100,2,85,4,1,0,1,2,-30.2222222222222,0.0029996,1,0,1,0,0,0,1,0,0,0.0029996,0,45,-1,1,0,0,0,0
594,4517.24444443921,1,100,1,83,2,0,0,0,3,0,0.0019693,0,0,1,0,0,0,0,0,0,0.0019693,0,46,-1,0,0,0,0,0
595,4518.53333332811,1,100,1,83,2,0,0,0,3,0,0.0020003,0,0,1,0,0,0,0,0,0,0.0020003,0,46,-1,0,0,0,0,0
596,4526.5777777726,1,100,2,86,4,1,0,1,3,-29.0104895104895,0.0040002,1,0,1,0,0,0,1,0,0,0.0040002,0,46,-1,0,0,0,0,0
597,4536.62222221711,1,100,2,86,4,1,0,2,3,-28.0140845070423,0.0030001,1,0,1,0,0,0,2,0,0,0.0030001,0,45,-1,0,0,0,0,0
598,4536.66666666155,1,100,1,81,2,0,0,0,3,0,0.0020125,0,0,1,0,0,0,0,0,0,0.0020125,0,45,-1,0,0,0,0,0
599,4537.28888888378,1,100,1,81,2,0,0,0,4,0,0.0009977,0,0,1,0,0,0,0,0,0,0.0009977,0,45,-1,0,0,0,0,0
600,4546.66666666161,1,100,2,82,4,1,0,2,4,-57.6666666666667,0.0825394,0,0,1,0,0,0,0,1,0,0.0825394,0,45,-1,0,0,0,1,0
601,4546.71111110606,1,99,1,81,2,0,0,0,4,0,0.001,0,0,1,0,0,0,0,0,0,0.001,0,45,-1,0,0,0,0,0
602,4551.46666666164,1,99,1,81,2,0,0,0,4,0,0.0020295,0,0,1,0,0,0,0,0,0,0.0020295,0,45,-1,0,0,0,0,0
603,4557.33333332834,1,99,1,81,2,0,0,0,4,0,0.0020008,0,0,1,0,0,0,0,0,0,0.0020008,0,45,-1,0,0,0,0,0
604,4561.4666666617,1,99,1,80,1,0,0,0,4,0,0.0019699,0,0,1,0,0,0,0,0,0,0.0019699,0,45,-1,0,0,0,0,0
605,4576.71111110623,1,100,2,82,4,2,3,8,0,-335.582700148258,0.1191524,0,0,0,0,0,0,1,1,0,0.1191524,0,45,-1,0,0,0,1,0
606,4577.33333332846,1,99,1,80,2,1,0,1,0,-27.125,0.0020001,1,0,1,0,0,0,1,0,0,0.0020001,0,44,-1,0,0,0,1,0
607,4587.37777777296,1,99,1,80,1,1,0,1,0,-27.1,0.0009981,1,0,1,0,0,0,1,0,0,0.0009981,0,44,-1,0,0,0,0,0
608,4596.7555555508,1,100,1,81,2,1,0,1,0,-69.3,0.0029998,0,0,0,0,0,0,1,0,0,0.0029998,0,43,-1,0,0,0,0,0
609,4616.79999999536,1,100,1,82,2,1,0,1,0,-69.2857142857143,0.002972,0,0,0,0,0,0,1,0,0,0.002972,0,43,-1,0,0,0,0,0
610,4626.84444443986,1,100,1,83,2,0,1,1,0,-69.2692307692308,0.002029,0,0,0,0,0,0,1,0,0,0.002029,0,43,-1,0,0,0,0,0
611,4636.31111110659,1,99,1,82,2,0,1,3,0,-80.3095238095238,0.0409708,0,0,0,0,0,0,2,1,0,0.0409708,0,42,-1,2,0,0,1,0
612,4646.35555555109,1,99,1,81,2,0,1,1,0,-67.4444444444444,0.0039702,0,0,0,0,0,0,1,0,0,0.0039702,0,42,-1,0,0,0,1,0
613,4646.88888888443,1,98,1,80,2,0,1,3,0,-82.2295864262991,0.0496206,0,0,0,0,0,0,0,1,0,0.0496206,0,42,-1,0,0,0,1,0
614,4666.39999999565,1,99,1,82,2,1,0,1,0,-67.2142857142857,0.0030029,0,0,0,0,0,0,1,0,0,0.0030029,0,41,-1,0,0,0,1,0
615,4666.93333332899,1,99,1,83,2,0,1,1,0,-70.25,0.0039984,0,0,0,0,0,0,1,0,0,0.0039984,0,40,-1,1,0,0,1,0
616,4676.44444444016,1,100,1,85,2,0,1,1,0,-69.1363636363636,0.0029982,0,0,0,0,0,0,1,0,0,0.0029982,0,40,-1,0,0,0,0,0
617,4676.97777777349,1,99,1,86,2,0,1,2,0,-68.1515151515152,0.0030001,0,0,0,0,0,0,2,0,0,0.0030001,0,40,-1,0,0,0,0,0
618,4686.48888888466,1,100,1,86,2,1,0,2,0,-68.3333333333333,0.0040011,0,0,0,0,0,0,2,0,0,0.0040011,0,40,-1,0,0,0,0,0
619,4687.022222218,1,100,1,86,2,1,0,2,0,-68.1363636363636,0.0039997,0,0,0,0,0,0,2,0,0,0.0039997,0,39,-1,0,0,0,0,0
620,4696.53333332916,1,100,1,88,2,1,0,2,0,-28.4,0.0030292,1,0,0,0,0,0,2,0,0,0.0030292,0,39,-1,0,0,0,0,0
621,4697.0666666625,1,100,1,88,2,0,1,2,0,-68.0967741935484,0.0029993,0,0,0,0,0,0,2,0,0,0.0029993,0,39,-1,0,0,0,0,0
622,4707.111111107,1,100,1,89,2,1,0,1,0,-30.0208333333333,0.0025709,1,0,0,0,0,0,1,0,0,0.0025709,0,39,-1,1,0,0,0,0
623,4717.15555555151,1,100,1,89,2,1,0,1,0,-29.025,0.0020041,1,0,0,0,0,0,1,0,0,0.0020041,0,40,-1,0,0,0,0,0
624,4726.57777777379,1,100,1,88,2,0,1,2,0,-57.5,0.0770049,0,0,0,0,0,0,0,1,0,0.0770049,0,41,-1,0,0,0,1,0
625,4727.19999999601,1,100,1,87,2,0,1,6,0,-87.5431818181818,0.0691196,0,0,0,0,0,0,3,1,0,0.0691196,0,41,-1,3,0,0,1,0
626,4736.62222221829,1,100,1,88,2,1,0,2,0,-70.25,0.0039682,0,0,0,0,0,0,2,0,0,0.0039682,0,41,-1,2,0,0,1,0
627,4746.66666666279,1,100,1,88,2,1,0,1,0,-67.21875,0.0019998,0,0,0,0,0,0,1,0,0,0.0019998,0,40,-1,0,0,0,1,0
628,4756.7111111073,1,100,1,89,2,0,1,2,0,-68.0344827586207,0.0039651,0,0,0,0,0,0,2,0,0,0.0039651,0,40,-1,0,0,0,0,0
629,4757.24444444063,1,100,1,89,2,1,0,2,0,-30.2631578947368,0.003001,1,0,0,0,0,0,2,0,0,0.003001,0,40,-1,2,0,0,0,0
630,4776.75555555186,1,100,1,89,2,0,1,2,0,-68.5333333333333,0.0030024,0,0,0,0,0,0,2,0,0,0.0030024,0,40,-1,0,0,0,0,0
631,4777.2888888852,1,100,1,89,2,1,0,3,0,-30.1216216216216,0.0020009,1,0,0,0,0,0,3,0,0,0.0020009,0,40,-1,3,0,0,0,0
632,4796.79999999642,1,100,1,89,2,1,0,1,0,-29.2307692307692,0.0015413,1,0,0,0,0,0,1,0,0,0.0015413,0,41,-1,0,0,0,0,0
633,4797.33333332976,1,100,1,89,2,1,0,1,0,-30.0172413793103,0.0019692,1,0,0,0,0,0,1,0,0,0.0019692,0,41,-1,1,0,0,0,0
634,4816.84444444099,1,100,1,86,2,0,1,5,0,-55.3235294117647,0.084005,0,0,0,0,0,0,0,1,0,0.084005,0,41,-1,0,0,0,1,0
635,4817.37777777432,1,99,1,86,2,0,0,0,1,0,0.0010033,0,0,0,0,0,0,0,0,0,0.0010033,0,41,-1,0,0,0,0,0
636,4820.62222221879,1,100,1,87,2,0,0,0,1,0,0.0020005,0,0,0,0,0,0,0,0,0,0.0020005,0,41,-1,0,0,0,0,0
637,4827.42222221883,1,100,1,87,2,0,0,0,2,0,0.0010001,0,0,1,0,0,0,0,0,0,0.0010001,0,41,-1,0,0,0,0,0
638,4836.88888888555,1,100,2,89,4,0,0,0,3,0,0.0030005,0,0,1,0,0,0,0,0,0,0.0030005,0,41,-1,0,0,0,1,0
639,4846.93333333005,1,100,2,90,4,0,0,0,4,0,0.0025329,0,0,1,0,0,0,0,0,0,0.0025329,0,40,-1,0,0,0,0,0
640,4847.64444444117,1,100,2,90,4,0,0,0,4,0,0.0030379,0,0,1,0,0,0,0,0,0,0.0030379,0,40,-1,0,0,0,0,0
641,4866.97777777462,1,100,2,89,4,0,0,0,5,0,0.0019975,0,0,1,0,0,0,0,0,0,0.0019975,0,40,-1,0,0,0,0,0
642,4877.46666666357,1,100,2,90,4,0,0,0,6,0,0.0019997,0,0,1,0,0,0,0,0,0,0.0019997,0,40,-1,0,0,0,0,0
643,4882.84444444138,1,100,2,90,4,0,0,0,6,0,0.0020006,0,0,1,0,0,0,0,0,0,0.0020006,0,40,-1,0,0,0,0,0
644,4887.02222221918,1,100,2,90,4,0,0,0,7,0,0.0030021,0,0,1,0,0,0,0,0,0,0.0030021,0,40,-1,0,0,0,0,0
645,4887.06666666362,1,100,2,90,4,0,0,0,7,0,0.0030006,0,0,1,0,0,0,0,0,0,0.0030006,0,40,-1,0,0,0,0,0
646,4897.06666666368,1,100,2,89,4,3,2,8,3,-333.833333333333,0.1280365,0,0,1,0,0,0,0,1,0,0.1280365,0,40,-1,0,0,0,1,0
647,4897.11111110813,1,100,1,87,2,0,0,0,3,0,0.0020018,0,0,1,0,0,0,0,0,0,0.0020018,0,40,-1,0,0,0,0,0
648,4907.51111110819,1,100,1,87,2,0,0,0,4,0,0.0020066,0,0,1,0,0,0,0,0,0,0.0020066,0,40,-1,0,0,0,0,0
649,4907.55555555263,1,100,1,87,2,0,0,0,4,0,0.0020009,0,0,1,0,0,0,0,0,0,0.0020009,0,40,-1,0,0,0,0,0
650,4917.55555555269,1,100,1,87,2,2,3,10,0,-338.660714285714,0.1354882,0,0,1,0,0,0,0,1,0,0.1354882,0,40,-1,0,0,0,1,0
651,4947.11111110842,1,100,1,88,2,0,1,4,0,-82.5422413793104,0.0740088,0,0,1,0,0,0,3,1,0,0.0740088,0,40,-1,3,0,0,1,0
652,4947.59999999731,1,100,1,85,1,0,0,0,1,0,0.001,0,0,1,0,0,0,0,0,0,0.001,0,40,-1,0,0,0,0,0
653,4957.15555555293,1,100,2,88,4,1,1,2,0,-129.154462602137,0.3135507,0,0,1,0,0,0,1,1,0,0.3135507,0,40,-1,1,0,0,2,0
654,4964.57777777519,1,100,1,88,2,1,0,1,0,-27.0151515151515,0.0020029,1,0,1,0,0,0,1,0,0,0.0020029,0,39,-1,0,0,0,1,0
655,4967.19999999743,1,100,1,88,2,1,0,1,0,-27.125,0.0019991,1,0,1,0,0,0,1,0,0,0.0019991,0,39,-1,0,0,0,1,0
656,4974.6222222197,1,100,1,88,2,1,0,1,0,-27.0076923076923,0.0020091,1,0,1,0,0,0,1,0,0,0.0020091,0,40,-1,0,0,0,1,0
657,4977.24444444193,1,100,1,85,2,1,0,2,0,-28.0714285714286,0.0019666,1,0,1,0,0,0,2,0,0,0.0019666,0,41,-1,0,0,0,0,0
658,4994.66666666426,1,100,1,84,2,0,0,0,1,0,0.0019997,0,0,1,0,0,0,0,0,0,0.0019997,0,42,-1,0,0,0,1,0
659,4997.2888888865,1,100,2,86,4,0,0,0,2,0,0.0019999,0,0,1,0,0,0,0,0,0,0.0019999,0,41,-1,0,0,0,0,0
660,5024.71111110888,1,100,2,86,4,0,0,0,3,0,0.002,0,0,1,0,0,0,0,0,0,0.002,0,40,-1,0,0,0,0,0
661,5027.33333333112,1,100,2,86,4,0,0,0,4,0,0.002,0,0,1,0,0,0,0,0,0,0.002,0,39,-1,0,0,0,0,0
662,5044.75555555344,1,100,2,86,4,0,0,0,4,0,0.0020007,0,0,1,0,0,0,0,0,0,0.0020007,0,39,-1,0,0,0,0,0
663,5054.7555555535,1,100,2,85,4,3,0,7,2,-197.278846153846,0.2246764,0,0,1,0,0,0,0,1,0,0.2246764,0,39,-1,0,0,0,1,0
664,5054.79999999795,1,100,1,86,2,0,0,0,2,0,0.0020031,0,0,1,0,0,0,0,0,0,0.0020031,0,39,-1,0,0,0,0,0
665,5057.37777777574,1,100,1,86,2,0,0,0,2,0,0.0020006,0,0,1,0,0,0,0,0,0,0.0020006,0,39,-1,0,0,0,0,0
666,5064.79999999801,1,100,2,87,4,1,2,4,0,-188.570945945946,0.3440917,0,0,1,0,0,0,1,1,0,0.3440917,0,39,-1,0,0,0,2,0
667,5067.3777777758,1,100,1,88,2,0,0,0,1,0,0.0010048,0,0,1,0,0,0,0,0,0,0.0010048,0,38,-1,0,0,0,1,0
668,5074.84444444251,1,100,2,90,4,0,1,1,1,-70.0078125,0.0030057,0,0,1,0,0,0,1,0,0,0.0030057,0,38,-1,1,0,0,2,0
669,5074.88888888696,1,100,1,87,2,0,1,1,0,-70.0064102564102,0.0019997,0,0,1,0,0,0,1,0,0,0.0019997,0,38,-1,1,0,0,1,0
670,5077.4222222203,1,100,1,85,2,0,0,0,1,0,0.0010357,0,0,1,0,0,0,0,0,0,0.0010357,0,38,-1,0,0,0,1,0
671,5084.88888888702,1,100,2,87,4,1,0,1,1,-69.0909090909091,0.001979,0,0,1,0,0,0,1,0,0,0.001979,0,38,-1,0,0,0,1,0
672,5084.93333333146,1,100,1,87,2,0,1,1,0,-70.0064935064935,0.0019999,0,0,1,0,0,0,1,0,0,0.0019999,0,38,-1,1,0,0,1,0
673,5087.46666666481,1,100,1,87,2,1,0,2,0,-30.0263157894737,0.0020049,1,0,1,0,0,0,2,0,0,0.0020049,0,38,-1,2,0,0,1,0
674,5094.93333333152,1,100,1,84,2,1,0,2,0,-80.1958333333333,0.0795268,0,0,1,0,0,0,1,1,0,0.0795268,0,39,-1,1,0,0,1,0
675,5104.97777777602,1,100,1,83,2,0,1,3,0,-61.3913043478261,0.0029996,0,0,1,0,0,0,3,0,0,0.0029996,0,38,-1,0,0,0,1,0
676,5107.51111110937,1,100,1,84,2,0,0,0,1,0,0.0009992,0,0,1,0,0,0,0,0,0,0.0009992,0,38,-1,0,0,0,0,0
677,5117.55555555387,1,100,1,84,2,0,0,0,2,0,0.0020006,0,0,1,0,0,0,0,0,0,0.0020006,0,38,-1,0,0,0,0,0
678,5127.59999999838,1,100,1,84,2,0,0,0,3,0,0.000999,0,0,1,0,0,0,0,0,0,0.000999,0,38,-1,0,0,0,0,0
679,5135.02222222064,1,100,2,86,4,1,0,1,3,-29.075,0.0030041,1,0,1,0,0,0,1,0,0,0.0030041,0,37,-1,0,0,0,0,0
680,5137.64444444288,1,100,1,84,2,0,0,0,3,0,0.0020004,0,0,1,0,0,0,0,0,0,0.0020004,0,38,-1,0,0,0,0,0
681,5147.64444444294,1,100,1,83,2,3,1,7,0,-265.152941176471,0.1581358,0,0,1,0,0,0,0,1,0,0.1581358,0,38,-1,0,0,0,1,0
682,5157.68888888745,1,100,1,88,2,0,1,1,0,-67.0357142857143,0.0025308,0,0,1,0,0,0,1,0,0,0.0025308,0,38,-1,0,0,0,1,0
683,5165.06666666527,1,100,1,88,2,0,1,1,0,-69.0138888888889,0.0020047,0,0,1,0,0,0,1,0,0,0.0020047,0,37,-1,0,0,0,0,0
684,5175.11111110977,1,100,1,89,2,1,0,2,0,-28.1052631578947,0.0010295,1,0,1,0,0,0,2,0,0,0.0010295,0,37,-1,0,0,0,0,0
685,5177.73333333201,1,100,1,87,1,0,1,2,0,-68.1428571428571,0.0029729,0,0,1,0,0,0,2,0,0,0.0029729,0,36,-1,0,0,0,0,0
686,5185.15555555427,1,100,1,88,2,0,0,0,1,0,0.0010004,0,0,1,0,0,0,0,0,0,0.0010004,0,35,-1,0,0,0,0,0
687,5185.19999999872,1,100,1,88,2,0,0,0,1,0,0.0009997,0,0,1,0,0,0,0,0,0,0.0009997,0,35,-1,0,0,0,0,0
688,5189.91111110986,1,100,2,89,3,0,1,2,1,-85.4722222222222,0.2805401,0,0,1,0,0,0,1,1,0,0.2805401,0,34,-1,1,0,0,1,0
689,5189.9555555543,1,100,1,87,1,0,0,0,1,0,0.0010004,0,0,1,0,0,0,0,0,0,0.0010004,0,34,-1,0,0,0,0,0
690,5199.95555555436,1,100,2,89,4,1,1,4,0,-136.204312668464,0.1045424,0,0,1,0,0,0,1,1,0,0.1045424,0,33,-1,0,0,0,2,0
691,5205.19999999884,1,100,1,88,2,1,0,1,0,-67.08,0.0030025,0,0,1,0,0,0,1,0,0,0.0030025,0,32,-1,0,0,0,1,0
692,5219.99999999892,1,100,1,88,2,1,0,1,0,-69.0384615384615,0.0019679,0,0,1,0,0,0,1,0,0,0.0019679,0,31,-1,0,0,0,0,0
693,5235.24444444346,1,100,1,90,2,0,1,1,0,-67.0287769784173,0.0039649,0,0,1,0,0,0,1,0,0,0.0039649,0,31,-1,0,0,0,1,0
694,5245.28888888796,1,100,1,90,2,0,1,1,0,-69.0289855072464,0.0030312,0,0,1,0,0,0,1,0,0,0.0030312,0,31,-1,0,0,0,0,0
695,5250.04444444355,1,100,1,90,2,1,0,1,0,-69.0326086956522,0.0019997,0,0,1,0,0,0,1,0,0,0.0019997,0,31,-1,0,0,0,0,0
696,5255.33333333247,1,100,1,90,2,0,1,2,0,-68.051094890511,0.0029975,0,0,1,0,0,0,2,0,0,0.0029975,0,31,-1,0,0,0,0,0
697,5260.08888888805,1,100,1,90,2,0,1,1,0,-69.0294117647059,0.0029687,0,0,1,0,0,0,1,0,0,0.0029687,0,31,-1,0,0,0,0,0
698,5275.37777777703,1,100,1,89,2,0,1,4,0,-102.639945652174,0.1004934,0,0,1,0,0,0,1,1,0,0.1004934,0,31,-1,1,0,0,1,0
699,5280.13333333261,1,100,1,89,2,1,0,1,0,-69.02,0.0020007,0,0,1,0,0,0,1,0,0,0.0020007,0,31,-1,0,0,0,0,0
700,5300.17777777718,1,100,1,89,2,0,1,3,0,-77.5444444444445,0.2885782,0,0,1,0,0,0,2,1,0,0.2885782,0,31,-1,2,0,0,1,0
701,5305.42222222165,1,99,1,88,2,0,1,1,0,-67.037037037037,0.0030019,0,0,1,0,0,0,1,0,0,0.0030019,0,31,-1,0,0,0,1,0
702,5310.22222222168,1,100,1,89,2,0,1,1,0,-70.0102040816327,0.0029996,0,0,1,0,0,0,1,0,0,0.0029996,0,30,-1,1,0,0,1,0
