#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;91.23;4.1;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/4.01,RP/0
60;102.32;4.46;PP/0.08,TA/0.03,IS/0.01,PS/0.01,RB/0.01,OB/4.11,RP/0
119.96;111.81;5.01;PP/0.08,TA/0.04,IS/0.01,PS/0.01,RB/0.01,OB/4.63,RP/0
179.96;120.66;5.54;PP/0.09,TA/0.04,IS/0.01,PS/0.01,RB/0.01,OB/5.12,RP/0
239.96;147.52;6.39;PP/0.09,TA/0.04,IS/0.01,PS/0.02,RB/0.01,OB/5.92,RP/0
299.96;155.28;7;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/6.5,RP/0
360;176.14;7.92;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/7.38,RP/0
420;196.49;8.94;PP/0.09,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/8.37,RP/0
480;203.7;9.61;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/9,RP/0
540;218.17;10.3;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/9.67,RP/0
600;243.61;11.43;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/10.77,RP/0
659.96;271.18;12.12;PP/0.1,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/11.45,RP/0
719.96;283.48;12.96;PP/0.1,TA/0.06,IS/0.01,PS/0.02,RB/0.01,OB/12.25,RP/0
779.96;286.19;13.42;PP/0.1,TA/0.06,IS/0.01,PS/0.02,RB/0.01,OB/12.68,RP/0
839.96;318.54;14.38;PP/0.1,TA/0.06,IS/0.01,PS/0.02,RB/0.01,OB/13.62,RP/0
899.96;330.8;14.96;PP/0.11,TA/0.06,IS/0.01,PS/0.02,RB/0.01,OB/14.17,RP/0
959.96;343.93;15.7;PP/0.11,TA/0.07,IS/0.01,PS/0.02,RB/0.01,OB/14.86,RP/0
1019.96;352.07;16.17;PP/0.11,TA/0.07,IS/0.01,PS/0.02,RB/0.01,OB/15.31,RP/0
1079.96;356.32;16.46;PP/0.11,TA/0.07,IS/0.01,PS/0.02,RB/0.01,OB/15.58,RP/0
1139.96;370.37;17.16;PP/0.11,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/16.26,RP/0
1199.96;395.83;18.05;PP/0.12,TA/0.07,IS/0.01,PS/0.03,RB/0.01,OB/17.12,RP/0
1259.96;399.48;18.59;PP/0.13,TA/0.08,IS/0.01,PS/0.03,RB/0.01,OB/17.62,RP/0
1319.96;403.64;19.08;PP/0.13,TA/0.08,IS/0.01,PS/0.03,RB/0.01,OB/18.07,RP/0
1379.96;430.88;19.91;PP/0.13,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/18.87,RP/0
1439.96;436.15;20.43;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/19.36,RP/0
1499.96;452.04;20.85;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/19.75,RP/0
1559.96;457.55;21.32;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/20.19,RP/0
1619.96;475.89;21.74;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/20.59,RP/0
1679.96;479.66;22.19;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/21.02,RP/0
1739.96;483.57;22.48;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/21.28,RP/0
1799.96;514.51;23.36;PP/0.14,TA/0.09,IS/0.01,PS/0.04,RB/0.01,OB/22.14,RP/0
1859.96;512.59;23.65;PP/0.14,TA/0.1,IS/0.01,PS/0.04,RB/0.01,OB/22.4,RP/0
1919.96;519.65;24;PP/0.15,TA/0.1,IS/0.01,PS/0.04,RB/0.01,OB/22.72,RP/0
1979.96;529.04;24.41;PP/0.15,TA/0.1,IS/0.01,PS/0.04,RB/0.01,OB/23.1,RP/0
2039.96;551.05;25.05;PP/0.15,TA/0.1,IS/0.01,PS/0.04,RB/0.01,OB/23.72,RP/0
2099.96;551.93;25.48;PP/0.15,TA/0.1,IS/0.01,PS/0.04,RB/0.01,OB/24.12,RP/0
