0,0,-0.300239186435283
0,1,8.13618862580995
0,2,-1.4413951342956624
0,3,-1.9742521655754031
1,0,-2.0381543125073023
1,1,1.6157980966334522
1,2,4.1765559376746735
1,3,-1.5407025779764227
2,0,11.607955841095649
2,1,0
2,2,0.64017423485222569
2,3,3.112205179318936
3,0,-1.400779153769681
3,1,2.381576780543579
3,2,11.726909783708109
3,3,3.9680298090953796
4,0,-0.0032430609142835021
4,1,-1.2100491959838195
4,2,7.2243766303981962
4,3,2.98250823100926
5,0,2.0245128799331304
5,1,0
5,2,0
5,3,0
6,0,10.856920522210631
6,1,2.1489498231922108
6,2,-2.5972242953207494
6,3,7.1120690541823928
7,0,2.9200781405009058
7,1,0
7,2,6.0366345119892841
7,3,1.5387303609720955
8,0,0
8,1,0
8,2,0
8,3,0
