#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;6;12;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/14,1/11,2/15,3/15,4/15,5/10,6/7,7/13,8/14,9/10,10/14,11/9;0/0,1/0,2/0,3/0,4/0,5/0;0/14,1/11,2/15,3/15,4/15,5/10,6/7,7/13,8/14,9/10,10/14,11/9;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0
59.87;0;0;6;12;0/40.75,1/54.8,2/36.79,3/59.87,4/59.87,5/59.87;0/59.87,1/59.87,2/57.63,3/59.87,4/42.13,5/59.87,6/59.87,7/59.87,8/43.72,9/49.87,10/59.87,11/55.98;0/59.87,1/59.87,2/59.87,3/59.87,4/59.87,5/59.87;0/59.87,1/59.87,2/59.87,3/59.87,4/59.87,5/59.87,6/59.87,7/59.87,8/59.87,9/59.87,10/59.87,11/59.87;0/0,1/0,2/0,3/0,4/0,5/0;0/10,1/8,2/13,3/12,4/7,5/4,6/4,7/9,8/11,9/8,10/8,11/5;0/25,1/19,2/22,3/18,4/17,5/16;0/14,1/11,2/14,3/15,4/13,5/10,6/7,7/13,8/12,9/14,10/14,11/8;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0,3/0,4/0,5/0,6/0,7/0,8/0,9/0,10/0,11/0;0/2,1/1,2/3,3/0,4/0,5/0;0/0,1/0,2/1,3/0,4/2,5/0,6/0,7/0,8/2,9/1,10/0,11/1
119.76;0;8;6;12;0/41.47,1/55.4,2/37.43,3/68.13,4/91.35,5/73.59;0/99.76,1/109.76,2/109.76,3/89.76,4/99.76,5/99.09,6/105.72,7/119.76,8/72.63,9/61.93,10/79.13,11/79.76;0/119.76,1/119.76,2/119.76,3/119.76,4/119.76,5/119.76;0/119.76,1/119.76,2/119.76,3/119.76,4/119.76,5/119.76,6/119.76,7/119.76,8/119.76,9/119.76,10/119.76,11/119.76;0/0,1/0,2/11,3/9,4/8,5/0;0/10,1/8,2/11,3/12,4/6,5/6,6/7,7/9,8/11,9/8,10/8,11/7;0/30,1/21,2/27,3/21,4/22,5/19;0/12,1/14,2/14,3/12,4/13,5/13,6/11,7/13,8/19,9/13,10/9,11/11;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/0,1/0,2/0,3/0,4/0,5/0;0/1,1/0,2/0,3/1,4/0,5/0,6/1,7/0,8/1,9/1,10/1,11/2;0/8,1/7,2/9,3/6,4/3,5/5;0/2,1/1,2/1,3/3,4/2,5/3,6/2,7/0,8/5,9/6,10/5,11/4
179.99;6;18;6;12;0/46.71,1/60.64,2/43.6,3/73.87,4/102.96,5/79.24;0/139.99,1/137.74,2/154.7,3/149.99,4/118.93,5/99.21,6/109.99,7/139.99,8/89.99,9/79.99,10/89.99,11/135.44;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99;0/179.99,1/179.99,2/179.99,3/179.99,4/179.99,5/179.99,6/179.99,7/179.99,8/179.99,9/179.99,10/179.99,11/179.99;0/0,1/0,2/11,3/20,4/8,5/0;0/6,1/7,2/10,3/9,4/8,5/6,6/6,7/11,8/11,9/8,10/6,11/5;0/24,1/15,2/22,3/27,4/17,5/13;0/12,1/13,2/12,3/12,4/13,5/7,6/13,7/11,8/15,9/9,10/9,11/10;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/1,1/1,2/1,3/1,4/1,5/1;0/2,1/1,2/2,3/1,4/1,5/1,6/2,7/1,8/1,9/1,10/2,11/3;0/14,1/13,2/14,3/11,4/8,5/11;0/4,1/5,2/3,3/3,4/7,5/9,6/8,7/4,8/9,9/10,10/9,11/5
239.76;6;26;6;12;0/47.52,1/61.16,2/44.32,3/74.59,4/103.41,5/81.25;0/199.76,1/140.48,2/199.76,3/209.76,4/119.76,5/139.76,6/129.76,7/199.76,8/94.56,9/129.76,10/129.76,11/135.58;0/239.76,1/239.76,2/239.76,3/239.76,4/239.76,5/239.76;0/239.76,1/239.76,2/239.76,3/239.76,4/239.76,5/239.76,6/239.76,7/239.76,8/239.76,9/239.76,10/239.76,11/239.76;0/0,1/0,2/11,3/9,4/16,5/8;0/2,1/9,2/9,3/9,4/8,5/7,6/8,7/8,8/9,9/10,10/7,11/5;0/25,1/19,2/26,3/21,4/19,5/16;0/12,1/12,2/11,3/12,4/8,5/15,6/15,7/11,8/12,9/14,10/12,11/8;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/1,1/1,2/1,3/1,4/1,5/1;0/2,1/2,2/2,3/1,4/3,5/2,6/2,7/1,8/2,9/2,10/3,11/4;0/20,1/18,2/20,3/17,4/14,5/16;0/4,1/10,2/4,3/3,4/12,5/10,6/11,7/4,8/15,9/11,10/11,11/11
299.96;9;38;6;12;0/47.94,1/66.87,2/50.29,3/121.87,4/130.65,5/91.54;0/210.01,1/149.96,2/243.27,3/239.96,4/179.96,5/166.22,6/146.47,7/241.05,8/149.96,9/179.63,10/180.85,11/136.13;0/299.96,1/299.96,2/299.96,3/299.96,4/299.96,5/299.96;0/299.96,1/299.96,2/299.96,3/299.96,4/299.96,5/299.96,6/299.96,7/299.96,8/299.96,9/299.96,10/299.96,11/299.96;0/0,1/0,2/21,3/9,4/8,5/0;0/2,1/10,2/9,3/8,4/5,5/6,6/11,7/8,8/8,9/7,10/5,11/7;0/19,1/22,2/30,3/20,4/16,5/21;0/10,1/11,2/9,3/9,4/8,5/14,6/17,7/9,8/12,9/12,10/11,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/1,1/2,2/2,3/1,4/1,5/2;0/3,1/2,2/4,3/3,4/3,5/4,6/3,7/2,8/2,9/3,10/4,11/5;0/26,1/24,2/26,3/18,4/17,5/22;0/9,1/15,2/6,3/6,4/12,5/14,6/16,7/6,8/15,9/13,10/12,11/17
359.96;14;46;6;12;0/54.07,1/80.81,2/51.34,3/128.76,4/182.26,5/117.77;0/211.62,1/199.96,2/299.96,3/299.96,4/229.96,5/169.96,6/179.96,7/245.61,8/180.48,9/179.83,10/181.15,11/136.3;0/359.96,1/359.96,2/359.96,3/359.96,4/359.96,5/359.96;0/359.96,1/359.96,2/359.96,3/359.96,4/359.96,5/359.96,6/359.96,7/359.96,8/359.96,9/359.96,10/359.96,11/359.96;0/0,1/10,2/10,3/10,4/0,5/0;0/2,1/8,2/10,3/6,4/3,5/7,6/11,7/8,8/6,9/9,10/8,11/10;0/21,1/27,2/24,3/24,4/15,5/18;0/10,1/10,2/11,3/9,4/11,5/13,6/15,7/10,8/9,9/11,10/15,11/16;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/2,1/3,2/2,3/2,4/2,5/3;0/4,1/3,2/4,3/3,4/4,5/4,6/4,7/3,8/3,9/4,10/5,11/5;0/31,1/29,2/32,3/24,4/18,5/25;0/15,1/16,2/6,3/6,4/13,5/19,6/18,7/12,8/18,9/19,10/18,11/23
419.99;15;58;6;12;0/54.62,1/81.39,2/62.25,3/133.01,4/182.61,5/118.2;0/211.9,1/259.99,2/359.99,3/340.72,4/264.33,5/199.99,6/198.61,7/280.52,8/193.7,9/209.99,10/181.31,11/175.37;0/419.99,1/419.99,2/419.99,3/419.99,4/419.99,5/419.99;0/419.99,1/419.99,2/419.99,3/419.99,4/419.99,5/419.99,6/419.99,7/419.99,8/419.99,9/419.99,10/419.99,11/419.99;0/0,1/10,2/18,3/10,4/5,5/0;0/6,1/6,2/8,3/6,4/3,5/5,6/9,7/10,8/5,9/5,10/8,11/8;0/15,1/21,2/27,3/19,4/14,5/22;0/15,1/10,2/11,3/7,4/12,5/12,6/14,7/16,8/9,9/9,10/13,11/14;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/2,1/3,2/3,3/2,4/2,5/3;0/4,1/3,2/4,3/5,4/6,5/5,6/6,7/4,8/4,9/4,10/6,11/7;0/37,1/35,2/37,3/29,4/24,5/31;0/21,1/16,2/6,3/8,4/16,5/22,6/23,7/14,8/23,9/21,10/24,11/25
479.97;20;68;6;12;0/60.08,1/89.93,2/62.8,3/134.74,4/188,5/123.72;0/212.03,1/297.27,2/391.79,3/389.97,4/264.71,5/221.14,6/199.97,7/309.97,8/197.74,9/269.97,10/229.97,11/175.49;0/479.97,1/479.97,2/479.97,3/479.97,4/479.97,5/479.97;0/479.97,1/479.97,2/479.97,3/479.97,4/479.97,5/479.97,6/479.97,7/479.97,8/479.97,9/479.97,10/479.97,11/479.97;0/0,1/9,2/10,3/8,4/5,5/8;0/7,1/6,2/8,3/6,4/8,5/5,6/8,7/11,8/10,9/5,10/6,11/7;0/19,1/25,2/21,3/21,4/16,5/25;0/12,1/9,2/10,3/7,4/15,5/10,6/9,7/17,8/14,9/9,10/12,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/3,1/4,2/3,3/3,4/3,5/4;0/5,1/5,2/6,3/5,4/6,5/7,6/7,7/4,8/5,9/4,10/6,11/8;0/43,1/40,2/43,3/35,4/30,5/36;0/27,1/19,2/9,3/9,4/22,5/26,6/28,7/17,8/29,9/21,10/25,11/31
539.96;21;76;6;12;0/65.24,1/90.46,2/83.76,3/163.38,4/211.31,5/124.15;0/212.45,1/319.96,2/429.96,3/439.96,4/276.96,5/229.96,6/259.96,7/342.36,8/209.96,9/286.63,10/249.96,11/187.01;0/539.96,1/539.96,2/539.96,3/539.96,4/539.96,5/539.96;0/539.96,1/539.96,2/539.96,3/539.96,4/539.96,5/539.96,6/539.96,7/539.96,8/539.96,9/539.96,10/539.96,11/539.96;0/11,1/0,2/17,3/8,4/5,5/0;0/12,1/6,2/6,3/8,4/6,5/6,6/5,7/10,8/11,9/12,10/6,11/11;0/25,1/19,2/25,3/18,4/13,5/19;0/18,1/13,2/12,3/9,4/15,5/10,6/9,7/14,8/13,9/17,10/10,11/12;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/4,1/4,2/3,3/3,4/3,5/4;0/6,1/5,2/6,3/6,4/7,5/7,6/7,7/5,8/5,9/6,10/7,11/9;0/48,1/46,2/46,3/38,4/33,5/42;0/33,1/22,2/11,3/10,4/27,5/31,6/28,7/20,8/33,9/26,10/29,11/36
599.96;27;85;6;12;0/71.01,1/98.62,2/104.87,3/195.4,4/222.82,5/128.93;0/239.37,1/358.61,2/447.65,3/499.96,4/277.05,5/270.28,6/307.82,7/369.96,8/269.96,9/289.96,10/269.96,11/239.96;0/599.96,1/599.96,2/599.96,3/599.96,4/599.96,5/599.96;0/599.96,1/599.96,2/599.96,3/599.96,4/599.96,5/599.96,6/599.96,7/599.96,8/599.96,9/599.96,10/599.96,11/599.96;0/9,1/9,2/7,3/7,4/5,5/0;0/8,1/5,2/6,3/6,4/4,5/2,6/5,7/10,8/8,9/10,10/5,11/5;0/28,1/23,2/21,3/22,4/16,5/20;0/14,1/14,2/7,3/9,4/9,5/8,6/10,7/11,8/13,9/12,10/10,11/17;0/3,1/3,2/2,3/2,4/2,5/3;0/3,1/2,2/2,3/2,4/3,5/3,6/3,7/2,8/2,9/2,10/3,11/3;0/5,1/5,2/4,3/4,4/4,5/5;0/7,1/6,2/7,3/6,4/8,5/8,6/9,7/5,8/5,9/6,10/9,11/9;0/54,1/51,2/50,3/41,4/38,5/48;0/37,1/25,2/16,3/10,4/33,5/33,6/30,7/23,8/33,9/31,10/33,11/36
