>>> Bots
Bot0:
DistanceTraveled: 21226.5908225489
DistanceEstimated: 20048
NumberOfPickups: 141
NumberOfSetdowns: 140
NumCollisions: 0
TotalTimeMoving: 17318.6669100908
None: 0.42
ParkPod: 7570.07355053923
RepositionPod: 0
Insert: 0
Extract: 20729.0420622738
Rest: 371.438708498918
PickupPod: 314.862360023118
SetdownPod: 312.594228090406
GetItems: 0
PutItems: 5574.62030957778
Rest: 233.159126536107
Move: 22235.7382970846
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 141
SetdownPod_Count: 140
GetItems_Count: 0
PutItems_Count: 140
Rest_Count: 41
Move_Count: 429
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 20506.3805411729
DistanceEstimated: 19217
NumberOfPickups: 139
NumberOfSetdowns: 138
NumCollisions: 0
TotalTimeMoving: 16845.204898449
None: 0.42
ParkPod: 7462.57355054031
RepositionPod: 0
Insert: 5040.44282093535
Extract: 15811.7724529617
Rest: 363.407618966449
PickupPod: 310.381147075896
SetdownPod: 308.076233674132
GetItems: 2166.98759738791
PutItems: 3958.58155101267
Rest: 268.831616600486
Move: 21665.7582976527
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 139
SetdownPod_Count: 138
GetItems_Count: 34
PutItems_Count: 105
Rest_Count: 48
Move_Count: 423
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 22206.2225513275
DistanceEstimated: 20958
NumberOfPickups: 154
NumberOfSetdowns: 154
NumCollisions: 0
TotalTimeMoving: 18142.3815610917
None: 0.42
ParkPod: 8077.79580243326
RepositionPod: 0
Insert: 0
Extract: 20596.5358895504
Rest: 0
PickupPod: 343.901811376033
SetdownPod: 343.759992807685
GetItems: 0
PutItems: 5680.4391846487
Rest: 31.5564140635422
Move: 22275.0942890877
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 154
SetdownPod_Count: 154
GetItems_Count: 0
PutItems_Count: 154
Rest_Count: 0
Move_Count: 463
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
