Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;505;0;82;61.3346477841965;459.513063036186;30.0728715691966;150.515461764143;6.15853658536585;23786.3975539469;28800
InputStation1;23.50;0.50;545;0;87;62.5582241118242;387.588229975581;20.3839826802987;110.352683986365;6.26436781609195;23388.7690045425;28800
InputStation2;33.50;0.50;418;0;66;63.1341865618154;417.894560819879;30.0762049025225;130.483982680302;6.33333333333333;24651.37839116;28800
InputStation3;43.50;0.50;405;0;65;62.0838836704127;377.157069521531;30.0916666666672;110.433520916159;6.23076923076923;24777.2606709258;28800
InputStation4;53.50;0.50;401;0;66;60.3949795599334;308.355966252184;20.0888888888894;100.408888888889;6.07575757575758;24819.2396464129;28800
InputStation5;63.50;0.50;534;0;87;61.0408380176303;286.501377569796;30.1083333333318;110.480180389905;6.13793103448276;23499.7394087632;28800
OutputStation0;81.50;11.50;2288;1566;504;46.7812150657704;674.713012007573;10.0444444444438;173.107965360618;4.53968253968254;5929.99908366445;28800
OutputStation1;81.50;17.50;2200;1486;493;45.9858959299179;632.20368541256;10.0444444444438;132.901825478257;4.46247464503043;6807.66019477556;28800
OutputStation2;81.50;23.50;1888;1290;427;45.001895256245;589.273885734416;10.0444444444438;131.185187582816;4.42154566744731;9920;28800
OutputStation3;81.50;29.50;2203;1487;502;45.3046855354472;618.200391005593;10.0444444444438;153.801111111108;4.38844621513944;6774.66019477557;28800
OutputStation4;81.50;35.50;2375;1651;504;48.553495691151;621.468246068052;10.0444444444438;183.18694084798;4.71230158730159;5050;28800
OutputStation5;81.50;41.50;2354;1631;512;47.3805721451055;642.159370304693;10.0444444444438;170.961666666662;4.59765625;5262.69778497051;28800
OutputStation6;0.50;14.50;2272;1502;522;44.8031396482084;581.387070998091;10.0444444444438;140.928427124742;4.35249042145594;6083.40186144222;28800
OutputStation7;0.50;20.50;1846;1242;420;44.8617118393727;590.916650242394;10.0444444444438;150.937409805008;4.3952380952381;10349.32963922;28800
OutputStation8;0.50;26.50;1876;1275;434;44.0897254128304;598.140415299867;10.0444444444438;130.535555555543;4.32258064516129;10040.5200071927;28800
OutputStation9;0.50;32.50;2207;1483;505;44.9821250223538;622.146318546512;10.0444444444438;142.075555555526;4.37029702970297;6735.66019477556;28800
OutputStation10;0.50;38.50;2383;1624;531;46.2911454779083;593.185205478902;10.0444444444438;153.778982680273;4.48775894538606;4975.05463922;28800
OutputStation11;0.50;44.50;2290;1581;505;46.6104727613155;698.551054942195;10.0444444444438;173.425649346958;4.53465346534653;5906.99075033111;28800
