#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;2;2;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/9;0/0,1/0;0/12,1/9;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0
60;1;1;2;2;0/35.69,1/47.96;0/19.33,1/46.49;0/60,1/60;0/60,1/60;0/0,1/9;0/2,1/0;0/1,1/14;0/15,1/7;0/3,1/2;0/5,1/5;0/1,1/0;0/0,1/1;0/3,1/2;0/5,1/2
119.96;3;3;2;2;0/80.04,1/53.33;0/19.38,1/46.62;0/119.96,1/119.96;0/119.96,1/119.96;0/1,1/7;0/0,1/0;0/1,1/9;0/12,1/14;0/3,1/2;0/5,1/5;0/2,1/1;0/1,1/2;0/4,1/7;0/11,1/8
179.96;6;5;2;2;0/130.09,1/84.93;0/19.47,1/46.67;0/179.96,1/179.96;0/179.96,1/179.96;0/1,1/3;0/0,1/0;0/1,1/6;0/13,1/11;0/3,1/2;0/5,1/5;0/3,1/3;0/2,1/3;0/5,1/10;0/17,1/14
239.96;8;8;2;2;0/180.13,1/110.49;0/19.6,1/46.8;0/239.96,1/239.96;0/239.96,1/239.96;0/0,1/1;0/0,1/0;0/0,1/3;0/19,1/12;0/3,1/2;0/5,1/5;0/4,1/4;0/3,1/5;0/6,1/13;0/23,1/20
299.96;11;10;2;2;0/240.13,1/140.49;0/19.91,1/47.07;0/299.96,1/299.96;0/299.96,1/299.96;0/0,1/0;0/0,1/0;0/0,1/0;0/22,1/10;0/0,1/3;0/6,1/6;0/4,1/7;0/5,1/5;0/6,1/16;0/29,1/26
360;11;11;2;2;0/300.18,1/200.53;0/20.13,1/47.42;0/360,1/360;0/360,1/360;0/0,1/0;0/0,1/0;0/0,1/0;0/17,1/11;0/0,1/0;0/7,1/8;0/4,1/7;0/6,1/5;0/6,1/16;0/34,1/32
420;11;12;2;2;0/360.18,1/260.53;0/20.49,1/47.82;0/420,1/420;0/420,1/420;0/0,1/0;0/0,1/3;0/0,1/0;0/16,1/23;0/0,1/0;0/7,1/8;0/4,1/7;0/6,1/6;0/6,1/16;0/40,1/38
480;11;15;2;2;0/420.18,1/320.53;0/20.76,1/48.18;0/480,1/480;0/480,1/480;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/25;0/0,1/0;0/7,1/8;0/4,1/7;0/7,1/8;0/6,1/16;0/46,1/44
540;11;16;2;2;0/480.18,1/380.53;0/21.07,1/48.36;0/540,1/540;0/540,1/540;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/22;0/0,1/0;0/7,1/8;0/4,1/7;0/8,1/8;0/6,1/16;0/52,1/50
600;11;20;2;2;0/540.18,1/440.53;0/21.2,1/48.44;0/600,1/600;0/600,1/600;0/0,1/0;0/0,1/0;0/0,1/0;0/15,1/20;0/0,1/0;0/7,1/8;0/4,1/7;0/10,1/10;0/6,1/16;0/58,1/56
659.96;11;22;2;2;0/600.13,1/500.49;0/21.29,1/48.44;0/659.96,1/659.96;0/659.96,1/659.96;0/0,1/1;0/0,1/0;0/0,1/1;0/16,1/14;0/0,1/0;0/7,1/8;0/4,1/7;0/10,1/12;0/6,1/16;0/64,1/62
719.96;12;24;2;2;0/660.13,1/550.53;0/21.33,1/48.49;0/719.96,1/719.96;0/719.96,1/719.96;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/15;0/0,1/3;0/6,1/6;0/4,1/8;0/10,1/14;0/6,1/17;0/70,1/68
779.96;12;26;2;2;0/720.13,1/610.53;0/21.38,1/48.62;0/779.96,1/779.96;0/779.96,1/779.96;0/0,1/0;0/0,1/1;0/0,1/0;0/9,1/19;0/0,1/0;0/7,1/8;0/4,1/8;0/11,1/15;0/6,1/17;0/76,1/74
839.96;12;29;2;2;0/780.13,1/670.53;0/22.49,1/48.71;0/839.96,1/839.96;0/839.96,1/839.96;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/17;0/0,1/0;0/7,1/8;0/4,1/8;0/13,1/16;0/6,1/17;0/82,1/80
