>>> Bots
Bot0:
DistanceTraveled: 1197.00000000001
DistanceEstimated: 1007
NumberOfPickups: 25
NumberOfSetdowns: 24
NumCollisions: 0
TotalTimeMoving: 1305.86666666909
None: 0.0444444444444445
ParkPod: 370.755555556239
RepositionPod: 0
Insert: 268.755555556842
Extract: 4379.15555554911
Rest: 2156.53333333776
PickupPod: 55.555555555652
SetdownPod: 53.3333333334422
GetItems: 70.0888888891844
PutItems: 998.888888889423
Rest: 1951.64444444851
Move: 4045.73333332819
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 25
SetdownPod_Count: 24
GetItems_Count: 5
PutItems_Count: 19
Rest_Count: 388
Move_Count: 93
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 1297.00000000001
DistanceEstimated: 1055
NumberOfPickups: 24
NumberOfSetdowns: 24
NumCollisions: 0
TotalTimeMoving: 1376.71111111327
None: 0.0444444444444445
ParkPod: 395.644444445234
RepositionPod: 0
Insert: 246.266666666696
Extract: 4401.68888889515
Rest: 2130.93333332622
PickupPod: 53.3333333334053
SetdownPod: 53.3333333334312
GetItems: 50.1333333333214
PutItems: 831.866666667884
Rest: 1942.13333332577
Move: 4243.77777778393
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 24
SetdownPod_Count: 24
GetItems_Count: 4
PutItems_Count: 20
Rest_Count: 387
Move_Count: 91
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 1438.07083331742
DistanceEstimated: 1214
NumberOfPickups: 30
NumberOfSetdowns: 29
NumCollisions: 0
