#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;65;0;0;0;0;0;0;0;0;0
600;0.74;68;0;0;0;0;0;0;0;0;0
1199.96;0.68;68;0;0;0;0;0;0;0;0;0
1799.96;0.68;69;0;0;0;0;0;0;0;0;0
2400;0.67;71;0;0;0;0;0;0;0;0;0
3000;0.72;72;0;0;0;0;0;0;0;0;0
3600;0.71;74;0;0;0;0;0;0;0;0;0
4200;0.66;74;0;0;0;0;0;0;0;0;0
4800;0.74;74;0;0;0;0;0;0;0;0;0
5400;0.71;74;0;0;0;0;0;0;0;0;0
5999.96;0.69;74;0;0;0;0;0;0;0;0;0
6599.96;0.67;75;0;0;0;0;0;0;0;0;0
7199.96;0.7;76;0;0;0;0;0;0;0;0;0
