#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/15,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
60;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/9
119.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/6,Rest/8
179.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/4,Rest/10
239.96;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/3,Rest/11
299.96;0;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/2,Rest/11
360;1;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/3,Rest/10
420;0;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/3,Rest/10
480;1;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/3,Rest/10
540;1;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/3,Rest/11
600;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/6,Rest/8
659.96;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/4,Rest/10
719.96;1;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/4,Rest/10
779.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/5,Rest/9
839.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/4,Rest/10
899.96;0;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/3,Rest/9
959.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/4,Rest/9
1019.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/5,Rest/9
1079.96;1;None/0,ParkPod/1,RepositionPod/0,Insert/3,Extract/3,Rest/8
1139.96;1;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/4,Rest/9
1199.96;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/4,Rest/10
1259.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/6,Rest/7
1319.96;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/7,Rest/6
1379.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/6,Rest/8
1439.96;4;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/5,Rest/7
1499.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/6,Rest/7
1559.96;3;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/6,Rest/7
1619.96;4;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/6,Rest/6
1679.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/5,Rest/8
1739.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/6,Rest/6
1799.96;2;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/4,Rest/9
1859.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/6,Rest/8
1919.96;4;None/0,ParkPod/2,RepositionPod/0,Insert/2,Extract/6,Rest/5
1979.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/6,Rest/7
2039.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/9
2099.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/9
2159.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/9,Rest/4
2219.96;5;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/7,Rest/5
2279.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/6,Rest/7
2340;4;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/7,Rest/7
2400;3;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/6,Rest/8
2460;5;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/8,Rest/6
2520;6;None/0,ParkPod/0,RepositionPod/0,Insert/4,Extract/8,Rest/3
2580;5;None/0,ParkPod/1,RepositionPod/0,Insert/2,Extract/7,Rest/5
2640;5;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/8,Rest/5
2700;6;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/7,Rest/5
