#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
600;5;7;2;2;0/520.09,1/510.27;0/43.69,1/31.91;0/600,1/600;0/600,1/600;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/7;0/3,1/2;0/5,1/5;0/2,1/3;0/4,1/3;0/8,1/9;0/56,1/57
659.96;5;9;2;2;0/580.04,1/570.22;0/43.87,1/32.09;0/659.96,1/659.96;0/659.96,1/659.96;0/0,1/3;0/0,1/0;0/0,1/3;0/9,1/9;0/3,1/2;0/5,1/5;0/2,1/3;0/5,1/4;0/8,1/9;0/62,1/63
719.96;6;11;2;2;0/640.04,1/607.51;0/44.04,1/32.22;0/719.96,1/719.96;0/719.96,1/719.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/10;0/3,1/2;0/5,1/5;0/2,1/4;0/6,1/5;0/8,1/12;0/68,1/69
779.96;6;11;2;2;0/700.04,1/660.36;0/44.22,1/32.36;0/779.96,1/779.96;0/779.96,1/779.96;0/0,1/1;0/0,1/0;0/0,1/2;0/7,1/11;0/3,1/2;0/5,1/5;0/2,1/4;0/6,1/5;0/8,1/12;0/74,1/75
839.96;8;13;2;2;0/754.93,1/710.4;0/44.44,1/32.44;0/839.96,1/839.96;0/839.96,1/839.96;0/0,1/1;0/0,1/0;0/1,1/1;0/12,1/10;0/3,1/2;0/5,1/5;0/3,1/5;0/7,1/6;0/9,1/13;0/80,1/81
899.96;9;15;2;2;0/800.13,1/755.51;0/44.58,1/32.53;0/899.96,1/899.96;0/899.96,1/899.96;0/0,1/1;0/0,1/0;0/0,1/3;0/11,1/7;0/3,1/2;0/5,1/5;0/3,1/6;0/8,1/7;0/10,1/15;0/86,1/87
959.96;10;15;2;2;0/860.13,1/793.47;0/44.67,1/32.76;0/959.96,1/959.96;0/959.96,1/959.96;0/0,1/1;0/0,1/0;0/0,1/2;0/10,1/9;0/3,1/2;0/5,1/5;0/3,1/7;0/8,1/7;0/10,1/17;0/92,1/93
1019.96;11;16;2;2;0/920.13,1/840.62;0/44.8,1/32.89;0/1019.96,1/1019.96;0/1019.96,1/1019.96;0/0,1/0;0/0,1/0;0/0,1/1;0/8,1/7;0/3,1/2;0/5,1/5;0/3,1/8;0/8,1/8;0/10,1/18;0/98,1/99
1079.96;12;18;2;2;0/980.13,1/890.67;0/44.93,1/33.07;0/1079.96,1/1079.96;0/1079.96,1/1079.96;0/0,1/0;0/0,1/0;0/2,1/1;0/5,1/11;0/3,1/2;0/5,1/5;0/3,1/9;0/9,1/9;0/10,1/19;0/104,1/105
1139.96;15;20;2;2;0/1020.22,1/940.71;0/45.2,1/33.2;0/1139.96,1/1139.96;0/1139.96,1/1139.96;0/0,1/1;0/0,1/0;0/2,1/1;0/10,1/9;0/3,1/2;0/5,1/5;0/5,1/10;0/10,1/10;0/12,1/20;0/110,1/111
1199.96;18;21;2;2;0/1060.31,1/980.8;0/45.33,1/33.33;0/1199.96,1/1199.96;0/1199.96,1/1199.96;0/0,1/0;0/2,1/0;0/0,1/0;0/12,1/11;0/3,1/2;0/5,1/5;0/6,1/12;0/11,1/10;0/14,1/22;0/116,1/117
1259.96;18;21;2;2;0/1120.31,1/1040.8;0/45.42,1/33.51;0/1259.96,1/1259.96;0/1259.96,1/1259.96;0/0,1/1;0/0,1/0;0/0,1/4;0/8,1/12;0/3,1/2;0/5,1/5;0/6,1/12;0/11,1/10;0/14,1/22;0/122,1/123
1319.96;20;23;2;2;0/1180.31,1/1074.22;0/45.56,1/33.56;0/1319.96,1/1319.96;0/1319.96,1/1319.96;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/10;0/3,1/2;0/5,1/5;0/6,1/14;0/12,1/11;0/14,1/25;0/128,1/129
1379.96;22;24;2;2;0/1240.31,1/1119.51;0/45.69,1/33.69;0/1379.96,1/1379.96;0/1379.96,1/1379.96;0/0,1/1;0/0,1/0;0/0,1/2;0/7,1/11;0/3,1/2;0/5,1/5;0/6,1/16;0/12,1/12;0/14,1/27;0/134,1/135
1439.96;23;25;2;2;0/1300.31,1/1151.11;0/45.87,1/33.78;0/1439.96,1/1439.96;0/1439.96,1/1439.96;0/0,1/1;0/0,1/0;0/0,1/2;0/6,1/12;0/3,1/2;0/5,1/5;0/6,1/17;0/13,1/12;0/14,1/29;0/140,1/141
1499.96;25;27;2;2;0/1360.31,1/1191.29;0/46.04,1/33.87;0/1499.96,1/1499.96;0/1499.96,1/1499.96;0/0,1/1;0/0,1/0;0/0,1/1;0/8,1/11;0/3,1/2;0/5,1/5;0/6,1/19;0/14,1/13;0/14,1/31;0/146,1/147
1559.96;26;30;2;2;0/1420.31,1/1248.22;0/46.22,1/33.96;0/1559.96,1/1559.96;0/1559.96,1/1559.96;0/0,1/1;0/0,1/0;0/0,1/1;0/8,1/9;0/3,1/2;0/5,1/5;0/6,1/20;0/16,1/14;0/14,1/32;0/152,1/153
1619.96;27;30;2;2;0/1480.31,1/1291.29;0/46.4,1/34.04;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/1;0/0,1/0;0/0,1/2;0/15,1/8;0/3,1/2;0/5,1/5;0/6,1/21;0/16,1/14;0/14,1/33;0/158,1/159
1679.96;29;33;2;2;0/1540.31,1/1339.11;0/46.44,1/34.22;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/11;0/3,1/2;0/5,1/5;0/6,1/23;0/17,1/16;0/14,1/35;0/164,1/165
1739.96;30;34;2;2;0/1600.31,1/1381.42;0/46.53,1/34.31;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/0;0/0,1/0;0/1,1/2;0/13,1/7;0/3,1/2;0/5,1/5;0/6,1/24;0/18,1/16;0/14,1/36;0/170,1/171
1799.96;32;36;2;2;0/1650.36,1/1421.51;0/46.62,1/34.49;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/1,1/0;0/0,1/0;0/3,1/0;0/15,1/6;0/3,1/2;0/5,1/5;0/7,1/25;0/19,1/17;0/15,1/38;0/176,1/177
1859.96;34;36;2;2;0/1687.11,1/1481.51;0/46.76,1/34.71;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/1,1/0;0/0,1/0;0/1,1/0;0/18,1/11;0/3,1/2;0/5,1/5;0/9,1/25;0/19,1/17;0/18,1/38;0/182,1/183
1919.96;35;37;2;2;0/1740.49,1/1531.56;0/46.8,1/34.8;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/1,1/2;0/0,1/0;0/3,1/3;0/14,1/10;0/3,1/2;0/5,1/5;0/9,1/26;0/20,1/17;0/18,1/39;0/188,1/189
1979.96;38;38;2;2;0/1770.62,1/1581.6;0/46.84,1/34.93;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/0,1/0;0/0,1/2;0/10,1/12;0/3,1/2;0/5,1/5;0/11,1/27;0/20,1/18;0/21,1/40;0/194,1/195
2039.96;39;38;2;2;0/1830.62,1/1621.69;0/46.93,1/35.07;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/1,1/1;0/0,1/0;0/1,1/1;0/8,1/9;0/3,1/2;0/5,1/5;0/11,1/28;0/20,1/18;0/21,1/42;0/200,1/201
2099.96;39;38;2;2;0/1890.62,1/1681.69;0/47.29,1/35.38;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/1,1/1;0/0,1/0;0/1,1/1;0/6,1/6;0/3,1/2;0/5,1/5;0/11,1/28;0/20,1/18;0/21,1/42;0/206,1/207
2159.96;40;41;2;2;0/1948.89,1/1741.69;0/47.78,1/35.87;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/0,1/0;0/3,1/0;0/0,1/1;0/12,1/14;0/3,1/2;0/5,1/5;0/12,1/28;0/22,1/19;0/22,1/42;0/212,1/213
2219.96;42;43;2;2;0/2000.62,1/1781.69;0/48.13,1/36.22;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/13;0/3,1/2;0/5,1/5;0/12,1/30;0/23,1/20;0/22,1/44;0/218,1/219
2279.96;43;45;2;2;0/2060.62,1/1831.69;0/48.58,1/36.62;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/0,1/0;0/0,1/0;0/3,1/0;0/9,1/11;0/3,1/2;0/5,1/5;0/12,1/31;0/24,1/21;0/22,1/45;0/224,1/225
2340;44;45;2;2;0/2098.31,1/1891.73;0/49.07,1/36.98;0/2340,1/2340;0/2340,1/2340;0/1,1/0;0/0,1/0;0/1,1/0;0/11,1/9;0/3,1/2;0/5,1/5;0/13,1/31;0/24,1/21;0/25,1/45;0/230,1/231
2400;45;48;2;2;0/2150.18,1/1951.73;0/49.42,1/37.33;0/2400,1/2400;0/2400,1/2400;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/8;0/3,1/2;0/5,1/5;0/14,1/31;0/25,1/23;0/26,1/45;0/236,1/237
2460;45;49;2;2;0/2200.67,1/2011.73;0/49.82,1/37.78;0/2460,1/2460;0/2460,1/2460;0/0,1/1;0/0,1/0;0/0,1/2;0/14,1/10;0/3,1/2;0/5,1/5;0/14,1/31;0/26,1/23;0/26,1/45;0/242,1/243
2520;47;51;2;2;0/2252.62,1/2061.73;0/50.13,1/38.18;0/2520,1/2520;0/2520,1/2520;0/1,1/2;0/0,1/1;0/3,1/4;0/15,1/17;0/3,1/2;0/5,1/5;0/15,1/32;0/27,1/24;0/27,1/46;0/247,1/249
2580;51;53;2;2;0/2290.67,1/2094.93;0/50.4,1/38.58;0/2580,1/2580;0/2580,1/2580;0/1,1/0;0/0,1/0;0/2,1/1;0/9,1/17;0/3,1/2;0/5,1/5;0/17,1/34;0/28,1/25;0/29,1/49;0/253,1/255
2640;53;53;2;2;0/2329.42,1/2141.73;0/50.8,1/38.89;0/2640,1/2640;0/2640,1/2640;0/0,1/1;0/0,1/0;0/1,1/1;0/10,1/13;0/3,1/2;0/5,1/5;0/19,1/34;0/28,1/25;0/32,1/50;0/259,1/261
2700;55;55;2;2;0/2370.67,1/2191.73;0/51.16,1/39.24;0/2700,1/2700;0/2700,1/2700;0/1,1/2;0/0,1/0;0/1,1/3;0/8,1/12;0/3,1/2;0/5,1/5;0/20,1/35;0/29,1/26;0/33,1/51;0/265,1/267
2760;58;56;2;2;0/2420.67,1/2231.73;0/51.56,1/39.64;0/2760,1/2760;0/2760,1/2760;0/0,1/2;0/0,1/0;0/1,1/4;0/10,1/12;0/3,1/2;0/5,1/5;0/21,1/37;0/29,1/27;0/34,1/53;0/271,1/273
2820;61;57;2;2;0/2470.67,1/2262.44;0/51.96,1/39.96;0/2820,1/2820;0/2820,1/2820;0/0,1/3;0/0,1/1;0/3,1/4;0/10,1/9;0/3,1/2;0/5,1/5;0/22,1/39;0/30,1/27;0/35,1/56;0/277,1/279
2880;63;59;2;2;0/2500.93,1/2311.73;0/52.36,1/40.31;0/2880,1/2880;0/2880,1/2880;0/0,1/1;0/0,1/0;0/0,1/5;0/11,1/10;0/3,1/2;0/5,1/5;0/23,1/40;0/31,1/28;0/38,1/57;0/283,1/284
2940;65;60;2;2;0/2560.67,1/2331.73;0/52.76,1/40.71;0/2940,1/2940;0/2940,1/2940;0/1,1/1;0/0,1/0;0/2,1/1;0/12,1/9;0/3,1/2;0/5,1/5;0/23,1/42;0/31,1/29;0/38,1/61;0/289,1/290
3000;67;60;2;2;0/2610.67,1/2381.73;0/53.07,1/41.16;0/3000,1/3000;0/3000,1/3000;0/1,1/0;0/0,1/0;0/1,1/3;0/9,1/7;0/3,1/2;0/5,1/5;0/24,1/43;0/31,1/29;0/39,1/62;0/295,1/296
3060;70;62;2;2;0/2660.67,1/2411.73;0/53.51,1/41.56;0/3060,1/3060;0/3060,1/3060;0/1,1/0;0/0,1/0;0/1,1/0;0/11,1/10;0/3,1/2;0/5,1/5;0/25,1/45;0/32,1/30;0/40,1/65;0/301,1/302
3120;71;63;2;2;0/2720.67,1/2458.76;0/53.91,1/41.91;0/3120,1/3120;0/3120,1/3120;0/2,1/1;0/0,1/0;0/2,1/2;0/9,1/10;0/3,1/2;0/5,1/5;0/25,1/46;0/32,1/31;0/40,1/67;0/307,1/308
3180;73;65;2;2;0/2760.67,1/2491.73;0/54.27,1/42.22;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/7;0/3,1/2;0/5,1/5;0/26,1/47;0/33,1/32;0/42,1/69;0/313,1/314
3240;73;67;2;2;0/2820.67,1/2551.73;0/54.67,1/42.76;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/1,1/2;0/8,1/15;0/3,1/2;0/5,1/5;0/26,1/47;0/34,1/33;0/42,1/69;0/319,1/320
3300;76;68;2;2;0/2870.67,1/2592.58;0/55.11,1/43.07;0/3300,1/3300;0/3300,1/3300;0/0,1/2;0/1,1/0;0/0,1/3;0/11,1/11;0/3,1/2;0/5,1/5;0/27,1/49;0/35,1/33;0/43,1/71;0/325,1/326
3360;76;69;2;2;0/2930.67,1/2641.73;0/55.51,1/43.51;0/3360,1/3360;0/3360,1/3360;0/1,1/2;0/0,1/0;0/2,1/3;0/8,1/14;0/3,1/2;0/5,1/5;0/27,1/49;0/35,1/34;0/43,1/72;0/331,1/332
3420;78;69;2;2;0/2980.67,1/2691.73;0/55.96,1/43.82;0/3420,1/3420;0/3420,1/3420;0/1,1/3;0/0,1/0;0/1,1/3;0/13,1/10;0/3,1/2;0/5,1/5;0/28,1/50;0/35,1/34;0/44,1/73;0/337,1/338
3480;79;71;2;2;0/3029.91,1/2751.73;0/56.31,1/44.18;0/3480,1/3480;0/3480,1/3480;0/1,1/1;0/0,1/0;0/2,1/4;0/10,1/11;0/3,1/2;0/5,1/5;0/29,1/50;0/36,1/35;0/46,1/73;0/343,1/344
3540;80;72;2;2;0/3070.67,1/2781.73;0/56.76,1/44.53;0/3540,1/3540;0/3540,1/3540;0/1,1/1;0/0,1/0;0/1,1/2;0/14,1/10;0/3,1/2;0/5,1/5;0/29,1/51;0/36,1/36;0/47,1/76;0/349,1/350
3600;83;74;2;2;0/3120.67,1/2827.29;0/57.11,1/44.89;0/3600,1/3600;0/3600,1/3600;0/0,1/1;0/0,1/0;0/2,1/2;0/11,1/9;0/3,1/2;0/5,1/5;0/30,1/53;0/37,1/37;0/48,1/78;0/355,1/356
3660;84;76;2;2;0/3160.67,1/2871.73;0/57.56,1/45.29;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/1,1/0;0/1,1/2;0/14,1/12;0/3,1/2;0/5,1/5;0/31,1/53;0/38,1/38;0/50,1/79;0/361,1/362
3720;86;78;2;2;0/3210.67,1/2911.73;0/57.87,1/45.69;0/3720,1/3720;0/3720,1/3720;0/1,1/0;0/0,1/0;0/1,1/0;0/11,1/14;0/3,1/2;0/5,1/5;0/32,1/54;0/39,1/39;0/51,1/81;0/367,1/368
3780;87;80;2;2;0/3260.67,1/2971.73;0/58.22,1/46.04;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/0,1/0;0/0,1/1;0/13,1/14;0/3,1/2;0/5,1/5;0/33,1/54;0/40,1/40;0/52,1/81;0/373,1/374
3840;88;80;2;2;0/3320.67,1/3021.73;0/58.53,1/46.4;0/3840,1/3840;0/3840,1/3840;0/1,1/1;0/0,1/0;0/1,1/1;0/8,1/14;0/3,1/2;0/5,1/5;0/33,1/55;0/40,1/40;0/52,1/82;0/379,1/380
3900;88;82;2;2;0/3380.67,1/3081.73;0/59.02,1/46.71;0/3900,1/3900;0/3900,1/3900;0/1,1/0;0/0,1/0;0/2,1/1;0/14,1/10;0/3,1/2;0/5,1/5;0/33,1/55;0/41,1/41;0/52,1/82;0/385,1/386
3960;90;82;2;2;0/3420.67,1/3131.73;0/59.38,1/47.07;0/3960,1/3960;0/3960,1/3960;0/1,1/0;0/1,1/0;0/1,1/0;0/13,1/9;0/3,1/2;0/5,1/5;0/34,1/56;0/41,1/41;0/54,1/83;0/391,1/392
4020;91;85;2;2;0/3470.67,1/3191.73;0/59.73,1/47.42;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/0,1/3;0/12,1/7;0/3,1/2;0/5,1/5;0/35,1/56;0/43,1/42;0/55,1/83;0/397,1/398
4080;93;86;2;2;0/3530.67,1/3221.73;0/60,1/47.82;0/4080,1/4080;0/4080,1/4080;0/1,1/0;0/0,1/0;0/3,1/0;0/9,1/6;0/3,1/2;0/5,1/5;0/35,1/58;0/44,1/42;0/55,1/86;0/402,1/404
4140;96;89;2;2;0/3568.98,1/3281.16;0/60.27,1/48.09;0/4140,1/4140;0/4140,1/4140;0/2,1/0;0/0,1/0;0/2,1/0;0/7,1/10;0/3,1/2;0/5,1/5;0/37,1/59;0/44,1/45;0/58,1/87;0/408,1/410
4200;96;90;2;2;0/3620.8,1/3331.78;0/60.49,1/48.22;0/4200,1/4200;0/4200,1/4200;0/2,1/0;0/0,1/0;0/2,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/37,1/59;0/45,1/45;0/58,1/87;0/414,1/416
4260;97;92;2;2;0/3670.84,1/3391.78;0/60.71,1/48.31;0/4260,1/4260;0/4260,1/4260;0/1,1/0;0/0,1/0;0/2,1/0;0/9,1/10;0/3,1/2;0/5,1/5;0/38,1/59;0/46,1/46;0/59,1/87;0/420,1/422
4320;98;93;2;2;0/3720.89,1/3451.78;0/60.89,1/48.4;0/4320,1/4320;0/4320,1/4320;0/1,1/0;0/0,1/0;0/1,1/2;0/8,1/11;0/3,1/2;0/5,1/5;0/39,1/59;0/46,1/47;0/60,1/87;0/426,1/428
4380;101;95;2;2;0/3778.93,1/3491.87;0/61.02,1/48.49;0/4380,1/4380;0/4380,1/4380;0/0,1/0;0/0,1/0;0/2,1/0;0/7,1/9;0/3,1/2;0/5,1/5;0/40,1/61;0/47,1/48;0/61,1/89;0/432,1/434
4440;102;97;2;2;0/3811.02,1/3551.87;0/61.2,1/48.67;0/4440,1/4440;0/4440,1/4440;0/0,1/0;0/0,1/0;0/2,1/1;0/9,1/9;0/3,1/2;0/5,1/5;0/41,1/61;0/48,1/49;0/63,1/89;0/438,1/440
4500;104;99;2;2;0/3851.11,1/3601.91;0/61.33,1/48.8;0/4500,1/4500;0/4500,1/4500;0/0,1/3;0/0,1/2;0/1,1/3;0/7,1/13;0/3,1/2;0/5,1/5;0/42,1/62;0/49,1/50;0/65,1/90;0/444,1/446
4560;105;101;2;2;0/3901.16,1/3661.91;0/61.51,1/48.93;0/4560,1/4560;0/4560,1/4560;0/0,1/3;0/0,1/0;0/0,1/4;0/8,1/16;0/3,1/2;0/5,1/5;0/43,1/62;0/50,1/51;0/66,1/90;0/450,1/452
4620;106;103;2;2;0/3961.16,1/3711.96;0/61.64,1/48.98;0/4620,1/4620;0/4620,1/4620;0/2,1/3;0/0,1/0;0/2,1/3;0/9,1/12;0/3,1/2;0/5,1/5;0/43,1/63;0/51,1/52;0/66,1/91;0/456,1/458
4680;108;105;2;2;0/4001.24,1/3771.56;0/61.82,1/49.07;0/4680,1/4680;0/4680,1/4680;0/0,1/1;0/0,1/0;0/0,1/3;0/12,1/9;0/3,1/2;0/5,1/5;0/44,1/64;0/52,1/53;0/68,1/92;0/462,1/464
4740;108;106;2;2;0/4061.24,1/3802.09;0/61.96,1/49.16;0/4740,1/4740;0/4740,1/4740;0/0,1/0;0/0,1/0;0/1,1/1;0/12,1/15;0/3,1/2;0/5,1/5;0/44,1/64;0/52,1/54;0/68,1/94;0/468,1/470
4800;110;107;2;2;0/4111.29,1/3852.13;0/62.18,1/49.29;0/4800,1/4800;0/4800,1/4800;0/1,1/0;0/0,1/0;0/1,1/0;0/14,1/17;0/3,1/2;0/5,1/5;0/45,1/65;0/52,1/55;0/69,1/95;0/474,1/476
4860;112;109;2;2;0/4164.49,1/3902.18;0/62.27,1/49.33;0/4860,1/4860;0/4860,1/4860;0/0,1/1;0/0,1/0;0/0,1/3;0/13,1/12;0/3,1/2;0/5,1/5;0/46,1/66;0/53,1/56;0/70,1/96;0/480,1/482
4920;114;109;2;2;0/4221.33,1/3937.29;0/62.36,1/49.38;0/4920,1/4920;0/4920,1/4920;0/1,1/0;0/0,1/0;0/1,1/0;0/13,1/8;0/3,1/2;0/5,1/5;0/46,1/68;0/53,1/56;0/70,1/99;0/486,1/488
4980;116;111;2;2;0/4280.22,1/3972.44;0/62.44,1/49.56;0/4980,1/4980;0/4980,1/4980;0/0,1/0;0/0,1/1;0/0,1/1;0/11,1/9;0/3,1/2;0/5,1/5;0/47,1/69;0/54,1/57;0/71,1/101;0/492,1/494
5040;117;113;2;2;0/4331.38,1/4022.44;0/62.53,1/49.69;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/0,1/1;0/16,1/9;0/3,1/2;0/5,1/5;0/47,1/70;0/55,1/58;0/71,1/102;0/498,1/500
5100;118;114;2;2;0/4391.38,1/4072.49;0/62.58,1/49.82;0/5100,1/5100;0/5100,1/5100;0/0,1/1;0/0,1/0;0/2,1/1;0/12,1/10;0/3,1/2;0/5,1/5;0/47,1/71;0/56,1/58;0/71,1/103;0/504,1/506
5160;119;116;2;2;0/4431.47,1/4132.49;0/62.67,1/49.96;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/1;0/1,1/1;0/10,1/16;0/3,1/2;0/5,1/5;0/48,1/71;0/57,1/59;0/73,1/103;0/510,1/512
5220;121;118;2;2;0/4481.51,1/4182.53;0/62.8,1/49.96;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/1,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/49,1/72;0/59,1/59;0/74,1/104;0/516,1/518
5280;122;120;2;2;0/4531.56,1/4242.53;0/62.89,1/50.04;0/5280,1/5280;0/5280,1/5280;0/1,1/0;0/0,1/0;0/1,1/1;0/7,1/11;0/3,1/2;0/5,1/5;0/50,1/72;0/59,1/61;0/75,1/104;0/522,1/523
5340;124;121;2;2;0/4581.6,1/4292.58;0/63.11,1/50.18;0/5340,1/5340;0/5340,1/5340;0/1,1/0;0/0,1/0;0/1,1/1;0/20,1/13;0/3,1/2;0/5,1/5;0/51,1/73;0/60,1/61;0/76,1/105;0/528,1/529
5400;126;123;2;2;0/4627.29,1/4342.62;0/63.2,1/50.31;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/0,1/0;0/1,1/1;0/17,1/19;0/3,1/2;0/5,1/5;0/52,1/74;0/61,1/62;0/78,1/106;0/534,1/535
5459.96;130;124;2;2;0/4661.73,1/4382.67;0/63.24,1/50.36;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/0;0/1,1/2;0/16,1/16;0/3,1/2;0/5,1/5;0/54,1/76;0/62,1/62;0/80,1/108;0/540,1/541
5519.96;132;126;2;2;0/4711.78,1/4422.76;0/63.33,1/50.4;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/0,1/1;0/0,1/0;0/3,1/1;0/12,1/13;0/3,1/2;0/5,1/5;0/55,1/77;0/63,1/63;0/81,1/110;0/546,1/547
5579.96;134;128;2;2;0/4743.87,1/4482.71;0/63.51,1/50.49;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/0;0/0,1/0;0/0,1/3;0/17,1/12;0/3,1/2;0/5,1/5;0/56,1/78;0/64,1/64;0/84,1/111;0/552,1/553
5639.96;135;128;2;2;0/4801.91,1/4502.93;0/63.56,1/50.58;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/0,1/1;0/0,1/0;0/0,1/1;0/16,1/8;0/3,1/2;0/5,1/5;0/56,1/79;0/64,1/64;0/84,1/114;0/558,1/559
5699.96;135;129;2;2;0/4861.91,1/4562.93;0/63.64,1/50.71;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/1;0/0,1/0;0/0,1/1;0/12,1/10;0/3,1/2;0/5,1/5;0/56,1/79;0/65,1/64;0/84,1/114;0/564,1/565
5759.96;135;130;2;2;0/4921.91,1/4622.93;0/63.91,1/50.84;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/1,1/0;0/0,1/0;0/1,1/2;0/14,1/11;0/3,1/2;0/5,1/5;0/56,1/79;0/65,1/65;0/84,1/114;0/570,1/571
