#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;47.83;0.09;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
60;132.26;3.75;PP/0.07,TA/0.02,IS/0,PS/0,RB/0,OB/3.43,RP/0
119.96;184.46;5.95;PP/0.07,TA/0.02,IS/0,PS/0,RB/0.01,OB/5.6,RP/0
179.96;265.7;9.75;PP/0.07,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/9.34,RP/0
239.96;332.27;13.25;PP/0.07,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/12.81,RP/0
299.96;400.39;16.26;PP/0.07,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/15.8,RP/0
360;457.51;19.29;PP/0.07,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/18.8,RP/0
420;491.25;20.5;PP/0.08,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/19.98,RP/0
480;533.64;21.94;PP/0.08,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/21.38,RP/0
540;571.98;23.33;PP/0.08,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/22.74,RP/0
600;616.25;25.21;PP/0.08,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/24.59,RP/0
659.96;653.26;26.42;PP/0.08,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/25.78,RP/0
719.96;689.21;27.88;PP/0.09,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/27.21,RP/0
779.96;720.69;29.08;PP/0.09,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/28.39,RP/0
839.96;753.42;30.36;PP/0.09,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/29.64,RP/0
899.96;782.08;31.19;PP/0.1,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/30.44,RP/0
959.96;810.09;32.24;PP/0.1,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/31.45,RP/0
1019.96;834.33;33.15;PP/0.1,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/32.34,RP/0
1079.96;867.99;34.3;PP/0.11,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/33.45,RP/0
1139.96;900.25;35.66;PP/0.11,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/34.77,RP/0
1199.96;930.25;36.63;PP/0.12,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/35.7,RP/0
1259.96;962.36;37.58;PP/0.12,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/36.63,RP/0
1319.96;977.28;38.29;PP/0.12,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/37.3,RP/0
