#TimeStamp;TripTime;Type
24;16;O
35;29;O
98;4;O
111;26;I
146;12;O
173;7;I
246;16;I
283;8;O
308;14;O
313;15;I
371;15;I
381;11;O
390;14;O
429;9;O
468;17;I
468;21;I
478;13;O
526;15;O
540;22;I
541;7;O
585;13;I
601;17;O
630;16;O
641;21;I
661;9;O
695;15;O
716;14;O
737;19;I
740;18;O
776;8;I
828;20;I
860;5;O
880;21;I
881;19;O
938;21;I
953;16;O
1005;10;O
1019;11;O
1020;8;O
1043;12;O
1051;10;O
1080;25;I
1081;8;O
1092;14;I
1168;18;I
1197;16;O
1201;16;I
1213;10;I
1253;12;O
1290;25;I
1291;26;I
1331;16;I
1335;27;O
1380;32;I
1421;22;I
1475;15;O
1505;11;O
1536;13;O
1537;20;I
1548;19;I
1562;24;I
1563;9;O
1606;8;O
1633;26;I
1641;30;I
1657;18;O
1664;21;O
1674;25;I
1691;18;O
1727;24;O
1743;15;I
1794;15;I
1818;12;O
1830;24;I
1873;24;I
1875;15;I
1885;20;O
1893;18;O
1897;25;I
1951;9;O
1957;25;I
1964;11;O
1964;21;I
2009;15;I
2029;9;I
2045;19;O
2059;22;I
2118;9;O
2127;24;O
2142;15;I
2197;20;I
2202;11;O
2212;9;O
2237;15;I
2248;16;O
2253;15;I
2273;12;O
2285;15;I
2302;16;I
2322;21;I
2356;16;O
2359;22;I
2366;23;I
2371;13;I
2383;18;O
2403;16;I
2426;8;O
2439;18;O
2472;18;I
2487;9;O
2506;22;I
2512;16;O
2515;22;I
2526;10;O
2543;22;I
2545;9;I
2566;10;O
2570;20;I
2585;15;I
2593;22;O
2608;16;O
2614;25;I
2655;27;I
2661;16;I
2681;17;O
2705;27;I
2718;14;O
2742;20;I
2759;13;O
2769;7;O
2787;13;I
2793;15;I
2801;8;O
2827;22;I
2836;27;O
2838;15;O
2851;10;O
2855;20;O
2865;19;I
2929;7;O
2953;17;O
2979;17;O
2981;15;I
2988;19;I
3050;18;O
3055;15;I
3084;23;I
3090;25;O
3099;15;I
3109;8;O
3121;18;I
3127;16;O
3149;22;I
3179;11;O
3179;8;O
3192;25;I
3218;21;I
3221;22;I
3254;21;I
3263;19;O
3335;14;O
3361;23;I
3378;16;I
3482;22;I
3489;17;O
3491;11;O
3522;23;O
3524;19;O
3572;14;I
3572;14;I
3579;7;O
3596;18;O
3606;22;I
3615;21;I
3623;24;I
3626;19;O
3643;24;O
3659;21;I
3703;15;O
3718;22;O
3729;24;O
3753;16;I
3759;24;I
3770;13;I
3830;9;O
3839;20;O
3841;15;I
3852;10;O
3858;11;O
3874;25;I
3902;13;O
3923;15;I
3954;11;I
4034;15;I
4040;11;O
4040;30;I
4044;15;O
4071;8;O
4075;9;O
4090;16;I
4099;9;O
4110;16;I
4144;15;I
4160;23;I
4187;22;I
4194;16;O
4206;11;O
4223;16;O
4244;23;O
4250;19;O
4254;22;I
4262;26;O
4278;22;I
4290;16;O
4293;19;O
4311;16;I
4320;11;O
4334;15;I
4357;16;I
4361;19;O
4372;15;I
4373;32;I
4412;16;I
4415;15;I
4437;17;O
4454;13;I
4454;17;I
4481;22;I
4482;15;O
4534;15;I
4536;21;I
4543;7;O
4550;19;I
4580;14;O
4628;15;I
4636;18;O
4643;16;I
4648;20;O
4662;22;I
4675;10;O
4742;14;O
4751;11;O
4767;9;O
4770;8;O
4778;9;O
4854;16;I
4870;19;I
4922;7;O
4955;17;I
4973;16;I
5003;16;O
5013;13;O
5017;16;I
5029;22;I
5048;8;O
5063;26;I
5101;10;O
5129;16;I
5134;10;O
5147;19;O
5158;20;O
5167;25;I
5173;15;I
5232;9;O
5250;11;O
5254;16;I
5255;16;I
5273;22;O
5323;15;I
5365;12;O
5370;16;O
5400;16;I
5401;13;O
5417;15;I
5511;16;I
5548;15;O
5551;18;O
5567;18;I
5582;12;O
5585;15;I
5608;17;I
5614;22;O
5639;15;O
5642;15;I
5660;15;I
5727;11;O
5730;15;I
5740;20;I
5746;17;O
5750;16;I
5762;19;I
5770;16;O
5778;16;O
5805;15;I
5849;23;O
5865;18;O
5879;15;I
5908;20;I
5919;23;O
5920;7;O
5921;11;O
5979;9;O
6003;14;I
6015;12;I
6024;18;O
6031;8;O
6039;22;I
6054;15;I
6059;16;I
6064;20;O
6110;15;O
6123;15;I
6135;15;I
6166;10;O
6174;22;I
6182;7;O
6211;14;I
6223;20;I
6223;11;O
6228;7;O
6246;19;O
6255;12;O
6306;14;I
6356;10;O
6361;15;I
6399;20;I
6423;10;O
6431;15;I
6443;8;O
6457;11;O
6503;20;O
6568;16;I
6582;18;O
6594;14;I
6627;14;I
6642;16;I
6676;15;I
6680;13;I
6696;12;I
6697;19;O
6712;21;I
6724;16;O
6773;28;I
6776;15;O
