idx;bot_id;task_id;trip_id;src_id;dest_id;path_nodes;path_len_m;expected_sec;actual_sec;gap_sec;abs_err_sec;rel_err_pct;stop_go_count;queue_stop_go_count;conflict_wait_sec
0;1;48321862;1;219;20;11;10;13.6225468957064;14.8169351904693;1.19438829476291;1.19438829476291;8.76773120259445;0;0;2.13333333333333
1;5;32243580;1;263;28;16;15;19.7009740204526;27.6613796349137;7.96040561446112;7.96040561446112;40.4061525394481;0;0;6.17777777777776
2;12;48684521;1;148;20;5;4;3.41911977096024;3.25555555555557;-0.163564215404664;0.163564215404664;4.78381064020837;0;0;0.0444444444444514
3;7;46623977;1;190;24;6;5;6.04411977096024;11.4756493469698;5.43152957600958;5.43152957600958;89.8646913336508;0;0;0.177777777777806
4;1;53538550;2;134;16;6;5;6.66911977096024;6.54722222222091;-0.121897548739328;0.121897548739328;1.82779066692001;0;0;0.0888888888888459
5;5;22008506;2;218;24;6;5;7.29411977096024;12.7645382358523;5.4704184648921;5.4704184648921;74.9976506647347;0;0;0.177777777777692
6;7;31921764;2;274;28;8;7;10.1274531042936;10.0138888888856;-0.113564215408012;0.113564215408012;1.12135019771028;0;0;0.133333333333269
7;12;39482843;2;220;20;12;11;15.5441197709602;12.8138888888842;-2.73023088207603;2.73023088207603;17.5643968414132;0;0;0.177777777777692
8;4;63326128;1;221;24;9;8;9.29411977096024;8.42190253599659;-0.872217234963646;0.872217234963646;9.38461367464744;0;0;0.0888888888888459
9;5;14685122;3;275;28;11;10;14.2475468957064;12.0219025359936;-2.22564435971283;2.22564435971283;15.6212460713748;0;0;0.133333333333269
10;3;55575394;1;136;16;8;7;8.00245310429357;13.6978715691985;5.6954184649049;5.6954184649049;71.1709071040869;0;0;0.177777777777919
11;7;37722399;3;107;16;7;6;7.33578643762691;6.466346980445;-0.869439457181909;0.869439457181909;11.8520279260361;0;0;0.0888888888889596
12;13;36743770;1;139;16;11;10;10.6274531042936;16.0978715692015;5.47041846490794;5.47041846490794;51.4744070025381;0;0;0.177777777777919
13;4;42065216;2;196;24;12;11;10.0441197709602;15.4756493469788;5.43152957601856;5.43152957601856;54.0767105518027;0;0;0.177777777777919
14;12;56156745;3;192;24;8;7;8.62745310429357;7.75523586933434;-0.87221723495923;0.87221723495923;10.1097881891141;0;0;0.0888888888889596
15;3;44113437;2;137;16;9;8;8.66911977096024;14.1423160136444;5.47319624268416;5.47319624268416;63.134394117131;0;0;0.177777777777919
16;7;11426894;4;153;24;14;13;14.1274531042936;13.2663469804488;-0.861106123844756;0.861106123844756;6.09526796859833;0;0;0.133333333333439
17;1;30338228;3;260;20;13;12;12.8357864376269;17.2663469804546;4.43056054282771;4.43056054282771;34.5172503792984;0;0;0.177777777777919
