decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec
93,1289.73333333386,1,98,1,87,3,0,21.6638219181191,38.7668392218974,0.524861878453039,0.0216638219181191,18,1,17,1,0,2,-579.328508203999,0.0099998
94,1309.77777777832,1,99,1,87,2,1,22.0532090192045,39.2822785654579,0.530386740331492,0.0220532090192045,24,2,20,1,1,2,-700.622049165303,0.3270808
95,1312.26666666721,1,99,1,87,6,1,21.8516302718904,38.972495227186,0.530386740331492,0.0218516302718904,51,2,40,1,1,2,-1428.76968516166,0.1325227
96,1339.82222222279,1,100,1,89,1,3,22.3257444970947,39.8674008876691,0.538461538461538,0.0223257444970947,36,1,28,1,3,2,-972.602886839733,0.4060689
97,1349.86666666724,1,100,1,88,2,3,22.4136035704265,39.8464063474249,0.53804347826087,0.0224136035704265,44,2,32,1,3,2,-1150.8292272502,0.477597
98,1352.31111111169,1,100,1,86,4,1,22.2271237342212,39.5642802469138,0.540540540540541,0.0222271237342212,38,1,32,1,1,2,-1148.34735326672,0.1930669
99,1359.91111111169,1,99,1,86,4,0,22.4022923037005,39.7030724986375,0.543010752688172,0.0224022923037005,33,1,24,1,0,2,-947.281600246595,0.0109978
100,1362.35555555614,1,99,1,86,5,0,22.3487952246228,39.4390503963932,0.545454545454545,0.0223487952246228,38,2,30,1,0,4,-1146.92917579844,0.0189971
101,1379.95555555615,1,100,1,88,4,1,22.686008173925,40.0859561908189,0.547872340425532,0.022686008173925,41,1,30,1,1,1,-1177.85371855668,0.2693017
102,1392.40000000061,1,100,1,88,5,1,22.8671176128315,40.2373319533477,0.55026455026455,0.0228671176128315,43,2,36,1,1,3,-1351.88290827417,0.2580715
103,1400.00000000061,1,99,1,87,4,0,22.811860313471,40.1923253142108,0.544041450777202,0.022811860313471,32,1,22,1,0,1,-906.947632918995,0.0183864
104,1420.04444444507,1,101,1,89,3,1,23.1519016535577,40.6250349769975,0.54639175257732,0.0231519016535577,37,1,26,1,1,2,-1049.15313424324,0.131513
105,1422.44444444508,1,100,1,88,5,0,23.0573242226184,40.2964451367256,0.540816326530612,0.0230573242226184,38,1,33,1,0,2,-1222.15686107352,0.0200114
106,1440.08888888953,1,101,1,89,4,1,23.1210722230431,40.2477923882602,0.545918367346939,0.0231210722230431,44,2,30,1,1,4,-1232.90384128205,0.2508634
107,1452.48888888954,1,101,1,89,4,0,23.1033746548084,40.2719374716844,0.542713567839196,0.0231033746548084,28,1,25,1,0,2,-926.508465710111,0.0200022
108,1460.13333333399,1,100,1,90,5,1,23.0890097803956,40.0909169823233,0.542713567839196,0.0230890097803956,49,2,34,1,1,3,-1371.29218231762,0.148037
109,1470.17777777845,1,100,1,90,5,1,22.9519302317214,39.9074102227228,0.544554455445545,0.0229519302317214,47,1,33,1,1,1,-1310.23303969405,0.1980552
110,1480.2222222229,1,100,1,90,5,1,22.9693793353061,40.1446810004449,0.54950495049505,0.0229693793353061,46,1,32,1,1,3,-1292.01414224794,0.2060217
111,1482.53333333401,1,99,1,90,3,1,22.8682823678379,39.8153130511464,0.551724137931034,0.0228682823678379,30,2,24,1,1,3,-925.138610344729,0.3615933
112,1502.57777777847,1,99,1,90,3,2,23.0198704798093,40.1319865886942,0.556650246305419,0.0230198704798093,36,1,31,1,2,3,-1140.89590329728,0.3612458
113,1510.26666666737,1,99,1,90,3,3,23.0698081509541,40.4232036627337,0.553921568627451,0.0230698081509541,49,1,35,1,3,2,-1369.22831065526,0.4646915
114,1522.62222222293,1,98,1,89,4,2,23.2474443203674,40.5810650855535,0.545893719806763,0.0232474443203674,45,1,37,1,2,2,-1373.76904259842,0.3052336
115,1550.31111111184,1,100,1,89,3,3,23.9428277391976,41.6397004159959,0.54066985645933,0.0239428277391976,51,2,39,1,3,2,-1505.3929103452,0.5555948
116,1552.6666666674,1,98,1,88,4,2,23.7515979479894,41.3605412542573,0.539906103286385,0.0237515979479894,45,1,38,1,2,2,-1409.63940133566,0.2315486
117,1560.3555555563,1,98,1,88,3,2,23.8720427955667,41.4190144230772,0.544600938967136,0.0238720427955667,40,3,28,1,2,4,-1143.19241901687,0.1730311
118,1572.71111111186,1,97,1,89,4,2,23.7958141743078,41.5418450839611,0.551401869158878,0.0237958141743078,47,1,37,1,2,2,-1437.57888291844,0.2350469
119,1580.40000000076,1,98,1,88,4,1,23.8734749992546,41.5278094524849,0.548387096774194,0.0238734749992546,38,2,27,1,1,4,-1131.78504294913,0.120406
120,1592.75555555632,1,97,1,89,5,0,23.9500871470554,41.7130684477882,0.555045871559633,0.0239500871470554,38,1,29,1,0,2,-1205.84140466122,0.0129813
121,1600.44444444522,1,97,1,88,5,0,24.0131099085718,41.6756452958685,0.559633027522936,0.0240131099085718,36,2,26,1,0,3,-1129.76059275996,0.0130042
122,1630.48888888969,1,99,1,88,4,0,24.0678931252223,41.8228962503863,0.568807339449541,0.0240678931252223,29,1,23,1,0,2,-972.620511867481,0.0110009
123,1632.8000000008,1,97,1,88,5,0,23.9830966897062,41.5317040236375,0.573394495412844,0.0239830966897062,38,1,29,1,0,2,-1241.17187824903,0.0130043
124,1650.53333333415,1,99,1,90,4,2,24.0800193261798,41.5574527080845,0.575342465753425,0.0240800193261798,48,1,42,1,2,2,-1642.13620348662,0.1024869
125,1652.84444444526,1,97,1,89,4,1,23.9947274081252,41.2709311419754,0.577272727272727,0.0239947274081252,42,1,32,1,1,3,-1350.81128600535,0.2765821
126,1672.88888888972,1,98,1,89,3,1,24.1800795003144,41.4515648576818,0.574660633484163,0.0241800795003144,37,1,29,1,1,2,-1215.88854799824,0.139493
127,1680.57777777861,1,98,1,91,4,3,24.1746117262616,41.3062263354234,0.579185520361991,0.0241746117262616,56,2,46,1,3,3,-1866.39213626548,0.6176638
128,1702.93333333419,1,99,1,89,2,1,24.4205102810193,41.7819668089315,0.582959641255605,0.0244205102810193,29,1,23,1,1,1,-981.698119557426,0.1245173
129,1722.97777777865,1,100,1,90,3,2,24.6397348484849,42.0212532299743,0.587443946188341,0.0246397348484849,43,2,35,1,2,3,-1467.12207602171,0.2305279
130,1730.6222222231,1,100,1,89,5,1,24.5515188799912,41.9264399335234,0.584070796460177,0.0245515188799912,50,1,40,1,1,2,-1700.21085341571,0.0964736
131,1750.66666666756,1,100,1,90,5,1,24.6404337596192,41.9451658656112,0.585903083700441,0.0246404337596192,49,1,39,1,1,2,-1669.48685144521,0.1235235
132,1753.02222222312,1,100,1,89,3,0,24.567153053351,41.6897142723532,0.590308370044053,0.024567153053351,28,1,22,1,0,1,-974.646261392529,0.0110047
133,1770.71111111202,1,100,1,90,5,1,24.7266706961592,41.8308338844798,0.594713656387665,0.0247266706961592,51,2,42,1,1,6,-1786.96377849784,0.1956005
134,1773.06666666758,1,99,1,89,3,0,24.5452808200087,41.5804384040447,0.586206896551724,0.0245452808200088,27,1,21,1,0,1,-927.748994843462,0.0155456
135,1783.11111111203,1,99,1,89,3,1,24.5796773303823,41.5123439357568,0.59051724137931,0.0245796773303823,37,2,27,1,1,5,-1215.1675362002,0.1312517
136,1800.75555555649,1,100,1,88,6,0,24.5957611044015,41.5957724559732,0.58974358974359,0.0245957611044015,50,2,41,1,0,4,-1768.36852177983,0.0270014
137,1803.15555555649,1,99,1,88,3,0,24.428267480843,41.6717504084968,0.595744680851064,0.024428267480843,27,1,20,1,0,2,-916.215894496089,0.0145418
138,1813.20000000094,1,99,1,89,3,1,24.488127483707,41.6476912679104,0.6,0.024488127483707,36,2,26,1,1,2,-1176.94609217657,0.1435195
139,1833.2444444454,1,100,1,89,3,0,24.441629265852,41.6216150541682,0.601694915254237,0.024441629265852,21,1,15,1,0,1,-710.824964943802,0.0089997
140,1853.28888888986,1,100,1,92,3,2,24.6018322511248,41.7700173472334,0.605932203389831,0.0246018322511248,44,1,34,1,2,1,-1480.62263098044,0.2100364
141,1860.80000000098,1,100,1,91,4,2,24.6276014644216,41.6910110504851,0.607594936708861,0.0246276014644216,50,2,40,1,2,4,-1725.21645173374,0.5326035
142,1863.33333333431,1,99,1,90,3,1,24.4521575074901,41.4472740729796,0.603305785123967,0.0244521575074901,33,1,23,1,1,1,-1060.11034736361,0.1780273
143,1880.84444444544,1,99,1,89,5,2,24.5049182420268,41.4167632259607,0.604938271604938,0.0245049182420267,56,2,46,1,2,2,-1941.42593771497,0.3165626
144,1913.3777777788,1,101,1,87,3,1,24.8674475978217,42.3797346385412,0.601626016260163,0.0248674475978217,28,2,24,1,1,3,-1032.59799260792,0.2830398
145,1923.42222222325,1,103,1,87,4,0,24.8691343952389,42.4340474995685,0.609756097560976,0.0248691343952389,26,1,23,1,0,3,-1015.71767031719,0.0110051
146,1933.4666666677,1,103,1,88,3,1,24.9437795571933,42.735846094492,0.613821138211382,0.0249437795571933,38,1,32,1,1,1,-1422.40941477415,0.2560283
147,1940.88888888993,1,103,1,88,5,1,24.9736915650407,42.6633897569445,0.613821138211382,0.0249736915650407,52,2,39,1,1,2,-1832.26194686123,0.1655147
148,1943.51111111216,1,104,1,90,3,2,24.8190313713412,42.4491019316732,0.609561752988048,0.0248190313713412,48,2,39,1,2,4,-1730.37139935859,0.2499268
149,1963.55555555662,1,105,1,89,5,0,24.8702038580247,42.5859655103163,0.617529880478088,0.0248702038580247,48,1,38,1,0,3,-1762.39112781806,0.0119988
150,1990.93333333442,1,105,1,90,3,1,25.0893835614333,42.8396957409508,0.614173228346457,0.0250893835614333,35,2,27,1,1,2,-1261.65900580242,0.1074805
151,2010.97777777888,1,105,1,90,3,2,25.046286918094,42.8156120964715,0.619607843137255,0.025046286918094,43,2,34,1,2,2,-1562.68552606107,0.1140405
152,2013.6000000011,1,105,1,89,4,1,24.8809817538127,42.5815459545116,0.622568093385214,0.0248809817538127,49,2,38,1,1,3,-1765.31984438942,0.3215574
153,2021.02222222333,1,104,1,88,4,0,24.7801853503147,42.4567175668725,0.627906976744186,0.0247801853503147,31,1,25,1,0,3,-1173.91364154506,0.014516
154,2023.64444444555,1,104,1,89,5,1,24.712446107283,42.2239145409207,0.631782945736434,0.024712446107283,55,2,43,1,1,3,-2005.61341257428,0.2210068
155,2033.68888889001,1,104,1,88,6,0,24.6618084045585,42.1846722709552,0.634615384615385,0.0246618084045585,53,1,42,1,0,3,-1978.37286619351,0.0270046
156,2061.15555555663,1,104,1,88,3,1,24.9903445910788,42.6305878318403,0.638461538461538,0.0249903445910788,37,1,32,1,1,3,-1464.84707368337,0.104527
157,2063.82222222328,1,105,1,88,4,1,24.9359742248277,42.4235405643173,0.642307692307692,0.0249359742248277,42,3,33,1,1,5,-1594.96922350229,0.2170287
158,2081.28888888987,1,105,1,89,3,2,24.8709702713719,42.52133627041,0.645038167938931,0.0248709702713719,46,1,39,1,2,3,-1794.64917304937,0.1274978
159,2101.42222222312,1,106,1,89,4,1,25.0377447380022,42.6925647455678,0.648854961832061,0.0250377447380021,45,1,38,1,1,1,-1786.52085444158,0.1125465
160,2121.55555555637,1,107,1,91,3,2,25.2314855129003,43.1846578970794,0.650190114068441,0.0252314855129003,48,2,40,1,2,3,-1888.41666391211,0.2925619
161,2124.13333333413,1,107,1,92,4,3,25.0557620817844,42.9299363057325,0.651515151515151,0.0250557620817844,59,1,47,1,3,2,-2231.43709240727,0.2330405
162,2131.64444444521,1,106,1,93,3,3,24.9938305755601,42.7109763000077,0.647940074906367,0.0249938305755601,52,1,45,1,3,2,-2028.33726181696,0.3175636
163,2141.73333333406,1,105,1,93,2,3,24.9414667896678,42.5102987421383,0.649253731343284,0.0249414667896678,46,1,41,1,3,1,-1821.17582717912,0.3215549
164,2151.8222222229,1,105,1,92,3,2,24.9037627087872,42.3363966049382,0.648148148148148,0.0249037627087872,46,2,41,1,2,2,-1844.02242988952,0.1781248
165,2154.31111111178,1,106,1,92,4,2,24.7326753711588,42.0916338614753,0.648148148148148,0.0247326753711588,50,1,40,1,2,1,-1863.32345824969,0.1460447
166,2182.00000000055,1,107,1,91,4,2,24.8613920454544,42.2029803240739,0.649446494464945,0.0248613920454544,55,2,44,1,2,2,-2080.28995248539,0.3065927
167,2184.48888888943,1,106,1,91,3,2,24.7107586798589,41.9931297811099,0.63768115942029,0.0247107586798589,42,1,33,1,2,1,-1521.69288023803,0.2796238
168,2204.62222222267,1,107,1,92,3,3,24.7618791078246,41.9744048291172,0.641304347826087,0.0247618791078246,52,2,38,1,3,2,-1811.52235104261,0.2220444
169,2234.80000000032,1,108,1,91,3,4,24.9471577380952,42.3345707070706,0.646209386281588,0.0249471577380952,61,2,47,1,4,2,-2209.84480242669,0.2973433
170,2242.3111111114,1,108,1,90,3,2,24.8612944356883,42.2342471738802,0.651079136690647,0.0248612944356883,44,2,39,1,2,3,-1764.78937806544,0.2725613
171,2252.40000000025,1,108,1,89,4,1,24.8649385161274,42.2852846621567,0.648745519713262,0.0248649385161274,42,1,38,1,1,3,-1710.59492591729,0.2070319
172,2254.93333333357,1,107,1,89,4,1,24.8457494855962,42.1490393059222,0.652329749103943,0.0248457494855962,45,1,36,1,1,1,-1723.48251002265,0.1115254
173,2265.02222222241,1,107,1,90,4,2,24.9198795513896,42.1721038561978,0.653571428571429,0.0249198795513896,51,1,41,1,2,1,-1945.96225372493,0.1560232
174,2272.53333333349,1,107,1,90,4,2,24.9471172489998,42.1166038262526,0.654804270462633,0.0249471172489998,49,1,44,1,2,2,-1987.07628084881,0.2555584
175,2292.66666666674,1,108,1,91,4,1,25.0281004586762,42.4005466594044,0.652482269503546,0.0250281004586762,47,1,40,1,1,1,-1876.61028908422,0.2271006
176,2295.20000000006,1,107,1,91,4,1,24.9636335324597,42.1900005314669,0.656028368794326,0.0249636335324597,42,2,34,1,1,3,-1631.63485844311,0.1440211
177,2302.75555555558,1,106,1,91,4,2,24.8361456079504,42.0192928599625,0.656028368794326,0.0248361456079504,53,1,44,1,2,1,-2060.4589818812,0.5563539
178,2305.28888888891,1,106,1,91,4,2,24.7813070776254,41.8274084778417,0.657243816254417,0.0247813070776254,47,1,39,1,2,1,-1817.50270703056,0.4491031
179,2312.84444444443,1,105,1,91,3,2,24.7786536678885,41.7249742798353,0.660777385159011,0.0247786536678885,45,1,37,1,2,2,-1744.52593872233,0.4791508
180,2322.93333333327,1,105,1,90,4,2,24.8034791771643,41.669845017636,0.658450704225352,0.0248034791771643,52,1,43,1,2,2,-2005.82484552333,0.3215583
181,2325.42222222215,1,104,1,90,4,2,24.7369524089767,41.462505458228,0.658450704225352,0.0247369524089767,46,1,37,1,2,1,-1745.02363589824,0.2641884
182,2333.02222222212,1,104,1,90,4,2,24.7402383633631,41.3735059635902,0.661971830985915,0.0247402383633631,51,1,42,1,2,2,-1956.94218460286,0.2866391
183,2345.5555555554,1,104,1,91,3,3,24.791539767531,41.3656590503186,0.665492957746479,0.024791539767531,51,1,40,1,3,3,-1904.77496661696,0.3075518
184,2365.68888888864,1,105,1,91,4,3,24.9555889395662,41.5461759999482,0.663157894736842,0.0249555889395662,57,1,45,1,3,2,-2125.59712507156,0.3841216
185,2373.24444444417,1,105,1,89,3,2,24.9517758913456,41.4476721750685,0.664335664335664,0.0249517758913456,41,1,35,1,2,1,-1622.67425657366,0.2635931
186,2375.77777777749,1,104,1,88,4,1,24.8842669110081,41.2446412889637,0.665505226480836,0.0248842669110081,40,1,35,1,1,2,-1625.29228213669,0.1325078
187,2395.91111111074,1,104,1,89,3,2,25.1022237346701,41.5152161765698,0.668989547038328,0.0251022237346701,44,1,35,1,2,1,-1686.03728204468,0.1185092
188,2403.42222222181,1,104,1,90,3,3,25.1971113701022,41.5821182173271,0.670138888888889,0.0251971113701022,55,1,38,1,3,2,-1946.68448800856,0.4285912
189,2405.99999999958,1,103,1,89,3,2,25.1602796240268,41.4324169895659,0.658703071672355,0.0251602796240268,45,3,34,1,2,6,-1669.76145453225,0.1625226
190,2416.08888888843,1,103,1,90,3,3,25.0262991330792,41.394851539039,0.665529010238908,0.0250262991330792,49,1,40,1,3,1,-1881.3506337631,0.243539
191,2423.55555555506,1,103,1,90,4,3,25.0524792898216,41.3500599030926,0.666666666666667,0.0250524792898216,59,2,43,1,3,4,-2142.35111869971,0.2150335
192,2426.17777777727,1,99,1,90,2,2,24.9322508265408,41.1982112588295,0.661073825503356,0.0249322508265408,35,3,26,0,2,5,-1270.45882070771,0.2682172
193,2456.35555555492,1,102,1,89,4,1,25.0726872502174,41.832504930844,0.668896321070234,0.0250726872502174,44,1,35,1,1,2,-1711.4842468586,0.1195152
194,2473.82222222151,1,105,1,90,4,2,25.1794992456513,41.9211875738768,0.667774086378738,0.0251794992456513,55,2,40,1,2,3,-2025.27065763781,0.1364155
195,2493.95555555476,1,106,1,89,5,1,25.1961063957474,42.2168803971299,0.667763157894737,0.0251961063957474,53,2,39,1,1,2,-1998.98943572586,0.1175438
196,2504.0444444436,1,106,1,88,5,0,25.144403734373,42.1734179036838,0.674342105263158,0.025144403734373,39,1,28,1,0,1,-1479.52971994855,0.0145069
197,2514.13333333245,1,106,1,89,5,1,25.1573883599267,42.1055236760878,0.675409836065574,0.0251573883599267,51,2,38,1,1,2,-1968.28038423575,0.1045277
198,2524.22222222129,1,106,1,89,5,1,25.156058159722,42.1462754508432,0.681967213114754,0.025156058159722,51,3,37,1,1,4,-1951.90981266291,0.1475213
199,2536.75555555457,1,105,1,88,3,1,25.0099008141268,42.0739477237654,0.689542483660131,0.0250099008141268,39,1,30,1,1,2,-1527.80011294537,0.1161452
200,2544.35555555454,1,107,1,87,6,1,25.0272264374712,42.0146184753402,0.689542483660131,0.0250272264374712,55,1,43,1,1,3,-2186.78936762811,0.2240278
201,2556.88888888782,1,104,1,86,3,0,25.0683748338078,41.995988767977,0.685064935064935,0.0250683748338078,27,1,20,1,0,1,-1060.22911804509,0.0109665
202,2574.53333333219,1,108,1,88,6,1,25.1893059815948,42.111352564102,0.688311688311688,0.0251893059815948,56,2,43,1,1,7,-2228.32427053949,0.2245482
203,2577.02222222107,1,104,1,86,3,0,25.0650887206491,41.945658675372,0.690322580645161,0.0250650887206491,26,1,19,1,0,1,-1020.81936691379,0.0095124
204,2587.11111110991,1,104,1,86,2,0,25.1714271994255,42.0375611604619,0.693548387096774,0.0251714271994255,21,1,15,1,0,1,-824.55737285328,0.0090016
205,2614.75555555424,1,108,1,89,5,2,25.4404205134043,42.4007008556738,0.696774193548387,0.0254404205134043,57,2,46,1,2,4,-2348.79300684322,0.1990401
206,2624.84444444308,1,108,1,90,5,2,25.4065757474339,42.3868499906938,0.688888888888889,0.0254065757474339,54,2,45,1,2,2,-2223.16333668528,0.2150355
207,2627.33333333196,1,108,1,89,2,1,25.2832176308277,42.2229734434822,0.695238095238095,0.0252832176308277,30,1,23,1,1,1,-1191.09973214617,0.1400333
208,2634.93333333193,1,107,1,89,6,1,25.3281571540441,42.2135952567402,0.69620253164557,0.0253281571540441,52,2,44,1,1,3,-2221.35836183138,0.1891393
209,2637.4222222208,1,106,1,88,3,0,25.2224889983328,42.0791029328621,0.70253164556962,0.0252224889983328,29,1,22,1,0,1,-1184.27545203614,0.0099961
210,2647.51111110965,1,106,1,89,3,0,25.2659169200635,42.0683739851304,0.705696202531646,0.0252659169200635,28,1,21,1,0,1,-1142.52105602902,0.011002
211,2657.59999999849,1,106,1,89,2,0,25.3538210491092,42.1320849786668,0.708860759493671,0.0253538210491092,20,1,15,1,0,1,-827.106452501064,0.0090016
212,2667.68888888734,1,106,1,89,2,2,25.3908610298835,42.1116719520018,0.712025316455696,0.0253908610298835,40,1,31,1,2,1,-1605.14371882152,0.1820096
213,2675.15555555397,1,110,1,89,5,2,25.423501875837,42.0845346585457,0.710691823899371,0.025423501875837,55,3,44,0,2,5,-2278.94984543065,0.2010312
214,2687.82222222059,1,111,1,90,2,3,25.354969057296,42.340336678203,0.702453987730061,0.025354969057296,47,1,37,1,3,2,-1872.75515562656,0.3295584
215,2697.91111110943,1,111,1,89,3,2,25.3466787439612,42.2444645732687,0.698170731707317,0.0253466787439612,47,1,37,1,2,1,-1888.42526996828,0.2985661
216,2705.33333333162,1,110,1,89,5,2,25.3387052982051,42.1499616979757,0.699088145896657,0.0253387052982051,53,1,45,1,2,4,-2238.24512136159,0.2200439
217,2707.99999999828,1,107,1,88,2,1,25.2969255763543,42.0001587320332,0.7,0.0252969255763543,29,1,21,1,1,1,-1115.14434477897,0.2805649
218,2718.08888888712,1,106,1,90,3,1,25.3529045937098,42.0133847552905,0.700906344410876,0.0253529045937098,38,1,28,1,1,1,-1499.96316835494,0.2020339
219,2728.17777777597,1,105,1,89,3,1,25.4306382414219,42.062998797423,0.70392749244713,0.0254306382414219,37,1,27,1,1,1,-1454.80861536239,0.2420494
220,2738.26666666481,1,105,1,89,2,1,25.5267584809103,42.1432333411255,0.706948640483384,0.0255267584809103,31,1,22,1,1,1,-1217.73386653907,0.1520387
221,2758.39999999806,1,106,1,89,3,2,25.7088829754491,42.3653423679936,0.709969788519637,0.0257088829754491,48,2,36,1,2,3,-1945.21058524381,0.1460376
222,2768.4888888869,1,106,1,88,4,1,25.6623339628577,42.3308592938727,0.708708708708709,0.0256623339628577,47,1,35,1,1,2,-1899.66047130249,0.1075798
223,2775.68888888687,1,108,1,87,5,0,25.6736849476002,42.2720207974441,0.709580838323353,0.0256736849476002,37,1,30,1,0,1,-1593.67041809394,0.0099701
224,2778.57777777575,1,105,1,87,5,0,25.6231232068335,42.1120774927125,0.71044776119403,0.0256231232068335,48,1,34,1,0,1,-1910.65190686575,0.0130001
225,2798.711111109,1,106,1,89,4,1,25.7331486466569,42.216594093133,0.70919881305638,0.0257331486466569,50,1,37,1,1,2,-1997.08571757808,0.2511746
226,2808.79999999784,1,106,1,90,3,1,25.7689000414978,42.19952896704,0.707964601769911,0.0257689000414978,39,1,29,1,1,2,-1566.79342709467,0.29056
227,2818.88888888669,1,106,1,90,4,2,25.815962480171,42.2014363831106,0.708823529411765,0.025815962480171,57,2,41,1,2,3,-2265.8885427834,0.2010623
228,2828.97777777553,1,106,1,89,5,1,25.7498199588477,42.136069023569,0.705539358600583,0.0257498199588477,55,2,40,1,1,2,-2200.98286524773,0.1639903
229,2835.99999999772,1,108,1,89,4,1,25.6549634659981,42.0230623289199,0.709302325581395,0.0256549634659981,44,2,34,1,1,2,-1820.29640230416,0.3265562
230,2849.11111110878,1,106,1,89,4,1,25.6423135323392,42.0441537196913,0.703170028818444,0.0256423135323392,43,2,35,1,1,2,-1822.82964418976,0.2830364
231,2866.17777777537,1,108,1,89,3,1,25.729125472239,42.2280714028675,0.706896551724138,0.025729125472239,32,1,25,1,1,1,-1322.22673178743,0.226057
232,2869.24444444202,1,106,1,89,4,2,25.6919011021125,42.0934272521218,0.709770114942529,0.0256919011021125,52,2,41,1,2,3,-2146.38775303911,0.3275416
233,2886.31111110862,1,108,1,89,2,2,25.7707463408512,42.264023998996,0.71551724137931,0.0257707463408512,37,1,27,1,2,2,-1456.16177611095,0.3085296
234,2889.37777777527,1,105,1,90,5,2,25.7322972972971,42.1280973451324,0.716332378223496,0.0257322972972971,60,2,44,1,2,3,-2423.41876353357,0.2500319
235,2906.44444444186,1,108,1,89,3,2,25.7875174959344,42.2597203017075,0.713068181818182,0.0257875174959344,45,1,34,1,2,1,-1812.58043009963,0.3175507
236,2916.53333333071,1,108,1,88,4,1,25.8268261178962,42.4379125197149,0.711864406779661,0.0258268261178962,44,1,33,1,1,2,-1806.60117865285,0.1275215
237,2919.55555555292,1,105,1,89,5,1,25.7800499892717,42.2883276139808,0.714689265536723,0.0257800499892717,52,1,40,1,1,2,-2169.47845063748,0.208022
238,2936.66666666396,1,107,1,88,3,1,25.939726584362,42.4777182058329,0.717514124293785,0.025939726584362,37,1,28,1,1,2,-1540.42144668124,0.3140992
239,2949.73333333057,1,107,1,91,4,3,26.0129543439715,42.5255253623187,0.720338983050847,0.0260129543439715,59,2,46,1,3,2,-2472.15344561498,0.7097072
240,2959.82222221941,1,106,1,88,6,1,25.958834509112,42.4780928330924,0.723943661971831,0.025958834509112,57,1,45,1,1,2,-2454.95876053728,0.2310309
241,2976.888888886,1,110,1,89,3,2,26.1164172183945,42.8490135314784,0.726760563380282,0.0261164172183945,49,2,34,1,2,5,-1950.94250441283,0.2761202
242,2979.95555555266,1,106,1,87,5,0,26.0011378337545,42.7001444597433,0.721448467966574,0.0260011378337545,39,1,31,1,0,2,-1705.75417875306,0.0100134
243,2986.97777777485,1,106,1,87,4,0,26.0291055240447,42.674327511524,0.724233983286908,0.0260291055240447,39,1,28,1,0,2,-1619.56702803899,0.0089691
244,3007.1111111081,1,110,1,86,3,1,26.2567341166228,42.9757656695151,0.725,0.0262567341166228,40,1,26,1,1,2,-1569.62992316184,0.2290259
245,3017.19999999694,1,109,1,88,3,2,26.3010894499098,42.9770993564484,0.725761772853186,0.0263010894499098,46,3,34,1,2,4,-1920.09104236463,0.2130421
246,3020.17777777471,1,109,1,86,4,0,26.1326421786771,42.8531039116442,0.729281767955801,0.0261326421786771,30,1,24,1,0,1,-1340.49131373652,0.0100126
247,3030.26666666355,1,109,1,87,4,1,26.1709067551227,42.8451975569097,0.730027548209366,0.0261709067551227,42,1,31,1,1,2,-1772.73848048323,0.2020357
248,3037.33333333019,1,108,1,86,5,0,26.1614679040112,42.7597101456318,0.730769230769231,0.0261614679040112,43,2,33,1,0,2,-1878.89217141903,0.0150082
249,3040.3555555524,1,107,1,86,4,0,26.0647915186603,42.6415626937078,0.733516483516483,0.0260647915186603,29,1,20,1,0,1,-1198.3506303739,0.0089962
250,3057.46666666343,1,108,1,88,5,1,26.2101231221652,42.8098677662032,0.736263736263736,0.0262101231221652,49,2,40,1,1,4,-2206.57519829189,0.2900682
251,3070.53333333004,1,108,1,88,3,1,26.2034998844549,42.8389168235486,0.736986301369863,0.0262034998844549,34,1,26,1,1,2,-1454.6706705918,0.0925432
252,3100.71111110769,1,110,1,87,4,1,26.4466022132363,43.1669746868939,0.732970027247956,0.0264466022132363,42,1,33,1,1,2,-1853.91686224234,0.1890465
253,3107.73333332988,1,109,1,88,5,1,26.4302823372613,43.0715712162777,0.730978260869565,0.0264302823372613,49,3,40,1,1,7,-2198.15658039801,0.2773082
254,3110.79999999654,1,109,1,87,3,0,26.2614399037716,42.9439119737905,0.737127371273713,0.0262614399037716,27,1,20,1,0,2,-1174.01408093629,0.0095095
255,3120.88888888538,1,108,1,87,3,1,26.2756639660493,42.8990432098764,0.739837398373984,0.0262756639660493,37,1,28,1,1,1,-1610.96540820122,0.0965207
256,3141.02222221863,1,109,1,88,2,2,26.4191171761952,43.0653088929035,0.742547425474255,0.0264191171761952,38,1,30,1,2,2,-1676.74581280014,0.2682131
257,3161.15555555187,1,110,1,87,3,2,26.524731646551,43.1698061615932,0.741239892183288,0.026524731646551,46,2,35,1,2,3,-2013.36337339132,0.2260282
258,3168.04444444073,1,110,1,87,5,2,26.4452046758493,43.0800914880771,0.737265415549598,0.0264452046758493,57,3,46,1,2,4,-2552.63253620381,0.2100146
259,3181.28888888512,1,108,1,86,3,1,26.3315696757363,43.0399552531111,0.73015873015873,0.0263315696757363,36,2,29,1,1,2,-1610.37539804328,0.1225202
260,3188.17777777398,1,109,1,84,6,0,26.2593871777746,42.9603574228393,0.732804232804233,0.0262593871777746,47,1,39,1,0,2,-2150.74801377712,0.0130037
261,3198.26666666283,1,109,1,85,6,0,26.295164483589,42.9522607102451,0.735449735449735,0.026295164483589,47,3,38,1,0,4,-2141.65035711747,0.0139962
262,3221.51111110717,1,108,1,87,3,1,26.2961196492092,43.0964183139818,0.735449735449735,0.0262961196492092,37,1,32,1,1,2,-1721.21893570297,0.3260748
