#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
1979.96;44;82;2;2;0/1750.8,1/1611.47;0/40.93,1/33.6;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/14;0/3,1/2;0/5,1/5;0/18,1/26;0/39,1/43;0/23,1/37;0/194,1/195
2039.96;45;84;2;2;0/1810.8,1/1661.51;0/41.07,1/33.73;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/1;0/0,1/0;0/0,1/3;0/10,1/17;0/3,1/2;0/5,1/5;0/18,1/27;0/40,1/44;0/23,1/38;0/200,1/201
2099.96;47;87;2;2;0/1870.8,1/1691.51;0/41.38,1/34;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/1,1/0;0/10,1/16;0/3,1/2;0/5,1/5;0/18,1/29;0/41,1/46;0/23,1/41;0/206,1/207
2159.96;48;90;2;2;0/1920.8,1/1751.51;0/41.87,1/34.36;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/1,1/0;0/0,1/0;0/1,1/0;0/13,1/13;0/3,1/2;0/5,1/5;0/19,1/29;0/43,1/47;0/24,1/41;0/212,1/213
2219.96;49;93;2;2;0/1980.8,1/1803.11;0/42.18,1/34.71;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/1,1/0;0/0,1/0;0/1,1/1;0/9,1/10;0/3,1/2;0/5,1/5;0/19,1/30;0/44,1/49;0/24,1/42;0/218,1/219
2279.96;51;94;2;2;0/2030.8,1/1851.51;0/42.58,1/35.11;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/2,1/0;0/0,1/0;0/2,1/0;0/11,1/8;0/3,1/2;0/5,1/5;0/20,1/31;0/44,1/50;0/25,1/43;0/224,1/225
2340;52;97;2;2;0/2080.84,1/1911.56;0/43.07,1/35.51;0/2340,1/2340;0/2340,1/2340;0/1,1/0;0/0,1/0;0/1,1/2;0/13,1/7;0/3,1/2;0/5,1/5;0/21,1/31;0/46,1/51;0/26,1/43;0/230,1/231
2400;53;100;2;2;0/2140.84,1/1951.56;0/43.38,1/35.96;0/2400,1/2400;0/2400,1/2400;0/0,1/0;0/0,1/0;0/1,1/2;0/8,1/9;0/3,1/2;0/5,1/5;0/21,1/32;0/47,1/53;0/26,1/45;0/236,1/237
2460;56;102;2;2;0/2190.84,1/1991.56;0/43.73,1/36.4;0/2460,1/2460;0/2460,1/2460;0/1,1/0;0/0,1/0;0/1,1/2;0/8,1/17;0/3,1/2;0/5,1/5;0/22,1/34;0/48,1/54;0/27,1/47;0/242,1/243
2520;58;105;2;2;0/2240.84,1/2031.56;0/44.18,1/36.67;0/2520,1/2520;0/2520,1/2520;0/2,1/1;0/1,1/0;0/2,1/1;0/10,1/11;0/3,1/2;0/5,1/5;0/23,1/35;0/50,1/55;0/28,1/49;0/248,1/249
2580;59;107;2;2;0/2300.84,1/2081.56;0/44.58,1/37.07;0/2580,1/2580;0/2580,1/2580;0/0,1/1;0/0,1/0;0/3,1/2;0/18,1/9;0/3,1/2;0/5,1/5;0/23,1/36;0/52,1/55;0/28,1/50;0/254,1/255
2640;62;111;2;2;0/2330.84,1/2131.56;0/44.98,1/37.47;0/2640,1/2640;0/2640,1/2640;0/1,1/1;0/2,1/0;0/1,1/2;0/21,1/6;0/3,1/2;0/5,1/5;0/25,1/37;0/55,1/56;0/31,1/51;0/260,1/261
2700;65;114;2;2;0/2380.84,1/2176.84;0/45.29,1/37.96;0/2700,1/2700;0/2700,1/2700;0/0,1/2;0/0,1/0;0/0,1/3;0/20,1/6;0/3,1/2;0/5,1/5;0/26,1/39;0/57,1/57;0/32,1/53;0/266,1/267
2760;67;117;2;2;0/2440.84,1/2221.07;0/45.6,1/38.44;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/2;0/1,1/1;0/18,1/7;0/3,1/2;0/5,1/5;0/26,1/41;0/58,1/59;0/32,1/55;0/272,1/273
2820;69;120;2;2;0/2490.84,1/2261.56;0/45.91,1/38.93;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/0,1/2;0/2,1/0;0/13,1/11;0/3,1/2;0/5,1/5;0/27,1/42;0/59,1/61;0/33,1/56;0/278,1/279
2880;71;123;2;2;0/2530.84,1/2321.56;0/46.27,1/39.33;0/2880,1/2880;0/2880,1/2880;0/0,1/1;0/0,1/0;0/1,1/3;0/10,1/12;0/3,1/2;0/5,1/5;0/29,1/42;0/60,1/63;0/35,1/56;0/284,1/285
2940;73;127;2;2;0/2580.84,1/2361.56;0/46.71,1/39.69;0/2940,1/2940;0/2940,1/2940;0/0,1/1;0/0,1/0;0/1,1/3;0/11,1/11;0/3,1/2;0/5,1/5;0/30,1/43;0/62,1/65;0/36,1/58;0/290,1/291
3000;76;129;2;2;0/2630.84,1/2391.56;0/47.07,1/40.04;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/0,1/0;0/1,1/1;0/12,1/12;0/3,1/2;0/5,1/5;0/31,1/45;0/63,1/66;0/37,1/61;0/296,1/296
3060;78;132;2;2;0/2680.84,1/2441.56;0/47.51,1/40.44;0/3060,1/3060;0/3060,1/3060;0/1,1/0;0/2,1/0;0/1,1/1;0/18,1/10;0/3,1/2;0/5,1/5;0/32,1/46;0/64,1/68;0/38,1/62;0/302,1/302
3120;80;135;2;2;0/2730.84,1/2491.56;0/47.82,1/40.84;0/3120,1/3120;0/3120,1/3120;0/1,1/2;0/0,1/0;0/1,1/3;0/19,1/10;0/3,1/2;0/5,1/5;0/33,1/47;0/65,1/70;0/39,1/63;0/308,1/308
3180;83;137;2;2;0/2786,1/2531.56;0/48.13,1/41.24;0/3180,1/3180;0/3180,1/3180;0/0,1/1;0/0,1/0;0/0,1/2;0/17,1/10;0/3,1/2;0/5,1/5;0/34,1/49;0/66,1/71;0/40,1/65;0/314,1/314
3240;86;138;2;2;0/2830.84,1/2573.29;0/48.49,1/41.6;0/3240,1/3240;0/3240,1/3240;0/1,1/0;0/0,1/0;0/1,1/0;0/17,1/8;0/3,1/2;0/5,1/5;0/35,1/51;0/66,1/72;0/41,1/67;0/320,1/320
3300;87;142;2;2;0/2880.84,1/2631.56;0/48.84,1/42.04;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/8;0/3,1/2;0/5,1/5;0/36,1/51;0/68,1/74;0/42,1/67;0/326,1/326
3360;88;144;2;2;0/2940.84,1/2684;0/49.16,1/42.49;0/3360,1/3360;0/3360,1/3360;0/0,1/1;0/0,1/0;0/1,1/1;0/13,1/12;0/3,1/2;0/5,1/5;0/36,1/52;0/69,1/75;0/42,1/68;0/332,1/332
3420;90;146;2;2;0/2984.27,1/2741.56;0/49.47,1/42.8;0/3420,1/3420;0/3420,1/3420;0/1,1/0;0/0,1/0;0/1,1/1;0/9,1/8;0/3,1/2;0/5,1/5;0/38,1/52;0/70,1/76;0/44,1/68;0/338,1/338
3480;93;149;2;2;0/3034.18,1/2781.56;0/49.87,1/43.2;0/3480,1/3480;0/3480,1/3480;0/1,1/0;0/0,1/0;0/1,1/0;0/7,1/12;0/3,1/2;0/5,1/5;0/39,1/54;0/71,1/78;0/45,1/70;0/344,1/344
3540;94;153;2;2;0/3090.84,1/2833.42;0/50.22,1/43.6;0/3540,1/3540;0/3540,1/3540;0/0,1/0;0/0,1/0;0/1,1/1;0/7,1/13;0/3,1/2;0/5,1/5;0/39,1/55;0/73,1/80;0/45,1/71;0/349,1/350
3600;97;156;2;2;0/3140.84,1/2879.6;0/50.71,1/43.96;0/3600,1/3600;0/3600,1/3600;0/0,1/2;0/0,1/1;0/0,1/5;0/15,1/15;0/3,1/2;0/5,1/5;0/40,1/57;0/75,1/81;0/46,1/73;0/355,1/356
3660;98;157;2;2;0/3200.84,1/2901.56;0/51.07,1/44.31;0/3660,1/3660;0/3660,1/3660;0/1,1/0;0/0,1/0;0/1,1/2;0/11,1/14;0/3,1/2;0/5,1/5;0/40,1/58;0/75,1/82;0/46,1/76;0/361,1/362
3720;99;159;2;2;0/3260.84,1/2941.56;0/51.42,1/44.71;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/0,1/0;0/1,1/1;0/14,1/11;0/3,1/2;0/5,1/5;0/40,1/59;0/76,1/83;0/46,1/78;0/367,1/368
3780;102;161;2;2;0/3310.84,1/2981.56;0/51.87,1/45.02;0/3780,1/3780;0/3780,1/3780;0/0,1/2;0/0,1/0;0/0,1/2;0/19,1/6;0/3,1/2;0/5,1/5;0/41,1/61;0/77,1/84;0/47,1/80;0/373,1/374
3840;103;165;2;2;0/3370.84,1/3034.84;0/52.13,1/45.51;0/3840,1/3840;0/3840,1/3840;0/0,1/1;0/0,1/0;0/1,1/2;0/13,1/9;0/3,1/2;0/5,1/5;0/41,1/62;0/79,1/86;0/47,1/81;0/379,1/380
3900;105;169;2;2;0/3420.84,1/3081.56;0/52.49,1/52.67;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/0;0/0,1/2;0/10,1/8;0/3,1/2;0/5,1/5;0/42,1/63;0/80,1/89;0/48,1/82;0/385,1/385
3960;107;171;2;2;0/3480.84,1/3121.56;0/52.89,1/54.36;0/3960,1/3960;0/3960,1/3960;0/0,1/1;0/0,1/0;0/1,1/2;0/9,1/11;0/3,1/2;0/5,1/5;0/42,1/65;0/81,1/90;0/48,1/84;0/391,1/391
4020;110;173;2;2;0/3530.84,1/3170.04;0/53.33,1/54.76;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/1,1/2;0/2,1/1;0/11,1/10;0/3,1/2;0/5,1/5;0/43,1/67;0/82,1/91;0/49,1/86;0/397,1/397
4080;112;176;2;2;0/3572.53,1/3211.56;0/53.73,1/55.16;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/0,1/0;0/0,1/2;0/10,1/7;0/3,1/2;0/5,1/5;0/44,1/68;0/83,1/93;0/51,1/87;0/403,1/403
4140;115;181;2;2;0/3620.89,1/3251.64;0/53.91,1/55.42;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/0;0/0,1/2;0/6,1/11;0/3,1/2;0/5,1/5;0/45,1/70;0/86,1/95;0/52,1/89;0/409,1/409
4200;116;185;2;2;0/3680.89,1/3291.73;0/54.13,1/55.6;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/1,1/0;0/0,1/0;0/10,1/9;0/3,1/2;0/5,1/5;0/45,1/71;0/88,1/97;0/52,1/91;0/415,1/415
4260;116;187;2;2;0/3740.89,1/3351.73;0/54.27,1/55.73;0/4260,1/4260;0/4260,1/4260;0/0,1/0;0/0,1/0;0/0,1/2;0/10,1/6;0/3,1/2;0/5,1/5;0/45,1/71;0/89,1/98;0/52,1/91;0/421,1/421
4320;118;192;2;2;0/3800.89,1/3384.84;0/55.91,1/55.96;0/4320,1/4320;0/4320,1/4320;0/0,1/0;0/0,1/1;0/0,1/0;0/12,1/5;0/3,1/2;0/5,1/5;0/45,1/73;0/93,1/99;0/52,1/94;0/427,1/427
4380;119;194;2;2;0/3860.89,1/3431.91;0/56,1/56.18;0/4380,1/4380;0/4380,1/4380;0/0,1/0;0/0,1/0;0/1,1/1;0/9,1/7;0/3,1/2;0/5,1/5;0/45,1/74;0/95,1/99;0/52,1/95;0/433,1/433
4440;121;199;2;2;0/3910.93,1/3481.96;0/56.18,1/56.36;0/4440,1/4440;0/4440,1/4440;0/0,1/0;0/0,1/2;0/1,1/1;0/7,1/10;0/3,1/2;0/5,1/5;0/46,1/75;0/97,1/102;0/53,1/96;0/439,1/439
4500;124;202;2;2;0/3960.98,1/3522.04;0/56.36,1/56.49;0/4500,1/4500;0/4500,1/4500;0/0,1/1;0/0,1/0;0/1,1/3;0/5,1/7;0/3,1/2;0/5,1/5;0/47,1/77;0/98,1/104;0/54,1/98;0/445,1/445
4560;126;205;2;2;0/4011.02,1/3562.13;0/56.58,1/56.67;0/4560,1/4560;0/4560,1/4560;0/0,1/1;0/0,1/0;0/0,1/2;0/12,1/6;0/3,1/2;0/5,1/5;0/48,1/78;0/99,1/106;0/55,1/100;0/451,1/451
4620;128;208;2;2;0/4071.02,1/3602.22;0/56.67,1/57.51;0/4620,1/4620;0/4620,1/4620;0/0,1/1;0/1,1/0;0/0,1/2;0/11,1/5;0/3,1/2;0/5,1/5;0/48,1/80;0/101,1/107;0/55,1/102;0/457,1/457
4680;129;210;2;2;0/4131.02,1/3652.27;0/56.76,1/57.78;0/4680,1/4680;0/4680,1/4680;0/0,1/0;0/0,1/5;0/1,1/1;0/12,1/18;0/3,1/2;0/5,1/5;0/48,1/81;0/102,1/108;0/55,1/103;0/463,1/463
4740;131;213;2;2;0/4181.07,1/3702.31;0/56.89,1/57.87;0/4740,1/4740;0/4740,1/4740;0/0,1/0;0/0,1/2;0/0,1/0;0/12,1/15;0/3,1/2;0/5,1/5;0/49,1/82;0/104,1/109;0/56,1/104;0/469,1/469
4800;131;215;2;2;0/4241.07,1/3762.31;0/57.02,1/57.96;0/4800,1/4800;0/4800,1/4800;0/0,1/0;0/0,1/0;0/1,1/1;0/17,1/11;0/3,1/2;0/5,1/5;0/49,1/82;0/105,1/110;0/56,1/104;0/475,1/475
4860;134;217;2;2;0/4291.11,1/3805.73;0/57.07,1/58.09;0/4860,1/4860;0/4860,1/4860;0/0,1/0;0/0,1/1;0/0,1/1;0/13,1/14;0/3,1/2;0/5,1/5;0/50,1/84;0/106,1/111;0/57,1/106;0/481,1/481
4920;136;220;2;2;0/4351.11,1/3845.42;0/57.16,1/58.22;0/4920,1/4920;0/4920,1/4920;0/1,1/0;0/0,1/0;0/1,1/1;0/11,1/16;0/3,1/2;0/5,1/5;0/50,1/86;0/108,1/112;0/57,1/108;0/487,1/487
4980;138;221;2;2;0/4401.16,1/3892.53;0/57.24,1/58.22;0/4980,1/4980;0/4980,1/4980;0/0,1/2;0/0,1/0;0/0,1/2;0/11,1/10;0/3,1/2;0/5,1/5;0/51,1/87;0/109,1/112;0/58,1/109;0/493,1/493
5040;140;223;2;2;0/4461.16,1/3942.18;0/57.38,1/65.73;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/0,1/1;0/15,1/11;0/3,1/2;0/5,1/5;0/51,1/89;0/109,1/114;0/58,1/111;0/499,1/498
5100;140;227;2;2;0/4521.16,1/3982.67;0/57.47,1/65.82;0/5100,1/5100;0/5100,1/5100;0/1,1/0;0/0,1/0;0/1,1/0;0/17,1/10;0/3,1/2;0/5,1/5;0/51,1/89;0/110,1/117;0/58,1/112;0/505,1/504
5160;140;229;2;2;0/4581.16,1/4042.67;0/57.56,1/66;0/5160,1/5160;0/5160,1/5160;0/0,1/2;0/0,1/2;0/1,1/2;0/17,1/9;0/3,1/2;0/5,1/5;0/51,1/89;0/112,1/117;0/58,1/112;0/511,1/510
5220;142;231;2;2;0/4631.2,1/4096;0/57.6,1/66.13;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/0,1/1;0/13,1/9;0/3,1/2;0/5,1/5;0/52,1/90;0/112,1/119;0/59,1/113;0/517,1/516
5280;143;235;2;2;0/4681.24,1/4142.76;0/57.73,1/66.31;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/11;0/3,1/2;0/5,1/5;0/53,1/90;0/114,1/121;0/60,1/114;0/523,1/522
5340;144;237;2;2;0/4741.24,1/4192.8;0/57.82,1/66.49;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/0,1/0;0/1,1/0;0/8,1/19;0/3,1/2;0/5,1/5;0/53,1/91;0/115,1/122;0/60,1/115;0/529,1/528
5400;146;241;2;2;0/4791.29,1/4248.76;0/58,1/66.53;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/0,1/0;0/0,1/2;0/6,1/14;0/3,1/2;0/5,1/5;0/54,1/92;0/117,1/124;0/61,1/116;0/535,1/534
5459.96;148;245;2;2;0/4843.82,1/4282.89;0/58.22,1/66.62;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/0;0/1,1/1;0/10,1/13;0/3,1/2;0/5,1/5;0/55,1/93;0/120,1/125;0/62,1/118;0/541,1/540
5519.96;151;247;2;2;0/4891.33,1/4325.02;0/58.36,1/66.71;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/0,1/0;0/0,1/2;0/1,1/1;0/10,1/14;0/3,1/2;0/5,1/5;0/56,1/95;0/121,1/126;0/63,1/120;0/547,1/546
5579.96;153;249;2;2;0/4941.38,1/4373.02;0/58.44,1/66.84;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/1,1/1;0/0,1/1;0/1,1/2;0/13,1/15;0/3,1/2;0/5,1/5;0/57,1/96;0/122,1/127;0/64,1/121;0/553,1/552
5639.96;156;252;2;2;0/4991.42,1/4413.24;0/58.53,1/66.93;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/1,1/1;0/0,1/0;0/1,1/2;0/10,1/17;0/3,1/2;0/5,1/5;0/58,1/98;0/123,1/129;0/65,1/123;0/559,1/558
5699.96;158;255;2;2;0/5049.33,1/4463.16;0/58.67,1/67.02;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/16;0/3,1/2;0/5,1/5;0/59,1/99;0/124,1/131;0/66,1/124;0/565,1/564
5759.96;160;257;2;2;0/5101.47,1/4507.82;0/58.76,1/67.11;0/5759.96,1/5759.96;0/5759.96,1/5759.96;0/0,1/2;0/0,1/0;0/1,1/2;0/7,1/14;0/3,1/2;0/5,1/5;0/59,1/101;0/125,1/132;0/66,1/126;0/571,1/570
