>>> Bots
Bot0:
DistanceTraveled: 2206.65277783929
DistanceEstimated: 2017
NumberOfPickups: 46
NumberOfSetdowns: 46
NumCollisions: 0
TotalTimeMoving: 2183.33333339537
None: 0.0444444444444445
ParkPod: 734.399999995546
RepositionPod: 0
Insert: 2210.79999998839
Extract: 0
Rest: 11348.3111111277
PickupPod: 102.222222221653
SetdownPod: 102.222222221675
GetItems: 501.422222219573
PutItems: 0
Rest: 10864.1777777231
Move: 2723.51111117006
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 46
SetdownPod_Count: 46
GetItems_Count: 46
PutItems_Count: 0
Rest_Count: 2162
Move_Count: 184
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 3101.00000000006
DistanceEstimated: 2649
NumberOfPickups: 64
NumberOfSetdowns: 64
NumCollisions: 0
TotalTimeMoving: 3446.13333331611
None: 0.0444444444444445
ParkPod: 909.511111106545
RepositionPod: 0
Insert: 0
Extract: 11561.4666666091
Rest: 1894.31111117341
PickupPod: 142.222222221512
SetdownPod: 142.222222221478
GetItems: 0
PutItems: 2804.08888887502
Rest: 1318.84444451025
Move: 9957.95555550525
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 64
SetdownPod_Count: 64
GetItems_Count: 0
PutItems_Count: 64
Rest_Count: 261
Move_Count: 249
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 5408.43996535588
DistanceEstimated: 5054
NumberOfPickups: 114
NumberOfSetdowns: 113
NumCollisions: 0
TotalTimeMoving: 5395.9555556051
None: 0.0444444444444445
ParkPod: 1883.33333332534
RepositionPod: 0
Insert: 5649.73333338194
Extract: 0
Rest: 6791.6888888487
PickupPod: 253.333333332153
SetdownPod: 251.111111109979
GetItems: 1383.46666666035
PutItems: 0
Rest: 5884.71111107588
Move: 6552.17777782205
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 114
SetdownPod_Count: 113
GetItems_Count: 113
PutItems_Count: 0
Rest_Count: 1169
Move_Count: 423
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 3269.00000000008
DistanceEstimated: 2736
NumberOfPickups: 68
NumberOfSetdowns: 67
NumCollisions: 0
TotalTimeMoving: 3732.84444442519
None: 0.0444444444444445
ParkPod: 970.177777772835
RepositionPod: 0
Insert: 0
Extract: 11476.4888889015
Rest: 1919.15555554803
PickupPod: 151.066666665905
SetdownPod: 148.888888888128
GetItems: 0
PutItems: 2555.91111109808
Rest: 1249.15555555138
Move: 10260.8444444633
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 68
SetdownPod_Count: 67
GetItems_Count: 0
PutItems_Count: 67
Rest_Count: 247
Move_Count: 263
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 3522.14222226171
DistanceEstimated: 2930
NumberOfPickups: 70
NumberOfSetdowns: 69
NumCollisions: 0
TotalTimeMoving: 3898.71111116501
None: 0.0444444444444445
ParkPod: 1038.26666666143
RepositionPod: 0
Insert: 0
Extract: 11370.0000000171
Rest: 1956.39999998832
PickupPod: 155.511111110309
SetdownPod: 153.333333332532
GetItems: 0
PutItems: 2402.22222221211
Rest: 1234.44444443706
Move: 10419.2000000193
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 70
SetdownPod_Count: 69
GetItems_Count: 0
PutItems_Count: 69
Rest_Count: 244
Move_Count: 273
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot5:
DistanceTraveled: 3283.51925547369
DistanceEstimated: 2679
NumberOfPickups: 65
NumberOfSetdowns: 64
NumCollisions: 0
TotalTimeMoving: 3606.04444449965
None: 0.0444444444444445
ParkPod: 921.599999995187
RepositionPod: 0
Insert: 0
Extract: 11918.0000000116
Rest: 1528.93333332674
PickupPod: 144.399999999269
SetdownPod: 142.222222221469
GetItems: 0
PutItems: 2512.13333331781
Rest: 942.533333329684
Move: 10627.2888889097
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 65
SetdownPod_Count: 64
GetItems_Count: 0
PutItems_Count: 64
