#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.72;0.71;96;0;0;0;0;0;0;0;0;0
1199.93;0.72;96;0;0;0;0;0;0;0;0;0
1799.96;0.73;96;0;0;0;0;0;0;0;0;0
2399.93;0.73;96;0;0;0;0;0;0;0;0;0
2999.6;0.74;96;0;0;0;0;0;0;0;0;0
3599.95;0.74;96;0;0;0;0;0;0;0;0;0
4199.97;0.74;96;0;0;0;0;0;0;0;0;0
4799.85;0.75;97;0;0;0;0;0;0;0;0;0
5399.98;0.75;97;0;0;0;0;0;0;0;0;0
5999.92;0.76;97;0;0;0;0;0;0;0;0;0
6599.93;0.76;97;0;0;0;0;0;0;0;0;0
7199.96;0.76;97;0;0;0;0;0;0;0;0;0
