Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;148;0;105;14.1560348368108;55.5276249808398;10.0444444444443;40.2288888888888;1.40952380952381;5737.70853501863;7200
InputStation1;23.50;0.50;70;0;56;12.4787965103714;21.7445967815362;10.0444444444443;30.2833333333334;1.25;6508.16695551716;7200
InputStation2;33.50;0.50;92;0;63;14.6035583723185;73.5501990024315;10.0444444444443;50.1834271247463;1.46031746031746;6288.20277058484;7200
InputStation3;43.50;0.50;90;0;62;14.4979097409253;48.227463793954;10.0444444444443;40.1505555555554;1.45161290322581;6311.31731601368;7200
InputStation4;53.50;0.50;89;0;64;13.9016334099353;37.0340047526956;10.0444444444443;30.4210173196983;1.390625;6321.80545457114;7200
InputStation5;63.50;0.50;86;0;64;13.419198345518;41.6542110274056;10.0444444444443;40.1784271247462;1.34375;6348.41365067221;7200
OutputStation0;81.50;11.50;202;78;49;41.1107968918386;1208.29949728618;10.0444444444443;150.908975487381;4.12244897959184;5207.9451228466;7200
OutputStation1;81.50;17.50;258;126;49;52.5951660930117;1115.51521538213;10.0444444444447;111.307777777777;5.26530612244898;4654.6429869393;7200
OutputStation2;81.50;23.50;160;54;55;29.1972428165836;920.239509178842;10.0444444444443;131.64935065303;2.90909090909091;5624.47129841064;7200
OutputStation3;81.50;29.50;208;87;49;42.6126579227882;1090.80874975477;10.0444444444443;131.601666666666;4.24489795918367;5144.13650071418;7200
OutputStation4;81.50;35.50;210;86;51;41.3010374081806;1133.98369571438;10.0444444444443;151.734062085866;4.11764705882353;5122.96192646212;7200
OutputStation5;81.50;41.50;205;85;52;39.5857771371222;1635.1977915157;10.0444444444443;221.522864376269;3.94230769230769;5179.68318171515;7200
OutputStation6;0.50;14.50;226;98;44;51.0671505644172;1237.22850452117;10.0444444444445;121.220743138383;5.13636363636364;4973.31557022475;7200
OutputStation7;0.50;20.50;206;79;47;43.7166959879328;1085.29224574373;10.0444444444447;130.941197709602;4.38297872340426;5165.7284127389;7200
OutputStation8;0.50;26.50;223;105;45;49.6963334931757;1745.99585200487;10.0444444444443;171.06953823585;4.95555555555556;4997.63518038987;7200
OutputStation9;0.50;32.50;214;94;48;44.7265817401728;1092.6741791345;10.0444444444443;141.395541169705;4.45833333333333;5084.28305915202;7200
OutputStation10;0.50;38.50;213;86;48;44.0548956834806;1342.72142303506;10.0444444444443;191.864523850012;4.4375;5096.72850653028;7200
OutputStation11;0.50;44.50;488;311;78;63.2392519523187;1425.97863553064;10.0444444444443;163.058333333338;6.25641025641026;2376.3310823394;7200
