>>> Bots
Bot0:
DistanceTraveled: 6297.85162905593
DistanceEstimated: 6090
NumberOfPickups: 66
NumberOfSetdowns: 65
NumCollisions: 0
TotalTimeMoving: 5265.79295816751
None: 0.42
ParkPod: 1441.59010817728
RepositionPod: 0
Insert: 5708.27906236912
Extract: 0
Rest: 0
PickupPod: 147.574350652996
SetdownPod: 145.402323206593
GetItems: 893.375476150026
PutItems: 0
Rest: 21.184148684396
Move: 5942.75287185239
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 66
SetdownPod_Count: 65
GetItems_Count: 65
PutItems_Count: 0
Rest_Count: 0
Move_Count: 197
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 6261.00000000151
DistanceEstimated: 5893
NumberOfPickups: 56
NumberOfSetdowns: 55
NumCollisions: 0
TotalTimeMoving: 5075.97683267089
None: 0.42
ParkPod: 1384.59424966876
RepositionPod: 0
Insert: 0
Extract: 5770.98786437618
Rest: 0
PickupPod: 125.348910467662
SetdownPod: 122.964531042934
GetItems: 0
PutItems: 1221.16739541907
Rest: 17.7382035771848
Move: 5668.78307353809
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 56
SetdownPod_Count: 55
GetItems_Count: 0
PutItems_Count: 56
Rest_Count: 0
Move_Count: 167
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 56
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 56
StatSlowStartImmediateReleaseCount: 56
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 6541.00000000138
DistanceEstimated: 6163
NumberOfPickups: 56
NumberOfSetdowns: 56
NumCollisions: 0
TotalTimeMoving: 5373.75851315639
None: 0.42
ParkPod: 1707.68917745601
RepositionPod: 0
Insert: 5356.99326831362
Extract: 0
Rest: 84.8980591520176
PickupPod: 125.190201968666
SetdownPod: 124.549062085807
GetItems: 802.913715691909
PutItems: 0
Rest: 73.278860117198
Move: 6024.06866505807
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 56
SetdownPod_Count: 56
GetItems_Count: 56
PutItems_Count: 0
Rest_Count: 11
Move_Count: 169
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 5740.17002528958
DistanceEstimated: 5403
NumberOfPickups: 49
NumberOfSetdowns: 48
NumCollisions: 0
TotalTimeMoving: 4676.24787180079
None: 0.42
ParkPod: 1455.40766960049
RepositionPod: 0
Insert: 0
Extract: 5707.09911962926
Rest: 0
PickupPod: 109.608066344951
SetdownPod: 107.418621900501
GetItems: 0
PutItems: 1733.68926405454
Rest: 17.6091271055896
Move: 5194.60170982416
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 49
SetdownPod_Count: 48
GetItems_Count: 0
PutItems_Count: 48
Rest_Count: 0
Move_Count: 146
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 49
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 49
StatSlowStartImmediateReleaseCount: 49
StatSlowStartSearchFailures: 2
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 6333.00000000119
DistanceEstimated: 5939
NumberOfPickups: 65
NumberOfSetdowns: 64
NumCollisions: 0
TotalTimeMoving: 5297.34787876195
None: 0.42
ParkPod: 1649.4205195909
RepositionPod: 0
Insert: 5501.24415587722
Extract: 0
Rest: 0
PickupPod: 145.254336267226
SetdownPod: 143.231031705534
GetItems: 923.402885955055
PutItems: 0
Rest: 22.8482179631914
Move: 5916.34820357712
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 65
SetdownPod_Count: 64
GetItems_Count: 64
PutItems_Count: 0
Rest_Count: 0
Move_Count: 194
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot5:
DistanceTraveled: 5655.00000000088
DistanceEstimated: 5423
NumberOfPickups: 45
NumberOfSetdowns: 44
NumCollisions: 0
TotalTimeMoving: 4529.61847747524
None: 0.42
ParkPod: 1396.22841993183
RepositionPod: 0
Insert: 0
Extract: 5762.94664508786
Rest: 0
PickupPod: 100.707222222256
SetdownPod: 98.32657287526
GetItems: 0
PutItems: 1961.14248921057
Rest: 17.3660460913827
Move: 4982.05273462022
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 45
SetdownPod_Count: 44
GetItems_Count: 0
PutItems_Count: 45
Rest_Count: 0
Move_Count: 134
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 45
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 45
StatSlowStartImmediateReleaseCount: 45
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot6:
DistanceTraveled: 6609.93705636121
DistanceEstimated: 6290
NumberOfPickups: 57
NumberOfSetdowns: 57
NumCollisions: 0
TotalTimeMoving: 5440.7855480792
None: 0.42
ParkPod: 1637.01867944391
RepositionPod: 0
Insert: 5513.75885292419
Extract: 0
Rest: 0
PickupPod: 127.447308820713
SetdownPod: 127.402510789367
GetItems: 702.749083664685
PutItems: 0
Rest: 18.1907287525671
Move: 6175.40790034076
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 57
SetdownPod_Count: 57
GetItems_Count: 57
PutItems_Count: 0
Rest_Count: 0
Move_Count: 172
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot7:
DistanceTraveled: 5785.19471332723
DistanceEstimated: 5502
NumberOfPickups: 52
NumberOfSetdowns: 52
NumCollisions: 0
TotalTimeMoving: 4690.31594539024
None: 0.42
ParkPod: 1124.46707779699
RepositionPod: 0
Insert: 0
Extract: 6034.1808657014
Rest: 0
PickupPod: 116.29555555559
SetdownPod: 116.130122563169
GetItems: 0
PutItems: 1748.15599574089
Rest: 16.809949366239
Move: 5161.67632027251
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 52
SetdownPod_Count: 52
GetItems_Count: 0
PutItems_Count: 52
Rest_Count: 0
Move_Count: 157
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 52
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 52
StatSlowStartImmediateReleaseCount: 52
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot8:
DistanceTraveled: 5910.00000000133
DistanceEstimated: 5688
NumberOfPickups: 50
NumberOfSetdowns: 49
NumCollisions: 0
TotalTimeMoving: 4765.9311038666
None: 0.42
ParkPod: 1300.53999999997
RepositionPod: 0
Insert: 0
Extract: 5857.26676765093
Rest: 0
PickupPod: 111.821132458131
SetdownPod: 109.522857183329
GetItems: 0
PutItems: 1682.0519986747
Rest: 15.1746248343913
Move: 5239.65615450035
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 50
SetdownPod_Count: 49
GetItems_Count: 0
PutItems_Count: 50
Rest_Count: 0
Move_Count: 149
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 50
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 50
StatSlowStartImmediateReleaseCount: 50
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot9:
DistanceTraveled: 4842.14220783681
DistanceEstimated: 4652
NumberOfPickups: 39
NumberOfSetdowns: 38
NumCollisions: 0
TotalTimeMoving: 3908.654004259
None: 0.42
ParkPod: 938.533924853508
RepositionPod: 0
Insert: 0
Extract: 6222.97208527322
Rest: 0
PickupPod: 87.373629093423
SetdownPod: 85.0086075146471
GetItems: 0
PutItems: 2182.96101731969
Rest: 12.2015872611102
Move: 4768.75561338231
Evade: 0
UseElevator: 0
SlowStartHold: 25.6255555555508
PickupPod_Count: 39
SetdownPod_Count: 38
GetItems_Count: 0
PutItems_Count: 38
Rest_Count: 0
Move_Count: 116
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 39
StatSlowStartHoldTimeSec: 25.7326839863645
StatSlowStartHoldEnergyJ: 2315.9415587728
StatSlowStartDecisionCount: 39
StatSlowStartImmediateReleaseCount: 38
StatSlowStartSearchFailures: 22
StatSlowStartExpectedArrivalMissingCount: 0
Bot10:
DistanceTraveled: 6615.03055408047
DistanceEstimated: 6305
NumberOfPickups: 55
NumberOfSetdowns: 55
NumCollisions: 0
TotalTimeMoving: 5429.9948409055
None: 0.42
ParkPod: 1725.25518758293
RepositionPod: 0
Insert: 5144.90436503883
Extract: 281.353131364593
Rest: 0
PickupPod: 123.042857183339
SetdownPod: 123.038867310124
GetItems: 712.62397548739
PutItems: 28.8149999999987
Rest: 19.6702597953976
Move: 6144.7417242101
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 55
SetdownPod_Count: 55
GetItems_Count: 53
PutItems_Count: 2
Rest_Count: 0
Move_Count: 166
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 2
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 2
StatSlowStartImmediateReleaseCount: 2
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot11:
DistanceTraveled: 5091.0305540797
DistanceEstimated: 4801
NumberOfPickups: 50
NumberOfSetdowns: 49
NumCollisions: 0
TotalTimeMoving: 4182.06782841172
None: 0.42
ParkPod: 1254.27515161812
RepositionPod: 0
Insert: 0
Extract: 5905.78889636514
Rest: 0
PickupPod: 111.786832670726
SetdownPod: 109.609812417177
GetItems: 0
PutItems: 2243.06631307978
Rest: 17.2854689570892
Move: 4678.73562085849
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 50
SetdownPod_Count: 49
GetItems_Count: 0
PutItems_Count: 50
Rest_Count: 0
Move_Count: 150
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 50
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 50
StatSlowStartImmediateReleaseCount: 50
StatSlowStartSearchFailures: 1
StatSlowStartExpectedArrivalMissingCount: 0
Bot12:
DistanceTraveled: 4785.00000000046
DistanceEstimated: 4604
NumberOfPickups: 42
NumberOfSetdowns: 41
NumCollisions: 0
TotalTimeMoving: 3895.51357874284
None: 0.42
ParkPod: 1062.57927124754
RepositionPod: 0
Insert: 0
Extract: 6101.17620490247
Rest: 0
PickupPod: 91.8468976903881
SetdownPod: 91.6123447853537
GetItems: 0
PutItems: 2229.91094510712
Rest: 13.6648268029884
Move: 4737.14046176415
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 42
SetdownPod_Count: 41
GetItems_Count: 0
PutItems_Count: 41
Rest_Count: 0
Move_Count: 124
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 41
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 41
StatSlowStartImmediateReleaseCount: 41
StatSlowStartSearchFailures: 24
StatSlowStartExpectedArrivalMissingCount: 0
Bot13:
DistanceTraveled: 5681.19939464226
DistanceEstimated: 5471
NumberOfPickups: 46
NumberOfSetdowns: 46
NumCollisions: 0
TotalTimeMoving: 4559.00908366455
None: 0.42
ParkPod: 1249.60297974637
RepositionPod: 0
Insert: 0
Extract: 5910.52998561413
Rest: 0
PickupPod: 102.867958167671
SetdownPod: 102.939971228263
GetItems: 0
PutItems: 1920.28761896669
Rest: 15.2172509938926
Move: 5019.24016600399
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 46
SetdownPod_Count: 46
GetItems_Count: 0
PutItems_Count: 46
Rest_Count: 0
Move_Count: 139
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 46
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 46
StatSlowStartImmediateReleaseCount: 46
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot14:
DistanceTraveled: 5843.48108234056
DistanceEstimated: 5544
NumberOfPickups: 50
NumberOfSetdowns: 49
NumCollisions: 0
TotalTimeMoving: 4711.90366562466
None: 0.42
ParkPod: 1179.92549053583
RepositionPod: 0
Insert: 0
Extract: 5975.08736664745
Rest: 0
PickupPod: 111.889365038899
SetdownPod: 109.718888888931
GetItems: 0
PutItems: 1743.25860032171
Rest: 19.7740980505265
Move: 5170.79190488321
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 50
SetdownPod_Count: 49
GetItems_Count: 0
PutItems_Count: 50
Rest_Count: 0
Move_Count: 150
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 50
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 50
StatSlowStartImmediateReleaseCount: 50
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot15:
DistanceTraveled: 6393.06622302767
DistanceEstimated: 6020
NumberOfPickups: 62
NumberOfSetdowns: 62
NumCollisions: 0
TotalTimeMoving: 5352.34227228913
None: 0.42
ParkPod: 1528.79010098433
RepositionPod: 0
Insert: 5621.79639967833
Extract: 0
Rest: 0
PickupPod: 138.53045457124
SetdownPod: 138.603946715684
GetItems: 832.984639220213
PutItems: 0
Rest: 19.6529078171901
Move: 6021.23455233834
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 62
SetdownPod_Count: 62
