Policy,Reference,Bots,Bound,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G-Legacy-NoDist,M4G-Legacy,6,CI low,−1.92,−1.78,−1.30,−4.86,−1.37,−2.31,+2.17,+0.43,−6.16,−9.22
M4G-Legacy-NoDist,M4G-Legacy,6,CI high,+0.23,+0.42,+1.27,+2.24,+4.22,+5.23,+8.44,+6.37,+5.41,+79.54
M4G-Legacy-NoDist,M4G,6,CI low,−2.71,−2.24,−2.41,−21.17,+17.63,+18.73,+23.14,+21.92,−2.47,+46.51
M4G-Legacy-NoDist,M4G,6,CI high,−0.67,−0.50,−0.76,−15.58,+23.69,+26.47,+27.88,+26.54,+8.44,+184.30
M4G-Legacy-NoDist,M4G-Legacy,10,CI low,−0.57,−1.22,−1.86,−1.73,−4.95,−4.58,+0.22,−1.30,−10.89,+29.10
M4G-Legacy-NoDist,M4G-Legacy,10,CI high,−0.27,+0.42,+0.17,+4.64,+0.37,+1.64,+7.79,+6.40,+1.19,+59.88
M4G-Legacy-NoDist,M4G,10,CI low,−0.60,−0.32,−1.63,−44.16,+66.42,+67.95,+54.41,+55.63,−14.85,+38.84
M4G-Legacy-NoDist,M4G,10,CI high,−0.32,+0.99,−0.39,−39.30,+73.24,+75.14,+60.86,+61.89,−7.32,+68.61
