Policy,Reference,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G-Legacy-NoDist,M4G-Legacy,6,.108,.194,.977,.426,.279,.403,.004,.029,.886,.107
M4G-Legacy-NoDist,M4G,6,.005,.006,.002,< .001,< .001,< .001,< .001,< .001,.247,.004
M4G-Legacy-NoDist,M4G-Legacy,10,< .001,.303,.092,.329,.083,.313,.040,.168,.103,< .001
M4G-Legacy-NoDist,M4G,10,< .001,.278,.005,< .001,< .001,< .001,< .001,< .001,< .001,< .001
