Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;129;0;98;13.2052759370637;36.4060593094782;10.0444444444443;40.3354617641427;1.31632653061224;5924.91999971638;7200
InputStation1;23.50;0.50;73;0;57;12.7881303054079;23.7192902497042;10.0444444444443;30.3672222222222;1.28070175438596;6478.41181109205;7200
InputStation2;33.50;0.50;84;0;60;13.9508199839149;58.0836940501272;10.0444444444443;50.1416666666667;1.4;6369.71940128706;7200
InputStation3;43.50;0.50;91;0;60;15.1666720802549;59.651140142812;10.0444444444443;40.1888888888891;1.51666666666667;6300.8481241717;7200
InputStation4;53.50;0.50;87;0;63;13.8223930952481;36.5637283450293;10.0444444444443;30.3478715691908;1.38095238095238;6340.63258328557;7200
InputStation5;63.50;0.50;92;0;64;14.3458299527947;54.1207150797545;10.0444444444443;40.4022222222222;1.4375;6298.51980494079;7200
OutputStation0;81.50;11.50;199;83;45;42.552137726881;1384.81331585517;10.0444444444445;111.312222222225;4.42222222222222;5235.46212095431;7200
OutputStation1;81.50;17.50;194;66;51;38.1364182431259;1068.02675989336;10.0444444444443;140.977958167691;3.80392156862745;5283.87937970811;7200
OutputStation2;81.50;23.50;239;113;48;49.7639342801647;1051.03228666633;10.0444444444443;110.810086598491;4.97916666666667;4839.02445854678;7200
OutputStation3;81.50;29.50;229;96;46;48.5526221864212;1337.6227684017;10.0444444444443;160.661017319698;4.97826086956522;4934.89124862706;7200
OutputStation4;81.50;35.50;222;93;48;46.1741400600998;1279.02409395743;10.0444444444445;130.797316013633;4.625;5010.08150757188;7200
OutputStation5;81.50;41.50;305;172;48;63.8153394062716;1556.77334949029;10.0444444444445;171.442496403539;6.35416666666667;4192.85604637483;7200
OutputStation6;0.50;14.50;223;104;45;49.4599121416649;1303.51737563803;10.0444444444443;131.10676045808;4.95555555555556;4997.64837705779;7200
OutputStation7;0.50;20.50;146;41;57;25.4748002580275;510.648521337799;10.0444444444443;100.483427124746;2.56140350877193;5759.54369382968;7200
OutputStation8;0.50;26.50;201;75;50;39.3110509350787;1206.65863966677;10.0444444444443;151.872683986366;4.02;5215.28204874167;7200
OutputStation9;0.50;32.50;245;126;45;53.3403055923661;1157.34423839255;10.0444444444443;120.991572875252;5.44444444444444;4779.47386674307;7200
OutputStation10;0.50;38.50;191;78;53;36.1527376187057;879.143929644037;10.0444444444443;111.321940847983;3.60377358490566;5318.60995655893;7200
OutputStation11;0.50;44.50;502;317;74;69.0174540724787;1408.69437156383;10.0444444444443;164.867222222224;6.78378378378378;2243.87074948055;7200
