layer,metric,empty,loaded,total,unit
L1,orders_completed,,,1205,orders
L1,orders_per_hour,,,602.5,orders/h
L1,total_energy_with_support_kJ,,,23155.5803934726,kJ
L1,total_energy_mech_kJ,,,10271.6668844411,kJ
L1,energy_total_with_support_per_order_kJ,,,19.2162492891889,kJ/order
L1,energy_mech_per_order_kJ,,,8.52420488335359,kJ/order
L1,total_distance_m,,,117293.444578539,m
L1,order_distance_m,,,97.3389581564635,m/order
L1,system_order_pile_on,,,1.93729903536977,orders/output_station_arrival
L1,input_station_arrivals,,,408,count
L1,output_station_arrivals,,,622,count
L1,station_arrivals_total,,,1030,count
L2,trip_count,1051,2071,3122,trips
L2,distance_m,36643,80769,117412,m
L2,total_time_sec,29993.5367315489,75725.5657188639,105719.102450413,s
L2,total_move_turn_energy_kJ,2309.17519302293,7511.00831376108,9820.183506784,kJ
L2,move_turn_pct_of_mech,22.4810171416358,73.1235582136947,,%
L2,avg_distance_per_trip_m,34.8648905803996,39,,m/trip
L2,avg_time_per_trip_sec,28.5380939405793,36.5647347749222,,s/trip
L2,avg_energy_per_trip_kJ,2.19712197242904,3.62675437651428,,kJ/trip
L3,e1_accel_kJ,,,1562.10944614495,kJ
L3,e2_decel_kJ,,,0,kJ
L3,e3_cruise_kJ,,,6901.39189437073,kJ
L3,e4_rotation_kJ,,,1356.68216626831,kJ
L3,e5_lift_kJ,,,451.483377657076,kJ
L3,e1_pct_of_mech,,,15.2079449588766,%
L3,e2_pct_of_mech,,,0,%
L3,e3_pct_of_mech,,,67.1886264616365,%
L3,e4_pct_of_mech,,,13.2080039348174,%
L3,e5_pct_of_mech,,,4.39542464466947,%
L4,turn_count,1896,8391,10287,events
L4,turn_energy_kJ,192.240793022925,1164.44137324539,1356.68216626831,kJ
L4,turn_pct_of_total,0.830213666668087,5.02877212947612,,%
L4,turn_pct_of_state,8.32508480100482,15.503129867557,,%
L4,turn_per_trip,1.80399619410086,4.05166586190246,,per trip
L4,turn_per_m,0.0517424883333788,0.103888868253909,,per m
L5,wait_time_sec,583.118839251227,2212.54838438946,2795.66722364069,s
L5,wait_energy_kJ,52.4806955326104,199.129354595051,251.610050127662,kJ
L5,wait_pct_of_total,0.226643835485136,0.859962701048015,,%
L5,wait_ratio_mean,0.0187639723088701,0.0215556523919749,0.0206151639837643,ratio
L5,wait_ratio_median,0.00752718293854708,0.00598074946264131,0.00621689077065115,ratio
L5,wait_ratio_p95,0.076201284877202,0.104945120248319,0.0934483628969872,ratio
L6,composition_move_pct,,,36.5505903833942,%
L6,composition_turn_pct,,,5.85898579614421,%
L6,composition_lift_pct,,,1.94978216907207,%
L6,composition_wait_pct,,,1.08660653653315,%
L6,composition_support_pct,,,54.5540351148564,%
L6,energy_empty_to_loaded_ratio,,,0.307438774737107,ratio
L6,effective_motion_ratio,,,0.973555704136327,ratio
L6,wait_energy_per_order_kJ,,,0.208805020852831,kJ/order
L6,energy_per_m_empty_J,63.018180635399,,,J/m
L6,energy_per_m_loaded_J,,92.9937019619046,,J/m
